"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"02/23/2020","Troy, Ala.",NA,"1","top","0-0","Louisiana Tech","Troy","Young lined out to lf (3-1 BBBK)."
"02/23/2020","Troy, Ala.",NA,"1","top","0-0","Louisiana Tech","Troy","Wells doubled to right center (2-2 BKBSF)."
"02/23/2020","Troy, Ala.",NA,"1","top","0-0","Louisiana Tech","Troy","Bates grounded out to 2b (0-0)3a Wells advanced to third."
"02/23/2020","Troy, Ala.",NA,"1","top","0-0","Louisiana Tech","Troy","Garcia grounded out to 3b (3-2 FBKBB)."
"02/23/2020","Troy, Ala.",NA,"1","bot","0-0","Troy","Louisiana Tech","Mosley, R. struck out swinging (2-2 KBFBS)."
"02/23/2020","Troy, Ala.",NA,"1","bot","0-0","Troy","Louisiana Tech","Frederic, D. fouled out to rf (3-2 SBBSB)."
"02/23/2020","Troy, Ala.",NA,"1","bot","0-0","Troy","Louisiana Tech","Sinquefield grounded out to 2b (0-0)."
"02/23/2020","Troy, Ala.",NA,"2","top","0-0","Louisiana Tech","Troy","McConnell hit by pitch (2-0 BB)."
"02/23/2020","Troy, Ala.",NA,"2","top","0-0","Louisiana Tech","Troy","Netterville struck out swinging (0-2 SFS)."
"02/23/2020","Troy, Ala.",NA,"2","top","0-0","Louisiana Tech","Troy","Myers flied out to rf (1-1 KB)."
"02/23/2020","Troy, Ala.",NA,"2","top","2-0","Louisiana Tech","Troy","Hasler homered to left field, 2 RBI (0-2 KF)3a McConnell scored."
"02/23/2020","Troy, Ala.",NA,"2","top","2-0","Louisiana Tech","Troy","Ray singled to first base, bunt (0-0)."
"02/23/2020","Troy, Ala.",NA,"2","top","2-0","Louisiana Tech","Troy","Young flied out to cf (0-1 S)."
"02/23/2020","Troy, Ala.",NA,"2","bot","2-0","Troy","Louisiana Tech","Kirk, E. singled to second base (0-1 K)."
"02/23/2020","Troy, Ala.",NA,"2","bot","2-0","Troy","Louisiana Tech","Bartolero grounded into double play ss to 2b to 1b (1-0 B)3a Kirk, E. out on the play."
"02/23/2020","Troy, Ala.",NA,"2","bot","2-0","Troy","Louisiana Tech","Sullivan, W. lined out to cf (2-1 BBK)."
"02/23/2020","Troy, Ala.",NA,"3","top","2-0","Louisiana Tech","Troy","Wells singled to shortstop (0-1 K)."
"02/23/2020","Troy, Ala.",NA,"3","top","4-0","Louisiana Tech","Troy","Bates homered to right center, 2 RBI (1-0 B)3a Wells scored."
"02/23/2020","Troy, Ala.",NA,"3","top","4-0","Louisiana Tech","Troy","Garcia flied out to rf to right center (0-0)."
"02/23/2020","Troy, Ala.",NA,"3","top","4-0","Louisiana Tech","Troy","McConnell grounded out to 1b unassisted (3-2 BBBKS)."
"02/23/2020","Troy, Ala.",NA,"3","top","4-0","Louisiana Tech","Troy","Netterville singled to second base (2-1 BSB)."
"02/23/2020","Troy, Ala.",NA,"3","top","4-0","Louisiana Tech","Troy","Netterville out at second c to 2b."
"02/23/2020","Troy, Ala.",NA,"3","bot","4-0","Troy","Louisiana Tech","Garofalo, A. struck out swinging (1-2 KKBS)."
"02/23/2020","Troy, Ala.",NA,"3","bot","4-0","Troy","Louisiana Tech","Mock, K. reached on a throwing error by 2b (1-2 KBFF)."
"02/23/2020","Troy, Ala.",NA,"3","bot","4-0","Troy","Louisiana Tech","Smith, R. popped up to 2b (0-2 SF)."
"02/23/2020","Troy, Ala.",NA,"3","bot","4-0","Troy","Louisiana Tech","Mosley, R. singled through the right side (1-0 B)3a Mock, K. advanced to third."
