"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"05/18/2019","Morgantown, W.Va.",NA,"1","top","0-0","George Washington","West Virginia","FERGUS, C. popped up to 2b (2-2 FKBBF)."
"05/18/2019","Morgantown, W.Va.",NA,"1","top","0-0","George Washington","West Virginia","BARMAKIAN, S grounded out to ss (1-1 KB)."
"05/18/2019","Morgantown, W.Va.",NA,"1","top","0-0","George Washington","West Virginia","FASSNACHT, N struck out swinging (2-2 BKFBS)."
"05/18/2019","Morgantown, W.Va.",NA,"1","bot","0-0","West Virginia","George Washington","Doanes, T. doubled down the lf line (0-0)."
"05/18/2019","Morgantown, W.Va.",NA,"1","bot","0-0","West Virginia","George Washington","White, B. singled to third base, bunt (0-1 K) Doanes, T. advanced to third."
"05/18/2019","Morgantown, W.Va.",NA,"1","bot","0-0","West Virginia","George Washington","White, B. stole second."
"05/18/2019","Morgantown, W.Va.",NA,"1","bot","0-1","West Virginia","George Washington","Hill, D. doubled to center field, RBI (2-2 BBFFF) White, B. advanced to third Doanes, T. scored."
"05/18/2019","Morgantown, W.Va.",NA,"1","bot","0-2","West Virginia","George Washington","Inman, M. flied out to lf, SF, RBI (0-1 K) White, B. scored."
"05/18/2019","Morgantown, W.Va.",NA,"1","bot","0-3","West Virginia","George Washington","McIntosh, P doubled through the left side, RBI (2-2 BBKF) Hill, D. scored."
"05/18/2019","Morgantown, W.Va.",NA,"1","bot","0-4","West Virginia","George Washington","Gonzalez, I. singled to shortstop, RBI (0-0) McIntosh, P scored."
"05/18/2019","Morgantown, W.Va.",NA,"1","bot","0-4","West Virginia","George Washington","Brophy, K. grounded out to 1b unassisted (2-1 BFB) Gonzalez, I. advanced to second."
"05/18/2019","Morgantown, W.Va.",NA,"1","bot","0-4","West Virginia","George Washington","Lake, TJ hit by pitch (1-2 KKB)."
"05/18/2019","Morgantown, W.Va.",NA,"1","bot","0-4","West Virginia","George Washington","Tucker, T struck out swinging (2-2 BKFBS)."
"05/18/2019","Morgantown, W.Va.",NA,"2","top","0-4","George Washington","West Virginia","DALESSANDRO singled up the middle (1-1 SB)."
"05/18/2019","Morgantown, W.Va.",NA,"2","top","0-4","George Washington","West Virginia","LEVIN, N. struck out looking (3-2 BSBBKFK)."
"05/18/2019","Morgantown, W.Va.",NA,"2","top","0-4","George Washington","West Virginia","HIX, T. struck out looking (0-2 KFK)."
"05/18/2019","Morgantown, W.Va.",NA,"2","top","0-4","George Washington","West Virginia","RIPP, D. flied out to cf (0-2 SF)."
"05/18/2019","Morgantown, W.Va.",NA,"2","bot","0-4","West Virginia","George Washington","KNIGHT, P. to p for RAIMO, E.."
"05/18/2019","Morgantown, W.Va.",NA,"2","bot","0-4","West Virginia","George Washington","Doanes, T. walked (3-1 BFBBB)."
"05/18/2019","Morgantown, W.Va.",NA,"2","bot","0-4","West Virginia","George Washington","White, B. flied out to rf (0-1 K)."
"05/18/2019","Morgantown, W.Va.",NA,"2","bot","0-4","West Virginia","George Washington","Hill, D. singled to first base (3-2 BBKBKFFFFF) Doanes, T. advanced to second."
"05/18/2019","Morgantown, W.Va.",NA,"2","bot","0-4","West Virginia","George Washington","Inman, M. flied out to cf (0-0)."
"05/18/2019","Morgantown, W.Va.",NA,"2","bot","0-4","West Virginia","George Washington","McIntosh, P walked (3-1 BBFBB) Hill, D. advanced to second Doanes, T. advanced to third."
"05/18/2019","Morgantown, W.Va.",NA,"2","bot","0-4","West Virginia","George Washington","Gonzalez, I. reached on a fielders choice (1-2 KBK) McIntosh, P out at second 3b to 2b."
"05/18/2019","Morgantown, W.Va.",NA,"3","top","0-4","George Washington","West Virginia","FRECHETTE, A struck out looking (0-2 KFK)."
"05/18/2019","Morgantown, W.Va.",NA,"3","top","0-4","George Washington","West Virginia","BROPHY, C. flied out to lf (0-0)."
"05/18/2019","Morgantown, W.Va.",NA,"3","top","0-4","George Washington","West Virginia","FERGUS, C. singled to third base, bunt (1-1 BK)."
"05/18/2019","Morgantown, W.Va.",NA,"3","top","0-4","George Washington","West Virginia","BARMAKIAN, S grounded out to 2b (1-0 B)."
"05/18/2019","Morgantown, W.Va.",NA,"3","bot","0-4","West Virginia","George Washington","Zitel, A. pinch hit for Brophy, K.."
"05/18/2019","Morgantown, W.Va.",NA,"3","bot","0-4","West Virginia","George Washington","Zitel, A. flied out to lf (1-1 BK)."
"05/18/2019","Morgantown, W.Va.",NA,"3","bot","0-4","West Virginia","George Washington","Lake, TJ singled up the middle (0-0)."
"05/18/2019","Morgantown, W.Va.",NA,"3","bot","0-4","West Virginia","George Washington","Tucker, T lined out to 2b (0-2 FF)."
"05/18/2019","Morgantown, W.Va.",NA,"3","bot","0-4","West Virginia","George Washington","Doanes, T. singled to third base (1-0 B) Lake, TJ advanced to second."
"05/18/2019","Morgantown, W.Va.",NA,"3","bot","0-4","West Virginia","George Washington","White, B. reached on a fielders choice (0-0) Doanes, T. out at second ss to 2b."
"05/18/2019","Morgantown, W.Va.",NA,"4","top","0-4","George Washington","West Virginia","Zitel, A. to 3b."
"05/18/2019","Morgantown, W.Va.",NA,"4","top","0-4","George Washington","West Virginia","FASSNACHT, N singled to right field (2-2 KFBFB)."
"05/18/2019","Morgantown, W.Va.",NA,"4","top","2-4","George Washington","West Virginia","DALESSANDRO homered to left field, 2 RBI (1-0 B) FASSNACHT, N scored."
"05/18/2019","Morgantown, W.Va.",NA,"4","top","2-4","George Washington","West Virginia","LEVIN, N. grounded out to 1b unassisted (3-2 FBSBB)."
