"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"05/28/2022","Charlotte, N.C.",NA,"1","top","0-0","North Carolina","Notre Dame","Zarate singled through the right side (1-2 KSFB)."
"05/28/2022","Charlotte, N.C.",NA,"1","top","0-0","North Carolina","Notre Dame","Horvath singled to left center (3-2 FKBBFFFB)3a Zarate advanced to second."
"05/28/2022","Charlotte, N.C.",NA,"1","top","0-0","North Carolina","Notre Dame","Serretti grounded into double play p to ss to 1b (0-0)3a Horvath out on the play3a Zarate advanced to third."
"05/28/2022","Charlotte, N.C.",NA,"1","top","0-0","North Carolina","Notre Dame","Honeycutt struck out looking (3-2 KBBKBK)."
"05/28/2022","Charlotte, N.C.",NA,"1","top","0-0","North Carolina","Notre Dame","H: 2 LOB: 1"
"05/28/2022","Charlotte, N.C.",NA,"1","bot","0-0","Notre Dame","North Carolina","S Myers popped up to 1b (2-1 BBK)."
"05/28/2022","Charlotte, N.C.",NA,"1","bot","0-0","Notre Dame","North Carolina","R Cole walked (3-1 BBBKB)."
"05/28/2022","Charlotte, N.C.",NA,"1","bot","0-0","Notre Dame","North Carolina","C Putz walked (3-2 BBBFFB)3a R Cole advanced to second."
"05/28/2022","Charlotte, N.C.",NA,"1","bot","0-0","Notre Dame","North Carolina","J Zyska infield fly to 2b (1-1 BS)."
"05/28/2022","Charlotte, N.C.",NA,"1","bot","0-0","Notre Dame","North Carolina","D LaManna struck out looking (0-2 KFK)."
"05/28/2022","Charlotte, N.C.",NA,"1","top","0-0","North Carolina","Notre Dame","LOB: 2"
"05/28/2022","Charlotte, N.C.",NA,"2","top","0-0","North Carolina","Notre Dame","Osuna struck out swinging (0-2 KSS)."
"05/28/2022","Charlotte, N.C.",NA,"2","top","0-0","North Carolina","Notre Dame","Madej singled through the right side (0-0)."
"05/28/2022","Charlotte, N.C.",NA,"2","top","0-0","North Carolina","Notre Dame","Frick doubled to left center (3-1 BBBK)3a Madej advanced to third."
"05/28/2022","Charlotte, N.C.",NA,"2","top","0-0","North Carolina","Notre Dame","Stokely walked (3-2 SBKBBB)."
"05/28/2022","Charlotte, N.C.",NA,"2","top","1-0","North Carolina","Notre Dame","Wilkerson reached on a fielder's choice, RBI (0-0)3a Stokely out at second 3b to 2b3a Frick advanced to third3a Madej scored."
"05/28/2022","Charlotte, N.C.",NA,"2","top","1-0","North Carolina","Notre Dame","Zarate popped up to ss (3-0 BBB)."
"05/28/2022","Charlotte, N.C.",NA,"2","bot","1-0","Notre Dame","North Carolina","Z Prajzner flied out to cf (2-2 FFBBFF)."
"05/28/2022","Charlotte, N.C.",NA,"2","bot","1-0","Notre Dame","North Carolina","B Coetzee fouled out to p, bunt (0-0)."
"05/28/2022","Charlotte, N.C.",NA,"2","bot","1-0","Notre Dame","North Carolina","J Penney fouled out to 3b (0-0)."
"05/28/2022","Charlotte, N.C.",NA,"3","top","1-0","North Carolina","Notre Dame","Horvath struck out swinging (2-2 KKBBS)."
"05/28/2022","Charlotte, N.C.",NA,"3","top","1-0","North Carolina","Notre Dame","Serretti struck out looking (1-2 FKBK)."
"05/28/2022","Charlotte, N.C.",NA,"3","top","1-0","North Carolina","Notre Dame","Honeycutt reached on a fielding error by ss (0-1 K)."
"05/28/2022","Charlotte, N.C.",NA,"3","top","1-0","North Carolina","Notre Dame","Osuna struck out swinging (1-2 KKBFS)."
"05/28/2022","Charlotte, N.C.",NA,"3","top","1-1","North Carolina","Notre Dame","E: 1 LOB: 1"
"05/28/2022","Charlotte, N.C.",NA,"3","bot","1-1","Notre Dame","North Carolina","J Brannigan homered to left field, RBI (1-1 KB)."
"05/28/2022","Charlotte, N.C.",NA,"3","bot","1-1","Notre Dame","North Carolina","S Myers flied out to rf (1-0 B)."
"05/28/2022","Charlotte, N.C.",NA,"3","bot","1-1","Notre Dame","North Carolina","R Cole walked (3-2 BBBKFB)."
"05/28/2022","Charlotte, N.C.",NA,"3","bot","1-1","Notre Dame","North Carolina","R Cole stole second."
"05/28/2022","Charlotte, N.C.",NA,"3","bot","1-1","Notre Dame","North Carolina","C Putz singled to left field (3-2 BSFBFB)."
"05/28/2022","Charlotte, N.C.",NA,"3","bot","1-1","Notre Dame","North Carolina","Gillian to p for Sandy."
"05/28/2022","Charlotte, N.C.",NA,"3","bot","1-1","Notre Dame","North Carolina","J Zyska fouled out to 1b (1-1 BS)."
"05/28/2022","Charlotte, N.C.",NA,"3","bot","1-1","Notre Dame","North Carolina","D LaManna struck out swinging (1-2 SFBS)."
"05/28/2022","Charlotte, N.C.",NA,"3","top","1-1","North Carolina","Notre Dame","R: 1 H: 2 LOB: 2"
"05/28/2022","Charlotte, N.C.",NA,"4","top","1-1","North Carolina","Notre Dame","Madej doubled to right field (1-0 B)."
"05/28/2022","Charlotte, N.C.",NA,"4","top","1-1","North Carolina","Notre Dame","Frick struck out swinging (0-2 KFS)."
"05/28/2022","Charlotte, N.C.",NA,"4","top","1-1","North Carolina","Notre Dame","Stokely grounded out to 2b (1-0 B)3a Madej advanced to third."
"05/28/2022","Charlotte, N.C.",NA,"4","top","1-1","North Carolina","Notre Dame","Wilkerson struck out swinging (1-2 BSKS)."
"05/28/2022","Charlotte, N.C.",NA,"4","top","1-1","North Carolina","Notre Dame","H: 1 LOB: 1"
"05/28/2022","Charlotte, N.C.",NA,"4","bot","1-1","Notre Dame","North Carolina","Z Prajzner flied out to cf (0-0)."
"05/28/2022","Charlotte, N.C.",NA,"4","bot","1-1","Notre Dame","North Carolina","B Coetzee singled through the right side (2-1 KBB)."
"05/28/2022","Charlotte, N.C.",NA,"4","bot","1-1","Notre Dame","North Carolina","J Penney struck out swinging (2-2 BSSBFS)."
