"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"03/16/2019","San Francisco",NA,"1","top","0-0","Portland","San Francisco","STEVENS, C singled to right center (1-2 FFB)."
"03/16/2019","San Francisco",NA,"1","top","0-0","Portland","San Francisco","KELLY, M walked (3-2 KSBBBB)3a STEVENS, C advanced to second."
"03/16/2019","San Francisco",NA,"1","top","0-0","Portland","San Francisco","LOPEZ, D hit by pitch (0-2 SK)3a KELLY, M advanced to second3a STEVENS, C advanced to third."
"03/16/2019","San Francisco",NA,"1","top","1-0","Portland","San Francisco","HAWKEN, C grounded into double play 2b to ss to 1b (1-1 SB)3a LOPEZ, D out on the play3a KELLY, M advanced to third3a STEVENS, C scored."
"03/16/2019","San Francisco",NA,"1","top","2-0","Portland","San Francisco","MONTGOMERY,H reached on a fielding error by ss (0-0)3a KELLY, M scored, unearned."
"03/16/2019","San Francisco",NA,"1","top","2-0","Portland","San Francisco","PORTER, B reached on a fielders choice to second base (0-1 K)3a MONTGOMERY,H out at second 2b to ss."
"03/16/2019","San Francisco",NA,"1","bot","2-0","San Francisco","Portland","VILLAROMAN singled to left center (0-1 K)."
"03/16/2019","San Francisco",NA,"1","bot","2-0","San Francisco","Portland","HELLAND flied out to lf (1-0 B)."
"03/16/2019","San Francisco",NA,"1","bot","2-0","San Francisco","Portland","WINKLER flied out to rf (0-1 K)."
"03/16/2019","San Francisco",NA,"1","bot","2-0","San Francisco","Portland","ALLEN flied out to lf to left center (0-1 S)."
"03/16/2019","San Francisco",NA,"2","top","2-0","Portland","San Francisco","SKORO, G grounded out to 3b (1-1 BF)."
"03/16/2019","San Francisco",NA,"2","top","2-0","Portland","San Francisco","TAMMARO, T flied out to cf to right center (3-1 BFBB)."
"03/16/2019","San Francisco",NA,"2","top","2-0","Portland","San Francisco","CHENEY, H singled up the middle (1-1 BK)."
"03/16/2019","San Francisco",NA,"2","top","2-0","Portland","San Francisco","STEVENS, C singled to left field (0-0)3a CHENEY, H advanced to second."
"03/16/2019","San Francisco",NA,"2","top","5-0","Portland","San Francisco","KELLY, M homered to left center, 3 RBI (1-0 B)3a STEVENS, C scored3a CHENEY, H scored."
"03/16/2019","San Francisco",NA,"2","top","5-0","Portland","San Francisco","LOPEZ, D lined out to rf (1-2 KBF)."
"03/16/2019","San Francisco",NA,"2","bot","5-0","San Francisco","Portland","EMERY grounded out to ss up the middle (2-1 KBB)."
"03/16/2019","San Francisco",NA,"2","bot","5-0","San Francisco","Portland","YOVETICH singled to right field, out at second rf to ss (0-0)."
"03/16/2019","San Francisco",NA,"2","bot","5-0","San Francisco","Portland","CORDEIRO flied out to rf (0-1 K)."
"03/16/2019","San Francisco",NA,"3","top","5-0","Portland","San Francisco","HAWKEN, C singled to left field (1-0 B)."
"03/16/2019","San Francisco",NA,"3","top","5-0","Portland","San Francisco","MONTGOMERY,H singled to third base (2-1 BBK)3a HAWKEN, C advanced to second, advanced to third on a throwing error by 3b."
"03/16/2019","San Francisco",NA,"3","top","6-0","Portland","San Francisco","PORTER, B reached on a fielding error by p, RBI (1-2 BFS)3a MONTGOMERY,H advanced to second3a HAWKEN, C scored."
"03/16/2019","San Francisco",NA,"3","top","6-0","Portland","San Francisco","SKORO, G grounded out to 3b (0-0)3a PORTER, B advanced to second3a MONTGOMERY,H advanced to third."
"03/16/2019","San Francisco",NA,"3","top","8-0","Portland","San Francisco","TAMMARO, T reached on a fielding error by 1b, RBI (2-1 BKB)3a PORTER, B advanced to third, scored on a throwing error by 1b, unearned3a MONTGOMERY,H scored, unearned."
"03/16/2019","San Francisco",NA,"3","top","8-0","Portland","San Francisco","MOLLERUS to p for PARKER."
"03/16/2019","San Francisco",NA,"3","top","8-0","Portland","San Francisco","CHENEY, H singled to left field (0-0)3a TAMMARO, T advanced to second."
"03/16/2019","San Francisco",NA,"3","top","9-0","Portland","San Francisco","STEVENS, C doubled to left field, RBI (2-0 BB)3a CHENEY, H advanced to third3a TAMMARO, T scored, unearned."
"03/16/2019","San Francisco",NA,"3","top","11-0","Portland","San Francisco","KELLY, M singled up the middle, advanced to second on the throw, 2 RBI (2-1 BKB)3a STEVENS, C scored, team unearned3a CHENEY, H scored, team unearned."
"03/16/2019","San Francisco",NA,"3","top","13-0","Portland","San Francisco","LOPEZ, D homered to left field, 2 RBI, team unearned (3-2 BFKBFB)3a KELLY, M scored, team unearned."
"03/16/2019","San Francisco",NA,"3","top","13-0","Portland","San Francisco","HAWKEN, C flied out to cf (2-2 BSBS)."
"03/16/2019","San Francisco",NA,"3","top","13-0","Portland","San Francisco","MONTGOMERY,H struck out swinging (2-2 BBSKS)."
"03/16/2019","San Francisco",NA,"3","bot","13-0","San Francisco","Portland","ELSKE, D to c for MONTGOMERY,H."
"03/16/2019","San Francisco",NA,"3","bot","13-0","San Francisco","Portland","WESTERMAN walked (3-2 KSBBFBB)."
"03/16/2019","San Francisco",NA,"3","bot","13-0","San Francisco","Portland","URATA singled to third base (0-2 KK)3a WESTERMAN advanced to second."
"03/16/2019","San Francisco",NA,"3","bot","13-0","San Francisco","Portland","VILLAROMAN reached on a fielders choice to first base (3-2 BKKBB)3a URATA out at second 1b to ss3a WESTERMAN advanced to third."
"03/16/2019","San Francisco",NA,"3","bot","13-0","San Francisco","Portland","HELLAND grounded into double play ss to 2b to 1b (0-0)3a VILLAROMAN out on the play."
"03/16/2019","San Francisco",NA,"4","top","13-0","Portland","San Francisco","PORTER, B flied out to lf (2-2 KBFBF)."
"03/16/2019","San Francisco",NA,"4","top","13-0","Portland","San Francisco","SKORO, G flied out to lf to left center (1-1 BK)."
"03/16/2019","San Francisco",NA,"4","top","14-0","Portland","San Francisco","TAMMARO, T homered to right field, RBI (0-0)."
"03/16/2019","San Francisco",NA,"4","top","14-0","Portland","San Francisco","CHENEY, H lined out to rf to right center (1-0 B)."
"03/16/2019","San Francisco",NA,"4","bot","14-0","San Francisco","Portland","WINKLER out at first 2b to p (2-2 KKBB)."
"03/16/2019","San Francisco",NA,"4","bot","14-1","San Francisco","Portland","ALLEN homered to right center, RBI (0-0)."
"03/16/2019","San Francisco",NA,"4","bot","14-1","San Francisco","Portland","EMERY grounded out to p (3-1 BFBB)."
"03/16/2019","San Francisco",NA,"4","bot","14-1","San Francisco","Portland","YOVETICH struck out looking (0-2 FSK)."
"03/16/2019","San Francisco",NA,"5","top","14-1","Portland","San Francisco","MUNOZ to 1b for HELLAND."
"03/16/2019","San Francisco",NA,"5","top","14-1","Portland","San Francisco","BARCHUS to p for MOLLERUS."
"03/16/2019","San Francisco",NA,"5","top","14-1","Portland","San Francisco","STEVENS, C flied out to cf (1-2 FBF)."
"03/16/2019","San Francisco",NA,"5","top","14-1","Portland","San Francisco","KELLY, M flied out to cf to left center (3-1 BBBK)."
"03/16/2019","San Francisco",NA,"5","top","14-1","Portland","San Francisco","LOPEZ, D flied out to lf (1-1 BK)."
"03/16/2019","San Francisco",NA,"5","bot","14-1","San Francisco","Portland","CORDEIRO singled to right field (2-1 FBB)."
"03/16/2019","San Francisco",NA,"5","bot","14-1","San Francisco","Portland","WESTERMAN struck out swinging (3-2 KBBBFS)."
"03/16/2019","San Francisco",NA,"5","bot","14-1","San Francisco","Portland","KNELL pinch hit for URATA."
"03/16/2019","San Francisco",NA,"5","bot","14-1","San Francisco","Portland","KNELL struck out swinging (2-2 KSBBS)."
"03/16/2019","San Francisco",NA,"5","bot","14-1","San Francisco","Portland","VILLAROMAN grounded out to p (1-2 FBSFFF)."
"03/16/2019","San Francisco",NA,"6","top","14-1","Portland","San Francisco","KRESKE to 1b for VILLAROMAN."
"03/16/2019","San Francisco",NA,"6","top","14-1","Portland","San Francisco","MUNOZ to rf."
"03/16/2019","San Francisco",NA,"6","top","14-1","Portland","San Francisco","YOVETICH to cf."
"03/16/2019","San Francisco",NA,"6","top","14-1","Portland","San Francisco","KNELL to 3b."
"03/16/2019","San Francisco",NA,"6","top","14-1","Portland","San Francisco","HAWKEN, C hit by pitch (3-2 BSSBB)."
"03/16/2019","San Francisco",NA,"6","top","14-1","Portland","San Francisco","ELSKE, D lined out to 3b (2-1 BFB)."
"03/16/2019","San Francisco",NA,"6","top","14-1","Portland","San Francisco","PORTER, B reached on a fielders choice to first base (2-2 KFBB)3a HAWKEN, C advanced to second on a throwing error by 1b."
"03/16/2019","San Francisco",NA,"6","top","14-1","Portland","San Francisco","MERONE, N pinch ran for PORTER, B."
"03/16/2019","San Francisco",NA,"6","top","14-1","Portland","San Francisco","SKORO, G struck out swinging (1-2 BKSS)."
"03/16/2019","San Francisco",NA,"6","top","14-1","Portland","San Francisco","TAMMARO, T grounded out to ss (2-0 BB)."
"03/16/2019","San Francisco",NA,"6","bot","14-1","San Francisco","Portland","MERONE, N to dh."
"03/16/2019","San Francisco",NA,"6","bot","14-2","San Francisco","Portland","MUNOZ homered to right field, RBI (1-1 FB)."
"03/16/2019","San Francisco",NA,"6","bot","14-2","San Francisco","Portland","WINKLER singled up the middle (1-1 BF)."
"03/16/2019","San Francisco",NA,"6","bot","14-2","San Francisco","Portland","ALLEN walked (3-2 SBBSBFFB)3a WINKLER advanced to second."
"03/16/2019","San Francisco",NA,"6","bot","14-2","San Francisco","Portland","EMERY struck out swinging (2-2 KKBBS)."
"03/16/2019","San Francisco",NA,"6","bot","14-2","San Francisco","Portland","YOVETICH grounded out to 2b (3-2 KSBBB)3a ALLEN advanced to second3a WINKLER advanced to third."
"03/16/2019","San Francisco",NA,"6","bot","14-2","San Francisco","Portland","CORDEIRO struck out looking (0-2 KSK)."
"03/16/2019","San Francisco",NA,"7","top","14-2","Portland","San Francisco","MENDIBLES to 3b for CORDEIRO."
"03/16/2019","San Francisco",NA,"7","top","14-2","Portland","San Francisco","KNELL to 2b."
"03/16/2019","San Francisco",NA,"7","top","14-2","Portland","San Francisco","HECKER to p for BARCHUS."
"03/16/2019","San Francisco",NA,"7","top","14-2","Portland","San Francisco","CHENEY, H struck out looking (2-2 BKBFK)."
"03/16/2019","San Francisco",NA,"7","top","14-2","Portland","San Francisco","STEVENS, C flied out to lf (0-0)."
