"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"03/24/2019","West Long Branch, NJ",NA,"1","top","0-0","Seton Hall","Monmouth","HUNTZINGER singled through the right side (0-1 K)."
"03/24/2019","West Long Branch, NJ",NA,"1","top","0-0","Seton Hall","Monmouth","HUNTZINGER stole second."
"03/24/2019","West Long Branch, NJ",NA,"1","top","2-0","Seton Hall","Monmouth","SHEDLER homered to right field, 2 RBI (3-2 FBBBKF): HUNTZINGER scored."
"03/24/2019","West Long Branch, NJ",NA,"1","top","2-0","Seton Hall","Monmouth","DEL CASTILLO flied out to lf (3-1 BBFB)."
"03/24/2019","West Long Branch, NJ",NA,"1","top","2-0","Seton Hall","Monmouth","DANA grounded out to 2b (0-0)."
"03/24/2019","West Long Branch, NJ",NA,"1","top","2-0","Seton Hall","Monmouth","TOKE reached on a fielding error by 3b (1-1 BK)."
"03/24/2019","West Long Branch, NJ",NA,"1","top","2-0","Seton Hall","Monmouth","HOOD grounded out to 2b (1-2 BKFF)."
"03/24/2019","West Long Branch, NJ",NA,"1","bot","2-0","Monmouth","Seton Hall","Norman, K. walked (3-0 BBBB)."
"03/24/2019","West Long Branch, NJ",NA,"1","bot","2-0","Monmouth","Seton Hall","Walsh, J. walked (3-0 BBBB): Norman, K. advanced to second."
"03/24/2019","West Long Branch, NJ",NA,"1","bot","2-0","Monmouth","Seton Hall","Schild, Z. struck out swinging (1-2 BKKS)."
"03/24/2019","West Long Branch, NJ",NA,"1","bot","2-0","Monmouth","Seton Hall","Koniencki, C struck out looking (1-2 KBKK)."
"03/24/2019","West Long Branch, NJ",NA,"1","bot","2-0","Monmouth","Seton Hall","Zega, J. walked (3-2 SKBBBB): Walsh, J. advanced to second: Norman, K.."
"03/24/2019","West Long Branch, NJ",NA,"1","bot","2-0","Monmouth","Seton Hall","Holmes, R. struck out swinging (1-2 KBKFS)."
"03/24/2019","West Long Branch, NJ",NA,"2","top","2-0","Seton Hall","Monmouth","HOLDORF grounded out to ss (0-0)."
"03/24/2019","West Long Branch, NJ",NA,"2","top","2-0","Seton Hall","Monmouth","CLYDE grounded out to 3b (0-1 S)."
"03/24/2019","West Long Branch, NJ",NA,"2","top","2-0","Seton Hall","Monmouth","GROBER flied out to rf (0-0)."
"03/24/2019","West Long Branch, NJ",NA,"2","bot","2-0","Monmouth","Seton Hall","McCreary, C. struck out swinging (1-2 KBKS)."
"03/24/2019","West Long Branch, NJ",NA,"2","bot","2-0","Monmouth","Seton Hall","Taylor, B. doubled to right center (2-2 KBKFBF)."
"03/24/2019","West Long Branch, NJ",NA,"2","bot","2-1","Monmouth","Seton Hall","Long, D. doubled to right center, RBI (2-1 SBB): Taylor, B. scored."
"03/24/2019","West Long Branch, NJ",NA,"2","bot","2-1","Monmouth","Seton Hall","Norman, K. flied out to lf (2-2 KFBB)."
"03/24/2019","West Long Branch, NJ",NA,"2","bot","2-1","Monmouth","Seton Hall","Walsh, J. struck out swinging (2-2 KBFBFS)."
"03/24/2019","West Long Branch, NJ",NA,"3","top","2-1","Seton Hall","Monmouth","HUNTZINGER grounded out to p (1-0 B)."
"03/24/2019","West Long Branch, NJ",NA,"3","top","2-1","Seton Hall","Monmouth","SHEDLER walked (3-0 BBBB)."
"03/24/2019","West Long Branch, NJ",NA,"3","top","2-1","Seton Hall","Monmouth","DEL CASTILLO singled to left field (0-1 K): SHEDLER advanced to second."
"03/24/2019","West Long Branch, NJ",NA,"3","top","3-1","Seton Hall","Monmouth","DANA singled to left field, RBI (2-1 KBB): DEL CASTILLO advanced to second: SHEDLER scored."
"03/24/2019","West Long Branch, NJ",NA,"3","top","3-1","Seton Hall","Monmouth","TOKE grounded into double play ss to 1b (1-2 KKFB): DANA out on the play."
"03/24/2019","West Long Branch, NJ",NA,"3","bot","3-1","Monmouth","Seton Hall","Schild, Z. struck out swinging (0-2 KFS)."
"03/24/2019","West Long Branch, NJ",NA,"3","bot","3-1","Monmouth","Seton Hall","Koniencki, C grounded out to ss (2-0 BB)."
"03/24/2019","West Long Branch, NJ",NA,"3","bot","3-1","Monmouth","Seton Hall","Zega, J. walked (3-2 FBKBBB)."
"03/24/2019","West Long Branch, NJ",NA,"3","bot","3-1","Monmouth","Seton Hall","Holmes, R. walked (3-2 BFBBSB): Zega, J. advanced to second."
"03/24/2019","West Long Branch, NJ",NA,"3","bot","3-1","Monmouth","Seton Hall","McCreary, C. fouled out to 3b (0-0)."
"03/24/2019","West Long Branch, NJ",NA,"4","top","3-1","Seton Hall","Monmouth","HOOD flied out to cf (0-0)."
"03/24/2019","West Long Branch, NJ",NA,"4","top","3-1","Seton Hall","Monmouth","HOLDORF grounded out to 2b (1-2 KKB)."
"03/24/2019","West Long Branch, NJ",NA,"4","top","3-1","Seton Hall","Monmouth","CLYDE grounded out to 1b unassisted (1-2 KFFB)."
"03/24/2019","West Long Branch, NJ",NA,"4","bot","3-1","Monmouth","Seton Hall","Taylor, B. hit by pitch (2-2 KFBB)."
"03/24/2019","West Long Branch, NJ",NA,"4","bot","3-1","Monmouth","Seton Hall","Long, D. singled to pitcher (1-0 B): Taylor, B. advanced to second."
"03/24/2019","West Long Branch, NJ",NA,"4","bot","3-1","Monmouth","Seton Hall","Norman, K. grounded out to p, SAC, bunt (0-0): Long, D. advanced to second: Taylor, B. advanced to third."
"03/24/2019","West Long Branch, NJ",NA,"4","bot","3-2","Monmouth","Seton Hall","Walsh, J. flied out to cf, SF, RBI (1-2 KSBF): Long, D. advanced to third: Taylor, B. scored."
"03/24/2019","West Long Branch, NJ",NA,"4","bot","3-2","Monmouth","Seton Hall","Schild, Z. grounded out to 2b (2-2 FBKB)."
"03/24/2019","West Long Branch, NJ",NA,"5","top","3-2","Seton Hall","Monmouth","GROBER singled through the right side (1-1 KB)."
"03/24/2019","West Long Branch, NJ",NA,"5","top","3-2","Seton Hall","Monmouth","HUNTZINGER grounded out to p unassisted, SAC, bunt (0-0): GROBER advanced to second."
"03/24/2019","West Long Branch, NJ",NA,"5","top","3-2","Seton Hall","Monmouth","SHEDLER grounded out to ss (1-1 BK): GROBER advanced to third."
"03/24/2019","West Long Branch, NJ",NA,"5","top","4-2","Seton Hall","Monmouth","DEL CASTILLO singled to center field, RBI (2-1 BBF): GROBER scored."
"03/24/2019","West Long Branch, NJ",NA,"5","top","4-2","Seton Hall","Monmouth","DANA singled through the left side (0-1 F): DEL CASTILLO advanced to second."
"03/24/2019","West Long Branch, NJ",NA,"5","top","4-2","Seton Hall","Monmouth","TOKE grounded out to ss (2-2 BKKB)."
