"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"03/07/2021","Tampa, Fla.",NA,"1","top","0-0","Stetson","South Fla.","No play."
"03/07/2021","Tampa, Fla.",NA,"1","top","0-0","Stetson","South Fla.","MACNEIL, A. singled to third base (1-0 B)."
"03/07/2021","Tampa, Fla.",NA,"1","top","0-0","Stetson","South Fla.","BALL, Kyle doubled down the lf line (1-0 B)3a MACNEIL, A. advanced to third."
"03/07/2021","Tampa, Fla.",NA,"1","top","2-0","Stetson","South Fla.","SARDINAS, H. doubled down the rf line, 2 RBI (0-2 FF)3a BALL, Kyle scored3a MACNEIL, A. scored."
"03/07/2021","Tampa, Fla.",NA,"1","top","2-0","Stetson","South Fla.","LORENZO, G. popped up to lf (0-1 F)."
"03/07/2021","Tampa, Fla.",NA,"1","top","3-0","Stetson","South Fla.","HYLTON, B. singled, advanced to second on the throw, RBI (0-1 F)3a SARDINAS, H. scored."
"03/07/2021","Tampa, Fla.",NA,"1","top","3-0","Stetson","South Fla.","GRIFFITH, B. singled to center field (1-0 B)3a HYLTON, B. advanced to third."
"03/07/2021","Tampa, Fla.",NA,"1","top","3-0","Stetson","South Fla.","KEHL, Connor struck out swinging (2-2 BBSFFS)."
"03/07/2021","Tampa, Fla.",NA,"1","top","3-0","Stetson","South Fla.","PREGENT, C. grounded out to ss (2-1 BBS)."
"03/07/2021","Tampa, Fla.",NA,"1","bot","3-0","South Fla.","Stetson","JACOBS-GUISH to dh for JASIAK."
"03/07/2021","Tampa, Fla.",NA,"1","bot","3-0","South Fla.","Stetson","BRUTCHER singled to center field (0-1 K)."
"03/07/2021","Tampa, Fla.",NA,"1","bot","3-0","South Fla.","Stetson","RUIZ singled to right field, advanced to second on the throw (2-1 BBF)3a BRUTCHER advanced to third."
"03/07/2021","Tampa, Fla.",NA,"1","bot","3-0","South Fla.","Stetson","HOGAN walked (3-2 KKBBFFFFBFFB)."
"03/07/2021","Tampa, Fla.",NA,"1","bot","3-1","South Fla.","Stetson","LANE singled to center field, RBI (1-0 B)3a HOGAN advanced to second3a RUIZ advanced to third3a BRUTCHER scored."
"03/07/2021","Tampa, Fla.",NA,"1","bot","3-2","South Fla.","Stetson","PENA flied out to rf, SAC, RBI (0-1 K)3a LANE advanced to second3a HOGAN advanced to third3a RUIZ scored."
"03/07/2021","Tampa, Fla.",NA,"1","bot","3-4","South Fla.","Stetson","JACOBS-GUISH singled down the lf line, 2 RBI (1-1 BS)3a LANE scored3a HOGAN scored."
"03/07/2021","Tampa, Fla.",NA,"1","bot","3-4","South Fla.","Stetson","SULLIVAN, J. popped up to 3b (0-0)."
"03/07/2021","Tampa, Fla.",NA,"1","bot","3-4","South Fla.","Stetson","GONZALEZ reached on a throwing error by p, advanced to second on the error (1-2 BFF)3a JACOBS-GUISH advanced to third, out at home 1b to c."
"03/07/2021","Tampa, Fla.",NA,"2","top","3-4","Stetson","South Fla.","ARENAS, J. walked (3-2 BBSFBB)."
"03/07/2021","Tampa, Fla.",NA,"2","top","3-4","Stetson","South Fla.","MACNEIL, A. reached on a fielders choice (1-1 SB)3a ARENAS, J. out at second ss to 2b."
"03/07/2021","Tampa, Fla.",NA,"2","top","3-4","Stetson","South Fla.","BALL, Kyle grounded into double play ss to 2b to 1b (0-1 K)3a MACNEIL, A. out on the play."
"03/07/2021","Tampa, Fla.",NA,"2","bot","3-4","South Fla.","Stetson","BESNIER grounded out to 3b (3-2 SBBSFFFB)."
"03/07/2021","Tampa, Fla.",NA,"2","bot","3-4","South Fla.","Stetson","BRUTCHER out at first 1b to p (0-0)."
"03/07/2021","Tampa, Fla.",NA,"2","bot","3-4","South Fla.","Stetson","RUIZ struck out looking (1-2 BFKK)."
"03/07/2021","Tampa, Fla.",NA,"3","top","3-4","Stetson","South Fla.","SARDINAS, H. flied out to lf (0-0)."
"03/07/2021","Tampa, Fla.",NA,"3","top","3-4","Stetson","South Fla.","LORENZO, G. struck out looking (2-2 KFBBFK)."
"03/07/2021","Tampa, Fla.",NA,"3","top","4-4","Stetson","South Fla.","HYLTON, B. homered to right center, RBI (2-2 KFFBBF)."
"03/07/2021","Tampa, Fla.",NA,"3","top","4-4","Stetson","South Fla.","GRIFFITH, B. doubled to left field (0-0)."
"03/07/2021","Tampa, Fla.",NA,"3","top","4-4","Stetson","South Fla.","KEHL, Connor struck out swinging (0-2 SSS)."
"03/07/2021","Tampa, Fla.",NA,"3","bot","4-4","South Fla.","Stetson","HOGAN struck out swinging (0-2 FKS)."
"03/07/2021","Tampa, Fla.",NA,"3","bot","4-4","South Fla.","Stetson","LANE singled up the middle (3-2 BKBFBF)."
"03/07/2021","Tampa, Fla.",NA,"3","bot","4-4","South Fla.","Stetson","PENA grounded into double play ss to 2b to 1b (2-2 BSBFF)3a LANE out on the play."
"03/07/2021","Tampa, Fla.",NA,"4","top","4-4","Stetson","South Fla.","PREGENT, C. flied out to cf (0-0)."
"03/07/2021","Tampa, Fla.",NA,"4","top","4-4","Stetson","South Fla.","ARENAS, J. singled to left field (0-2 KS)."
"03/07/2021","Tampa, Fla.",NA,"4","top","4-4","Stetson","South Fla.","BURNS to p for LORD."
"03/07/2021","Tampa, Fla.",NA,"4","top","4-4","Stetson","South Fla.","MACNEIL, A. singled through the right side (2-0 BB)3a ARENAS, J. advanced to second."
"03/07/2021","Tampa, Fla.",NA,"4","top","4-4","Stetson","South Fla.","BALL, Kyle popped up to ss (0-2 KS)."
"03/07/2021","Tampa, Fla.",NA,"4","top","4-4","Stetson","South Fla.","SARDINAS, H. grounded out to p (3-2 KBBSB)."
"03/07/2021","Tampa, Fla.",NA,"4","top","4-4","Stetson","South Fla.","H: 2 LOB: 2"
"03/07/2021","Tampa, Fla.",NA,"4","bot","4-4","South Fla.","Stetson","JACOBS-GUISH struck out swinging, out at first c to 1b (0-2 KFS)."
"03/07/2021","Tampa, Fla.",NA,"4","bot","4-4","South Fla.","Stetson","SULLIVAN, J. popped up to 2b (1-2 BFF)."
"03/07/2021","Tampa, Fla.",NA,"4","bot","4-4","South Fla.","Stetson","GONZALEZ flied out to rf (0-1 K)."
"03/07/2021","Tampa, Fla.",NA,"5","top","4-4","Stetson","South Fla.","LORENZO, G. out at first 1b to p (3-2 FBBFB)."
"03/07/2021","Tampa, Fla.",NA,"5","top","4-4","Stetson","South Fla.","HYLTON, B. reached on a fielding error by 2b (1-0 B)."
"03/07/2021","Tampa, Fla.",NA,"5","top","4-4","Stetson","South Fla.","GRIFFITH, B. struck out swinging (0-2 KFFS)."
