"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"04/09/2022","San Luis Obispo, CA",NA,"1","top","1-0","Long Beach St.","Cal Poly","Loust homered to left center, RBI (2-0)."
"04/09/2022","San Luis Obispo, CA",NA,"1","top","1-0","Long Beach St.","Cal Poly","Murillo struck out looking (1-2)."
"04/09/2022","San Luis Obispo, CA",NA,"1","top","2-0","Long Beach St.","Cal Poly","Peppi homered to center field, RBI (0-1)."
"04/09/2022","San Luis Obispo, CA",NA,"1","top","2-0","Long Beach St.","Cal Poly","Schulze singled to right field (0-1)."
"04/09/2022","San Luis Obispo, CA",NA,"1","top","2-0","Long Beach St.","Cal Poly","Luttrell flied out to cf (0-2)."
"04/09/2022","San Luis Obispo, CA",NA,"1","top","2-0","Long Beach St.","Cal Poly","Jimenez flied out to lf (0-0)."
"04/09/2022","San Luis Obispo, CA",NA,"1","bot","2-0","Cal Poly","Long Beach St.","Stafford reached on a throwing error by ss (2-0)."
"04/09/2022","San Luis Obispo, CA",NA,"1","bot","2-0","Cal Poly","Long Beach St.","Lee flied out to cf (0-1)."
"04/09/2022","San Luis Obispo, CA",NA,"1","bot","2-0","Cal Poly","Long Beach St.","Yorke walked (3-2); Stafford advanced to second."
"04/09/2022","San Luis Obispo, CA",NA,"1","bot","2-0","Cal Poly","Long Beach St.","Villegas reached on a fielder's choice to third base (0-1); Yorke out at second 3b to 2b; Stafford advanced to third."
"04/09/2022","San Luis Obispo, CA",NA,"1","bot","2-0","Cal Poly","Long Beach St.","Marinconz walked (3-2); Villegas advanced to second."
"04/09/2022","San Luis Obispo, CA",NA,"1","bot","2-1","Cal Poly","Long Beach St.","Samuelson singled to left field, 2 RBI (0-0); Marinconz advanced to second; Villegas advanced to third; Stafford scored, unearned."
"04/09/2022","San Luis Obispo, CA",NA,"1","bot","2-2","Cal Poly","Long Beach St.","Villegas scored, scored on an error by 3b, unearned."
"04/09/2022","San Luis Obispo, CA",NA,"1","bot","2-2","Cal Poly","Long Beach St.","Lopez struck out swinging (0-2)."
"04/09/2022","San Luis Obispo, CA",NA,"2","top","2-2","Long Beach St.","Cal Poly","Long grounded out to ss (0-1)."
"04/09/2022","San Luis Obispo, CA",NA,"2","top","2-2","Long Beach St.","Cal Poly","Burns singled up the middle (1-2)."
"04/09/2022","San Luis Obispo, CA",NA,"2","top","2-2","Long Beach St.","Cal Poly","Carlson singled to pitcher (0-2); Burns advanced to second."
"04/09/2022","San Luis Obispo, CA",NA,"2","top","2-2","Long Beach St.","Cal Poly","Loust singled to third base (0-0); Carlson advanced to second; Burns advanced to third."
"04/09/2022","San Luis Obispo, CA",NA,"2","top","4-2","Long Beach St.","Cal Poly","Murillo singled up the middle, 2 RBI (0-0); Loust advanced to second; Carlson scored; Burns scored."
"04/09/2022","San Luis Obispo, CA",NA,"2","top","4-2","Long Beach St.","Cal Poly","Peppi struck out swinging (1-2)."
"04/09/2022","San Luis Obispo, CA",NA,"2","top","4-2","Long Beach St.","Cal Poly","Schulze lined out to lf (0-2)."
"04/09/2022","San Luis Obispo, CA",NA,"2","bot","4-2","Cal Poly","Long Beach St.","Lagattuta out at first 1b to p (3-2)."
"04/09/2022","San Luis Obispo, CA",NA,"2","bot","4-2","Cal Poly","Long Beach St.","Doss walked (3-0)."
"04/09/2022","San Luis Obispo, CA",NA,"2","bot","4-2","Cal Poly","Long Beach St.","Stafford reached on a fielder's choice to second base (3-1); Doss out at second 2b to ss."
"04/09/2022","San Luis Obispo, CA",NA,"2","bot","4-2","Cal Poly","Long Beach St.","Lee grounded out to ss (1-2)."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","4-2","Long Beach St.","Cal Poly","Luttrell singled through the right side (0-1)."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","4-2","Long Beach St.","Cal Poly","Tomlinson to p for Weston."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","4-2","Long Beach St.","Cal Poly","Jimenez singled to pitcher, bunt (0-1); Luttrell advanced to second."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","5-2","Long Beach St.","Cal Poly","Long doubled down the lf line, RBI (0-1); Jimenez advanced to third; Luttrell scored."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","7-2","Long Beach St.","Cal Poly","Burns singled to left center, 2 RBI (2-0); Long scored; Jimenez scored."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","7-2","Long Beach St.","Cal Poly","Carlson grounded out to 3b, SAC, bunt (0-0); Burns advanced to second."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","7-2","Long Beach St.","Cal Poly","Loust grounded out to c, bunt (1-0)."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","8-2","Long Beach St.","Cal Poly","Murillo singled to right center, RBI (1-0); Burns scored."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","8-2","Long Beach St.","Cal Poly","Peppi singled to left field (2-2); Murillo advanced to third."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","9-2","Long Beach St.","Cal Poly","Schulze singled up the middle, RBI (2-1); Peppi advanced to second; Murillo scored."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","10-2","Long Beach St.","Cal Poly","Luttrell singled up the middle, RBI (2-0); Schulze advanced to second; Peppi scored."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","10-2","Long Beach St.","Cal Poly","True to p for Tomlinson."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","10-2","Long Beach St.","Cal Poly","Jimenez singled to third base (1-2); Luttrell advanced to second; Schulze advanced to third."
"04/09/2022","San Luis Obispo, CA",NA,"3","top","12-2","Long Beach St.","Cal Poly","Long reached on a throwing error by ss (0-0); Jimenez advanced to third; Luttrell scored, unearned; Schulze scored, unearned."
