"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"05/08/2022","Seattle, Wash.",NA,"1","top","1-0","UCLA","Washington","Schrier, Cody homered to left field, RBI."
"05/08/2022","Seattle, Wash.",NA,"1","top","2-0","UCLA","Washington","Palmer, Jake homered to right field, RBI."
"05/08/2022","Seattle, Wash.",NA,"1","top","2-0","UCLA","Washington","Gourson, Ethan hit by pitch."
"05/08/2022","Seattle, Wash.",NA,"1","top","2-0","UCLA","Washington","Curialle, Michael struck out looking."
"05/08/2022","Seattle, Wash.",NA,"1","top","2-0","UCLA","Washington","Hahn, Josh grounded into double play 2b to ss to 1b; Gourson, Ethan out on the play."
"05/08/2022","Seattle, Wash.",NA,"1","bot","2-0","Washington","UCLA","Barney, McKay doubled to left field."
"05/08/2022","Seattle, Wash.",NA,"1","bot","2-0","Washington","UCLA","Clayton, Cam fouled out to 1b."
"05/08/2022","Seattle, Wash.",NA,"1","bot","2-0","Washington","UCLA","Tincher, Johnny struck out looking."
"05/08/2022","Seattle, Wash.",NA,"1","bot","2-0","Washington","UCLA","Simpson, Will grounded out to ss."
"05/08/2022","Seattle, Wash.",NA,"2","top","2-0","UCLA","Washington","Karros, Kyle struck out swinging."
"05/08/2022","Seattle, Wash.",NA,"2","top","2-0","UCLA","Washington","Perry, Darius struck out swinging, out at first c to 1b."
"05/08/2022","Seattle, Wash.",NA,"2","top","2-0","UCLA","Washington","Yates, Carson doubled to right field."
"05/08/2022","Seattle, Wash.",NA,"2","top","2-0","UCLA","Washington","Vaughns, JonJon struck out swinging."
"05/08/2022","Seattle, Wash.",NA,"2","top","2-0","UCLA","Washington","H: 1 LOB: 1"
"05/08/2022","Seattle, Wash.",NA,"2","bot","2-0","Washington","UCLA","Guerrero, A.J. grounded out to 3b."
"05/08/2022","Seattle, Wash.",NA,"2","bot","2-0","Washington","UCLA","Snyder, Michael singled up the middle."
"05/08/2022","Seattle, Wash.",NA,"2","bot","2-0","Washington","UCLA","Morales, Coby struck out swinging."
"05/08/2022","Seattle, Wash.",NA,"2","bot","2-0","Washington","UCLA","Wallace, Colby grounded out to 2b."
"05/08/2022","Seattle, Wash.",NA,"2","top","2-0","UCLA","Washington","H: 1 LOB: 1"
"05/08/2022","Seattle, Wash.",NA,"3","top","2-0","UCLA","Washington","Schrier, Cody lined out to ss."
"05/08/2022","Seattle, Wash.",NA,"3","top","2-0","UCLA","Washington","Palmer, Jake popped up to rf."
"05/08/2022","Seattle, Wash.",NA,"3","top","2-0","UCLA","Washington","Gourson, Ethan singled to center field."
"05/08/2022","Seattle, Wash.",NA,"3","top","2-0","UCLA","Washington","Curialle, Michael struck out swinging."
"05/08/2022","Seattle, Wash.",NA,"3","top","2-0","UCLA","Washington","H: 1 LOB: 1"
"05/08/2022","Seattle, Wash.",NA,"3","bot","2-0","Washington","UCLA","Urps, Josh popped up to ss."
"05/08/2022","Seattle, Wash.",NA,"3","bot","2-0","Washington","UCLA","Barney, McKay singled through the right side."
"05/08/2022","Seattle, Wash.",NA,"3","bot","2-0","Washington","UCLA","Clayton, Cam struck out swinging."
"05/08/2022","Seattle, Wash.",NA,"3","bot","2-0","Washington","UCLA","Barney, McKay out at second c to 2b."
"05/08/2022","Seattle, Wash.",NA,"3","top","2-0","UCLA","Washington","H: 1 LOB: 1"
"05/08/2022","Seattle, Wash.",NA,"4","top","2-0","UCLA","Washington","Hahn, Josh grounded out to 2b."
"05/08/2022","Seattle, Wash.",NA,"4","top","2-0","UCLA","Washington","Karros, Kyle flied out to cf."
"05/08/2022","Seattle, Wash.",NA,"4","top","2-0","UCLA","Washington","Perry, Darius struck out looking."
"05/08/2022","Seattle, Wash.",NA,"4","bot","2-0","Washington","UCLA","Tincher, Johnny singled to left field."
"05/08/2022","Seattle, Wash.",NA,"4","bot","2-0","Washington","UCLA","Simpson, Will reached on a fielder's choice, out at second c to 2b; Tincher, Johnny out at second ss to 2b."
