season,season_id,school_id,division,home_runs_scored,home_runs_allowed,home_G,home_AB,H_x,home_2B,home_3B,home_HR,home_BB,home_K,away_runs_scored,away_runs_allowed,away_G,away_AB,H_y,away_2B,away_3B,away_HR,away_BB,away_K,PF
2022,15860,51,1.0,7192,6169,1147,1183,326,59,11,24,159,242,3007.0,4433.0,527.0,572.0,147.0,30.0,2.0,11.0,71.0,139.0,82.51126126126127
2022,15860,52,1.0,4488,5814,748,759,208,40,2,24,92,170,5032.0,9418.0,1088.0,1104.0,286.0,53.0,2.0,27.0,112.0,285.0,103.7005347593583
2022,15860,61,1.0,5536,5536,992,1030,265,55,6,16,129,262,4096.0,5504.0,896.0,898.0,202.0,36.0,4.0,10.0,136.0,255.0,104.17204301075272
2022,15860,62,1.0,4154,4061,651,645,190,45,4,14,84,115,4991.0,6541.0,961.0,1052.0,284.0,44.0,1.0,24.0,116.0,255.0,105.15873015873017
2022,15860,67,1.0,4572,6516,864,784,192,42,6,26,92,221,6660.0,9180.0,1044.0,1038.0,269.0,52.0,3.0,42.0,112.0,286.0,84.58333333333333
2022,15860,71,1.0,5696,5440,704,659,235,52,9,23,72,132,4032.0,8544.0,960.0,854.0,195.0,31.0,7.0,17.0,93.0,252.0,120.74947952810548
2022,15860,72,1.0,5766,5580,806,875,248,46,5,33,121,263,3937.0,5425.0,713.0,774.0,206.0,47.0,4.0,25.0,85.0,207.0,107.20835455934794
2022,15860,77,1.0,4816,3976,840,802,226,51,5,22,92,194,4200.0,2912.0,672.0,644.0,164.0,29.0,4.0,22.0,64.0,172.0,98.89763779527559
2022,15860,80,1.0,2050,2325,325,422,115,17,1,14,47,99,2525.0,3375.0,575.0,774.0,177.0,24.0,6.0,16.0,101.0,286.0,131.19295958279008
2022,15860,81,1.0,6264,4524,725,689,206,36,8,25,89,147,4466.0,5887.0,928.0,860.0,204.0,46.0,7.0,14.0,91.0,259.0,133.3781512605042
2022,15860,83,1.0,4692,3910,748,676,206,38,9,7,83,126,5406.0,5916.0,884.0,836.0,223.0,47.0,5.0,11.0,111.0,216.0,89.7897897897898
2022,15860,87,1.0,6045,8697,1170,866,219,41,5,22,94,231,4641.0,8697.0,975.0,759.0,168.0,28.0,2.0,12.0,83.0,219.0,92.10526315789474
2022,15860,90,1.0,6720,4732,980,957,285,65,4,21,140,183,3808.0,3584.0,644.0,678.0,202.0,43.0,2.0,13.0,73.0,133.0,101.80735930735932
2022,15860,94,1.0,4448,7456,1024,936,229,47,2,10,112,212,3648.0,4320.0,640.0,620.0,160.0,25.0,3.0,11.0,76.0,146.0,93.37349397590361
2022,15860,96,1.0,5508,5103,918,1188,343,59,7,41,124,275,4212.0,3537.0,567.0,787.0,261.0,53.0,5.0,27.0,79.0,168.0,84.5767575322812
2022,15860,97,1.0,5291,5809,1073,982,274,50,11,17,93,225,4810.0,5661.0,925.0,896.0,246.0,36.0,3.0,18.0,87.0,214.0,91.38540270500792
2022,15860,99,1.0,4658,3468,1054,1026,266,46,6,15,92,228,5270.0,4658.0,850.0,893.0,242.0,46.0,2.0,22.0,95.0,248.0,66.0075121520106
2022,15860,101,1.0,4402,3224,651,578,153,37,4,22,80,87,5239.0,4123.0,1023.0,1015.0,269.0,42.0,6.0,13.0,108.0,212.0,128.003784295175
2022,15860,102,1.0,4401,4293,864,935,245,51,3,21,133,216,4752.0,4968.0,702.0,851.0,244.0,53.0,7.0,34.0,95.0,226.0,72.6736111111111
2022,15860,104,1.0,7884,5112,1116,1036,288,59,13,41,161,266,7524.0,4896.0,972.0,970.0,282.0,58.0,9.0,36.0,120.0,225.0,91.1360448807854
2022,15860,107,1.0,9248,7276,1224,1273,384,80,6,61,166,275,4250.0,4182.0,680.0,708.0,186.0,40.0,7.0,14.0,91.0,176.0,108.87096774193547
2022,15860,108,1.0,2044,4452,560,666,160,27,2,8,70,203,2744.0,5236.0,588.0,731.0,176.0,37.0,5.0,9.0,77.0,230.0,85.47368421052632
2022,15860,109,1.0,4984,3640,784,854,225,35,13,9,118,183,4368.0,4032.0,784.0,869.0,221.0,48.0,4.0,23.0,99.0,227.0,102.66666666666669
2022,15860,110,1.0,9176,6014,1333,1474,420,87,8,27,232,358,3503.0,3286.0,651.0,748.0,199.0,38.0,4.0,20.0,86.0,192.0,109.27046830200702
2022,15860,111,1.0,4064,7264,896,923,235,48,7,4,83,214,1920.0,6592.0,768.0,774.0,150.0,28.0,2.0,4.0,71.0,218.0,114.07089151450052
2022,15860,112,1.0,7942,7980,1216,1097,316,71,12,33,150,291,4484.0,4788.0,912.0,823.0,198.0,35.0,6.0,21.0,103.0,219.0,128.79098360655738
2022,15860,115,1.0,10952,8066,1369,1242,359,81,10,58,177,287,8399.0,4884.0,851.0,842.0,265.0,49.0,7.0,60.0,112.0,192.0,89.00097869457201
2022,15860,116,1.0,5940,4320,660,762,244,37,11,27,115,187,5820.0,5820.0,960.0,1131.0,312.0,48.0,7.0,24.0,139.0,285.0,128.20993439550142
2022,15860,127,1.0,5600,3304,700,848,251,49,4,26,130,164,4032.0,3528.0,616.0,804.0,232.0,42.0,3.0,18.0,110.0,155.0,103.64444444444445
2022,15860,128,1.0,8844,6402,1221,1190,347,60,9,44,150,299,4785.0,3564.0,759.0,766.0,221.0,37.0,7.0,29.0,92.0,211.0,113.51351351351352
2022,15860,129,1.0,6913,4309,868,793,250,45,6,16,137,171,7254.0,4619.0,1023.0,969.0,249.0,61.0,6.0,24.0,154.0,270.0,111.39500186497577
2022,15860,140,1.0,6058,5902,806,708,207,51,10,40,108,190,3796.0,4628.0,624.0,593.0,149.0,25.0,2.0,27.0,66.0,210.0,109.9163679808841
2022,15860,141,1.0,8015,7000,1330,1177,300,68,7,14,177,258,4130.0,5110.0,665.0,619.0,164.0,24.0,2.0,17.0,60.0,135.0,81.24999999999999
2022,15860,147,1.0,10664,5611,1240,1090,313,56,2,62,180,309,2976.0,4309.0,558.0,462.0,113.0,21.0,2.0,23.0,62.0,144.0,100.53191489361701
2022,15860,149,1.0,8680,5270,1054,749,235,50,3,41,137,165,5301.0,4712.0,775.0,597.0,155.0,34.0,2.0,23.0,90.0,155.0,102.44035694773265
2022,15860,158,1.0,7392,4191,693,743,253,61,5,36,114,152,5907.0,5808.0,957.0,1019.0,277.0,56.0,11.0,28.0,105.0,252.0,136.53923541247485
2022,15860,164,1.0,7587,3429,864,731,218,49,7,31,108,158,6669.0,4428.0,918.0,811.0,217.0,59.0,6.0,21.0,101.0,191.0,105.47445255474453
2022,15860,165,1.0,7564,8029,1023,1031,298,58,20,20,183,203,3844.0,4340.0,651.0,680.0,185.0,32.0,4.0,10.0,92.0,154.0,121.2465564738292
2022,15860,167,1.0,2700,3840,420,485,120,28,7,14,60,137,3690.0,6900.0,660.0,759.0,189.0,39.0,8.0,19.0,99.0,272.0,97.04573047349251
2022,15860,169,1.0,5280,3390,750,788,220,52,8,11,139,211,4080.0,3960.0,720.0,781.0,208.0,53.0,3.0,22.0,89.0,197.0,103.52238805970151
2022,15860,172,1.0,4524,3712,609,743,224,39,14,16,76,112,4408.0,4669.0,638.0,784.0,222.0,56.0,10.0,19.0,92.0,158.0,95.05553019930018
2022,15860,173,1.0,11900,5670,1330,1285,403,99,9,59,240,334,5005.0,2975.0,630.0,668.0,189.0,45.0,7.0,27.0,91.0,160.0,104.29362880886428
2022,15860,175,1.0,4012,3230,544,455,133,21,1,19,58,111,5576.0,7786.0,1156.0,949.0,214.0,43.0,3.0,17.0,117.0,289.0,115.17175572519085
2022,15860,178,1.0,3614,3900,624,707,194,34,5,19,125,162,4004.0,4446.0,624.0,736.0,197.0,48.0,5.0,14.0,137.0,181.0,88.92307692307693
2022,15860,180,1.0,5928,4628,832,742,228,48,10,27,89,135,2106.0,3536.0,494.0,424.0,94.0,21.0,0.0,11.0,46.0,78.0,111.08870967741935
2022,15860,193,1.0,6834,6766,1122,1019,273,68,2,36,138,254,3944.0,5168.0,714.0,713.0,174.0,32.0,1.0,32.0,80.0,179.0,94.97964721845318
2022,15860,196,1.0,8874,5678,1360,1279,365,67,8,48,155,273,6086.0,4964.0,918.0,981.0,278.0,41.0,5.0,29.0,111.0,224.0,88.8923076923077
2022,15860,198,1.0,8160,4704,928,929,294,76,8,37,112,182,3968.0,5568.0,704.0,692.0,185.0,37.0,1.0,28.0,60.0,167.0,102.3374218930803
2022,15860,201,1.0,5220,5076,648,623,197,37,6,23,102,116,8208.0,5940.0,1224.0,1175.0,325.0,47.0,3.0,27.0,149.0,255.0,137.46112524738479
2022,15860,202,1.0,8280,5760,1152,1088,325,59,6,39,161,279,5256.0,5724.0,936.0,895.0,210.0,44.0,2.0,30.0,133.0,285.0,103.89344262295084
2022,15860,204,1.0,4288,4480,704,469,123,19,0,19,52,101,6560.0,7744.0,1056.0,758.0,187.0,26.0,5.0,26.0,90.0,164.0,91.94630872483222
2022,15860,219,1.0,5768,4172,812,890,254,47,3,33,117,179,5544.0,4816.0,756.0,869.0,240.0,59.0,2.0,40.0,109.0,212.0,89.32898415657036
2022,15860,220,1.0,6468,4653,825,847,255,51,6,39,124,163,6402.0,5907.0,891.0,988.0,271.0,60.0,7.0,36.0,111.0,235.0,97.57640750670241
2022,15860,222,1.0,6623,6586,999,902,264,54,6,24,105,209,6327.0,7289.0,999.0,961.0,261.0,45.0,6.0,27.0,111.0,223.0,97.01086956521738
2022,15860,228,1.0,7080,5610,1020,1048,305,43,9,19,160,292,3630.0,5820.0,750.0,775.0,179.0,35.0,0.0,16.0,78.0,217.0,98.73949579831933
2022,15860,229,1.0,9472,7072,1184,1206,368,73,4,61,179,266,3744.0,4384.0,672.0,689.0,181.0,35.0,2.0,23.0,103.0,168.0,115.52457969780805
2022,15860,231,1.0,5600,8225,1120,928,220,35,1,16,126,268,2590.0,5880.0,630.0,535.0,132.0,14.0,1.0,9.0,34.0,146.0,91.81301652892562
2022,15860,234,1.0,8192,5856,1280,991,279,58,5,28,134,292,2464.0,3520.0,608.0,477.0,109.0,21.0,1.0,7.0,45.0,131.0,111.51069518716577
2022,15860,235,1.0,9152,6176,1376,1345,368,58,10,73,174,322,4832.0,3360.0,736.0,775.0,209.0,33.0,2.0,41.0,111.0,202.0,100.08175872093024
2022,15860,236,1.0,5814,5848,884,826,220,49,2,13,100,187,3876.0,8194.0,884.0,821.0,190.0,33.0,1.0,9.0,99.0,179.0,96.61971830985915
2022,15860,248,1.0,6195,5740,1015,981,290,52,5,18,98,176,5355.0,8085.0,945.0,897.0,224.0,45.0,6.0,18.0,120.0,200.0,82.67780172413794
2022,15860,249,1.0,5796,3136,756,883,286,56,4,25,115,146,2576.0,5684.0,700.0,821.0,194.0,35.0,2.0,13.0,66.0,222.0,100.12554927809165
2022,15860,251,1.0,7956,5678,1020,783,235,34,3,59,123,204,5644.0,6494.0,884.0,697.0,161.0,44.0,2.0,14.0,99.0,215.0,97.3482726423903
2022,15860,253,1.0,9588,5440,1258,1244,386,70,7,39,165,265,5406.0,5406.0,816.0,835.0,229.0,41.0,6.0,23.0,98.0,208.0,90.1580826109128
2022,15860,254,1.0,7293,5874,1023,940,300,61,2,41,113,224,4158.0,5445.0,825.0,760.0,178.0,32.0,2.0,21.0,88.0,234.0,110.575324243432
2022,15860,255,1.0,13968,10296,1368,1303,451,76,11,58,184,250,6336.0,5796.0,792.0,722.0,209.0,31.0,7.0,37.0,83.0,173.0,115.78947368421053
2022,15860,257,1.0,11618,8547,1480,1354,398,64,11,53,206,347,3996.0,4588.0,703.0,641.0,170.0,20.0,2.0,26.0,69.0,182.0,111.58405172413792
2022,15860,260,1.0,5344,4256,832,824,224,47,6,22,91,158,5760.0,4384.0,960.0,954.0,269.0,47.0,5.0,14.0,91.0,199.0,109.19679689395778
2022,15860,261,1.0,7280,6864,806,941,304,52,9,31,107,252,5382.0,4810.0,624.0,715.0,212.0,41.0,11.0,20.0,109.0,181.0,107.43910467412772
2022,15860,272,1.0,4530,6060,690,778,221,40,8,44,103,188,3330.0,7710.0,810.0,905.0,211.0,38.0,3.0,17.0,95.0,271.0,112.60633270321361
2022,15860,275,1.0,2728,3348,403,463,145,35,4,9,53,100,4588.0,5549.0,868.0,985.0,253.0,51.0,3.0,20.0,96.0,245.0,129.09903552105385
2022,15860,277,1.0,5310,5970,960,1017,266,50,2,16,126,249,3960.0,2880.0,600.0,728.0,203.0,38.0,2.0,16.0,84.0,192.0,103.0701754385965
2022,15860,283,1.0,5168,5916,952,698,190,37,8,15,76,109,5032.0,5406.0,850.0,723.0,181.0,39.0,2.0,15.0,49.0,147.0,94.81154025127967
2022,15860,285,1.0,2144,4224,448,440,111,17,2,4,64,103,5088.0,9824.0,1280.0,1329.0,326.0,57.0,11.0,13.0,144.0,288.0,122.0110361741263
2022,15860,287,1.0,4932,7920,864,780,226,36,7,14,84,184,4356.0,8352.0,1080.0,934.0,208.0,36.0,7.0,18.0,116.0,238.0,126.41643059490085
2022,15860,288,1.0,8768,6912,1312,1237,368,73,8,35,138,250,3776.0,3648.0,640.0,591.0,153.0,26.0,1.0,18.0,62.0,146.0,103.02775441547519
2022,15860,299,1.0,2790,2759,558,611,161,25,3,17,53,159,5301.0,6200.0,1023.0,1183.0,307.0,50.0,1.0,33.0,120.0,293.0,88.45462713387242
2022,15860,301,1.0,7350,6300,1085,1063,313,66,7,24,138,206,5775.0,5005.0,770.0,817.0,232.0,49.0,3.0,24.0,111.0,182.0,89.86175115207374
2022,15860,302,1.0,2871,2784,522,584,163,34,3,11,75,144,5481.0,5394.0,841.0,963.0,254.0,57.0,5.0,30.0,148.0,288.0,83.77777777777779
2022,15860,305,1.0,7425,6402,1056,993,298,66,6,32,97,200,3102.0,3300.0,528.0,522.0,156.0,21.0,5.0,6.0,52.0,124.0,107.98969072164948
2022,15860,306,1.0,7532,6356,896,821,245,47,8,39,129,218,4424.0,6104.0,756.0,710.0,188.0,37.0,1.0,26.0,94.0,191.0,111.3031914893617
2022,15860,308,1.0,2752,4224,576,591,151,26,2,16,53,166,5408.0,8864.0,1152.0,1209.0,304.0,53.0,8.0,33.0,121.0,324.0,97.75784753363229
2022,15860,310,1.0,1674,3024,405,400,110,14,8,1,27,86,2565.0,10476.0,864.0,879.0,181.0,40.0,7.0,12.0,74.0,302.0,76.85300207039337
2022,15860,312,1.0,8532,5868,1296,1211,336,65,5,34,169,349,4356.0,2988.0,684.0,686.0,190.0,38.0,4.0,16.0,94.0,165.0,103.48583877995642
2022,15860,314,1.0,6758,5270,961,968,261,47,4,12,138,230,5332.0,5301.0,682.0,741.0,222.0,38.0,8.0,13.0,109.0,150.0,80.27837863255901
2022,15860,315,1.0,5632,6560,1024,1071,284,58,7,26,132,292,4704.0,3584.0,736.0,794.0,214.0,46.0,3.0,35.0,86.0,209.0,105.73117760617761
2022,15860,316,1.0,4864,5024,992,947,232,34,2,12,110,213,4416.0,4384.0,768.0,866.0,229.0,32.0,3.0,11.0,121.0,203.0,86.99120234604104
2022,15860,317,1.0,6664,3604,816,817,254,61,4,35,113,169,5066.0,6562.0,986.0,950.0,232.0,43.0,3.0,25.0,139.0,253.0,106.70077972709552
2022,15860,327,1.0,5994,4860,945,693,186,43,2,34,79,160,3348.0,5184.0,621.0,461.0,113.0,26.0,2.0,12.0,70.0,124.0,83.59855334538878
2022,15860,328,1.0,7059,9984,1053,944,266,49,13,29,121,192,5265.0,8190.0,1092.0,974.0,252.0,53.0,2.0,26.0,92.0,249.0,131.35802469135805
2022,15860,331,1.0,4059,5445,825,779,199,40,5,28,91,237,8283.0,6798.0,924.0,1010.0,331.0,57.0,3.0,53.0,117.0,241.0,70.582056892779
2022,15860,334,1.0,7859,5452,1131,1143,328,83,6,30,155,265,3016.0,4031.0,580.0,635.0,167.0,27.0,3.0,16.0,64.0,154.0,96.86609686609687
2022,15860,342,1.0,2816,3136,608,528,141,18,2,10,69,119,4576.0,9792.0,992.0,999.0,238.0,57.0,6.0,13.0,99.0,256.0,67.58879381080763
2022,15860,346,1.0,6230,4340,1085,839,214,51,12,17,106,151,6405.0,6265.0,945.0,793.0,248.0,46.0,6.0,20.0,92.0,145.0,72.66084476920336
2022,15860,352,1.0,4710,3240,660,653,210,45,5,19,74,117,5010.0,5970.0,840.0,855.0,231.0,44.0,3.0,26.0,101.0,207.0,92.15101838052658
2022,15860,355,1.0,7540,5336,1015,893,262,54,4,32,126,194,4669.0,3422.0,725.0,670.0,171.0,39.0,0.0,23.0,82.0,167.0,113.67127496159755
2022,15860,361,1.0,6107,5208,1023,737,195,31,4,16,119,198,4991.0,4836.0,775.0,569.0,143.0,25.0,3.0,14.0,97.0,156.0,87.22875442118344
2022,15860,363,1.0,6432,5568,768,707,204,40,4,15,119,174,4320.0,7136.0,928.0,788.0,187.0,32.0,6.0,16.0,80.0,241.0,126.57122905027933
2022,15860,365,1.0,13284,8028,1584,1390,412,82,6,73,213,305,4824.0,3420.0,648.0,598.0,163.0,32.0,1.0,31.0,74.0,159.0,105.75625248114333
2022,15860,366,1.0,8903,4756,1131,1197,356,88,5,44,166,264,4611.0,4060.0,725.0,816.0,210.0,43.0,4.0,26.0,100.0,224.0,100.97761770002572
2022,15860,367,1.0,15390,10412,1634,1515,491,93,19,71,243,317,5358.0,4142.0,760.0,735.0,212.0,46.0,2.0,23.0,94.0,192.0,126.32558139534883
2022,15860,368,1.0,6016,4448,832,903,270,56,8,20,124,184,6912.0,7392.0,1024.0,1115.0,294.0,49.0,9.0,30.0,153.0,285.0,90.03613835828601
2022,15860,370,1.0,4681,6355,868,889,235,40,4,23,90,255,5022.0,5456.0,806.0,912.0,257.0,60.0,5.0,14.0,80.0,242.0,97.8021978021978
2022,15860,380,1.0,4466,4002,696,703,205,41,9,21,100,140,5800.0,5945.0,725.0,792.0,221.0,44.0,2.0,32.0,95.0,185.0,75.1028806584362
2022,15860,381,1.0,2784,2929,464,462,126,21,3,8,62,99,7163.0,7279.0,986.0,1047.0,284.0,58.0,4.0,10.0,174.0,202.0,84.06124497991968
2022,15860,386,1.0,5248,3168,544,557,187,39,11,15,75,101,6976.0,6528.0,928.0,963.0,262.0,69.0,6.0,11.0,142.0,215.0,106.3144689155283
2022,15860,388,1.0,6112,7488,1024,1111,299,55,6,47,130,277,3648.0,4736.0,704.0,770.0,206.0,37.0,1.0,15.0,102.0,184.0,111.5219465648855
2022,15860,391,1.0,7557,8019,1089,979,262,52,10,16,177,232,4488.0,4422.0,726.0,692.0,187.0,30.0,5.0,14.0,83.0,144.0,116.5432098765432
2022,15860,392,1.0,10614,5249,986,1093,361,78,3,69,169,238,5974.0,4814.0,812.0,864.0,238.0,48.0,3.0,53.0,131.0,222.0,121.09424414927261
2022,15860,393,1.0,4576,4800,800,671,165,29,4,3,112,157,4288.0,7264.0,928.0,792.0,194.0,29.0,4.0,11.0,120.0,214.0,94.14958448753463
2022,15860,400,1.0,4320,5340,600,692,189,44,4,9,90,172,5100.0,7320.0,840.0,979.0,264.0,53.0,4.0,30.0,128.0,207.0,108.8888888888889
2022,15860,402,1.0,10197,6864,1320,1379,429,77,20,38,147,337,4323.0,3234.0,561.0,605.0,179.0,36.0,4.0,19.0,78.0,102.0,95.94978165938866
2022,15860,404,1.0,5974,7105,957,884,245,52,3,25,105,167,3857.0,3770.0,638.0,577.0,150.0,34.0,1.0,16.0,64.0,116.0,114.32192648922685
2022,15860,406,1.0,10792,5662,1216,1062,323,61,1,66,188,284,7448.0,7258.0,988.0,874.0,232.0,48.0,7.0,36.0,127.0,211.0,90.9076227390181
2022,15860,410,1.0,3904,4768,672,710,192,34,5,22,85,159,3968.0,8544.0,864.0,918.0,224.0,49.0,7.0,16.0,115.0,218.0,89.11216660577274
2022,15860,414,1.0,5508,6552,936,760,210,52,12,11,80,251,7452.0,6660.0,1080.0,959.0,253.0,64.0,4.0,33.0,115.0,251.0,98.60675039246468
2022,15860,415,1.0,10292,5921,1240,1082,318,54,7,52,175,261,3875.0,3503.0,620.0,552.0,143.0,24.0,2.0,13.0,78.0,166.0,109.87394957983192
2022,15860,416,1.0,4553,5394,841,945,251,48,8,16,115,201,4002.0,6003.0,725.0,882.0,244.0,44.0,12.0,23.0,89.0,210.0,85.70714642678661
2022,15860,418,1.0,9486,8466,1258,1095,299,66,3,41,164,283,7242.0,7650.0,850.0,806.0,223.0,55.0,3.0,38.0,116.0,218.0,81.45131432802665
2022,15860,419,1.0,5343,8190,1053,920,243,41,2,22,65,197,6123.0,5538.0,1092.0,973.0,277.0,52.0,6.0,26.0,75.0,229.0,120.3517899170073
2022,15860,428,1.0,6016,6528,1024,949,250,50,7,25,121,240,2688.0,5376.0,640.0,598.0,125.0,25.0,3.0,15.0,66.0,150.0,97.22222222222221
2022,15860,430,1.0,7533,6541,1147,1230,342,61,1,55,164,292,4526.0,4433.0,589.0,716.0,197.0,36.0,4.0,40.0,89.0,169.0,80.6695969325727
2022,15860,432,1.0,2001,4117,322,436,116,17,4,12,43,110,2208.0,5566.0,529.0,662.0,156.0,18.0,4.0,8.0,65.0,173.0,129.28994082840237
2022,15860,433,1.0,11934,7038,1496,1451,419,80,6,76,198,402,4488.0,2992.0,714.0,740.0,191.0,40.0,3.0,32.0,97.0,204.0,121.05371900826447
2022,15860,434,1.0,8094,5890,1026,907,272,43,2,35,121,218,5434.0,5548.0,912.0,846.0,225.0,41.0,3.0,27.0,89.0,222.0,113.18723567858517
2022,15860,439,1.0,6192,5580,936,857,226,51,4,27,145,237,4464.0,5904.0,900.0,855.0,202.0,36.0,1.0,29.0,119.0,227.0,109.17467948717949
2022,15860,444,1.0,7200,6368,896,946,301,59,3,52,119,197,4864.0,5728.0,832.0,877.0,241.0,45.0,7.0,28.0,104.0,251.0,118.94691411307726
2022,15860,450,1.0,3960,6336,726,717,189,26,1,21,103,200,5940.0,8085.0,858.0,895.0,232.0,46.0,3.0,14.0,135.0,209.0,86.75935828877004
2022,15860,454,1.0,7530,6120,990,1094,314,61,14,24,183,261,4050.0,4770.0,660.0,775.0,196.0,33.0,3.0,34.0,84.0,238.0,103.17460317460316
2022,15860,456,1.0,4983,4884,759,686,197,40,7,10,105,164,4455.0,6765.0,891.0,797.0,190.0,36.0,5.0,13.0,102.0,241.0,103.23529411764704
2022,15860,457,1.0,11690,6265,1505,1502,453,75,10,74,198,319,3535.0,4410.0,735.0,786.0,202.0,37.0,4.0,27.0,88.0,213.0,110.36779018543182
2022,15860,458,1.0,9610,5549,1209,1086,333,59,4,44,201,258,5549.0,3999.0,589.0,558.0,159.0,25.0,3.0,39.0,101.0,129.0,77.34765234765236
2022,15860,459,1.0,9641,7006,1240,1403,447,84,12,39,184,290,4557.0,5363.0,744.0,876.0,253.0,48.0,4.0,14.0,103.0,185.0,100.6875
2022,15860,460,1.0,7385,5775,1225,1008,276,58,4,32,110,240,4550.0,4655.0,700.0,624.0,159.0,27.0,6.0,31.0,56.0,135.0,81.69473112438891
2022,15860,463,1.0,5976,6408,1116,962,230,42,6,33,130,238,5184.0,4356.0,792.0,784.0,210.0,37.0,7.0,18.0,94.0,226.0,92.12416311625077
2022,15860,464,1.0,4932,5040,1044,858,209,42,2,15,111,213,5508.0,5940.0,1008.0,917.0,244.0,48.0,1.0,20.0,125.0,231.0,84.10323140316633
2022,15860,465,1.0,10656,9536,1184,1332,451,96,16,47,171,295,6304.0,4736.0,672.0,776.0,241.0,45.0,5.0,29.0,106.0,167.0,103.80728554641598
2022,15860,466,1.0,8092,6494,816,780,275,62,12,24,104,112,7208.0,6936.0,1054.0,967.0,263.0,50.0,5.0,27.0,119.0,216.0,133.203125
2022,15860,471,1.0,4080,4080,660,703,205,44,10,27,91,190,5940.0,6210.0,930.0,1001.0,271.0,54.0,5.0,29.0,141.0,256.0,94.63524130190797
2022,15860,472,1.0,8610,9205,1260,1120,347,76,13,43,97,299,4655.0,6160.0,735.0,635.0,167.0,43.0,8.0,16.0,80.0,172.0,96.08953613807984
2022,15860,473,1.0,7252,10952,1036,940,288,63,13,32,106,210,5809.0,9250.0,962.0,821.0,219.0,55.0,7.0,22.0,95.0,215.0,112.24991224991226
2022,15860,474,1.0,8892,7106,1178,1069,319,59,8,29,125,229,6270.0,6004.0,836.0,783.0,215.0,38.0,2.0,19.0,95.0,166.0,92.49975032457805
2022,15860,482,1.0,4590,4148,646,683,215,40,2,21,68,161,5372.0,9758.0,1190.0,1181.0,282.0,57.0,8.0,21.0,144.0,329.0,106.38675340035483
