PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,player_id,division
1,1,2.0,0,0,0,0,0,0,0,03/15/2023,home,16340,380,Maine,9,True,8,15,-7,loss,2395672,249,2307997,2023,2307997.0,1.0
3,3,6.0,0,0,0,0,0,0,0,03/17/2023,home,16340,482,Niagara,10,True,9,8,1,win,2395966,249,2307997,2023,2307997.0,1.0
0,3,3.0,0,0,0,0,0,0,0,03/18/2023,home,16340,482,Niagara,10,True,4,12,-8,loss,2396371,249,2307997,2023,2307997.0,1.0
4,2,7.0,1,0,0,0,0,1,0,03/19/2023,home,16340,482,Niagara,9,True,2,4,-2,loss,2396672,249,2307997,2023,2307997.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/21/2023,away,16340,392,Maryland,9,True,6,9,-3,loss,2397008,249,2307997,2023,2307997.0,1.0
8,0,8.0,0,0,0,0,0,1,0,02/17/2023,neutral,16340,725,Army West Point,9,True,2,5,-3,loss,2390312,721,2477959,2023,2477959.0,1.0
8,0,8.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,725,Army West Point,9,True,4,6,-2,loss,2390581,721,2477959,2023,2477959.0,1.0
12,0,12.0,0,0,0,0,0,3,0,02/19/2023,neutral,16340,725,Army West Point,9,True,9,3,6,win,2390877,721,2477959,2023,2477959.0,1.0
9,0,9.0,0,0,0,0,0,1,0,02/20/2023,away,16340,522,Oklahoma,9,True,6,8,-2,loss,2391079,721,2477959,2023,2477959.0,1.0
11,0,11.0,0,0,0,0,0,0,0,02/24/2023,neutral,16340,726,Navy,9,True,3,5,-2,loss,2391559,721,2477959,2023,2477959.0,1.0
11,0,11.0,0,0,0,0,0,0,0,02/25/2023,neutral,16340,726,Navy,9,True,2,5,-3,loss,2391942,721,2477959,2023,2477959.0,1.0
7,2,9.0,0,0,0,0,0,0,0,02/26/2023,neutral,16340,726,Navy,9,True,4,1,3,win,2392177,721,2477959,2023,2477959.0,1.0
6,0,6.0,0,0,0,0,0,0,0,02/28/2023,away,16340,700,Texas Tech,9,True,4,9,-5,loss,2392474,721,2477959,2023,2477959.0,1.0
4,0,4.0,0,0,0,0,0,0,0,03/01/2023,away,16340,700,Texas Tech,9,True,5,18,-13,loss,2392519,721,2477959,2023,2477959.0,1.0
6,1,7.0,0,0,0,0,0,0,0,03/03/2023,away,16340,48,Charleston So.,9,True,12,4,8,win,2392668,721,2477959,2023,2477959.0,1.0
8,1,9.0,0,0,0,0,0,1,0,03/04/2023,away,16340,1014,Col. of Charleston,9,True,6,14,-8,loss,2392919,721,2477959,2023,2477959.0,1.0
12,2,14.0,0,0,0,0,0,0,0,03/05/2023,away,16340,48,Charleston So.,10,True,6,7,-1,loss,2393384,721,2477959,2023,2477959.0,1.0
13,0,13.0,0,0,0,0,0,1,0,03/06/2023,neutral,16340,416,Michigan St.,9,True,7,4,3,win,2393717,721,2477959,2023,2477959.0,1.0
6,1,7.0,0,0,0,0,0,2,0,03/10/2023,away,16340,473,New Mexico,10,True,9,7,2,win,2394207,721,2477959,2023,2477959.0,1.0
10,1,11.0,0,0,0,0,0,0,0,03/11/2023,away,16340,473,New Mexico,9,True,0,15,-15,loss,2394524,721,2477959,2023,2477959.0,1.0
5,0,5.0,0,0,0,0,0,1,0,03/12/2023,away,16340,473,New Mexico,9,True,4,11,-7,loss,2394931,721,2477959,2023,2477959.0,1.0
7,1,8.0,0,0,0,0,0,0,0,03/14/2023,away,16340,366,Louisiana Tech,9,True,0,5,-5,loss,2395534,721,2477959,2023,2477959.0,1.0
12,0,12.0,0,0,0,0,0,1,0,03/15/2023,away,16340,366,Louisiana Tech,9,True,12,10,2,win,2395710,721,2477959,2023,2477959.0,1.0
11,0,11.0,0,0,0,0,0,1,0,03/17/2023,away,16340,630,San Jose St.,13,True,9,3,6,win,2395803,721,2477959,2023,2477959.0,1.0
14,1,15.0,0,0,0,0,0,0,0,03/18/2023,away,16340,630,San Jose St.,11,True,4,5,-1,loss,2396121,721,2477959,2023,2477959.0,1.0
12,1,13.0,0,0,0,0,0,0,0,03/18/2023,away,16340,630,San Jose St.,9,True,9,5,4,win,2396549,721,2477959,2023,2477959.0,1.0
0,0,0.0,0,0,0,2,0,0,0,02/12/2023,away,16340,8530,McMurry,9,True,5,4,1,win,2407992,1355,2676433,2023,2676433.0,3.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,2741,Howard Payne,9,True,11,14,-3,loss,2407903,1355,2676433,2023,2676433.0,3.0
3,0,3.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,711,Towson,9,True,4,3,1,win,2390596,659,2679700,2023,2679700.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,2915,Wofford,9,True,4,5,-1,loss,2390971,659,2679700,2023,2679700.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/24/2023,away,16340,315,Jacksonville St.,9,True,8,7,1,win,2391453,659,2679700,2023,2679700.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/28/2023,home,16340,609,Saint Louis,9,True,3,11,-8,loss,2392415,659,2679700,2023,2679700.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/04/2023,home,16340,519,Ohio,9,True,11,3,8,win,2393261,659,2679700,2023,2679700.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/05/2023,home,16340,519,Ohio,9,True,7,4,3,win,2393616,659,2679700,2023,2679700.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/07/2023,away,16340,660,SIUE,9,True,4,5,-1,loss,2393874,659,2679700,2023,2679700.0,1.0
3,0,3.0,0,0,0,0,0,0,0,03/18/2023,neutral,16340,301,Illinois,9,True,10,12,-2,loss,2396366,659,2679700,2023,2679700.0,1.0
5,0,5.0,0,0,0,0,0,0,0,03/19/2023,neutral,16340,301,Illinois,9,True,4,2,2,win,2396747,659,2679700,2023,2679700.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/03/2023,home,16340,9754,UC-Colo. Springs,9,True,4,0,4,win,2389729,91,2812590,2023,2812590.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/04/2023,home,16340,9754,UC-Colo. Springs,9,True,10,1,9,win,2389812,91,2812590,2023,2812590.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/04/2023,home,16340,9754,UC-Colo. Springs,9,True,11,3,8,win,2408212,91,2812590,2023,2812590.0,2.0
5,0,5.0,0,0,0,0,0,0,0,02/05/2023,home,16340,9754,UC-Colo. Springs,9,True,10,3,7,win,2389841,91,2812590,2023,2812590.0,2.0
4,0,4.0,0,0,0,0,0,0,0,02/11/2023,home,16340,155,Colo. Sch. of Mines,11,True,4,3,1,win,2390106,91,2812590,2023,2812590.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/11/2023,home,16340,155,Colo. Sch. of Mines,9,True,5,4,1,win,2407892,91,2812590,2023,2812590.0,2.0
2,0,2.0,0,0,0,0,0,0,0,02/21/2023,away,16340,30220,Biola,9,True,9,3,6,win,2391127,91,2812590,2023,2812590.0,2.0
1,0,2.0,1,0,0,0,0,0,0,02/17/2023,home,16340,534,Pacific,9,True,14,6,8,win,2390248,465,2661629,2023,2661629.0,1.0
4,0,5.0,1,0,0,0,0,0,0,02/19/2023,home,16340,534,Pacific,9,True,31,6,25,win,2390816,465,2661629,2023,2661629.0,1.0
5,0,5.0,0,0,0,0,0,0,0,02/21/2023,away,16340,28,Arizona St.,9,True,3,6,-3,loss,2391104,465,2661629,2023,2661629.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/24/2023,away,16340,112,UC San Diego,9,True,1,15,-14,loss,2391300,465,2661629,2023,2661629.0,1.0
5,1,6.0,0,0,0,0,0,1,0,02/26/2023,away,16340,627,San Diego,9,True,5,6,-1,loss,2421517,465,2661629,2023,2661629.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/15/2023,away,16340,31,Arkansas,9,True,2,5,-3,loss,2395663,465,2661629,2023,2661629.0,1.0
4,0,4.0,0,0,0,0,0,0,0,03/17/2023,away,16340,466,Nevada,9,True,11,4,7,win,2395796,465,2661629,2023,2661629.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/18/2023,away,16340,466,Nevada,9,True,10,11,-1,loss,2396116,465,2661629,2023,2661629.0,1.0
1,4,5.0,0,0,0,0,0,0,0,02/19/2023,home,16340,185,Dickinson,9,True,13,7,6,win,2408794,124,2683874,2023,2683874.0,3.0
0,2,3.0,1,0,0,0,0,0,0,03/04/2023,home,16340,642,Skidmore,9,True,5,9,-4,loss,2423060,124,2683874,2023,2683874.0,3.0
0,1,1.0,0,0,0,0,0,0,0,03/07/2023,neutral,16340,30044,Penn St.-Berks,9,True,19,5,14,win,2393810,124,2683874,2023,2683874.0,3.0
0,0,1.0,1,0,0,2,0,0,0,02/04/2023,home,16340,568,Regis (CO),9,True,6,10,-4,loss,2389757,30199,2670724,2023,2670724.0,2.0
0,1,1.0,0,0,0,0,0,0,0,02/04/2023,away,16340,30198,Cal St. San Marcos,9,True,8,9,-1,loss,2389778,30220,2306337,2023,2306337.0,2.0
0,0,0.0,0,0,0,1,0,0,0,02/10/2023,home,16340,413,MSU Denver,9,True,5,9,-4,loss,2389937,30220,2306337,2023,2306337.0,2.0
0,0,0.0,0,0,0,1,0,0,0,02/24/2023,away,16340,2696,Hawaii Pacific,9,True,2,10,-8,loss,2408636,30220,2306337,2023,2306337.0,2.0
0,0,0.0,0,0,0,3,0,0,0,02/19/2023,away,16340,624,Sam Houston,9,True,2,25,-23,loss,2390839,572,2486778,2023,2486778.0,1.0
0,1,1.0,0,0,0,0,0,0,0,03/19/2023,away,16340,756,Washington,9,True,5,15,-10,loss,2396577,572,2486778,2023,2486778.0,1.0
4,1,5.0,0,0,0,0,0,0,0,02/18/2023,away,16340,51,Baylor,9,True,20,5,15,win,2390742,129,2829506,2023,2829506.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,51,Baylor,9,True,4,3,1,win,2391001,129,2829506,2023,2829506.0,1.0
0,2,3.0,1,0,0,0,0,0,0,02/24/2023,away,16340,536,UTRGV,9,True,5,10,-5,loss,2391472,129,2829506,2023,2829506.0,1.0
0,3,4.0,1,0,0,0,0,0,0,02/24/2023,away,16340,536,UTRGV,9,True,2,9,-7,loss,2408730,129,2829506,2023,2829506.0,1.0
1,2,3.0,0,0,0,0,0,0,0,02/26/2023,away,16340,536,UTRGV,9,True,1,8,-7,loss,2392122,129,2829506,2023,2829506.0,1.0
3,0,3.0,0,0,0,0,0,0,0,03/05/2023,neutral,16340,610,Saint Mary's (CA),9,True,12,6,6,win,2408813,129,2829506,2023,2829506.0,1.0
0,5,5.0,0,0,0,0,0,1,0,03/06/2023,away,16340,630,San Jose St.,9,True,8,4,4,win,2423079,129,2829506,2023,2829506.0,1.0
4,2,6.0,0,0,0,0,0,1,0,03/09/2023,away,16340,102,Sacramento St.,10,True,8,4,4,win,2394193,129,2829506,2023,2829506.0,1.0
2,1,3.0,0,0,0,0,0,0,0,03/10/2023,away,16340,102,Sacramento St.,9,True,8,3,5,win,2408693,129,2829506,2023,2829506.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/11/2023,away,16340,102,Sacramento St.,9,True,13,2,11,win,2423793,129,2829506,2023,2829506.0,1.0
0,3,3.0,0,0,0,0,0,0,0,03/15/2023,home,16340,591,Saginaw Valley,9,True,4,7,-3,loss,2395589,129,2829506,2023,2829506.0,1.0
1,1,2.0,0,0,0,0,0,0,0,03/17/2023,away,16340,519,Ohio,9,True,8,5,3,win,2395806,129,2829506,2023,2829506.0,1.0
1,1,3.0,1,0,0,0,0,0,0,03/18/2023,away,16340,519,Ohio,9,True,7,11,-4,loss,2396124,129,2829506,2023,2829506.0,1.0
0,1,1.0,0,0,0,0,0,0,0,03/19/2023,away,16340,519,Ohio,9,True,10,6,4,win,2396553,129,2829506,2023,2829506.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/01/2023,away,16340,30151,Shorter,9,True,0,10,-10,loss,2389628,445,2673239,2023,2673239.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/05/2023,home,16340,144,Clark Atlanta,9,True,12,6,6,win,2389830,445,2673239,2023,2673239.0,2.0
2,1,4.0,1,0,0,0,0,1,0,02/18/2023,home,16340,332,Kentucky St.,9,True,7,9,-2,loss,2390569,445,2673239,2023,2673239.0,2.0
2,1,4.0,1,0,0,0,0,1,0,02/18/2023,home,16340,332,Kentucky St.,9,True,7,9,-2,loss,2408888,445,2673239,2023,2673239.0,2.0
1,1,2.0,0,0,0,0,0,0,0,02/24/2023,home,16340,422,Miles,9,True,5,14,-9,loss,2391423,445,2673239,2023,2673239.0,2.0
1,1,3.0,1,0,0,0,0,0,0,02/25/2023,home,16340,422,Miles,9,True,7,15,-8,loss,2391746,445,2673239,2023,2673239.0,2.0
3,0,3.0,0,0,0,0,0,1,0,02/09/2023,away,16340,0,Mid-Atlantic Christ.,9,True,2,6,-4,loss,2389998,30232,2675890,2023,2675890.0,3.0
1,0,1.0,0,0,0,0,0,0,0,02/10/2023,away,16340,0,Mid-Atlantic Christ.,9,True,16,7,9,win,2390053,30232,2675890,2023,2675890.0,3.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,30111,Covenant,9,True,2,16,-14,loss,2390747,30232,2675890,2023,2675890.0,3.0
2,0,2.0,0,0,0,0,0,0,0,02/21/2023,home,16340,0,St. Andrews,9,True,3,5,-2,loss,2391182,30232,2675890,2023,2675890.0,3.0
4,1,5.0,0,0,0,0,0,0,0,02/23/2023,away,16340,0,CarolinaU,9,True,6,8,-2,loss,2421346,30232,2675890,2023,2675890.0,3.0
4,0,4.0,0,0,0,0,0,0,0,02/24/2023,away,16340,0,CarolinaU,9,True,7,18,-11,loss,2391768,30232,2675890,2023,2675890.0,3.0
3,0,3.0,0,0,0,0,0,0,0,02/28/2023,home,16340,0,Truett-McConnell,9,True,4,11,-7,loss,2392452,30232,2675890,2023,2675890.0,3.0
2,0,2.0,0,0,0,0,0,0,0,03/04/2023,away,16340,396,Maryville (TN),9,True,1,11,-10,loss,2393264,30232,2675890,2023,2675890.0,3.0
3,0,3.0,0,0,0,0,0,0,0,03/04/2023,away,16340,396,Maryville (TN),9,True,0,7,-7,loss,2408754,30232,2675890,2023,2675890.0,3.0
3,0,3.0,0,0,0,0,0,0,0,03/07/2023,home,16340,0,Montreat,9,True,2,8,-6,loss,2393897,30232,2675890,2023,2675890.0,3.0
2,0,2.0,0,0,0,0,0,0,0,03/07/2023,home,16340,0,Montreat,9,True,3,12,-9,loss,2408186,30232,2675890,2023,2675890.0,3.0
3,0,3.0,0,0,0,0,0,0,0,03/10/2023,home,16340,0,Trinity Int'l,9,True,8,11,-3,loss,2423903,30232,2675890,2023,2675890.0,3.0
3,0,3.0,0,0,0,0,0,0,0,03/11/2023,home,16340,0,Trinity Int'l,9,True,8,16,-8,loss,2394745,30232,2675890,2023,2675890.0,3.0
2,0,2.0,0,0,0,0,0,0,0,03/11/2023,home,16340,0,Trinity Int'l,9,True,2,8,-6,loss,2408070,30232,2675890,2023,2675890.0,3.0
2,0,2.0,0,0,0,0,0,0,0,03/14/2023,home,16340,0,Columbia Int'l,9,True,9,8,1,win,2395501,30232,2675890,2023,2675890.0,3.0
1,2,3.0,0,0,0,0,0,0,0,02/11/2023,home,16340,9012,Mo. Southern St.,9,True,4,5,-1,loss,2390030,181,2818917,2023,2818917.0,2.0
0,2,2.0,0,0,0,0,0,0,0,02/25/2023,home,16340,734,Valdosta St.,9,True,6,2,4,win,2391941,181,2818917,2023,2818917.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,523,Old Dominion,10,True,7,6,1,win,2390379,603,2655598,2023,2655598.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,523,Old Dominion,9,True,5,7,-2,loss,2390744,603,2655598,2023,2655598.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/26/2023,away,16340,718,Tulane,9,True,3,9,-6,loss,2392234,603,2655598,2023,2655598.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/27/2023,away,16340,655,Southeastern La.,9,True,12,7,5,win,2392328,603,2655598,2023,2655598.0,1.0
3,0,3.0,0,0,0,0,0,0,0,03/04/2023,away,16340,388,Marshall,9,True,8,4,4,win,2393174,603,2655598,2023,2655598.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/05/2023,away,16340,388,Marshall,9,True,2,4,-2,loss,2392739,603,2655598,2023,2655598.0,1.0
3,0,3.0,0,0,0,0,0,0,0,03/05/2023,away,16340,388,Marshall,9,True,5,3,2,win,2393603,603,2655598,2023,2655598.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/08/2023,home,16340,283,Hofstra,9,True,11,7,4,win,2394061,603,2655598,2023,2655598.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/10/2023,home,16340,14,UAlbany,9,True,5,9,-4,loss,2394366,603,2655598,2023,2655598.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/15/2023,away,16340,361,LIU,9,True,22,3,19,win,2395423,603,2655598,2023,2655598.0,1.0
3,0,3.0,0,0,0,0,0,0,0,03/17/2023,home,16340,562,Quinnipiac,9,True,8,1,7,win,2395947,603,2655598,2023,2655598.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/18/2023,away,16340,562,Quinnipiac,9,True,15,5,10,win,2396376,603,2655598,2023,2655598.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/22/2023,away,16340,748,Wagner,9,True,2,4,-2,loss,2397166,603,2655598,2023,2655598.0,1.0
4,0,4.0,0,0,0,0,0,0,0,03/24/2023,home,16340,575,Richmond,9,True,8,5,3,win,2397840,603,2655598,2023,2655598.0,1.0
3,0,3.0,0,0,0,0,0,0,0,03/24/2023,home,16340,575,Richmond,9,True,2,3,-1,loss,2397412,603,2655598,2023,2655598.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/24/2023,away,16340,8746,Southwestern (TX),9,True,4,2,2,win,2391293,571,2152906,2023,2152906.0,3.0
2,0,2.0,0,0,0,0,0,0,0,02/25/2023,away,16340,8746,Southwestern (TX),9,True,2,3,-1,loss,2421568,571,2152906,2023,2152906.0,3.0
1,0,1.0,0,0,0,0,0,0,0,02/25/2023,away,16340,8746,Southwestern (TX),9,True,5,7,-2,loss,2392016,571,2152906,2023,2152906.0,3.0
3,0,3.0,0,0,0,0,0,0,0,03/04/2023,neutral,16340,4,Adrian,9,True,4,10,-6,loss,2393064,571,2152906,2023,2152906.0,3.0
1,0,1.0,0,0,0,0,0,0,0,03/05/2023,neutral,16340,582,Rockford,9,True,10,4,6,win,2393538,571,2152906,2023,2152906.0,3.0
4,0,4.0,0,0,0,0,0,0,0,03/08/2023,home,16340,938,Alvernia,9,True,7,5,2,win,2394023,571,2152906,2023,2152906.0,3.0
1,0,1.0,0,0,0,0,0,0,0,03/09/2023,neutral,16340,351,Lebanon Valley,9,True,4,5,-1,loss,2394162,571,2152906,2023,2152906.0,3.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,109,UC Irvine,9,True,0,3,-3,loss,2390446,718,2494368,2023,2494368.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,109,UC Irvine,9,True,4,11,-7,loss,2390680,718,2494368,2023,2494368.0,1.0
4,0,4.0,0,0,0,0,0,0,0,02/24/2023,home,16340,603,St. John's (NY),9,True,5,6,-1,loss,2391541,718,2494368,2023,2494368.0,1.0
2,1,3.0,0,0,0,0,0,1,0,02/28/2023,home,16340,646,South Alabama,9,True,7,11,-4,loss,2392459,718,2494368,2023,2494368.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/04/2023,away,16340,657,Southern California,9,True,8,13,-5,loss,2393306,718,2494368,2023,2494368.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/05/2023,away,16340,102,Sacramento St.,9,True,14,6,8,win,2393545,718,2494368,2023,2494368.0,1.0
3,0,3.0,0,0,0,0,0,0,0,03/17/2023,home,16340,158,Columbia,9,True,3,7,-4,loss,2395787,718,2494368,2023,2494368.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/18/2023,home,16340,158,Columbia,9,True,5,2,3,win,2396111,718,2494368,2023,2494368.0,1.0
0,0,1.0,1,0,0,0,0,0,0,03/19/2023,home,16340,158,Columbia,9,True,6,3,3,win,2396533,718,2494368,2023,2494368.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/22/2023,away,16340,756,Washington,9,True,14,9,5,win,2397102,718,2494368,2023,2494368.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/19/2023,away,16340,10411,USC Upstate,9,True,2,10,-8,loss,2390854,711,2461849,2023,2461849.0,1.0
0,1,1.0,0,0,0,1,0,0,0,03/18/2023,home,16340,460,UNCW,9,True,5,10,-5,loss,2396128,711,2461849,2023,2461849.0,1.0
0,1,1.0,0,0,0,0,0,1,0,03/21/2023,away,16340,193,Duke,9,True,3,19,-16,loss,2396862,711,2461849,2023,2461849.0,1.0
9,0,9.0,0,0,0,0,0,0,0,02/26/2023,neutral,16340,443,Moravian,9,True,1,22,-21,loss,2392098,321,2683860,2023,2683860.0,3.0
1,1,2.0,0,0,0,0,0,0,0,02/28/2023,home,16340,30160,Houghton,9,True,4,12,-8,loss,2392379,321,2683860,2023,2683860.0,3.0
2,0,2.0,0,0,2,0,0,0,0,03/04/2023,away,16340,451,CMSV,9,True,1,17,-16,loss,2393090,321,2683860,2023,2683860.0,3.0
3,0,3.0,0,0,0,0,0,0,0,03/09/2023,away,16340,319,New Jersey City,9,True,6,21,-15,loss,2394174,321,2683860,2023,2683860.0,3.0
2,0,2.0,0,0,0,0,0,0,0,03/10/2023,home,16340,524,Old Westbury,9,True,2,12,-10,loss,2407960,321,2683860,2023,2683860.0,3.0
4,0,4.0,0,0,0,0,0,0,0,03/15/2023,home,16340,814,Yeshiva,9,True,34,0,34,win,2395484,321,2683860,2023,2683860.0,3.0
