PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,player_id_x,player_id_y,division
5,1,7.0,1,0,0,0,0,0,0,02/17/2023,home,16340,5,Akron,9,True,12,14,-2,loss,2390417,769,2472429,2023,2472429.0,2472429.0,1.0
7,1,8.0,0,0,0,0,0,1,0,02/18/2023,home,16340,5,Akron,9,True,6,1,5,win,2390656,769,2472429,2023,2472429.0,2472429.0,1.0
9,0,10.0,1,0,0,0,0,2,0,02/18/2023,home,16340,5,Akron,9,True,11,6,5,win,2407905,769,2472429,2023,2472429.0,2472429.0,1.0
8,1,9.0,0,0,0,0,0,1,0,02/19/2023,home,16340,5,Akron,9,True,2,3,-1,loss,2391007,769,2472429,2023,2472429.0,2472429.0,1.0
1,0,1.0,0,0,0,1,0,0,0,02/19/2023,away,16340,147,Clemson,9,True,1,19,-18,loss,2390915,62,2119725,2023,2119725.0,2119725.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/17/2023,away,16340,465,UNLV,9,True,6,14,-8,loss,2390248,534,2113208,2023,2113208.0,2113208.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,465,UNLV,9,True,6,31,-25,loss,2390816,534,2113208,2023,2113208.0,2113208.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,home,16340,381,Manhattan,9,True,18,0,18,win,2390285,678,2466306,2023,2466306.0,2466306.0,1.0
4,0,4.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,754,Washington St.,9,True,6,8,-2,loss,2390888,111,2681531,2023,2681531.0,2681531.0,1.0
11,1,12.0,0,0,0,0,0,0,0,02/17/2023,home,16340,463,Nebraska,9,True,7,3,4,win,2390273,627,2491956,2023,2491956.0,2491956.0,1.0
8,0,8.0,0,0,0,0,0,0,0,02/18/2023,home,16340,463,Nebraska,9,True,5,3,2,win,2390516,627,2491956,2023,2491956.0,2491956.0,1.0
8,1,9.0,0,0,0,0,0,0,0,02/19/2023,home,16340,463,Nebraska,9,True,10,9,1,win,2390835,627,2491956,2023,2491956.0,2491956.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/20/2023,home,16340,463,Nebraska,9,True,16,16,0,tie,2391068,627,2491956,2023,2491956.0,2491956.0,1.0
0,0,0.0,0,0,0,1,1,0,0,02/17/2023,away,16340,610,Saint Mary's (CA),9,True,10,8,2,win,2390324,302,2676807,2023,2676807.0,2676807.0,1.0
0,1,1.0,0,0,0,2,0,0,0,02/18/2023,away,16340,456,UNC Asheville,9,True,3,11,-8,loss,2390518,590,2500518,2023,2500518.0,2500518.0,1.0
5,0,5.0,0,0,0,0,0,0,0,02/18/2023,home,16340,202,Eastern Ky.,9,True,0,2,-2,loss,2390794,646,2679705,2023,2679705.0,2679705.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,202,Eastern Ky.,9,True,26,6,20,win,2408386,646,2679705,2023,2679705.0,2679705.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,9,UAB,9,True,7,6,1,win,2391055,646,2679705,2023,2679705.0,2679705.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/18/2023,neutral,16340,164,UConn,9,True,6,9,-3,loss,2390797,518,2663991,2023,2663991.0,2663991.0,1.0
5,0,5.0,0,0,0,0,0,0,0,02/17/2023,home,16340,315,Jacksonville St.,9,True,5,8,-3,loss,2390381,257,1989583,2023,1989583.0,1989583.0,1.0
2,0,3.0,1,0,0,0,0,0,0,02/17/2023,away,16340,457,North Carolina,9,True,10,8,2,win,2390418,635,2310544,2023,2310544.0,2310544.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,457,North Carolina,9,True,2,11,-9,loss,2390749,635,2310544,2023,2310544.0,2310544.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,456,UNC Asheville,9,True,3,11,-8,loss,2390518,590,2824033,2023,2824033.0,2824033.0,1.0
2,3,5.0,0,0,0,0,0,1,0,02/19/2023,away,16340,456,UNC Asheville,9,True,2,7,-5,loss,2390837,590,2824033,2023,2824033.0,2824033.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,202,Eastern Ky.,9,True,26,6,20,win,2408386,646,2679739,2023,2679739.0,2679739.0,1.0
1,2,3.0,0,0,0,0,0,0,0,02/17/2023,home,16340,6,Alabama A&M,9,True,4,5,-1,loss,2390445,17,2126714,2023,2126714.0,2126714.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,6,Alabama A&M,9,True,3,13,-10,loss,2390978,17,2126714,2023,2126714.0,2126714.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,47,Ball St.,9,True,19,5,14,win,2390996,458,2673566,2023,2673566.0,2673566.0,1.0
7,0,7.0,0,0,0,0,0,0,0,02/17/2023,home,16340,660,SIUE,9,True,0,2,-2,loss,2390480,2743,2674584,2023,2674584.0,2674584.0,1.0
1,2,3.0,0,0,0,0,0,0,0,02/18/2023,home,16340,660,SIUE,9,True,5,1,4,win,2390807,2743,2674584,2023,2674584.0,2674584.0,1.0
2,4,6.0,0,0,0,0,0,1,0,02/19/2023,home,16340,660,SIUE,9,True,5,9,-4,loss,2391011,2743,2674584,2023,2674584.0,2674584.0,1.0
0,1,1.0,0,0,0,0,1,0,0,02/18/2023,away,16340,488,N.C. A&T,9,True,5,8,-3,loss,2420152,393,2329312,2023,2329312.0,2329312.0,1.0
4,3,7.0,0,0,0,0,0,1,0,02/17/2023,away,16340,19651,High Point,10,True,2,6,-4,loss,2390408,81,2310593,2023,2310593.0,2310593.0,1.0
1,2,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,19651,High Point,9,True,6,7,-1,loss,2390725,81,2310593,2023,2310593.0,2310593.0,1.0
2,3,5.0,0,0,0,0,0,1,0,02/17/2023,neutral,16340,721,Air Force,9,True,5,2,3,win,2390312,725,2348920,2023,2348920.0,2348920.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,721,Air Force,9,True,6,4,2,win,2390581,725,2348920,2023,2348920.0,2348920.0,1.0
0,3,4.0,1,0,0,0,0,0,0,02/19/2023,neutral,16340,721,Air Force,9,True,3,9,-6,loss,2390877,725,2348920,2023,2348920.0,2348920.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,home,16340,500,Northeastern,9,True,0,11,-11,loss,2390426,459,2349394,2023,2349394.0,2349394.0,1.0
5,0,5.0,0,0,0,0,0,0,0,02/18/2023,home,16340,500,Northeastern,9,True,7,6,1,win,2390759,459,2349394,2023,2349394.0,2349394.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/21/2023,home,16340,749,Wake Forest,9,True,2,20,-18,loss,2391175,459,2349394,2023,2349394.0,2349394.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,home,16340,352,Lehigh,9,True,3,5,-2,loss,2390488,61,2677099,2023,2677099.0,2677099.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,28,Arizona St.,9,True,5,6,-1,loss,2390292,626,2654640,2023,2654640.0,2654640.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,28,Arizona St.,9,True,3,5,-2,loss,2390529,626,2654640,2023,2654640.0,2654640.0,1.0
1,3,4.0,0,0,0,0,0,2,0,02/17/2023,neutral,16340,380,Maine,9,True,11,10,1,win,2390368,545,2803467,2023,2803467.0,2803467.0,1.0
2,3,5.0,0,0,0,0,0,1,0,02/18/2023,neutral,16340,380,Maine,9,True,7,11,-4,loss,2390673,545,2803467,2023,2803467.0,2803467.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,380,Maine,9,True,5,8,-3,loss,2390900,545,2803467,2023,2803467.0,2803467.0,1.0
0,1,1.0,0,0,0,0,1,0,0,02/19/2023,home,16340,386,Marist,9,True,12,2,10,win,2390851,657,2680439,2023,2680439.0,2680439.0,1.0
9,0,9.0,0,0,0,0,0,0,0,02/17/2023,away,16340,288,Houston,9,True,7,0,7,win,2390277,107,2655210,2023,2655210.0,2655210.0,1.0
9,0,9.0,0,0,0,0,0,2,0,02/18/2023,away,16340,288,Houston,9,True,5,3,2,win,2390519,107,2655210,2023,2655210.0,2655210.0,1.0
7,0,7.0,0,0,0,0,0,0,0,02/19/2023,away,16340,288,Houston,9,True,6,8,-2,loss,2390838,107,2655210,2023,2655210.0,2655210.0,1.0
0,0,0.0,0,0,0,5,0,0,0,02/17/2023,away,16340,147,Clemson,9,True,3,11,-8,loss,2390409,62,2478448,2023,2478448.0,2478448.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,659,Southern Ill.,9,True,5,4,1,win,2390971,2915,2653675,2023,2653675.0,2653675.0,1.0
6,1,7.0,0,0,0,0,0,0,0,02/18/2023,away,16340,1068,Elon,9,True,5,1,4,win,2390531,334,2114017,2023,2114017.0,2114017.0,1.0
6,2,8.0,0,0,0,0,1,0,0,02/21/2023,home,16340,219,Evansville,9,True,6,3,3,win,2391083,334,2114017,2023,2114017.0,2114017.0,1.0
1,4,6.0,1,0,0,0,0,2,0,02/17/2023,home,16340,334,Kentucky,9,True,2,0,2,win,2390294,1068,2476301,2023,2476301.0,2476301.0,1.0
1,2,4.0,1,0,0,0,0,0,0,02/18/2023,home,16340,334,Kentucky,9,True,1,5,-4,loss,2390531,1068,2476301,2023,2476301.0,2476301.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,99,Long Beach St.,9,True,0,2,-2,loss,2390440,782,2798274,2023,2798274.0,2798274.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,99,Long Beach St.,9,True,11,6,5,win,2390967,782,2798274,2023,2798274.0,2798274.0,1.0
0,2,2.0,0,0,0,2,0,0,0,02/18/2023,home,16340,711,Towson,9,True,9,2,7,win,2390532,10411,2680407,2023,2680407.0,2680407.0,1.0
6,0,6.0,0,0,0,0,0,0,0,02/19/2023,home,16340,711,Towson,9,True,10,2,8,win,2390854,10411,2680407,2023,2680407.0,2680407.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,147,Clemson,9,True,1,19,-18,loss,2390915,62,2802747,2023,2802747.0,2802747.0,1.0
2,2,5.0,1,0,0,0,0,0,0,02/19/2023,home,16340,334,Kentucky,9,True,0,4,-4,loss,2390853,1068,2488949,2023,2488949.0,2488949.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/18/2023,home,16340,331,Kent St.,16,True,6,10,-4,loss,2390521,316,2475620,2023,2475620.0,2475620.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,331,Kent St.,16,True,6,10,-4,loss,2390521,316,2329462,2023,2329462.0,2329462.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,366,Louisiana Tech,9,True,10,1,9,win,2390465,77,2477751,2023,2477751.0,2477751.0,1.0
5,0,5.0,0,0,0,0,0,0,0,02/18/2023,away,16340,366,Louisiana Tech,9,True,6,8,-2,loss,2390668,77,2477751,2023,2477751.0,2477751.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,366,Louisiana Tech,9,True,8,2,6,win,2407917,77,2477751,2023,2477751.0,2477751.0,1.0
14,0,15.0,1,0,0,0,0,0,0,02/18/2023,away,16340,406,Mercer,9,True,6,2,4,win,2390757,786,2307774,2023,2307774.0,2307774.0,1.0
14,0,15.0,1,0,0,3,0,0,0,02/19/2023,away,16340,406,Mercer,10,True,4,5,-1,loss,2391024,786,2307774,2023,2307774.0,2307774.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/19/2023,home,16340,660,SIUE,9,True,5,9,-4,loss,2391011,2743,2500526,2023,2500526.0,2500526.0,1.0
10,1,11.0,0,0,0,2,1,0,0,02/18/2023,home,16340,30024,Utah Valley,9,True,1,7,-6,loss,2407902,108,2827504,2023,2827504.0,2827504.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,30024,Utah Valley,9,True,20,4,16,win,2391044,108,2827504,2023,2827504.0,2827504.0,1.0
0,1,1.0,0,0,0,2,0,0,0,02/18/2023,away,16340,716,Troy,10,True,7,8,-1,loss,2390782,219,2347422,2023,2347422.0,2347422.0,1.0
0,0,2.0,2,0,0,0,0,0,0,02/17/2023,away,16340,110,UCLA,9,True,1,16,-15,loss,2390434,464,2677064,2023,2677064.0,2677064.0,1.0
1,1,3.0,1,0,0,0,0,1,0,02/19/2023,away,16340,110,UCLA,9,True,1,8,-7,loss,2390991,464,2677064,2023,2677064.0,2677064.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,neutral,16340,725,Army West Point,9,True,2,5,-3,loss,2390312,721,2477976,2023,2477976.0,2477976.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,725,Army West Point,9,True,4,6,-2,loss,2390581,721,2477976,2023,2477976.0,2477976.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,725,Army West Point,9,True,9,3,6,win,2390877,721,2477976,2023,2477976.0,2477976.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/20/2023,away,16340,522,Oklahoma,9,True,6,8,-2,loss,2391079,721,2477976,2023,2477976.0,2477976.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,465,UNLV,9,True,6,14,-8,loss,2390248,534,2664018,2023,2664018.0,2664018.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,465,UNLV,9,True,6,31,-25,loss,2390816,534,2664018,2023,2664018.0,2664018.0,1.0
0,4,5.0,1,0,0,0,0,0,0,02/17/2023,away,16340,406,Mercer,9,True,8,9,-1,loss,2390467,786,2307748,2023,2307748.0,2307748.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,406,Mercer,9,True,6,2,4,win,2390757,786,2307748,2023,2307748.0,2307748.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/19/2023,away,16340,406,Mercer,10,True,4,5,-1,loss,2391024,786,2307748,2023,2307748.0,2307748.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/17/2023,away,16340,102,Sacramento St.,9,True,3,5,-2,loss,2390255,493,2486019,2023,2486019.0,2486019.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/17/2023,away,16340,90,Cal Poly,9,True,5,15,-10,loss,2390444,669,2802790,2023,2802790.0,2802790.0,1.0
0,3,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,90,Cal Poly,9,True,15,4,11,win,2390791,669,2802790,2023,2802790.0,2802790.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/17/2023,home,16340,782,Wichita St.,9,True,2,0,2,win,2390440,99,2304255,2023,2304255.0,2304255.0,1.0
2,2,4.0,0,0,0,0,0,0,0,02/18/2023,home,16340,782,Wichita St.,9,True,6,5,1,win,2390803,99,2304255,2023,2304255.0,2304255.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,782,Wichita St.,9,True,6,11,-5,loss,2390967,99,2304255,2023,2304255.0,2304255.0,1.0
2,3,5.0,0,0,0,0,0,1,0,02/21/2023,away,16340,370,LMU (CA),9,True,5,7,-2,loss,2391185,99,2304255,2023,2304255.0,2304255.0,1.0
1,0,1.0,0,0,0,0,2,0,0,02/19/2023,away,16340,655,Southeastern La.,9,True,4,11,-7,loss,2390970,342,2824757,2023,2824757.0,2824757.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,away,16340,456,UNC Asheville,9,True,3,11,-8,loss,2390518,590,2660915,2023,2660915.0,2660915.0,1.0
3,0,3.0,0,0,0,0,0,1,0,02/19/2023,away,16340,456,UNC Asheville,9,True,2,7,-5,loss,2390837,590,2660915,2023,2660915.0,2660915.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/17/2023,away,16340,1068,Elon,9,True,0,2,-2,loss,2390294,334,1869850,2023,1869850.0,1869850.0,1.0
9,0,9.0,0,0,0,0,0,1,0,02/17/2023,away,16340,147,Clemson,9,True,3,11,-8,loss,2390409,62,2119727,2023,2119727.0,2119727.0,1.0
5,0,5.0,0,0,0,0,0,0,0,02/18/2023,away,16340,147,Clemson,9,True,2,3,-1,loss,2390726,62,2119727,2023,2119727.0,2119727.0,1.0
7,0,7.0,0,0,0,0,0,1,0,02/19/2023,away,16340,147,Clemson,9,True,1,19,-18,loss,2390915,62,2119727,2023,2119727.0,2119727.0,1.0
1,2,3.0,0,0,0,0,0,1,0,02/17/2023,home,16340,606,Saint Joseph's,9,True,16,0,16,win,2390264,193,2510286,2023,2510286.0,2510286.0,1.0
1,2,3.0,0,0,0,0,0,0,0,02/18/2023,home,16340,606,Saint Joseph's,9,True,2,1,1,win,2390513,193,2510286,2023,2510286.0,2510286.0,1.0
3,1,4.0,0,0,0,0,0,0,0,02/19/2023,home,16340,606,Saint Joseph's,10,True,4,5,-1,loss,2390828,193,2510286,2023,2510286.0,2510286.0,1.0
0,2,2.0,0,0,0,0,1,0,0,02/17/2023,away,16340,529,Oregon,9,True,2,3,-1,loss,2390402,812,2304916,2023,2304916.0,2304916.0,1.0
11,2,13.0,0,0,0,0,0,0,0,02/17/2023,neutral,16340,261,Grambling,9,True,7,5,2,win,2390331,553,2462162,2023,2462162.0,2462162.0,1.0
4,1,5.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,314,Jackson St.,9,True,3,8,-5,loss,2390882,553,2462162,2023,2462162.0,2462162.0,1.0
7,0,7.0,0,0,0,3,0,0,0,02/18/2023,away,16340,456,UNC Asheville,9,True,3,11,-8,loss,2390518,590,2660929,2023,2660929.0,2660929.0,1.0
1,3,4.0,0,0,0,0,1,0,0,02/19/2023,away,16340,254,Georgia St.,9,True,6,4,2,win,2390922,140,2314293,2023,2314293.0,2314293.0,1.0
7,1,8.0,0,0,0,0,0,1,0,02/17/2023,away,16340,1004,Central Ark.,9,True,11,3,8,win,2390286,654,2300594,2023,2300594.0,2300594.0,1.0
10,0,10.0,0,0,0,0,0,0,0,02/18/2023,away,16340,1004,Central Ark.,9,True,0,3,-3,loss,2390525,654,2300594,2023,2300594.0,2300594.0,1.0
8,1,9.0,0,0,0,0,0,1,0,02/19/2023,away,16340,1004,Central Ark.,9,True,4,13,-9,loss,2390843,654,2300594,2023,2300594.0,2300594.0,1.0
6,0,6.0,0,0,0,0,0,2,0,02/21/2023,away,16340,419,Middle Tenn.,9,True,3,8,-5,loss,2391094,654,2300594,2023,2300594.0,2300594.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,651,South Fla.,9,True,9,5,4,win,2390985,392,2496961,2023,2496961.0,2496961.0,1.0
5,0,5.0,0,0,0,0,0,0,0,02/17/2023,home,16340,514,Oakland,10,True,6,5,1,win,2390454,346,2681282,2023,2681282.0,2681282.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/18/2023,home,16340,514,Oakland,9,True,3,2,1,win,2390743,346,2681282,2023,2681282.0,2681282.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,514,Oakland,9,True,5,4,1,win,2391002,346,2681282,2023,2681282.0,2681282.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,173,Davidson,9,True,3,4,-1,loss,2390283,471,2137419,2023,2137419.0,2137419.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/18/2023,home,16340,603,St. John's (NY),9,True,7,5,2,win,2390744,523,2825663,2023,2825663.0,2825663.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,488,N.C. A&T,10,True,4,5,-1,loss,2390864,393,2820055,2023,2820055.0,2820055.0,1.0
0,1,1.0,0,0,0,1,0,0,0,02/19/2023,away,16340,363,Longwood,9,True,5,1,4,win,2391020,450,2330494,2023,2330494.0,2330494.0,1.0
0,5,6.0,1,0,0,0,0,0,0,02/18/2023,away,16340,110,UCLA,9,True,0,23,-23,loss,2390738,464,2306126,2023,2306126.0,2306126.0,1.0
0,0,0.0,0,0,0,3,0,0,0,02/18/2023,home,16340,746,Virginia,9,True,4,8,-4,loss,2420095,519,2678169,2023,2678169.0,2678169.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/17/2023,home,16340,392,Maryland,9,True,8,7,1,win,2390476,651,2660861,2023,2660861.0,2660861.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,392,Maryland,9,True,1,8,-7,loss,2390734,651,2660861,2023,2660861.0,2660861.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,236,Fordham,9,True,19,5,14,win,2390733,1045,2807575,2023,2807575.0,2807575.0,1.0
0,1,1.0,0,0,0,2,0,0,0,02/19/2023,home,16340,392,Maryland,9,True,5,9,-4,loss,2390985,651,2660875,2023,2660875.0,2660875.0,1.0
0,1,1.0,0,0,0,0,1,0,0,02/17/2023,home,16340,748,Wagner,9,True,14,1,13,win,2390374,490,2140068,2023,2140068.0,2140068.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,315,Jacksonville St.,9,True,10,5,5,win,2391003,257,2802425,2023,2802425.0,2802425.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,655,Southeastern La.,9,True,0,20,-20,loss,2390763,342,2660691,2023,2660691.0,2660691.0,1.0
0,0,1.0,1,0,0,0,0,0,0,02/19/2023,away,16340,7,Alabama St.,9,True,11,13,-2,loss,2391061,308,2813528,2023,2813528.0,2813528.0,1.0
0,0,0.0,0,0,0,2,0,0,0,02/18/2023,away,16340,7,Alabama St.,9,True,4,18,-14,loss,2408287,308,2500863,2023,2500863.0,2500863.0,1.0
1,2,3.0,0,0,0,0,0,1,0,02/17/2023,away,16340,7,Alabama St.,9,True,0,13,-13,loss,2390466,308,2673160,2023,2673160.0,2673160.0,1.0
0,1,1.0,0,0,0,2,0,0,0,02/17/2023,away,16340,101,CSUN,9,True,5,20,-15,loss,2390354,683,2459057,2023,2459057.0,2459057.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,home,16340,287,Houston Christian,9,True,10,0,10,win,2390482,536,2650961,2023,2650961.0,2650961.0,1.0
1,1,2.0,0,0,0,0,0,0,0,02/18/2023,home,16340,287,Houston Christian,9,True,10,6,4,win,2390808,536,2650961,2023,2650961.0,2650961.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,287,Houston Christian,9,True,10,4,6,win,2390934,536,2650961,2023,2650961.0,2650961.0,1.0
1,0,2.0,1,0,0,0,0,0,0,02/21/2023,home,16340,129,Central Mich.,9,True,8,14,-6,loss,2391201,536,2650961,2023,2650961.0,2650961.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/21/2023,away,16340,253,Ga. Southern,9,True,8,6,2,win,2391184,255,2661202,2023,2661202.0,2661202.0,1.0
0,2,2.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,418,Michigan,9,True,11,2,9,win,2390594,112,2490525,2023,2490525.0,2490525.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,639,Siena,9,True,2,1,1,win,2390792,128,2673174,2023,2673174.0,2673174.0,1.0
0,3,3.0,0,0,0,0,0,1,0,02/17/2023,home,16340,683,Stony Brook,9,True,20,5,15,win,2390354,101,2670455,2023,2670455.0,2670455.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,754,Washington St.,9,True,4,17,-13,loss,2390592,111,2829111,2023,2829111.0,2829111.0,1.0
9,0,9.0,0,0,0,0,0,1,0,02/18/2023,away,16340,14927,Belmont,9,True,4,2,2,win,2390548,695,2469802,2023,2469802.0,2469802.0,1.0
10,0,10.0,0,0,0,0,0,0,0,02/18/2023,away,16340,14927,Belmont,9,True,7,3,4,win,2408867,695,2469802,2023,2469802.0,2469802.0,1.0
5,0,5.0,0,0,0,0,0,0,0,02/19/2023,away,16340,14927,Belmont,9,True,4,11,-7,loss,2390259,695,2469802,2023,2469802.0,2469802.0,1.0
12,0,12.0,0,0,0,0,0,0,0,02/19/2023,away,16340,14927,Belmont,9,True,2,4,-2,loss,2390824,695,2469802,2023,2469802.0,2469802.0,1.0
10,1,11.0,0,0,0,0,0,1,0,02/21/2023,away,16340,454,Murray St.,9,True,5,2,3,win,2391107,695,2469802,2023,2469802.0,2469802.0,1.0
2,2,4.0,0,0,0,0,0,0,0,02/17/2023,away,16340,676,SFA,9,True,7,6,1,win,2390483,327,2650791,2023,2650791.0,2650791.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,676,SFA,9,True,8,4,4,win,2390754,327,2650791,2023,2650791.0,2650791.0,1.0
0,2,2.0,0,0,0,0,0,1,0,02/19/2023,away,16340,676,SFA,9,True,14,8,6,win,2391018,327,2650791,2023,2650791.0,2650791.0,1.0
1,2,5.0,2,0,0,0,0,0,0,02/20/2023,away,16340,676,SFA,9,True,16,5,11,win,2391081,327,2650791,2023,2650791.0,2650791.0,1.0
2,4,6.0,0,0,0,0,0,2,0,02/18/2023,home,16340,67,Boston College,9,True,0,3,-3,loss,2390507,541,2797999,2023,2797999.0,2797999.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,67,Boston College,9,True,6,18,-12,loss,2390823,541,2797999,2023,2797999.0,2797999.0,1.0
1,1,3.0,1,0,0,0,1,0,0,02/19/2023,home,16340,30135,California Baptist,9,True,3,6,-3,loss,2391046,522,2344088,2023,2344088.0,2344088.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/17/2023,home,16340,493,North Dakota St.,9,True,5,3,2,win,2390255,102,2813702,2023,2813702.0,2813702.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,493,North Dakota St.,9,True,8,6,2,win,2390506,102,2813702,2023,2813702.0,2813702.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,493,North Dakota St.,9,True,3,2,1,win,2390871,102,2813702,2023,2813702.0,2813702.0,1.0
0,1,2.0,1,0,0,0,0,0,0,02/17/2023,away,16340,141,The Citadel,9,True,9,21,-12,loss,2390297,178,2503198,2023,2503198.0,2503198.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/19/2023,away,16340,141,The Citadel,9,True,10,11,-1,loss,2390857,178,2503198,2023,2503198.0,2503198.0,1.0
5,0,5.0,0,0,1,2,0,0,0,02/19/2023,neutral,16340,220,Fairfield,9,True,9,14,-5,loss,2390897,419,2116004,2023,2116004.0,2116004.0,1.0
9,1,10.0,0,0,0,1,0,0,0,02/17/2023,neutral,16340,725,Army West Point,9,True,2,5,-3,loss,2390312,721,2805174,2023,2805174.0,2805174.0,1.0
6,0,6.0,0,0,0,0,0,0,0,02/19/2023,neutral,16340,725,Army West Point,9,True,9,3,6,win,2390877,721,2805174,2023,2805174.0,2805174.0,1.0
3,3,6.0,0,0,2,2,1,0,0,02/20/2023,away,16340,522,Oklahoma,9,True,6,8,-2,loss,2391079,721,2805174,2023,2805174.0,2805174.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,430,Mississippi St.,9,True,2,11,-9,loss,2390246,741,2474476,2023,2474476.0,2474476.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,home,16340,352,Lehigh,10,True,7,6,1,win,2390805,61,2809996,2023,2809996.0,2809996.0,1.0
0,4,6.0,2,0,0,0,0,0,0,02/19/2023,home,16340,352,Lehigh,9,True,4,3,1,win,2391029,61,2809996,2023,2809996.0,2809996.0,1.0
