PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,player_id,division
0,4,4.0,0,0,0,0,0,0,0,03/10/2023,away,16340,10411,USC Upstate,9,True,5,6,-1,loss,2394407,317,2669558,2023,2669558.0,1.0
1,1,2.0,0,0,0,0,0,0,0,03/11/2023,away,16340,10411,USC Upstate,9,True,6,9,-3,loss,2395184,317,2669558,2023,2669558.0,1.0
3,0,3.0,0,0,0,0,0,0,0,03/11/2023,away,16340,10411,USC Upstate,9,True,2,1,1,win,2394844,317,2669558,2023,2669558.0,1.0
0,0,0.0,0,0,0,1,0,0,0,02/19/2023,home,16340,0,Park (MO),9,True,1,12,-11,loss,2390861,953,2341751,2023,2341751.0,3.0
0,0,0.0,0,0,0,2,1,0,0,03/04/2023,home,16340,64,Blackburn,9,True,6,4,2,win,2392949,953,2341751,2023,2341751.0,3.0
0,1,2.0,1,0,0,4,0,0,0,03/18/2023,away,16340,715,Trinity (TX),9,True,4,5,-1,loss,2409675,953,2341751,2023,2341751.0,3.0
1,0,1.0,0,0,0,0,0,0,0,02/01/2023,home,16340,445,Morehouse,9,True,10,0,10,win,2389628,30151,2527857,2023,2527857.0,2.0
2,0,2.0,0,0,0,0,0,0,0,02/03/2023,away,16340,422,Miles,9,True,16,2,14,win,2415333,30151,2527857,2023,2527857.0,2.0
2,1,3.0,0,0,0,0,0,0,0,02/04/2023,away,16340,422,Miles,10,True,6,7,-1,loss,2389782,30151,2527857,2023,2527857.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/04/2023,away,16340,422,Miles,9,True,4,0,4,win,2408101,30151,2527857,2023,2527857.0,2.0
3,0,3.0,0,0,0,0,0,0,0,02/10/2023,away,16340,12830,Tusculum,9,True,3,11,-8,loss,2417898,30151,2527857,2023,2527857.0,2.0
4,0,4.0,0,0,0,0,0,0,0,02/11/2023,away,16340,12830,Tusculum,9,True,5,6,-1,loss,2418005,30151,2527857,2023,2527857.0,2.0
4,0,4.0,0,0,0,0,0,0,0,02/14/2023,home,16340,1000,Carson-Newman,9,True,4,1,3,win,2390208,30151,2527857,2023,2527857.0,2.0
4,0,4.0,0,0,0,0,0,0,0,02/21/2023,away,16340,1097,Ga. Southwestern,9,True,0,5,-5,loss,2391180,30151,2527857,2023,2527857.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/24/2023,away,16340,429,Mississippi Col.,9,True,6,4,2,win,2391513,30151,2527857,2023,2527857.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/25/2023,away,16340,429,Mississippi Col.,9,True,6,14,-8,loss,2391846,30151,2527857,2023,2527857.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/25/2023,away,16340,429,Mississippi Col.,9,True,1,0,1,win,2408732,30151,2527857,2023,2527857.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/28/2023,home,16340,445,Morehouse,9,True,14,2,12,win,2389884,30151,2527857,2023,2527857.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,home,16340,464,Omaha,9,True,23,0,23,win,2390738,110,2826118,2023,2826118.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/12/2023,away,16340,529,Oregon,9,True,16,0,16,win,2395101,110,2826118,2023,2826118.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/17/2023,home,16340,29,Arizona,9,True,5,1,4,win,2396052,110,2826118,2023,2826118.0,1.0
1,3,4.0,0,0,0,1,0,0,0,02/04/2023,away,16340,30153,Union (TN),9,True,4,2,2,win,2389798,30154,2488078,2023,2488078.0,2.0
1,0,2.0,1,0,0,0,0,0,0,02/14/2023,away,16340,30013,Lee,9,True,9,5,4,win,2390213,30154,2488078,2023,2488078.0,2.0
0,0,1.0,1,0,0,1,0,0,0,02/19/2023,home,16340,39,Augusta,9,True,5,1,4,win,2391010,30154,2488078,2023,2488078.0,2.0
0,0,0.0,0,0,0,1,0,0,0,02/28/2023,away,16340,1000,Carson-Newman,9,True,10,7,3,win,2392391,30154,2488078,2023,2488078.0,2.0
2,0,2.0,0,0,0,0,0,0,0,02/21/2023,away,16340,2810,St. Thomas (TX),9,True,7,3,4,win,2391085,23121,2500230,2023,2500230.0,3.0
1,0,1.0,0,0,0,0,0,0,0,03/07/2023,away,16340,715,Trinity (TX),9,True,15,3,12,win,2393918,23121,2500230,2023,2500230.0,3.0
3,0,3.0,0,0,0,0,0,0,0,03/10/2023,neutral,16340,60,Bethel (MN),9,True,2,3,-1,loss,2394261,23121,2500230,2023,2500230.0,3.0
4,0,4.0,0,0,0,0,0,0,0,03/13/2023,neutral,16340,662,Southern Me.,9,True,11,1,10,win,2395237,23121,2500230,2023,2500230.0,3.0
0,3,3.0,0,0,0,0,0,0,0,02/18/2023,away,16340,245,Gallaudet,9,True,3,11,-8,loss,2390652,213,2142592,2023,2142592.0,3.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,245,Gallaudet,9,True,22,3,19,win,2407901,213,2142592,2023,2142592.0,3.0
2,2,5.0,1,0,0,0,0,0,0,02/23/2023,neutral,16340,443,Moravian,9,True,3,5,-2,loss,2391219,213,2142592,2023,2142592.0,3.0
1,3,4.0,0,0,0,0,0,0,0,02/24/2023,neutral,16340,475,SUNY New Paltz,9,True,5,17,-12,loss,2422509,213,2142592,2023,2142592.0,3.0
2,2,4.0,0,0,0,0,0,1,0,02/24/2023,neutral,16340,30170,Alfred St.,9,True,2,9,-7,loss,2391338,213,2142592,2023,2142592.0,3.0
1,1,2.0,0,0,0,0,0,0,0,03/11/2023,away,16340,117,Capital,9,True,6,12,-6,loss,2394644,213,2142592,2023,2142592.0,3.0
1,2,3.0,0,0,0,0,0,0,0,03/16/2023,away,16340,0,Penn St.-Wilkes Barre,9,True,13,0,13,win,2424971,213,2142592,2023,2142592.0,3.0
3,3,6.0,0,0,0,0,0,0,0,02/04/2023,away,16340,13028,Anderson (SC),9,True,0,6,-6,loss,2389765,985,2818790,2023,2818790.0,2.0
3,0,4.0,1,0,0,0,0,0,0,02/04/2023,away,16340,13028,Anderson (SC),9,True,1,0,1,win,2407990,985,2818790,2023,2818790.0,2.0
1,3,5.0,1,0,0,0,0,1,0,02/05/2023,away,16340,13028,Anderson (SC),9,True,10,9,1,win,2389838,985,2818790,2023,2818790.0,2.0
1,1,2.0,0,0,0,0,0,0,0,02/18/2023,home,16340,243,Frostburg St.,9,True,2,8,-6,loss,2418503,985,2818790,2023,2818790.0,2.0
0,3,4.0,1,0,0,0,0,0,0,02/18/2023,home,16340,243,Frostburg St.,9,True,8,14,-6,loss,2418504,985,2818790,2023,2818790.0,2.0
0,1,2.0,1,0,0,0,0,0,0,02/19/2023,home,16340,243,Frostburg St.,9,True,6,13,-7,loss,2418505,985,2818790,2023,2818790.0,2.0
2,1,3.0,0,0,0,0,0,1,0,02/22/2023,away,16340,1028,Concord,9,True,3,10,-7,loss,2391220,985,2818790,2023,2818790.0,2.0
2,0,2.0,0,0,0,0,0,0,0,02/24/2023,home,16340,12799,Wheeling,9,True,3,2,1,win,2421477,985,2818790,2023,2818790.0,2.0
3,1,6.0,2,0,0,0,0,1,0,02/24/2023,home,16340,12799,Wheeling,9,True,12,17,-5,loss,2421502,985,2818790,2023,2818790.0,2.0
0,3,3.0,0,0,0,0,0,0,0,02/25/2023,home,16340,12799,Wheeling,9,True,25,6,19,win,2421665,985,2818790,2023,2818790.0,2.0
0,2,2.0,0,0,0,0,0,0,0,03/01/2023,away,16340,1439,West Virginia St.,9,True,8,6,2,win,2392524,985,2818790,2023,2818790.0,2.0
0,0,1.0,1,0,0,0,0,0,0,02/25/2023,neutral,16340,1050,Defiance,9,True,7,4,3,win,2391709,455,2516334,2023,2516334.0,3.0
0,1,2.0,1,0,0,0,0,0,0,03/17/2023,home,16340,525,Olivet,9,True,6,8,-2,loss,2395997,455,2516334,2023,2516334.0,3.0
0,0,0.0,0,0,0,2,0,0,0,02/18/2023,neutral,16340,285,Holy Cross,9,True,3,12,-9,loss,2408931,559,2661662,2023,2661662.0,1.0
0,2,3.0,1,0,0,2,0,0,0,02/24/2023,neutral,16340,471,NJIT,9,True,1,5,-4,loss,2408295,559,2661662,2023,2661662.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/04/2023,neutral,16340,5,Akron,9,True,17,9,8,win,2393216,559,2661662,2023,2661662.0,1.0
0,0,0.0,0,0,0,2,0,0,0,03/10/2023,away,16340,433,Ole Miss,9,True,7,15,-8,loss,2394499,559,2661662,2023,2661662.0,1.0
0,0,0.0,0,0,0,2,0,0,0,02/26/2023,home,16340,572,Rhode Island,9,True,4,15,-11,loss,2392125,406,1977175,2023,1977175.0,1.0
1,2,4.0,1,0,0,0,1,0,0,03/12/2023,away,16340,51,Baylor,9,True,6,3,3,win,2395146,406,1977175,2023,1977175.0,1.0
0,0,0.0,0,0,0,1,0,0,0,03/19/2023,home,16340,587,Rutgers,9,True,2,3,-1,loss,2396679,406,1977175,2023,1977175.0,1.0
0,1,1.0,0,0,0,0,0,0,0,02/26/2023,away,16340,30,Arkansas St.,9,True,10,14,-4,loss,2392025,299,2795907,2023,2795907.0,1.0
7,0,7.0,0,0,0,0,0,0,0,03/01/2023,away,16340,31,Arkansas,11,True,9,10,-1,loss,2392535,299,2795907,2023,2795907.0,1.0
3,0,3.0,0,0,0,0,0,0,0,03/04/2023,away,16340,1004,Central Ark.,9,True,3,4,-1,loss,2392646,299,2795907,2023,2795907.0,1.0
4,0,4.0,0,0,0,0,0,0,0,03/04/2023,away,16340,1004,Central Ark.,10,True,8,6,2,win,2392936,299,2795907,2023,2795907.0,1.0
4,0,4.0,0,0,0,0,0,0,0,03/05/2023,away,16340,1004,Central Ark.,9,True,10,22,-12,loss,2393367,299,2795907,2023,2795907.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/10/2023,away,16340,463,Nebraska,9,True,3,8,-5,loss,2394238,299,2795907,2023,2795907.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/11/2023,away,16340,463,Nebraska,9,True,0,12,-12,loss,2394546,299,2795907,2023,2795907.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/15/2023,home,16340,771,Western Ill.,9,True,6,1,5,win,2424700,299,2795907,2023,2795907.0,1.0
4,0,4.0,0,0,1,0,0,0,0,03/09/2023,home,16340,484,Nichols,9,True,11,10,1,win,2394116,399,2334480,2023,2334480.0,3.0
0,0,1.0,1,0,0,0,0,0,0,02/07/2023,away,16340,358,West Ala.,9,True,7,5,2,win,2389877,181,2821139,2023,2821139.0,2.0
0,1,1.0,0,0,0,0,0,0,0,02/11/2023,home,16340,9012,Mo. Southern St.,9,True,3,2,1,win,2408917,181,2821139,2023,2821139.0,2.0
0,0,0.0,0,0,0,1,0,0,0,02/18/2023,away,16340,208,Eckerd,10,True,1,2,-1,loss,2390703,181,2821139,2023,2821139.0,2.0
0,1,1.0,0,0,0,0,0,0,0,02/25/2023,home,16340,734,Valdosta St.,9,True,0,6,-6,loss,2407855,181,2821139,2023,2821139.0,2.0
0,1,1.0,0,0,0,0,0,0,0,02/17/2023,away,16340,234,Florida St.,9,True,7,12,-5,loss,2390432,317,2348985,2023,2348985.0,1.0
0,0,1.0,1,0,0,0,0,0,0,02/24/2023,home,16340,167,Cornell,9,True,11,5,6,win,2391442,317,2348985,2023,2348985.0,1.0
0,2,2.0,0,0,0,0,0,0,0,03/04/2023,home,16340,368,UMass Lowell,9,True,11,5,6,win,2422671,317,2348985,2023,2348985.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/17/2023,home,16340,509,Northwestern,9,True,12,4,8,win,2390442,670,2466189,2023,2466189.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/19/2023,home,16340,509,Northwestern,9,True,24,9,15,win,2390914,670,2466189,2023,2466189.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/24/2023,home,16340,527,Oral Roberts,9,True,3,2,1,win,2391533,670,2466189,2023,2466189.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/25/2023,home,16340,527,Oral Roberts,9,True,3,6,-3,loss,2391945,670,2466189,2023,2466189.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/26/2023,home,16340,527,Oral Roberts,9,True,4,8,-4,loss,2392200,670,2466189,2023,2466189.0,1.0
2,0,4.0,2,0,0,0,0,0,0,03/03/2023,away,16340,1104,Grand Canyon,9,True,3,5,-2,loss,2392865,670,2466189,2023,2466189.0,1.0
5,0,5.0,0,0,0,0,0,0,0,03/04/2023,away,16340,1104,Grand Canyon,9,True,3,0,3,win,2393315,670,2466189,2023,2466189.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/05/2023,away,16340,1104,Grand Canyon,9,True,0,11,-11,loss,2393584,670,2466189,2023,2466189.0,1.0
3,0,3.0,0,0,0,0,0,0,0,03/07/2023,home,16340,706,UTSA,9,True,2,11,-9,loss,2393926,670,2466189,2023,2466189.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/11/2023,home,16340,493,North Dakota St.,9,True,19,18,1,win,2394863,670,2466189,2023,2466189.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/14/2023,home,16340,698,TCU,9,True,8,4,4,win,2395500,670,2466189,2023,2466189.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/17/2023,home,16340,664,Southern Miss.,9,True,2,4,-2,loss,2396036,670,2466189,2023,2466189.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/18/2023,home,16340,664,Southern Miss.,9,True,3,2,1,win,2396496,670,2466189,2023,2466189.0,1.0
4,0,4.0,0,0,0,0,0,0,0,03/19/2023,home,16340,664,Southern Miss.,9,True,8,5,3,win,2396714,670,2466189,2023,2466189.0,1.0
0,1,1.0,0,0,0,0,0,0,0,03/04/2023,neutral,16340,12884,Centenary (NJ),9,True,9,3,6,win,2393039,179,2503077,2023,2503077.0,3.0
0,0,0.0,0,0,0,1,1,0,0,03/15/2023,away,16340,16,Albright,9,True,3,6,-3,loss,2395594,179,2503077,2023,2503077.0,3.0
2,0,2.0,0,0,0,0,0,0,0,03/02/2023,neutral,16340,1340,St. Joseph's (L.I.),9,True,2,8,-6,loss,2412020,390,2495001,2023,2495001.0,3.0
2,0,2.0,0,0,0,0,0,0,0,03/03/2023,neutral,16340,1064,Eastern Nazarene,9,True,18,5,13,win,2408606,390,2495001,2023,2495001.0,3.0
1,0,1.0,0,0,0,0,0,0,0,03/11/2023,home,16340,588,Rutgers-Camden,9,True,6,4,2,win,2407867,390,2495001,2023,2495001.0,3.0
2,0,2.0,0,0,0,0,0,0,0,03/13/2023,home,16340,200,Eastern Conn. St.,9,True,7,4,3,win,2395284,390,2495001,2023,2495001.0,3.0
7,0,7.0,0,0,0,0,0,0,0,03/18/2023,home,16340,320,John Carroll,9,True,7,13,-6,loss,2396285,390,2495001,2023,2495001.0,3.0
0,2,2.0,0,0,0,0,0,0,0,02/11/2023,away,16340,2696,Hawaii Pacific,9,True,8,9,-1,loss,2418018,27854,2804391,2023,2804391.0,2.0
4,0,4.0,0,0,0,0,0,0,0,02/24/2023,neutral,16340,177,DePauw,9,True,16,5,11,win,2391504,759,2309701,2023,2309701.0,3.0
5,0,5.0,0,0,0,0,0,2,0,02/25/2023,neutral,16340,4,Adrian,9,True,4,9,-5,loss,2391980,759,2309701,2023,2309701.0,3.0
10,1,11.0,0,0,0,0,0,0,0,02/26/2023,away,16340,28593,Birmingham-So.,9,True,5,6,-1,loss,2392005,759,2309701,2023,2309701.0,3.0
8,1,9.0,0,0,0,0,0,0,0,03/04/2023,home,16340,798,Wis.-Oshkosh,9,True,3,14,-11,loss,2393299,759,2309701,2023,2309701.0,3.0
5,0,5.0,0,0,0,0,0,1,0,03/05/2023,home,16340,296,Benedictine (IL),9,True,4,3,1,win,2393663,759,2309701,2023,2309701.0,3.0
12,1,13.0,0,0,0,0,0,0,0,03/06/2023,home,16340,798,Wis.-Oshkosh,9,True,4,5,-1,loss,2422392,759,2309701,2023,2309701.0,3.0
5,0,5.0,0,0,0,0,0,0,0,03/12/2023,away,16340,134,Chapman,9,True,1,2,-1,loss,2394460,759,2309701,2023,2309701.0,3.0
3,0,3.0,0,0,0,0,0,0,0,03/12/2023,away,16340,134,Chapman,15,True,5,4,1,win,2395152,759,2309701,2023,2309701.0,3.0
11,0,11.0,0,0,0,0,0,1,0,03/17/2023,away,16340,341,La Verne,9,True,3,4,-1,loss,2395968,759,2309701,2023,2309701.0,3.0
3,0,3.0,0,0,0,0,0,0,0,03/18/2023,away,16340,516,Occidental,9,True,14,6,8,win,2396259,759,2309701,2023,2309701.0,3.0
1,0,1.0,0,0,0,0,0,0,0,02/12/2023,home,16340,1044,Dallas,9,True,17,13,4,win,2390159,1124,2803398,2023,2803398.0,3.0
3,0,3.0,0,0,0,0,0,0,0,02/17/2023,home,16340,414,Miami (OH),9,True,15,12,3,win,2390272,255,2328917,2023,2328917.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/18/2023,home,16340,414,Miami (OH),9,True,5,4,1,win,2390515,255,2328917,2023,2328917.0,1.0
