PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,player_id,division
2,0,2.0,0,0,0,0,0,0,0,02/19/2023,home,16340,414,Miami (OH),9,True,16,8,8,win,2390832,255,2328917,2023,2328917.0,1.0
1,0,1.0,0,0,0,0,0,0,0,02/21/2023,away,16340,253,Ga. Southern,9,True,8,6,2,win,2391184,255,2328917,2023,2328917.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/25/2023,home,16340,692,Tennessee Tech,9,True,10,4,6,win,2391593,255,2328917,2023,2328917.0,1.0
3,0,3.0,0,0,0,0,0,0,0,02/26/2023,home,16340,692,Tennessee Tech,9,True,11,7,4,win,2392020,255,2328917,2023,2328917.0,1.0
2,0,2.0,0,0,0,0,0,0,0,02/28/2023,home,16340,361,LIU,9,True,23,11,12,win,2392429,255,2328917,2023,2328917.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/01/2023,home,16340,1157,Kennesaw St.,9,True,5,4,1,win,2392559,255,2328917,2023,2328917.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/03/2023,away,16340,257,Georgia,9,True,2,7,-5,loss,2392868,255,2328917,2023,2328917.0,1.0
1,0,1.0,0,0,0,0,0,0,0,03/05/2023,neutral,16340,257,Georgia,9,True,4,1,3,win,2393426,255,2328917,2023,2328917.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/07/2023,home,16340,28600,Lipscomb,9,True,10,5,5,win,2393762,255,2328917,2023,2328917.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/11/2023,home,16340,513,Notre Dame,9,True,15,2,13,win,2394529,255,2328917,2023,2328917.0,1.0
2,0,2.0,0,0,0,0,0,0,0,03/14/2023,away,16340,37,Auburn,12,True,11,12,-1,loss,2395302,255,2328917,2023,2328917.0,1.0
0,1,3.0,2,0,0,0,0,0,0,02/09/2023,neutral,16340,1289,Ouachita Baptist,9,True,10,6,4,win,2389918,9013,2823048,2023,2823048.0,2.0
0,2,3.0,1,0,0,0,0,0,0,02/10/2023,neutral,16340,1376,Southern Ark.,9,True,2,12,-10,loss,2389940,9013,2823048,2023,2823048.0,2.0
0,2,2.0,0,0,0,0,0,1,0,02/11/2023,neutral,16340,30202,Okla. Baptist,9,True,7,3,4,win,2390108,9013,2823048,2023,2823048.0,2.0
2,2,4.0,0,0,0,0,0,0,0,02/17/2023,neutral,16340,383,Minnesota St.,9,True,1,4,-3,loss,2390317,9013,2823048,2023,2823048.0,2.0
2,3,5.0,0,0,0,0,0,2,0,02/19/2023,neutral,16340,30050,Ill. Springfield,9,True,2,8,-6,loss,2390883,9013,2823048,2023,2823048.0,2.0
1,0,3.0,2,0,0,0,0,0,0,02/23/2023,away,16340,1009,Central Okla.,9,True,4,8,-4,loss,2421347,9013,2823048,2023,2823048.0,2.0
3,4,7.0,0,0,0,0,0,1,0,02/25/2023,away,16340,1009,Central Okla.,9,True,8,13,-5,loss,2421576,9013,2823048,2023,2823048.0,2.0
0,1,4.0,3,0,0,0,0,0,0,02/25/2023,away,16340,1009,Central Okla.,9,True,8,9,-1,loss,2421606,9013,2823048,2023,2823048.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/28/2023,away,16340,2814,Washburn,9,True,5,10,-5,loss,2392387,9013,2823048,2023,2823048.0,2.0
0,1,1.0,0,0,0,0,0,0,0,02/18/2023,away,16340,254,Georgia St.,9,True,9,4,5,win,2390699,140,2802086,2023,2802086.0,1.0
0,2,2.0,0,0,0,0,1,0,0,03/05/2023,home,16340,487,North Ala.,9,True,8,1,7,win,2393499,140,2802086,2023,2802086.0,1.0
0,0,2.0,2,0,0,2,1,0,0,03/11/2023,away,16340,2915,Wofford,9,True,2,5,-3,loss,2394806,140,2802086,2023,2802086.0,1.0
2,2,4.0,0,0,0,0,0,1,0,02/19/2023,home,16340,548,Plymouth St.,9,True,7,4,3,win,2390541,1064,2135054,2023,2135054.0,3.0
4,2,6.0,0,0,0,0,0,1,0,03/03/2023,neutral,16340,390,Mary Washington,9,True,8,3,5,win,2392713,1064,2135054,2023,2135054.0,3.0
1,2,3.0,0,0,0,0,0,0,0,03/03/2023,neutral,16340,390,Mary Washington,9,True,5,18,-13,loss,2408606,1064,2135054,2023,2135054.0,3.0
3,2,5.0,0,0,0,0,0,0,0,03/04/2023,neutral,16340,30044,Penn St.-Berks,9,True,3,6,-3,loss,2393038,1064,2135054,2023,2135054.0,3.0
1,3,4.0,0,0,0,0,0,1,0,03/05/2023,neutral,16340,722,Coast Guard,9,True,4,9,-5,loss,2393430,1064,2135054,2023,2135054.0,3.0
4,3,7.0,0,0,0,0,0,0,0,03/07/2023,neutral,16340,18422,Rivier,9,True,12,11,1,win,2393806,1064,2135054,2023,2135054.0,3.0
1,2,3.0,0,0,0,0,0,1,0,03/08/2023,neutral,16340,30085,Lancaster Bible,9,True,2,0,2,win,2394018,1064,2135054,2023,2135054.0,3.0
2,1,3.0,0,0,0,0,0,1,0,03/08/2023,neutral,16340,30085,Lancaster Bible,9,True,4,0,4,win,2408563,1064,2135054,2023,2135054.0,3.0
1,0,1.0,0,0,0,0,0,0,0,03/09/2023,neutral,16340,1163,La Roche,9,True,14,5,9,win,2394137,1064,2135054,2023,2135054.0,3.0
0,1,1.0,0,0,0,0,0,0,0,03/12/2023,home,16340,151,Colby,9,True,5,4,1,win,2424148,1064,2135054,2023,2135054.0,3.0
0,0,0.0,0,0,0,3,1,0,0,02/20/2023,away,16340,197,East Stroudsburg,9,True,3,4,-1,loss,2418479,1347,2507577,2023,2507577.0,2.0
9,1,10.0,0,0,0,0,0,1,0,02/05/2023,neutral,16340,9223,North Greenville,9,True,6,7,-1,loss,2389837,95,2811788,2023,2811788.0,2.0
9,1,10.0,0,0,0,0,0,0,0,02/19/2023,home,16340,11416,Colorado Mesa,9,True,11,7,4,win,2418709,95,2811788,2023,2811788.0,2.0
6,0,6.0,0,0,0,0,0,1,0,02/20/2023,home,16340,11416,Colorado Mesa,9,True,7,4,3,win,2418710,95,2811788,2023,2811788.0,2.0
9,0,9.0,0,0,0,0,0,0,0,02/20/2023,home,16340,11416,Colorado Mesa,9,True,1,4,-3,loss,2418711,95,2811788,2023,2811788.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,1079,Findlay,9,True,1,7,-6,loss,2390718,30063,2681972,2023,2681972.0,2.0
1,0,1.0,0,0,0,0,0,0,0,02/15/2023,home,16340,203,East. Mennonite,9,True,5,1,4,win,2390223,139,2499149,2023,2499149.0,3.0
2,0,2.0,0,0,0,0,0,0,0,02/18/2023,home,16340,475,SUNY New Paltz,9,True,5,0,5,win,2390574,139,2499149,2023,2499149.0,3.0
1,0,1.0,0,0,0,0,0,0,0,03/07/2023,home,16340,374,Lynchburg,9,True,6,4,2,win,2393790,139,2499149,2023,2499149.0,3.0
3,0,3.0,0,0,0,0,0,0,0,03/11/2023,home,16340,30081,Penn St. Harrisburg,9,True,20,9,11,win,2394734,139,2499149,2023,2499149.0,3.0
10,0,10.0,0,0,0,0,0,1,0,02/26/2023,home,16340,30083,Cobleskill St.,9,True,5,7,-2,loss,2391775,784,2678469,2023,2678469.0,3.0
7,0,7.0,0,0,0,0,0,0,0,02/26/2023,home,16340,30083,Cobleskill St.,9,True,7,6,1,win,2408462,784,2678469,2023,2678469.0,3.0
14,0,14.0,0,0,0,0,0,1,0,03/03/2023,neutral,16340,30160,Houghton,9,True,16,10,6,win,2392805,784,2678469,2023,2678469.0,3.0
4,0,4.0,0,0,0,0,0,0,0,03/04/2023,neutral,16340,778,Wheaton (IL),9,True,5,6,-1,loss,2393067,784,2678469,2023,2678469.0,3.0
6,0,6.0,0,0,0,0,0,0,0,03/04/2023,neutral,16340,778,Wheaton (IL),9,True,11,7,4,win,2408358,784,2678469,2023,2678469.0,3.0
8,0,8.0,0,0,0,0,0,2,0,03/05/2023,neutral,16340,538,Penn St.-Behrend,9,True,1,4,-3,loss,2423120,784,2678469,2023,2678469.0,3.0
11,0,11.0,0,0,0,0,0,1,0,03/07/2023,neutral,16340,707,Thiel,9,True,8,7,1,win,2393804,784,2678469,2023,2678469.0,3.0
6,0,6.0,0,0,0,0,0,0,0,03/08/2023,neutral,16340,511,Norwich,9,True,3,5,-2,loss,2394016,784,2678469,2023,2678469.0,3.0
10,0,10.0,0,0,0,0,0,0,0,03/08/2023,neutral,16340,511,Norwich,8,True,3,1,2,win,2423763,784,2678469,2023,2678469.0,3.0
7,0,7.0,0,0,0,0,0,0,0,03/12/2023,home,16340,20,DeSales,9,True,0,6,-6,loss,2394704,784,2678469,2023,2678469.0,3.0
5,0,5.0,0,0,0,0,0,0,0,03/12/2023,home,16340,20,DeSales,9,True,4,7,-3,loss,2407940,784,2678469,2023,2678469.0,3.0
13,0,13.0,0,0,0,0,0,0,0,03/15/2023,home,16340,319,New Jersey City,9,True,4,2,2,win,2395682,784,2678469,2023,2678469.0,3.0
6,0,6.0,0,0,0,0,0,1,0,03/16/2023,away,16340,20,DeSales,9,True,13,6,7,win,2395158,784,2678469,2023,2678469.0,3.0
13,0,13.0,0,0,0,0,0,1,0,03/18/2023,home,16340,966,Arcadia,9,True,0,1,-1,loss,2396299,784,2678469,2023,2678469.0,3.0
5,0,6.0,1,0,0,0,0,1,0,03/18/2023,home,16340,966,Arcadia,9,True,4,7,-3,loss,2409351,784,2678469,2023,2678469.0,3.0
3,1,4.0,0,0,0,0,0,1,0,03/19/2023,away,16340,966,Arcadia,9,True,5,10,-5,loss,2396758,784,2678469,2023,2678469.0,3.0
7,0,8.0,1,0,0,0,0,0,0,02/19/2023,away,16340,657,Southern California,9,True,2,12,-10,loss,2390851,386,2117587,2023,2117587.0,1.0
6,0,6.0,0,0,0,0,0,1,0,02/24/2023,away,16340,786,William & Mary,9,True,4,16,-12,loss,2391444,386,2117587,2023,2117587.0,1.0
8,2,10.0,0,0,0,0,0,0,0,02/25/2023,away,16340,786,William & Mary,9,True,1,10,-9,loss,2391880,386,2117587,2023,2117587.0,1.0
6,1,7.0,0,0,0,0,0,0,0,02/26/2023,away,16340,786,William & Mary,9,True,5,33,-28,loss,2392208,386,2117587,2023,2117587.0,1.0
3,1,4.0,0,0,0,0,0,0,0,02/03/2023,home,16340,1072,Erskine,12,True,7,6,1,win,2389684,1167,2656794,2023,2656794.0,2.0
2,0,2.0,0,0,0,0,0,0,0,02/04/2023,away,16340,1072,Erskine,10,True,8,9,-1,loss,2389751,1167,2656794,2023,2656794.0,2.0
