season,season_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B,3B,Bk,HR,WP,HB,IBB,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,CG,pickoffs,PI,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2014,11620,5,200,513.6666666666666,570,295,244,218,304,1,2341,1984,105,16,15,62,5,64,11,52,19,52,22,542,589,28,30,10,88,0.0,0.0,3426.0,0.4827586206896552,4.2751460090850095,1.5340687865022713,9.987021414665803,1.0863075924724206,3.8195976638546405,5.326411421155095,1.3944954128440368,5.168721609344582
2014,11620,6,193,455.3333333333333,526,379,329,294,313,0,2219,1745,92,17,25,52,7,83,0,96,52,58,39,432,510,22,32,7,114,0.0,0.0,1454.0,0.4074074074074074,6.502928257686676,1.800878477306003,10.396778916544656,1.027818448023426,5.8111273792093705,6.186676427525622,1.064625850340136,7.49121522693997
2014,11620,7,194,495.6666666666667,532,277,239,191,373,1,2222,1899,78,17,23,43,6,74,3,108,46,36,21,500,521,37,20,8,113,0.0,0.0,6486.0,0.6491228070175439,4.339609952925353,1.4586415601882985,9.659717552118359,0.7807666442501681,3.4680564895763277,6.772696704774714,1.9528795811518325,5.029589778076664
2014,11620,8,195,545.3333333333334,435,223,193,241,406,1,2314,1941,53,10,20,47,10,60,6,101,41,48,22,608,518,37,24,13,136,0.0,0.0,7709.0,0.6065573770491803,3.1852078239608796,1.23960880195599,7.179095354523227,0.7756723716381417,3.9773838630806844,6.700488997555011,1.6846473029045643,3.6803178484107577
2014,11620,9,181,484.0,428,175,154,171,389,2,2063,1789,71,10,9,39,7,58,16,98,24,29,15,509,473,33,21,16,108,0.0,0.0,3151.0,0.6111111111111112,2.8636363636363638,1.237603305785124,7.958677685950414,0.7252066115702479,3.1797520661157024,7.233471074380166,2.2748538011695905,3.254132231404959
2014,11620,14,144,346.0,408,299,246,237,274,0,1726,1404,70,17,13,73,11,43,5,96,41,31,11,349,356,12,31,3,75,0.0,0.0,1519.0,0.27906976744186046,6.398843930635838,1.8641618497109826,10.612716763005782,1.8988439306358382,6.164739884393064,7.127167630057803,1.1561181434599157,7.777456647398844
2014,11620,27,162,474.6666666666667,503,329,272,194,346,1,2156,1849,90,13,46,50,5,58,4,98,45,30,22,517,483,21,34,5,111,0.0,0.0,7221.0,0.38181818181818183,5.157303370786517,1.4683988764044944,9.537219101123595,0.9480337078651685,3.6783707865168536,6.560393258426966,1.7835051546391754,6.238061797752809
2014,11620,28,210,512.3333333333334,498,275,221,215,419,1,2269,1916,80,13,19,45,7,62,4,110,44,61,14,492,532,33,24,15,105,0.0,0.0,3501.0,0.5789473684210527,3.8822381262199084,1.3916720884840597,8.748210800260246,0.7905009759271308,3.7768379960962912,7.360442420299283,1.9488372093023256,4.830839297332466
2014,11620,29,182,486.66666666666663,515,276,245,156,341,2,2150,1876,83,28,13,37,5,56,12,147,51,42,20,506,538,21,33,4,93,0.0,0.0,6148.0,0.3888888888888889,4.530821917808219,1.3787671232876713,9.523972602739727,0.6842465753424658,2.8849315068493153,6.3061643835616445,2.1858974358974357,5.104109589041096
2014,11620,30,221,530.6666666666666,525,287,254,222,423,1,2361,2016,91,10,24,40,5,51,3,129,41,54,16,481,614,32,27,15,152,0.0,0.0,7292.0,0.5423728813559322,4.307788944723619,1.4076633165829147,8.90389447236181,0.678391959798995,3.7650753768844223,7.173994974874372,1.9054054054054055,4.867462311557789
