season,season_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B,3B,Bk,HR,WP,HB,IBB,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,CG,pickoffs,PI,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2017,12560,2,34,61.33333333333333,86,78,63,45,48,0,320,256,18,6,0,4,7,14,0,20,12,2,3,50,72,2,4,1,12,0.0,0.0,1235.0,0.3333333333333333,9.244565217391305,2.1358695652173916,12.619565217391305,0.5869565217391304,6.603260869565218,7.043478260869565,1.0666666666666667,11.445652173913045
2017,12560,3,174,408.3333333333333,424,208,166,143,349,3,1795,1581,55,7,7,18,42,42,3,82,31,11,17,433,364,24,22,3,104,5.0,0.0,3121.0,0.5217391304347826,3.658775510204082,1.3885714285714286,9.34530612244898,0.396734693877551,3.151836734693878,7.692244897959184,2.4405594405594404,4.584489795918367
2017,12560,4,119,386.3333333333333,372,178,151,147,308,5,1687,1458,61,10,6,11,29,46,1,19,4,20,16,408,369,34,11,3,92,13.0,0.0,855.0,0.7555555555555555,3.5176876617773947,1.3433994823123383,8.66609145815358,0.25625539257981017,3.4245038826574636,7.175150992234686,2.0952380952380953,4.146678170836928
2017,12560,6,164,431.6666666666667,547,423,322,282,306,1,2194,1790,101,15,13,28,56,63,2,61,36,30,26,402,505,11,38,6,98,5.0,0.0,3219.0,0.22448979591836735,6.713513513513513,1.9204633204633204,11.404633204633205,0.5837837837837838,5.879536679536679,6.379922779922779,1.0851063829787233,8.81930501930502
2017,12560,7,160,489.6666666666667,530,301,248,213,426,1,2240,1908,90,16,7,31,38,55,15,119,39,44,20,452,518,31,25,9,105,6.0,0.0,6045.0,0.5535714285714286,4.558202859087815,1.517358747447243,9.741320626276377,0.5697753573859768,3.9149081007488085,7.829816201497617,2.0,5.532334921715453
2017,12560,8,176,464.0,487,285,243,250,405,0,2110,1776,78,5,9,26,84,33,16,129,48,26,22,487,416,19,34,9,99,0.0,0.0,7668.0,0.3584905660377358,4.713362068965517,1.5883620689655173,9.446120689655173,0.5043103448275862,4.849137931034483,7.855603448275861,1.62,5.5280172413793105
2017,12560,9,179,409.6666666666667,462,290,264,206,309,1,1926,1595,95,6,4,42,65,76,14,120,51,34,14,412,430,21,25,9,83,1.0,0.0,6369.0,0.45652173913043476,5.799837266069975,1.6305939788445891,10.149715215622455,0.9227013832384052,4.525630593978844,6.788445890968267,1.5,6.371033360455655
2017,12560,10,143,373.6666666666667,439,318,251,181,308,2,1808,1496,78,10,8,40,50,75,0,91,45,27,26,336,418,24,25,6,86,8.0,0.0,4624.0,0.4897959183673469,6.045495093666369,1.6592328278322925,10.573595004460303,0.9634255129348794,4.35950044603033,7.418376449598572,1.701657458563536,7.659232827832293
2017,12560,13,149,398.6666666666667,519,392,285,258,248,2,1992,1639,90,17,10,46,44,47,1,73,33,22,26,424,429,19,30,3,76,11.0,0.0,1721.0,0.3877551020408163,6.433946488294314,1.9489966555183946,11.716555183946486,1.0384615384615383,5.8244147157190636,5.598662207357859,0.9612403100775194,8.849498327759196
2017,12560,14,191,430.0,488,291,239,201,283,0,2007,1691,73,16,5,26,30,50,7,97,46,40,25,443,489,26,26,10,92,1.0,0.0,3394.0,0.5,5.0023255813953496,1.6023255813953488,10.213953488372093,0.5441860465116279,4.206976744186046,5.923255813953488,1.407960199004975,6.090697674418605
2017,12560,15,104,295.6666666666667,405,259,201,119,210,0,1443,1257,81,10,2,14,27,32,1,5,1,16,18,296,315,14,22,5,71,2.0,0.0,209.0,0.3888888888888889,6.118376550169109,1.7722660653889515,12.328072153325817,0.42615558060879366,3.622322435174746,6.392333709131904,1.7647058823529411,7.883878241262682
2017,12560,16,121,290.6666666666667,346,210,162,107,181,0,1338,1157,66,9,4,17,52,26,3,61,30,24,24,297,342,12,25,6,63,1.0,0.0,805.0,0.32432432432432434,5.016055045871559,1.5584862385321099,10.713302752293579,0.5263761467889908,3.3130733944954125,5.604357798165137,1.691588785046729,6.502293577981651
2017,12560,17,108,266.3333333333333,381,240,189,140,191,1,1353,1129,74,10,1,21,52,42,7,72,42,20,22,257,307,6,24,6,55,1.0,0.0,3615.0,0.2,6.386733416770964,1.956195244055069,12.874843554443055,0.7096370463078849,4.730913642052567,6.454317897371715,1.3642857142857143,8.110137672090113
