season,season_id,school_id,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2017,12560,83,1.0,159,49.0,21,28,6,7.0,4,407.3333333333333,444,289,246,89,9,28,196,2,346,72,10,45,1884,1568,109,47,26,22,398,392,92,0.0,119.08304446029541,0.42857142857142855,5.4353518821603934,89.0,4.166756801391148,1.5711947626841245,9.810147299509003,0.618657937806874,4.330605564648118,7.644844517184943,1.7653061224489797,6.38543371522095
2017,12560,87,1.0,198,51.0,31,20,13,4.0,3,451.6666666666667,378,231,190,53,5,25,209,3,405,59,5,56,1976,1648,95,41,40,20,430,460,115,0.0,87.82573369042251,0.6078431372549019,3.7859778597785976,86.0,3.7044537593754576,1.299630996309963,7.53210332103321,0.4981549815498155,4.164575645756457,8.07011070110701,1.937799043062201,4.602952029520295
2017,12560,90,1.0,11,11.0,1,6,0,0.0,0,46.666666666666664,54,33,29,15,0,1,22,0,25,4,0,2,216,180,0,0,8,2,58,47,7,0.0,108.78306878306879,0.14285714285714285,5.592857142857143,104.0,3.876752125216259,1.6285714285714286,10.414285714285715,0.19285714285714287,4.242857142857143,4.821428571428571,1.1363636363636365,6.364285714285715
2017,12560,94,1.0,173,56.0,32,24,15,3.0,3,485.3333333333333,553,325,261,104,20,36,161,0,318,44,10,40,2181,1918,96,46,35,23,515,547,86,0.0,91.1670480549199,0.5714285714285714,4.839972527472527,107.0,3.919197180161314,1.4711538461538463,10.254807692307692,0.6675824175824175,2.985576923076923,5.896978021978022,1.9751552795031055,6.026785714285715
2017,12560,96,1.0,204,58.0,32,24,15,2.0,0,494.0,531,329,292,95,12,37,254,16,429,58,9,85,2267,1906,91,30,25,23,513,446,121,0.0,87.48454778913256,0.5714285714285714,5.319838056680162,122.0,4.129759644013252,1.5890688259109311,9.674089068825912,0.6740890688259109,4.627530364372469,7.815789473684211,1.688976377952756,5.993927125506073
2017,12560,97,1.0,145,46.0,27,16,17,4.0,2,429.0,407,164,153,71,11,22,105,1,344,33,1,23,1787,1602,36,11,33,13,449,424,97,0.0,84.81663980007113,0.627906976744186,3.20979020979021,75.0,3.0261527246168582,1.1934731934731935,8.538461538461538,0.4615384615384615,2.202797202797203,7.2167832167832175,3.276190476190476,3.4405594405594404
2017,12560,99,1.0,167,32.0,22,13,18,4.0,2,354.0,275,135,121,41,13,33,97,5,324,31,3,22,1447,1280,78,23,24,15,372,323,103,0.0,77.81485888062244,0.6285714285714286,3.076271186440678,76.0,3.4642823915600847,1.0508474576271187,6.991525423728813,0.8389830508474576,2.466101694915254,8.23728813559322,3.3402061855670104,3.432203389830508
2017,12560,101,1.0,147,28.0,16,21,8,1.0,0,299.0,307,215,195,64,9,30,162,8,264,32,5,49,1349,1122,101,39,20,13,277,289,84,0.0,123.6381880733945,0.43243243243243246,5.869565217391305,91.0,4.48313052942075,1.568561872909699,9.240802675585284,0.9030100334448161,4.8762541806020065,7.946488294314381,1.6296296296296295,6.471571906354515
2017,12560,102,1.0,204,58.0,30,29,7,5.0,2,479.0,447,250,216,85,8,42,169,5,373,42,9,38,2055,1801,52,24,27,14,480,516,102,0.0,90.758425069224,0.5084745762711864,4.058455114822547,90.0,3.9021472937220745,1.2860125260960333,8.39874739039666,0.7891440501043842,3.175365344467641,7.008350730688935,2.2071005917159763,4.697286012526097
2017,12560,104,1.0,163,55.0,23,30,11,2.0,0,453.3333333333333,504,292,257,83,11,40,162,3,372,38,7,31,2059,1809,22,13,33,17,460,477,84,0.0,85.27331189710611,0.4339622641509434,5.102205882352941,119.0,3.827592461350713,1.4691176470588236,10.005882352941176,0.7941176470588236,3.2161764705882354,7.385294117647059,2.2962962962962963,5.7970588235294125
2017,12560,107,1.0,38,0.0,3,0,0,0.0,0,37.666666666666664,24,23,21,2,1,3,31,0,22,13,1,4,177,129,28,10,3,1,44,39,11,0.0,86.45814167433302,1.0,5.017699115044248,116.0,6.369862112574034,1.4601769911504425,5.734513274336283,0.7168141592920354,7.407079646017699,5.256637168141593,0.7096774193548387,5.495575221238939
2017,12560,108,1.0,162,51.0,21,29,8,4.0,2,447.0,460,258,197,93,9,22,178,3,281,37,2,29,1972,1695,70,32,43,18,449,523,73,0.0,127.78210672452286,0.42,3.966442953020134,58.0,3.8236840523495284,1.4272930648769575,9.261744966442953,0.4429530201342282,3.5838926174496644,5.657718120805369,1.5786516853932584,5.194630872483222
2017,12560,109,1.0,210,56.0,23,33,14,0.0,0,497.0,581,329,289,115,20,24,245,9,378,39,6,66,2293,1956,40,15,26,27,496,526,92,0.0,84.04967807912438,0.4107142857142857,5.233400402414487,123.0,3.81910624996475,1.6619718309859155,10.52112676056338,0.43460764587525147,4.436619718309859,6.845070422535211,1.542857142857143,5.95774647887324
2017,12560,110,1.0,217,42.0,23,25,6,4.0,3,429.0,380,184,158,68,5,32,164,1,395,38,8,43,1845,1593,134,41,35,15,413,432,117,0.0,100.03663304420598,0.4791666666666667,3.314685314685315,67.0,3.538973237437371,1.268065268065268,7.972027972027972,0.6713286713286714,3.4405594405594404,8.286713286713287,2.408536585365854,3.8601398601398604
2017,12560,111,1.0,203,53.0,22,31,7,1.0,1,469.6666666666667,499,289,254,87,15,32,194,7,364,44,2,46,2108,1822,39,18,24,24,449,521,97,0.0,138.2177477836648,0.41509433962264153,4.867281760113556,61.0,3.8541068854312037,1.4755145493257629,9.562100780695527,0.6132008516678495,3.717530163236338,6.975159687721788,1.8762886597938144,5.537970191625266
2017,12560,115,1.0,172,51.0,23,28,6,0.0,0,409.3333333333333,390,292,240,76,16,27,253,6,338,59,5,81,1895,1537,98,42,25,21,405,402,95,0.0,107.5346824487718,0.45098039215686275,5.276872964169382,99.0,4.490851706416818,1.5708469055374594,8.574918566775246,0.5936482084690554,5.562703583061889,7.431596091205212,1.3359683794466404,6.420195439739413
2017,12560,116,1.0,176,57.0,35,22,17,3.0,2,486.6666666666667,464,273,220,78,9,46,205,0,411,46,4,38,2149,1843,91,39,37,18,426,554,110,0.0,115.55892379077453,0.6140350877192983,4.068493150684931,70.0,4.085166998014693,1.3746575342465752,8.580821917808219,0.8506849315068493,3.7910958904109586,7.60068493150685,2.004878048780488,5.048630136986302
2017,12560,127,1.0,178,58.0,34,22,16,3.0,2,486.6666666666667,510,271,233,94,13,37,198,5,309,46,15,33,2140,1853,54,26,21,20,493,554,91,0.0,104.31661495491282,0.6071428571428571,4.308904109589041,84.0,4.220783436370858,1.4547945205479451,9.431506849315069,0.6842465753424657,3.6616438356164385,5.714383561643836,1.5606060606060606,5.011643835616438
2017,12560,128,1.0,215,57.0,40,20,11,2.0,1,497.6666666666667,438,208,166,77,6,28,187,3,455,36,8,28,2125,1865,51,14,24,13,524,433,112,0.0,92.10068030891722,0.6666666666666666,3.002009377093101,66.0,3.2453340790962706,1.2558606831882115,7.920964501004688,0.506363027461487,3.381781647689216,8.228399196249162,2.4331550802139037,3.7615539182853315
2017,12560,129,1.0,180,59.0,31,28,12,2.0,0,512.6666666666666,566,343,290,91,26,27,254,9,383,46,5,42,2348,1994,98,43,29,25,536,516,107,0.0,93.65934521342729,0.5254237288135594,5.091027308192459,110.0,3.9442145067878736,1.599479843953186,9.93628088426528,0.4739921976592978,4.459037711313394,6.723667100130039,1.5078740157480315,6.0214564369310795
2017,12560,140,1.0,166,44.0,22,24,11,0.0,0,401.3333333333333,416,244,222,96,10,40,173,9,237,50,5,30,1786,1534,113,36,19,10,466,428,57,0.0,107.66091051805337,0.4782608695652174,4.978405315614618,93.0,4.77974215843885,1.467607973421927,9.328903654485051,0.8970099667774086,3.8795681063122927,5.3147840531561465,1.369942196531792,5.471760797342193
2017,12560,141,1.0,241,51.0,16,35,9,2.0,1,449.0,493,321,270,81,11,36,218,4,478,65,5,46,2106,1756,157,68,46,21,377,424,148,0.0,111.46260226243649,0.3137254901960784,5.412026726057906,97.0,3.802189605330799,1.5835189309576838,9.88195991091314,0.7216035634743876,4.369710467706013,9.58129175946548,2.1926605504587156,6.434298440979955
2017,12560,147,1.0,181,62.0,40,19,7,3.0,3,517.6666666666666,491,236,193,96,6,45,124,5,503,31,5,41,2182,1972,97,34,27,24,502,482,142,0.0,96.7091340963075,0.6779661016949152,3.3554410817772053,70.0,3.0831774770698144,1.188023180940116,8.536381197681907,0.7823567289117836,2.155827430779137,8.74500965872505,4.056451612903226,4.103026400515132
2017,12560,149,1.0,150,47.0,35,15,14,3.0,3,459.3333333333333,455,228,189,62,1,48,173,5,436,41,5,26,2009,1750,84,28,34,11,404,460,129,0.0,95.99617682198328,0.7,3.7031930333817127,78.0,3.8559455732776318,1.3671988388969523,8.915094339622641,0.9404934687953556,3.3896952104499274,8.542815674891147,2.520231213872832,4.467343976777939
2017,12560,158,1.0,156,41.0,18,23,8,1.0,1,335.0,405,260,226,85,13,31,171,3,221,33,6,27,1586,1344,83,42,17,19,320,402,54,0.0,107.6330532212885,0.43902439024390244,6.071641791044776,114.0,4.70862845783886,1.7194029850746269,10.880597014925373,0.8328358208955223,4.594029850746269,5.937313432835821,1.2923976608187135,6.985074626865671
2017,12560,164,1.0,202,56.0,32,23,16,1.0,1,483.6666666666667,463,240,205,82,11,27,226,6,544,36,12,51,2134,1827,93,29,29,16,419,412,164,0.0,77.56990868313417,0.5818181818181818,3.8146106133700894,95.0,3.0994901384091307,1.4245348035837353,8.615437629221226,0.5024121295658166,4.205375603032391,10.122674017918676,2.4070796460176993,4.465885596140593
2017,12560,165,1.0,96,37.0,10,24,2,2.0,1,297.6666666666667,386,301,235,72,11,24,165,1,204,43,8,31,1506,1241,55,25,27,30,276,372,67,0.0,92.47742543552947,0.29411764705882354,7.105263157894736,155.0,4.771976889254013,1.851063829787234,11.67077267637178,0.7256438969764838,4.988801791713326,6.1679731243001115,1.2363636363636363,9.100783874580067
2017,12560,167,1.0,111,38.0,19,15,10,3.0,1,294.0,314,177,149,60,7,28,104,1,202,27,2,12,1310,1149,42,12,15,13,354,278,65,0.0,61.33439332639982,0.5588235294117647,4.561224489795919,129.0,4.1988609687536735,1.4217687074829932,9.612244897959185,0.8571428571428571,3.183673469387755,6.183673469387755,1.9423076923076923,5.418367346938775
2017,12560,169,1.0,154,43.0,19,23,11,1.0,0,373.0,365,177,138,66,6,21,119,6,341,30,9,28,1618,1428,79,26,28,13,384,354,68,0.0,81.60930216847936,0.4523809523809524,3.329758713136729,80.0,3.1000573722480476,1.2975871313672922,8.806970509383378,0.5067024128686327,2.871313672922252,8.227882037533513,2.865546218487395,4.270777479892761
2017,12560,172,1.0,138,40.0,22,17,11,6.0,1,335.3333333333333,354,189,152,72,13,22,98,4,288,28,3,26,1470,1314,50,18,17,13,347,318,69,0.0,78.08168104867926,0.5641025641025641,4.079522862823062,101.0,3.260606143960934,1.3479125248508947,9.500994035785288,0.5904572564612327,2.6302186878727634,7.7296222664015914,2.938775510204082,5.072564612326044
2017,12560,173,1.0,213,44.0,24,22,17,0.0,0,415.6666666666667,468,280,222,91,4,47,175,10,292,39,2,34,1909,1656,141,36,22,17,450,436,79,0.0,108.95641816775556,0.5217391304347826,4.80673616680032,89.0,4.607643407150043,1.5469125902165195,10.133119486768244,1.0176423416198876,3.7890938251804327,6.322373696872494,1.6685714285714286,6.062550120288693
2017,12560,175,1.0,223,55.0,20,34,11,1.0,1,484.3333333333333,552,353,293,108,15,50,236,2,332,80,6,60,2281,1906,136,60,39,20,517,514,96,0.0,102.72084974082038,0.37037037037037035,5.444597384721266,108.0,4.926604647092181,1.6269786648313833,10.25739848589126,0.9291121816930489,4.385409497591191,6.169304886441845,1.4067796610169492,6.559532002752926
2017,12560,178,1.0,143,47.0,22,25,13,0.0,0,381.6666666666667,417,244,186,71,6,18,160,1,314,32,9,47,1743,1510,93,30,31,10,415,336,94,0.0,143.4375,0.46808510638297873,4.386026200873362,50.0,3.475036591841337,1.5117903930131003,9.833187772925763,0.42445414847161567,3.7729257641921397,7.404366812227074,1.9625,5.753711790393012
2017,12560,180,1.0,167,47.0,28,17,14,1.0,1,427.6666666666667,417,256,209,76,6,52,200,17,374,50,10,41,1900,1618,92,33,20,12,418,400,112,0.0,138.40970442508115,0.6222222222222222,4.398285268901013,55.0,4.583527539980762,1.4427123928293062,8.775526110678097,1.0943102104442712,4.208885424785659,7.870615744349181,1.87,5.387373343725642
2017,12560,193,1.0,235,51.0,28,23,9,0.0,0,463.0,440,264,243,74,10,35,188,5,393,39,4,68,2017,1753,123,54,21,16,471,463,109,0.0,94.70516776742953,0.5490196078431373,4.72354211663067,101.0,3.754120221482843,1.3563714902807775,8.55291576673866,0.6803455723542117,3.654427645788337,7.639308855291577,2.0904255319148937,5.1317494600431965
2017,12560,196,1.0,250,60.0,32,28,6,0.0,0,536.3333333333334,528,303,258,98,10,39,201,5,466,70,8,37,2357,2035,142,62,37,14,562,486,120,0.0,91.8049179860452,0.5333333333333333,4.329397141081417,95.0,3.721611398944395,1.3592293349906774,8.86016159105034,0.6544437538844002,3.372902423865755,7.819763828464885,2.318407960199005,5.08452454940957
2017,12560,198,1.0,249,59.0,30,29,10,2.0,2,513.0,589,373,313,106,16,64,223,14,450,47,3,40,2354,2015,111,45,49,19,492,515,128,0.0,105.50134148400096,0.5084745762711864,5.491228070175438,106.0,4.4445744588280665,1.5828460038986354,10.333333333333334,1.1228070175438596,3.9122807017543857,7.894736842105263,2.0179372197309418,6.543859649122807
2017,12560,201,1.0,168,31.0,16,22,8,0.0,0,327.3333333333333,434,330,295,81,14,56,191,2,273,45,1,61,1636,1363,118,59,17,20,343,319,67,0.0,115.33463287849253,0.42105263157894735,8.110997963340122,140.0,5.717121633508374,1.909368635437882,11.932790224032587,1.539714867617108,5.25152749490835,7.506109979633402,1.4293193717277486,9.073319755600815
2017,12560,202,1.0,260,56.0,24,32,10,0.0,0,492.66666666666663,639,480,431,130,12,85,277,1,447,39,6,47,2419,2048,147,65,30,25,424,547,137,0.0,75.24481566820276,0.42857142857142855,7.873477672530447,200.0,5.350684079594763,1.8592692828146145,11.67320703653586,1.5527740189445198,5.06021650879567,8.16576454668471,1.6137184115523466,8.768606224627876
2017,12560,204,1.0,175,60.0,26,33,8,4.0,2,511.3333333333333,592,346,308,114,20,38,256,2,359,75,9,45,2411,1999,117,44,55,26,533,556,113,0.0,94.8233046800382,0.4406779661016949,5.421121251629726,116.0,4.5020920395392245,1.6584093872229466,10.41981747066493,0.6688396349413299,4.505867014341591,6.318774445893091,1.40234375,6.089960886571056
2017,12560,219,1.0,213,36.0,14,30,5,1.0,0,391.3333333333333,441,318,272,80,12,39,251,4,347,54,2,46,1898,1543,141,68,33,17,338,431,100,0.0,93.79074685823153,0.3181818181818182,6.255536626916524,135.0,4.85848734059713,1.768313458262351,10.142248722316866,0.8969335604770018,5.772572402044293,7.9804088586030675,1.3824701195219125,7.313458262350938
2017,12560,220,1.0,159,55.0,31,24,7,8.0,4,471.3333333333333,491,250,199,105,13,31,144,16,370,35,6,25,2048,1822,61,28,32,15,479,471,114,0.0,91.503943146004,0.5636363636363636,3.7998585572843,84.0,3.4225088437452547,1.3472418670438473,9.375530410183876,0.591937765205092,2.7496463932107496,7.065063649222065,2.5694444444444446,4.773691654879774
2017,12560,222,1.0,149,34.0,10,27,5,2.0,0,300.3333333333333,414,327,267,80,10,38,231,3,217,33,10,57,1563,1247,94,47,20,32,279,358,71,0.0,90.8063907653901,0.2702702702702703,8.00110987791343,178.0,5.835028643370691,2.1476137624861265,12.406215316315206,1.1387347391786906,6.922308546059933,6.502774694783574,0.9393939393939394,9.799112097669259
2017,12560,228,1.0,170,48.0,25,22,8,4.0,1,418.6666666666667,461,289,210,82,7,14,192,4,292,67,5,77,1984,1650,120,52,45,30,430,468,87,0.0,93.39419997154468,0.5319148936170213,4.514331210191083,98.0,3.8938813335875055,1.5597133757961783,9.910031847133759,0.30095541401273884,4.127388535031847,6.277070063694267,1.5208333333333333,6.212579617834394
2017,12560,229,1.0,245,57.0,35,21,11,2.0,0,508.3333333333333,514,303,251,85,14,58,192,5,444,44,5,38,2249,1959,126,39,32,19,460,554,131,0.0,107.30997106999362,0.625,4.443934426229508,84.0,4.127361024513683,1.3888524590163935,9.10032786885246,1.0268852459016393,3.399344262295082,7.860983606557378,2.3125,5.364590163934427
2017,12560,231,1.0,203,58.0,31,27,13,1.0,0,512.3333333333334,566,342,313,101,19,42,222,3,497,62,11,59,2337,2010,116,49,30,12,533,434,125,0.0,84.05831947433259,0.5344827586206896,5.498373454782042,130.0,3.7867298183104126,1.538061158100195,9.942745608327911,0.7378009108653221,3.899804814573845,8.73064411190631,2.2387387387387387,6.007807417046193
2017,12560,234,1.0,207,64.0,40,19,9,3.0,1,539.0,489,271,224,105,6,43,181,7,559,53,3,34,2322,2038,103,33,33,15,518,471,153,0.0,117.94828266877222,0.6779661016949152,3.7402597402597406,62.0,3.26348681909381,1.2430426716141,8.165120593692023,0.7179962894248608,3.02226345083488,9.33395176252319,3.088397790055249,4.525046382189239
2017,12560,235,1.0,235,52.0,43,14,27,0.0,0,518.3333333333334,501,232,202,85,11,28,187,5,520,41,4,29,2234,1972,183,60,27,7,544,404,144,0.0,90.04449414842868,0.7543859649122807,3.5073954983922824,78.0,3.0136147802461166,1.3273311897106108,8.699035369774919,0.48617363344051445,3.2469453376205784,9.028938906752412,2.7807486631016043,4.028295819935691
2017,12560,236,1.0,179,38.0,21,17,8,1.0,0,349.6666666666667,333,186,163,55,6,22,164,2,329,26,6,35,1548,1326,90,37,18,14,345,328,115,0.0,87.4464598844396,0.5526315789473685,4.195424213536701,96.0,3.564434271478005,1.421353670162059,8.571020019065777,0.5662535748331744,4.221163012392754,8.468064823641562,2.0060975609756095,4.787416587225929
