season,season_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B,3B,Bk,HR,WP,HB,IBB,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,CG,pickoffs,PI,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2016,12360,2,88,94.33333333333333,99,68,54,44,78,0,436,367,24,6,6,6,7,11,3,53,20,7,6,93,99,1,7,9,20,0.0,0.0,1539.0,0.125,5.151943462897528,1.5159010600706715,9.4452296819788,0.5724381625441697,4.197879858657244,7.4416961130742045,1.7727272727272727,6.487632508833922
2016,12360,4,81,265.6666666666667,266,134,113,88,144,2,1155,1005,37,4,1,12,14,25,4,17,5,24,13,328,277,23,9,4,48,8.0,0.0,299.0,0.71875,3.8281053952321202,1.3324968632371392,9.01129234629862,0.4065244667503136,2.9811794228356336,4.878293601003763,1.6363636363636365,4.539523212045169
2016,12360,6,116,336.6666666666667,423,369,298,230,286,0,1711,1365,78,19,6,33,54,76,1,58,33,23,17,326,317,11,33,4,101,9.0,0.0,2897.0,0.25,7.966336633663365,1.9396039603960396,11.307920792079209,0.8821782178217821,6.148514851485148,7.645544554455445,1.2434782608695651,9.864356435643563
2016,12360,7,73,173.66666666666666,190,114,90,76,173,0,799,697,26,3,1,12,18,14,1,49,18,4,8,146,177,12,9,2,49,0.0,0.0,2391.0,0.5714285714285714,4.664107485604607,1.5316698656429943,9.846449136276393,0.6218809980806143,3.938579654510557,8.965451055662188,2.276315789473684,5.907869481765835
2016,12360,8,136,283.3333333333333,285,146,123,97,236,0,1218,1075,55,4,0,13,21,16,5,67,30,21,9,294,264,20,15,6,73,0.0,0.0,4240.0,0.5714285714285714,3.907058823529412,1.3482352941176472,9.052941176470588,0.41294117647058826,3.0811764705882356,7.496470588235295,2.4329896907216493,4.63764705882353
2016,12360,9,28,64.66666666666667,56,41,25,40,52,0,305,242,10,1,1,3,6,13,0,12,3,6,4,59,76,2,4,0,14,0.0,0.0,889.0,0.3333333333333333,3.4793814432989687,1.4845360824742266,7.79381443298969,0.41752577319587625,5.567010309278349,7.237113402061855,1.3,5.7061855670103085
2016,12360,10,81,230.66666666666666,250,161,136,114,190,2,1077,902,62,6,4,16,31,34,0,44,20,20,7,198,264,19,14,4,56,3.0,0.0,3284.0,0.5757575757575758,5.306358381502891,1.578034682080925,9.754335260115607,0.6242774566473989,4.4479768786127165,7.413294797687862,1.6666666666666667,6.281791907514451
2016,12360,13,86,160.33333333333334,199,168,120,105,123,0,801,652,43,9,2,10,13,18,3,50,33,9,16,133,170,7,10,3,38,1.0,0.0,817.0,0.4117647058823529,6.735966735966735,1.896049896049896,11.170478170478171,0.5613305613305613,5.893970893970894,6.904365904365904,1.1714285714285715,9.43035343035343
2016,12360,14,69,147.33333333333334,173,129,108,104,146,1,732,592,33,5,1,12,45,17,2,30,12,9,10,126,151,5,9,1,48,1.0,0.0,963.0,0.35714285714285715,6.597285067873303,1.8800904977375565,10.567873303167419,0.7330316742081446,6.352941176470588,8.918552036199094,1.4038461538461537,7.880090497737557
2016,12360,15,52,109.66666666666667,149,109,96,90,69,0,577,451,34,3,4,9,19,10,2,14,6,18,8,114,125,5,7,3,21,0.0,0.0,204.0,0.4166666666666667,7.878419452887538,2.1793313069908815,12.227963525835865,0.7386018237082067,7.386018237082066,5.662613981762918,0.7666666666666667,8.945288753799392
2016,12360,16,18,16.666666666666668,21,23,21,11,7,0,89,68,6,0,0,2,5,6,0,17,7,2,2,18,24,0,1,1,2,0.0,0.0,225.0,0.0,11.34,1.92,11.34,1.08,5.9399999999999995,3.78,0.6363636363636364,12.419999999999998
2016,12360,17,89,172.66666666666666,257,244,188,112,112,0,936,748,61,9,2,17,39,49,5,58,24,14,12,205,158,5,16,2,23,0.0,0.0,2129.0,0.23809523809523808,9.7992277992278,2.1370656370656373,13.395752895752896,0.8861003861003862,5.837837837837839,5.837837837837839,1.0,12.718146718146718
2016,12360,19,54,177.33333333333334,176,102,88,64,144,1,781,673,30,2,2,9,12,24,0,18,7,9,10,185,169,14,8,2,43,7.0,0.0,1771.0,0.6363636363636364,4.466165413533834,1.3533834586466165,8.932330827067668,0.45676691729323304,3.2481203007518795,7.308270676691729,2.25,5.176691729323308
2016,12360,20,48,128.0,147,70,59,25,72,0,560,502,31,3,1,7,6,14,2,27,13,11,8,120,171,10,6,4,23,0.0,0.0,448.0,0.625,4.1484375,1.34375,10.3359375,0.4921875,1.7578125,5.0625,2.88,4.921875
2016,12360,22,88,195.66666666666666,261,185,151,107,104,1,977,818,52,13,7,19,33,26,4,46,19,15,10,234,210,6,18,4,26,3.0,0.0,1338.0,0.25,6.945485519591141,1.880749574105622,12.00511073253833,0.8739352640545145,4.9216354344122655,4.7836456558773435,0.9719626168224299,8.509369676320274
2016,12360,24,111,240.33333333333334,244,153,129,118,163,2,1127,932,43,5,6,6,26,46,4,18,7,15,14,284,230,17,11,8,42,3.0,0.0,0.0,0.6071428571428571,4.830790568654646,1.50624133148405,9.137309292649098,0.2246879334257975,4.418862690707351,6.104022191400832,1.38135593220339,5.729542302357836
2016,12360,25,109,281.0,280,136,103,85,233,1,1203,1064,65,3,2,7,21,23,3,100,35,21,8,344,213,22,16,15,60,4.0,0.0,2149.0,0.5789473684210527,3.298932384341637,1.298932384341637,8.96797153024911,0.22419928825622776,2.722419928825623,7.462633451957295,2.7411764705882353,4.355871886120997
2016,12360,27,55,130.33333333333334,148,79,65,47,110,0,598,521,25,3,0,11,13,12,2,28,17,11,7,132,131,6,9,5,34,0.0,0.0,1827.0,0.4,4.4884910485933505,1.49616368286445,10.21994884910486,0.7595907928388747,3.2455242966751916,7.595907928388747,2.3404255319148937,5.455242966751918
2016,12360,28,119,234.66666666666666,269,145,122,110,176,1,1077,914,43,15,5,12,16,24,3,104,38,18,11,227,252,13,9,5,51,2.0,0.0,3116.0,0.5909090909090909,4.6789772727272725,1.6150568181818183,10.316761363636363,0.46022727272727276,4.21875,6.75,1.6,5.561079545454546
