season,season_id,school_id,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,W-L%,ERA,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2018,12973,625,1.0,255,63.0,37,26,14,1.0,0,562.6666666666666,481,275,226,78,11,40,212,2,571,82,1,48,2453,2099,146,50,39,20,534,521,135,0.0,0.5873015873015873,3.6149289099526065,134.0,3.410409741582414,1.2316350710900474,7.69372037914692,0.6398104265402843,3.390995260663507,9.13329383886256,2.693396226415094,4.398696682464455
2018,12973,626,1.0,220,60.0,36,20,8,1.0,0,488.3333333333333,484,284,237,89,8,26,190,1,436,54,4,67,2160,1873,141,58,19,24,491,460,111,0.0,0.6428571428571429,4.367918088737201,111.0,3.3537851843787845,1.3802047781569966,8.920136518771331,0.47918088737201364,3.5017064846416384,8.035494880546075,2.294736842105263,5.234129692832765
2018,12973,627,1.0,182,54.0,22,31,8,2.0,1,458.0,507,351,309,98,15,39,223,22,456,69,5,42,2130,1791,95,40,21,23,425,416,132,0.0,0.41509433962264153,6.072052401746724,80.0,3.976708713001525,1.5938864628820961,9.962882096069869,0.7663755458515285,4.382096069868996,8.960698689956331,2.0448430493273544,6.897379912663755
2018,12973,629,1.0,209,54.0,28,27,12,0.0,0,502.6666666666667,440,233,197,84,8,36,199,7,425,44,1,42,2159,1867,120,46,32,15,475,520,100,0.0,0.509090909090909,3.5271883289124664,137.0,3.6386427359128097,1.2712201591511936,7.877984084880636,0.6445623342175065,3.5629973474801058,7.609416445623342,2.135678391959799,4.1717506631299734
2018,12973,630,1.0,221,52.0,26,27,15,2.0,0,471.3333333333333,543,335,287,102,17,44,240,2,396,64,5,42,2197,1841,139,48,28,24,402,520,96,0.0,0.49056603773584906,5.48019801980198,88.0,4.4164998224930105,1.6612446958981613,10.368458274398868,0.8401697312588402,4.582743988684583,7.561527581329562,1.65,6.396746817538897
2018,12973,631,1.0,162,40.0,20,23,11,0.0,0,382.6666666666667,422,257,219,74,13,26,206,2,299,48,3,48,1780,1472,30,13,28,26,403,359,99,0.0,0.46511627906976744,5.150696864111499,94.0,4.260171123421013,1.641114982578397,9.925087108013937,0.6114982578397212,4.844947735191638,7.0322299651567945,1.4514563106796117,6.044425087108014
2018,12973,632,1.0,114,24.0,4,24,2,0.0,0,234.66666666666666,268,187,153,45,9,14,139,1,204,34,7,40,1139,939,85,27,14,12,199,270,69,0.0,0.14285714285714285,5.8678977272727275,83.0,4.196903978980087,1.734375,10.278409090909092,0.5369318181818182,5.33096590909091,7.823863636363637,1.4676258992805755,7.171875
2018,12973,635,1.0,173,50.0,30,19,16,0.0,0,419.0,370,219,174,57,12,30,158,1,431,58,7,32,1833,1587,59,26,23,7,379,388,122,0.0,0.6122448979591837,3.7374701670644392,130.0,3.3683721662224393,1.260143198090692,7.947494033412888,0.6443914081145585,3.3937947494033414,9.257756563245822,2.7278481012658227,4.7040572792362765
2018,12973,639,1.0,147,56.0,19,35,1,10.0,2,444.6666666666667,535,321,267,101,21,36,170,2,335,37,11,37,2034,1778,64,30,28,21,439,481,91,0.0,0.35185185185185186,5.404047976011994,90.0,3.890603294095257,1.5854572713643178,10.828335832083956,0.7286356821589205,3.4407796101949026,6.780359820089955,1.9705882352941178,6.497001499250374
2018,12973,646,1.0,196,57.0,32,25,10,3.0,1,491.3333333333333,503,330,280,92,9,45,233,6,455,73,8,54,2250,1898,136,62,26,19,417,536,141,0.0,0.5614035087719298,5.128900949796472,94.0,4.155244379251458,1.497964721845319,9.21370420624152,0.8242876526458616,4.26797829036635,8.334464043419267,1.9527896995708154,6.044776119402986
2018,12973,648,1.0,244,63.0,37,26,14,0.0,0,553.3333333333334,494,296,272,72,13,56,274,7,542,46,5,55,2412,2029,153,57,30,32,523,502,158,0.0,0.5873015873015873,4.424096385542168,109.0,4.039890698585783,1.3879518072289156,8.034939759036144,0.9108433734939758,4.456626506024096,8.815662650602409,1.9781021897810218,4.814457831325301
2018,12973,649,1.0,207,48.0,18,31,6,0.0,0,417.6666666666667,456,314,278,73,11,31,237,2,382,44,14,84,1963,1624,143,56,30,27,422,389,109,0.0,0.3673469387755102,5.990422984836392,81.0,4.102354760740226,1.659217877094972,9.826017557861132,0.6679968076616121,5.1069433359936145,8.23144453312051,1.6118143459915613,6.766161213088587
2018,12973,651,1.0,203,59.0,35,21,13,4.0,1,500.0,460,259,216,80,7,39,232,1,557,49,4,44,2215,1893,89,29,19,21,392,489,182,0.0,0.625,3.888,125.0,3.420324433525542,1.384,8.280000000000001,0.702,4.176,10.026000000000002,2.4008620689655173,4.662
2018,12973,654,1.0,242,57.0,27,30,9,0.0,0,497.3333333333333,528,334,290,101,10,42,250,5,415,49,6,54,2277,1917,219,85,25,36,497,503,101,0.0,0.47368421052631576,5.2479892761394105,92.0,4.180898160067097,1.564343163538874,9.554959785522788,0.760053619302949,4.524128686327078,7.5100536193029495,1.66,6.044235924932976
2018,12973,655,1.0,194,59.0,37,22,16,3.0,1,529.0,501,252,213,90,9,40,145,2,446,41,1,26,2227,1998,97,34,28,15,525,526,97,0.0,0.6271186440677966,3.623818525519849,134.0,3.299931238818548,1.22117202268431,8.523629489603024,0.6805293005671078,2.466918714555766,7.587901701323251,3.075862068965517,4.287334593572779
2018,12973,657,1.0,178,54.0,26,28,9,0.0,0,479.3333333333333,465,292,266,88,15,33,269,5,420,45,4,68,2161,1795,91,35,33,19,448,495,114,0.0,0.48148148148148145,4.9944367176634215,97.0,4.056113028796752,1.5312934631432547,8.730876216968012,0.6196105702364395,5.0507649513212804,7.885952712100139,1.5613382899628252,5.482614742698193
2018,12973,659,1.0,194,58.0,28,30,11,4.0,3,497.3333333333333,525,336,279,102,9,60,214,2,378,33,2,56,2258,1965,111,40,33,13,520,528,93,0.0,0.4827586206896552,5.048927613941019,96.0,4.486528186876749,1.4859249329758715,9.500670241286864,1.0857908847184987,3.8726541554959786,6.8404825737265424,1.766355140186916,6.080428954423592
2018,12973,660,1.0,208,52.0,15,37,8,1.0,1,457.3333333333333,544,374,330,84,21,41,234,1,408,41,8,54,2140,1823,75,43,16,26,428,452,98,0.0,0.28846153846153844,6.494169096209913,75.0,4.133455628860819,1.7011661807580176,10.705539358600582,0.8068513119533528,4.604956268221575,8.029154518950438,1.7435897435897436,7.3600583090379015
2018,12973,664,1.0,214,58.0,44,15,11,6.0,5,514.0,514,252,223,79,11,39,137,7,482,53,4,36,2219,1992,139,63,18,19,533,451,124,0.0,0.7457627118644068,3.9046692607003894,124.0,3.168168791502196,1.2665369649805447,9.0,0.6828793774319065,2.3988326848249026,8.439688715953308,3.5182481751824817,4.412451361867704
2018,12973,665,1.0,131,34.0,8,26,2,0.0,0,301.0,333,252,215,61,3,33,186,2,163,60,7,37,1451,1154,70,28,23,28,299,374,49,0.0,0.23529411764705882,6.428571428571429,75.0,5.74234436708036,1.7242524916943522,9.956810631229237,0.9867109634551494,5.561461794019934,4.8737541528239205,0.8763440860215054,7.534883720930233
2018,12973,669,1.0,196,57.0,40,17,14,2.0,1,502.3333333333333,436,268,239,82,6,42,259,3,464,72,5,55,2237,1866,127,29,31,9,467,504,139,0.0,0.7017543859649122,4.2820172528201725,113.0,4.16464825568878,1.3835434638354347,7.811546118115461,0.7524883875248839,4.640345056403451,8.31320504313205,1.7915057915057915,4.801592568015926
2018,12973,670,1.0,218,59.0,30,26,13,0.0,0,514.0,481,277,240,89,12,30,238,1,406,65,4,45,2264,1906,140,50,34,21,530,512,113,0.0,0.5357142857142857,4.202334630350195,115.0,3.895795250646165,1.3988326848249026,8.422178988326849,0.5252918287937743,4.167315175097277,7.108949416342412,1.7058823529411764,4.8501945525291825
2018,12973,671,1.0,148,59.0,28,25,4,1.0,0,464.3333333333333,470,259,229,86,10,35,185,5,383,76,4,32,2073,1759,75,27,33,19,498,434,106,0.0,0.5283018867924528,4.43862167982771,109.0,3.964835560589433,1.410624551328069,9.109834888729361,0.678391959798995,3.585786073223259,7.423546302943288,2.0702702702702704,5.0201005025125625
2018,12973,674,1.0,220,58.0,46,12,23,0.0,0,518.6666666666666,414,196,163,77,4,33,179,5,453,49,3,26,2161,1896,107,38,22,14,489,548,118,0.0,0.7931034482758621,2.82840616966581,171.0,3.3474246905949507,1.1433161953727506,7.183804627249358,0.5726221079691517,3.106041131105399,7.860539845758356,2.53072625698324,3.4010282776349614
2018,12973,676,1.0,244,52.0,14,35,7,0.0,0,408.3333333333333,458,353,320,86,15,33,302,4,322,89,4,69,2015,1568,168,76,26,30,352,460,123,0.0,0.2857142857142857,7.053061224489797,69.0,5.2944468825051345,1.8612244897959185,10.094693877551022,0.7273469387755102,6.656326530612245,7.097142857142857,1.0662251655629138,7.780408163265307
2018,12973,678,1.0,157,61.0,48,12,22,6.0,3,533.0,406,194,157,62,1,24,186,1,613,47,0,25,2224,1950,69,30,31,10,463,469,153,0.0,0.8,2.651031894934334,183.0,2.544947322831358,1.1106941838649156,6.855534709193246,0.4052532833020638,3.1407129455909946,10.350844277673547,3.295698924731183,3.275797373358349
2018,12973,683,1.0,183,53.0,31,25,17,1.0,0,461.0,487,290,251,107,19,32,194,3,346,43,8,45,2056,1766,99,49,35,18,511,443,108,0.0,0.5535714285714286,4.900216919739696,99.0,3.891925301204501,1.4772234273318872,9.507592190889373,0.6247288503253796,3.787418655097614,6.754880694143167,1.7835051546391754,5.661605206073753
2018,12973,692,1.0,228,65.0,53,12,23,2.0,1,584.6666666666666,580,365,315,101,13,76,268,3,557,73,5,42,2630,2240,156,72,23,25,483,631,131,0.0,0.8153846153846154,4.848916761687572,100.0,4.482531959181187,1.450399087799316,8.928164196123149,1.169897377423033,4.125427594070696,8.57411630558723,2.078358208955224,5.618586088939567
2018,12973,694,1.0,156,42.0,25,25,10,3.0,1,395.3333333333333,423,255,209,68,9,46,177,4,313,40,8,42,1778,1531,71,31,21,9,400,395,83,0.0,0.5,4.758010118043845,102.0,4.524209762361967,1.5177065767284992,9.629848229342327,1.0472175379426645,4.029510961214165,7.1256323777403034,1.768361581920904,5.805227655986509
2018,12973,695,1.0,179,51.0,11,39,3,0.0,0,425.6666666666667,577,466,402,111,16,81,250,0,335,65,9,65,2152,1790,104,57,23,24,360,508,94,0.0,0.22,8.499608457321848,57.0,6.068136493040029,1.9428347689898198,12.199686765857479,1.7126076742364915,5.2858261550509,7.0830070477682066,1.34,9.852779953014878
2018,12973,697,1.0,237,62.0,40,22,18,1.0,0,560.0,511,257,210,94,7,39,198,4,523,66,6,32,2409,2099,138,51,30,16,602,467,124,0.0,0.6451612903225806,3.375,144.0,3.4001101478112563,1.2660714285714285,8.2125,0.6267857142857143,3.1821428571428574,8.405357142857143,2.6414141414141414,4.130357142857143
2018,12973,698,1.0,193,42.0,25,18,11,1.0,1,388.6666666666667,339,182,149,57,8,28,165,5,439,41,3,28,1698,1458,127,39,27,7,337,344,128,0.0,0.5813953488372093,3.4502572898799313,140.0,3.215905908654187,1.2967409948542024,7.849914236706689,0.6483704974271012,3.820754716981132,10.165523156089193,2.6606060606060606,4.214408233276158
2018,12973,699,1.0,156,47.0,24,26,9,3.0,2,379.6666666666667,413,256,223,64,11,28,207,3,308,63,8,36,1792,1473,66,26,28,20,396,371,106,0.0,0.48,5.286215978928885,92.0,4.418034705694111,1.633011413520632,9.790166812993853,0.6637401229148376,4.9069359086918345,7.301141352063213,1.4879227053140096,6.0684811237928
2018,12973,700,1.0,264,65.0,45,20,15,0.0,0,571.0,530,331,284,111,12,39,337,5,565,63,7,63,2600,2157,133,41,18,22,593,469,136,0.0,0.6923076923076923,4.476357267950963,108.0,3.958832314436225,1.5183887915936953,8.353765323992995,0.6147110332749561,5.311733800350263,8.905429071803853,1.6765578635014837,5.217162872154115
2018,12973,702,1.0,223,57.0,22,35,10,0.0,0,502.3333333333333,554,329,277,100,11,40,231,8,388,38,11,32,2294,1971,159,66,31,23,494,542,110,0.0,0.38596491228070173,4.962840079628402,98.0,4.045205654494355,1.5627073656270738,9.925680159256803,0.7166556071665561,4.138686131386861,6.9515593895155945,1.6796536796536796,5.894492368944924
2018,12973,703,1.0,217,64.0,40,21,13,2.0,0,513.6666666666666,518,278,244,86,12,40,243,1,419,54,7,42,2277,1946,137,49,23,11,570,435,118,0.0,0.6557377049180327,4.2751460090850095,113.0,4.06383384299991,1.4815055158987671,9.075924724205063,0.7008436080467229,4.257624918883842,7.341336794289423,1.7242798353909465,4.870863075924724
2018,12973,706,1.0,185,55.0,26,22,6,1.0,0,431.6666666666667,374,215,168,60,9,26,179,1,398,46,9,38,1847,1594,118,48,19,8,411,407,88,0.0,0.5416666666666666,3.5027027027027025,138.0,3.4510271362282445,1.281081081081081,7.7976833976833975,0.5420849420849421,3.7320463320463317,8.298069498069498,2.223463687150838,4.482625482625482
2018,12973,711,1.0,173,49.0,13,35,4,2.0,1,411.6666666666667,512,413,348,106,14,25,311,4,341,52,3,98,2065,1667,114,67,18,17,412,399,88,0.0,0.2708333333333333,7.608097165991903,64.0,4.726462085347404,1.9991902834008097,11.193522267206475,0.5465587044534412,6.79919028340081,7.4550607287449395,1.0964630225080385,9.029149797570849
2018,12973,716,1.0,213,63.0,42,21,15,2.0,1,555.6666666666666,517,278,243,80,9,44,230,2,524,52,5,44,2427,2083,104,36,29,32,533,535,135,0.0,0.6666666666666666,3.935812837432514,123.0,3.614191260160215,1.3443311337732455,8.373725254949012,0.7126574685062987,3.725254949010198,8.487102579484104,2.2782608695652176,4.502699460107978
2018,12973,718,1.0,211,53.0,23,29,6,1.0,0,449.3333333333333,456,316,262,96,7,36,273,4,349,61,7,57,2104,1707,157,66,39,24,432,504,104,0.0,0.4423076923076923,5.247774480712166,92.0,4.666425323733257,1.6224035608308607,9.13353115727003,0.7210682492581603,5.468100890207716,6.990356083086054,1.2783882783882783,6.329376854599407
2018,12973,721,1.0,192,54.0,24,30,2,1.0,0,469.0,614,372,331,143,13,49,227,3,358,41,6,44,2230,1906,121,60,38,17,574,378,92,0.0,0.4444444444444444,6.35181236673774,76.0,4.49416665100955,1.79317697228145,11.782515991471215,0.9402985074626865,4.356076759061834,6.869936034115139,1.577092511013216,7.138592750533049
2018,12973,725,1.0,176,55.0,32,20,13,4.0,2,443.3333333333333,446,243,209,86,14,33,198,0,415,50,5,45,1988,1701,84,35,24,14,387,457,126,0.0,0.6153846153846154,4.242857142857143,114.0,3.722008644051858,1.4526315789473685,9.054135338345864,0.6699248120300751,4.019548872180451,8.424812030075188,2.095959595959596,4.933082706766917
2018,12973,726,1.0,152,54.0,38,16,13,6.0,4,476.3333333333333,430,195,164,70,4,17,168,3,418,40,2,41,2036,1781,78,24,30,17,504,450,137,0.0,0.7037037037037037,3.098670398880336,156.0,2.967218765226032,1.2554233729881037,8.124562631210637,0.32120363890832754,3.174247725682296,7.897830650804758,2.488095238095238,3.684394681595521
2018,12973,732,1.0,170,55.0,14,38,11,0.0,0,450.3333333333333,558,367,325,101,17,37,231,7,362,55,4,63,2145,1796,108,54,34,29,423,480,103,0.0,0.2692307692307692,6.49518874907476,75.0,4.313979503843825,1.7520355292376018,11.151739452257589,0.7394522575869726,4.616580310880829,7.234641006661732,1.567099567099567,7.3345669874167285
2018,12973,735,1.0,192,53.0,19,34,5,5.0,0,460.6666666666667,568,380,331,121,15,39,226,3,282,72,5,40,2203,1840,110,54,39,26,452,569,73,0.0,0.3584905660377358,6.466714905933429,75.0,4.765256416159406,1.723589001447178,11.096960926193923,0.7619392185238785,4.41534008683068,5.509406657018813,1.247787610619469,7.4240231548480455
2018,12973,736,1.0,195,61.0,31,26,12,1.0,1,500.6666666666667,451,259,234,77,7,40,218,3,514,44,4,53,2163,1851,79,36,27,22,464,457,139,0.0,0.543859649122807,4.206391478029294,115.0,3.503584087320482,1.3362183754993342,8.107190412782955,0.7190412782956058,3.9187749667110516,9.239680426098536,2.3577981651376145,4.655792276964048
2018,12973,739,1.0,179,48.0,9,39,6,1.0,0,416.0,474,300,239,88,13,31,194,1,350,48,5,48,1932,1633,105,39,25,32,355,456,102,0.0,0.1875,5.170673076923077,94.0,3.979574433525542,1.6057692307692308,10.254807692307692,0.6706730769230769,4.197115384615385,7.572115384615385,1.8041237113402062,6.490384615384615
2018,12973,740,1.0,215,57.0,34,23,20,0.0,0,510.6666666666667,430,232,205,73,13,25,221,1,491,55,5,49,2192,1873,25,9,27,16,463,507,111,0.0,0.5964912280701754,3.612924281984334,134.0,3.2831808303923826,1.2748041775456918,7.578328981723237,0.44060052219321144,3.894908616187989,8.653394255874673,2.2217194570135748,4.088772845953002
2018,12973,741,1.0,189,38.0,21,20,9,0.0,0,372.6666666666667,447,306,273,56,3,51,199,1,332,44,6,66,1787,1501,137,56,27,16,342,394,68,0.0,0.5121951219512195,6.593023255813954,73.0,4.901812805618565,1.7334525939177101,10.795169946332738,1.231663685152057,4.805903398926655,8.01788908765653,1.6683417085427135,7.389982110912343
2018,12973,742,1.0,239,54.0,21,33,10,1.0,0,485.6666666666667,551,360,298,100,9,54,215,17,462,59,4,52,2260,1922,182,87,32,31,443,479,124,0.0,0.3888888888888889,5.522306108442004,88.0,4.183739670313463,1.577213452299245,10.210706932052162,1.0006863417982155,3.9842141386410432,8.561427590940287,2.1488372093023256,6.67124227865477
2018,12973,746,1.0,198,54.0,29,25,13,1.0,1,486.3333333333333,447,259,224,82,7,44,205,11,569,57,2,62,2137,1830,104,27,35,10,411,410,147,0.0,0.5370370370370371,4.145305003427005,117.0,3.4006890668360286,1.3406442769019877,8.272104180945854,0.814256339958876,3.793694311172036,10.529814941740918,2.7756097560975608,4.793008910212475
2018,12973,748,1.0,173,56.0,37,18,14,3.0,2,481.0,449,257,223,81,4,24,243,6,360,63,6,48,2151,1787,114,45,35,21,468,534,92,0.0,0.6727272727272727,4.172557172557172,116.0,4.0086154938166025,1.4386694386694387,8.401247401247401,0.4490644490644491,4.546777546777546,6.735966735966736,1.4814814814814814,4.8087318087318085
2018,12973,749,1.0,183,56.0,18,26,1,0.0,0,417.0,389,284,256,92,14,41,232,3,424,62,6,55,1914,1582,93,49,19,19,362,419,120,0.0,0.4090909090909091,5.525179856115107,88.0,4.308036663741369,1.4892086330935252,8.39568345323741,0.8848920863309353,5.0071942446043165,9.151079136690647,1.8275862068965518,6.129496402877698
2018,12973,754,1.0,228,50.0,16,32,6,1.0,1,440.3333333333333,525,314,277,86,11,35,203,6,382,79,4,53,2074,1731,151,63,38,23,422,438,109,0.0,0.3333333333333333,5.661619984859955,86.0,4.167855092117518,1.6532929598788797,10.730507191521575,0.7153671461014384,4.149129447388342,7.807721423164271,1.8817733990147782,6.41786525359576
2018,12973,756,1.0,193,55.0,35,24,13,4.0,2,523.0,506,239,206,122,15,41,160,29,396,32,4,18,2231,1986,122,37,29,24,573,531,139,0.0,0.5932203389830508,3.5449330783938815,137.0,3.5544429803706663,1.2734225621414914,8.707456978967494,0.7055449330783938,2.7533460803059273,6.814531548757171,2.475,4.112810707456979
2018,12973,768,1.0,242,56.0,28,27,12,0.0,0,482.6666666666667,483,318,253,109,9,37,257,11,450,66,6,38,2226,1854,181,74,21,28,430,489,119,0.0,0.509090909090909,4.717541436464088,103.0,4.087827195956481,1.5331491712707181,9.00621546961326,0.6899171270718232,4.792127071823204,8.390883977900552,1.7509727626459144,5.929558011049723
2018,12973,769,1.0,182,58.0,11,47,4,3.0,0,495.3333333333333,621,466,393,126,13,60,278,3,426,92,11,74,2467,2020,97,43,43,32,418,562,126,0.0,0.1896551724137931,7.140646029609691,68.0,5.04388297995892,1.8149394347240917,11.283310901749664,1.0901749663526246,5.05114401076716,7.740242261103634,1.5323741007194245,8.467025572005383
2018,12973,771,1.0,182,48.0,17,30,9,2.0,0,414.6666666666667,413,265,219,80,9,20,256,17,428,46,5,60,1930,1579,86,33,25,24,383,379,135,0.0,0.3617021276595745,4.753215434083601,102.0,3.695912857962841,1.6133440514469453,8.963826366559486,0.4340836012861736,5.556270096463022,9.289389067524114,1.671875,5.751607717041801
2018,12973,772,1.0,212,51.0,19,31,9,2.0,1,412.6666666666667,450,270,235,90,7,46,207,5,367,42,3,59,1920,1629,157,47,23,18,393,429,118,0.0,0.38,5.125201938610662,95.0,4.428938326901956,1.5920840064620354,9.81421647819063,1.0032310177705976,4.514539579967689,8.004038772213248,1.7729468599033817,5.888529886914378
2018,12973,774,1.0,169,47.0,22,21,4,0.0,0,374.3333333333333,396,237,201,63,7,28,178,4,320,53,0,25,1713,1445,143,56,19,17,338,396,82,0.0,0.5116279069767442,4.832591273374889,100.0,4.062304843142639,1.533392698130009,9.520926090828139,0.6731967943009796,4.279608192341941,7.693677649154052,1.797752808988764,5.6981300089047195
2018,12973,782,1.0,256,57.0,35,21,13,2.0,0,501.6666666666667,466,263,218,93,13,29,199,4,513,63,4,55,2192,1893,138,62,15,21,426,486,156,0.0,0.625,3.9109634551495014,124.0,3.22141413452222,1.3255813953488371,8.360132890365447,0.520265780730897,3.5700996677740866,9.203322259136213,2.577889447236181,4.71827242524917
2018,12973,786,1.0,222,54.0,15,39,8,0.0,0,477.3333333333333,494,302,261,85,8,34,222,7,397,62,5,76,2167,1823,98,43,45,15,482,478,113,0.0,0.2777777777777778,4.92108938547486,98.0,3.995810467045095,1.5,9.314245810055867,0.6410614525139665,4.185754189944134,7.485335195530727,1.7882882882882882,5.694134078212291
2018,12973,792,1.0,140,42.0,20,23,12,1.0,1,383.6666666666667,413,242,207,67,9,37,137,3,346,30,5,57,1723,1521,67,24,20,14,347,413,81,0.0,0.46511627906976744,4.855777584708949,100.0,3.7041888992075576,1.4335360556038228,9.688097306689835,0.8679409209383144,3.2137271937445697,8.116420503909644,2.5255474452554743,5.676802780191138
2018,12973,797,1.0,219,54.0,26,28,9,2.0,1,463.3333333333333,470,300,234,86,9,25,225,3,436,61,4,59,2126,1792,95,36,25,22,436,442,124,0.0,0.48148148148148145,4.545323741007194,107.0,3.619547455108276,1.5,9.129496402877699,0.48561151079136694,4.370503597122302,8.46906474820144,1.9377777777777778,5.827338129496402
2018,12973,810,1.0,203,56.0,39,17,15,0.0,0,497.3333333333333,435,245,210,87,8,37,206,1,411,47,5,41,2123,1821,78,27,29,20,533,466,111,0.0,0.6964285714285714,3.8002680965147455,127.0,3.7888070072520836,1.2888739946380698,7.871983914209116,0.6695710455764076,3.727882037533512,7.437667560321716,1.9951456310679612,4.433646112600536
2018,12973,812,1.0,169,45.0,16,30,9,1.0,0,404.6666666666667,473,343,305,91,7,61,240,12,354,69,5,59,1944,1583,88,41,20,30,351,430,117,0.0,0.34782608695652173,6.783360790774299,71.0,5.4491481567545375,1.7619439868204283,10.51976935749588,1.35667215815486,5.337726523887973,7.87314662273476,1.475,7.628500823723228
2018,12973,813,1.0,161,43.0,22,21,10,2.0,0,395.6666666666667,374,183,164,57,5,24,154,9,305,36,3,26,1711,1479,37,16,26,16,426,397,86,0.0,0.5116279069767442,3.730412805391744,130.0,3.6357717797765954,1.3344566133108677,8.50716090985678,0.5459140690817186,3.5029486099410274,6.93765796124684,1.9805194805194806,4.162594776748104
2018,12973,817,1.0,229,56.0,18,38,9,1.0,0,473.3333333333333,578,430,366,111,20,44,299,6,399,37,5,74,2311,1913,127,67,30,32,451,486,113,0.0,0.32142857142857145,6.9591549295774655,70.0,4.60043710958188,1.8528169014084508,10.990140845070425,0.8366197183098592,5.685211267605634,7.586619718309859,1.334448160535117,8.17605633802817
2018,12973,1004,1.0,124,41.0,24,20,7,5.0,2,387.3333333333333,366,212,183,55,8,33,133,1,343,27,1,46,1639,1439,65,25,25,13,390,354,89,0.0,0.5454545454545454,4.252151462994837,114.0,3.5240559309437867,1.2882960413080895,8.504302925989673,0.7667814113597247,3.0903614457831323,7.96987951807229,2.5789473684210527,4.925989672977625
2018,12973,1014,1.0,161,55.0,36,19,15,2.0,2,487.6666666666667,417,197,166,60,6,20,125,2,463,47,5,49,2017,1806,93,35,28,10,507,429,103,0.0,0.6545454545454545,3.063568010936432,158.0,2.640737283833129,1.111414900888585,7.695830485304169,0.36910457963089544,2.306903622693096,8.54477101845523,3.704,3.6356801093643196
2018,12973,1045,1.0,199,60.0,35,19,14,1.0,0,480.0,480,275,239,75,8,55,195,0,487,40,4,41,2117,1848,116,46,16,18,403,481,108,0.0,0.6481481481481481,4.48125,108.0,3.8774911001922088,1.40625,9.0,1.03125,3.65625,9.131250000000001,2.4974358974358974,5.15625
2018,12973,1068,1.0,186,59.0,34,22,9,1.0,0,506.6666666666667,434,232,189,63,4,24,198,4,530,52,8,49,2186,1893,95,38,29,14,496,430,132,0.0,0.6071428571428571,3.3572368421052627,144.0,2.9522718019465946,1.2473684210526315,7.709210526315789,0.4263157894736842,3.5171052631578945,9.414473684210526,2.676767676767677,4.121052631578947
2018,12973,1092,1.0,225,58.0,31,27,14,0.0,0,500.3333333333333,543,331,286,108,15,48,248,2,404,61,6,55,2312,1957,125,51,33,13,497,512,128,0.0,0.5344827586206896,5.144570286475683,94.0,4.433334426863317,1.5809460359760161,9.76748834110593,0.8634243837441706,4.461025982678215,7.267155229846769,1.6290322580645162,5.954030646235843
2018,12973,1104,1.0,240,57.0,33,24,7,0.0,0,507.3333333333333,542,318,283,90,13,37,220,3,499,75,4,59,2317,1977,84,41,24,19,488,460,149,0.0,0.5789473684210527,5.020367936925099,96.0,3.673685800148407,1.5019710906701709,9.6149802890933,0.6563731931668857,3.9027595269382394,8.852168199737187,2.268181818181818,5.64126149802891
2018,12973,1157,1.0,244,55.0,25,30,10,2.0,0,484.6666666666667,481,320,283,77,7,38,265,3,437,52,8,58,2211,1836,157,52,34,23,476,456,135,0.0,0.45454545454545453,5.25515818431912,92.0,4.126453732012474,1.5392022008253095,8.93191196698762,0.7056396148555708,4.920907840440165,8.114855570839065,1.649056603773585,5.94222833562586
2018,12973,1320,1.0,221,54.0,15,39,6,0.0,0,463.3333333333333,534,357,308,89,12,33,231,2,392,78,6,74,2190,1833,116,48,30,18,375,540,115,0.0,0.2777777777777778,5.982733812949641,81.0,4.182856807626262,1.6510791366906477,10.372661870503597,0.6410071942446044,4.487050359712231,7.6143884892086335,1.696969696969697,6.93453237410072
2018,12973,1356,1.0,181,56.0,30,18,11,0.0,0,430.3333333333333,436,261,226,60,9,28,215,1,413,43,10,35,1960,1652,92,33,25,23,387,426,100,0.0,0.625,4.726568551510457,102.0,3.6733437983590047,1.5127807900852053,9.118512780790086,0.5855925639039504,4.496514329976762,8.63749031758327,1.9209302325581394,5.458559256390394
2018,12973,2678,1.0,117,43.0,19,24,7,6.0,0,354.3333333333333,433,322,269,82,12,28,195,1,205,53,1,36,1709,1423,92,42,21,14,350,422,53,0.0,0.4418604651162791,6.832549388523049,71.0,4.918220952810584,1.7723424270931327,10.998118532455315,0.7111947318908749,4.952963311382879,5.206961429915334,1.0512820512820513,8.178739416745062
2018,12973,2711,1.0,161,56.0,28,28,11,3.0,0,489.0,518,297,245,93,5,42,164,1,425,46,11,63,2175,1919,69,32,29,16,483,493,105,0.0,0.5,4.50920245398773,107.0,3.6149911001922086,1.394683026584867,9.533742331288344,0.7730061349693251,3.01840490797546,7.822085889570552,2.591463414634146,5.466257668711657
2018,12973,2743,1.0,177,47.0,25,25,8,6.0,1,469.0,509,297,250,94,16,36,141,5,387,64,4,37,2101,1845,137,45,30,21,437,522,110,0.0,0.5,4.797441364605544,101.0,3.6071730475980366,1.3859275053304905,9.767590618336886,0.6908315565031984,2.705756929637527,7.426439232409382,2.74468085106383,5.699360341151386
