season,season_id,school_id,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2020,15204,2,1.0,64,11.0,7,8,2,0.0,0,131.0,129,81,63,27,3,11,58,2,133,14,2,19,595,514,30,15,2,6,115,127,41,0.0,86.20209059233449,0.4666666666666667,4.32824427480916,105.0,3.6336706297083152,1.4274809160305344,8.862595419847327,0.7557251908396947,3.984732824427481,9.137404580152673,2.293103448275862,5.564885496183207
2020,15204,5,1.0,47,13.0,1,12,1,1.0,0,110.0,113,79,70,21,4,9,51,4,89,13,2,10,500,420,31,12,10,6,112,115,25,0.0,23.5658497172098,0.07692307692307693,5.7272727272727275,215.0,4.114656056495269,1.490909090909091,9.245454545454546,0.7363636363636363,4.172727272727273,7.281818181818181,1.7450980392156863,6.463636363636363
2020,15204,6,1.0,60,17.0,3,13,2,1.0,0,141.33333333333334,174,173,142,38,6,12,108,0,131,27,3,16,738,582,36,19,9,12,136,136,41,0.0,136.70490093847755,0.1875,9.042452830188678,122.0,5.039313003322027,1.9952830188679245,11.080188679245284,0.7641509433962264,6.877358490566037,8.341981132075471,1.212962962962963,11.016509433962263
2020,15204,7,1.0,39,17.0,13,3,2,3.0,1,152.33333333333334,126,69,48,22,5,5,66,2,179,14,2,15,656,565,26,11,6,5,134,120,52,0.0,112.80126199029668,0.8125,2.835886214442013,52.0,2.5758257402032454,1.260393873085339,7.444201312910284,0.29540481400437635,3.899343544857768,10.575492341356675,2.712121212121212,4.076586433260394
2020,15204,8,1.0,67,13.0,16,1,2,0.0,0,157.0,126,48,39,20,1,6,49,1,185,6,2,9,635,571,14,4,8,1,138,122,45,0.0,118.3217453847998,0.9411764705882353,2.2356687898089174,39.0,2.1148297681339483,1.1146496815286624,7.222929936305733,0.34394904458598724,2.8089171974522293,10.605095541401273,3.7755102040816326,2.751592356687898
2020,15204,9,1.0,86,16.0,7,9,5,0.0,0,144.0,152,99,86,27,5,8,90,2,102,26,3,19,681,552,52,17,5,8,142,160,27,0.0,101.86335403726707,0.4375,5.375,112.0,4.6459691878084,1.6805555555555556,9.5,0.5,5.625,6.375,1.1333333333333333,6.1875
2020,15204,14,1.0,33,12.0,6,5,1,1.0,1,92.33333333333333,91,68,58,22,2,7,58,1,67,17,3,18,432,346,11,5,4,7,93,101,20,0.0,,0.5454545454545454,5.653429602888087,,4.8948660991601844,1.6137184115523466,8.870036101083032,0.6823104693140795,5.653429602888087,6.530685920577617,1.1551724137931034,6.628158844765343
2020,15204,17,1.0,36,12.0,5,7,4,0.0,0,103.0,120,82,80,26,5,10,69,2,81,10,3,17,501,411,18,7,6,5,92,115,16,0.0,154.6806435884934,0.4166666666666667,6.990291262135922,67.0,4.9140382277221,1.8349514563106797,10.485436893203882,0.8737864077669902,6.029126213592233,7.077669902912621,1.173913043478261,7.16504854368932
2020,15204,27,1.0,70,9.0,9,6,5,0.0,0,137.0,128,80,71,25,0,10,86,5,123,20,1,18,636,519,52,22,3,8,116,157,38,0.0,140.70567986230637,0.6,4.664233576642336,59.0,4.398199520330703,1.562043795620438,8.408759124087592,0.656934306569343,5.649635036496351,8.08029197080292,1.430232558139535,5.255474452554744
2020,15204,28,1.0,68,17.0,13,4,4,0.0,0,154.0,127,70,61,22,3,12,67,5,178,7,2,20,653,567,32,11,8,4,133,134,50,0.0,85.52359983486996,0.7647058823529411,3.564935064935065,87.0,3.0666041084433204,1.2597402597402598,7.422077922077922,0.7012987012987013,3.9155844155844153,10.402597402597403,2.656716417910448,4.090909090909091
2020,15204,29,1.0,58,15.0,10,5,3,0.0,0,135.0,106,72,58,17,4,5,70,2,162,12,1,20,594,499,45,20,7,5,97,128,58,0.0,165.1844899891775,0.6666666666666666,3.8666666666666667,29.0,2.8274506692898815,1.3037037037037038,7.066666666666666,0.3333333333333333,4.666666666666666,10.799999999999999,2.3142857142857145,4.8
2020,15204,30,1.0,60,16.0,7,9,2,0.0,0,143.0,127,81,68,21,3,10,71,1,131,15,5,25,643,537,21,10,10,10,153,130,37,0.0,80.64028994261551,0.4375,4.27972027972028,108.0,3.804865846705059,1.3846153846153846,7.993006993006993,0.6293706293706294,4.468531468531468,8.244755244755245,1.8450704225352113,5.097902097902098
2020,15204,31,1.0,71,12.0,11,5,3,0.0,0,142.0,129,71,58,14,2,12,51,0,143,12,0,7,606,531,38,23,7,5,139,126,41,0.0,126.28125683458482,0.6875,3.676056338028169,58.0,3.3392399233326566,1.267605633802817,8.17605633802817,0.7605633802816901,3.2323943661971835,9.06338028169014,2.803921568627451,4.5
2020,15204,32,1.0,59,14.0,9,8,2,2.0,0,146.0,125,95,72,20,5,8,90,5,168,20,2,10,664,545,38,12,3,6,125,125,42,0.0,73.18310408740611,0.5294117647058824,4.438356164383562,119.0,3.5949798422985064,1.4726027397260273,7.705479452054794,0.4931506849315068,5.5479452054794525,10.356164383561643,1.8666666666666667,5.856164383561644
2020,15204,37,1.0,75,16.0,13,5,2,0.0,0,160.0,127,56,50,27,1,9,63,1,209,8,1,17,653,567,18,8,6,7,127,115,61,0.0,,0.7222222222222222,2.8125,,2.373746965586178,1.1875,7.14375,0.50625,3.5437499999999997,11.75625,3.3174603174603177,3.15
2020,15204,43,1.0,72,17.0,7,10,3,0.0,0,149.0,181,138,117,27,2,22,90,4,110,11,3,18,715,602,38,14,5,7,139,168,43,0.0,104.52396403077779,0.4117647058823529,7.067114093959732,143.0,5.400257032700272,1.8187919463087248,10.932885906040267,1.3288590604026846,5.436241610738255,6.644295302013424,1.2222222222222223,8.335570469798657
2020,15204,47,1.0,60,10.0,7,9,3,0.0,0,141.0,137,87,66,21,3,7,73,4,171,10,1,21,638,546,46,24,5,4,111,120,46,0.0,112.45053374697707,0.4375,4.212765957446809,78.0,2.9095625684230573,1.4893617021276595,8.74468085106383,0.4468085106382979,4.659574468085106,10.914893617021278,2.3424657534246576,5.553191489361702
2020,15204,48,1.0,68,13.0,6,7,4,1.0,0,138.0,119,90,80,23,2,7,79,0,149,33,3,26,640,519,50,26,7,2,109,137,48,0.0,,0.46153846153846156,5.217391304347826,,3.85852957428183,1.434782608695652,7.760869565217392,0.4565217391304348,5.1521739130434785,9.717391304347824,1.8860759493670887,5.869565217391305
2020,15204,51,1.0,72,14.0,10,6,7,0.0,0,143.66666666666666,130,80,69,19,4,14,62,0,138,18,0,21,630,535,39,15,10,5,137,132,38,0.0,141.0121060093794,0.625,4.322505800464038,54.0,3.939988264890122,1.3364269141531324,8.14385150812065,0.8770301624129931,3.8839907192575405,8.645011600928076,2.225806451612903,5.011600928074246
2020,15204,61,1.0,63,14.0,6,12,1,0.0,0,158.33333333333334,119,69,45,11,5,5,75,2,124,12,1,15,670,562,29,15,13,8,159,162,30,0.0,135.57159644116166,0.3333333333333333,2.557894736842105,35.0,3.416378544533546,1.2252631578947368,6.7642105263157895,0.28421052631578947,4.263157894736842,7.0484210526315785,1.6533333333333333,3.9221052631578948
2020,15204,62,1.0,38,12.0,5,7,3,0.0,0,102.33333333333333,113,84,72,19,5,10,67,0,89,14,4,16,487,403,27,17,2,1,94,103,26,0.0,,0.4166666666666667,6.3322475570032575,,4.829284424869566,1.7589576547231272,9.938110749185668,0.8794788273615636,5.892508143322476,7.827361563517916,1.328358208955224,7.387622149837134
2020,15204,67,1.0,62,15.0,6,9,2,0.0,0,126.33333333333333,146,102,81,30,4,11,88,3,96,19,0,24,626,502,45,20,11,6,106,159,18,0.0,123.58147341207378,0.4,5.770448548812666,94.0,5.0767812663777345,1.8522427440633247,10.401055408970977,0.7836411609498681,6.269129287598945,6.839050131926122,1.0909090909090908,7.266490765171504
2020,15204,71,1.0,52,8.0,2,9,2,0.0,0,100.0,126,94,80,25,2,11,63,0,75,10,7,10,490,405,32,20,5,7,96,111,30,0.0,95.40960451977402,0.18181818181818182,7.2,160.0,5.043746965586178,1.89,11.34,0.99,5.67,6.75,1.1904761904761905,8.459999999999999
2020,15204,72,1.0,31,10.0,4,6,2,0.0,0,82.33333333333333,95,72,64,23,2,8,52,2,68,14,2,7,402,327,14,8,4,5,75,93,17,0.0,,0.4,6.995951417004049,,4.939941297569984,1.785425101214575,10.384615384615385,0.8744939271255061,5.68421052631579,7.433198380566802,1.3076923076923077,7.870445344129555
2020,15204,77,1.0,75,16.0,7,9,2,0.0,0,141.66666666666666,142,83,66,25,8,4,61,3,134,15,2,17,633,547,50,14,5,5,140,126,40,0.0,104.1665969631575,0.4375,4.192941176470589,85.0,3.008452847939119,1.4329411764705884,9.021176470588236,0.25411764705882356,3.875294117647059,8.512941176470589,2.19672131147541,5.272941176470589
2020,15204,80,1.0,35,12.0,3,9,1,1.0,0,96.0,111,73,66,24,1,10,47,1,95,12,2,14,448,377,17,11,6,6,71,105,36,0.0,99.98581157775256,0.25,6.1875,131.0,4.142496965586178,1.6458333333333333,10.40625,0.9375,4.40625,8.90625,2.021276595744681,6.84375
2020,15204,81,1.0,55,15.0,4,11,1,0.0,0,125.0,134,107,95,24,6,13,80,5,113,27,0,23,605,480,22,11,10,8,115,126,33,0.0,143.65336709274308,0.26666666666666666,6.84,82.0,5.035746965586178,1.712,9.648,0.9359999999999999,5.76,8.136000000000001,1.4125,7.704
2020,15204,83,1.0,66,16.0,4,12,3,0.0,0,136.0,155,153,112,33,4,12,120,0,125,33,1,23,707,536,58,31,8,10,96,166,40,1.0,95.1753802492129,0.25,7.411764705882352,165.0,5.607570494997942,2.0220588235294117,10.257352941176471,0.7941176470588236,7.9411764705882355,8.272058823529411,1.0416666666666667,10.125
2020,15204,87,1.0,56,15.0,8,7,4,0.0,0,129.33333333333334,129,66,58,22,1,6,49,0,150,20,2,17,580,503,21,7,4,4,113,105,50,0.0,143.27731092436974,0.5333333333333333,4.036082474226804,49.0,2.8077675841428786,1.3762886597938144,8.97680412371134,0.41752577319587625,3.4097938144329896,10.438144329896906,3.061224489795918,4.592783505154639
2020,15204,90,1.0,56,16.0,5,11,1,0.0,0,151.0,154,88,71,32,6,7,48,0,161,23,4,16,676,587,28,15,10,7,123,152,41,0.0,70.37337662337663,0.3125,4.231788079470199,116.0,2.8045416675729324,1.3377483443708609,9.178807947019868,0.41721854304635764,2.8609271523178808,9.596026490066224,3.3541666666666665,5.245033112582782
2020,15204,94,1.0,48,14.0,5,9,3,0.0,0,122.0,123,91,58,35,3,6,52,0,119,16,1,12,551,474,24,15,5,2,113,113,31,0.0,83.54515050167224,0.35714285714285715,4.278688524590164,106.0,3.2844027032910956,1.4344262295081966,9.073770491803277,0.4426229508196721,3.8360655737704916,8.778688524590164,2.2884615384615383,6.713114754098362
2020,15204,96,1.0,74,12.0,9,7,2,0.0,0,143.0,154,84,75,16,1,11,48,2,121,24,5,17,648,563,33,13,5,8,145,146,31,0.0,117.09111488398413,0.5625,4.72027972027972,83.0,3.741928783767996,1.4125874125874125,9.692307692307692,0.6923076923076923,3.0209790209790213,7.615384615384615,2.5208333333333335,5.286713286713287
