season,season_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B,3B,Bk,HR,WP,HB,IBB,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,CG,pickoffs,PI,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2018,12973,2,122,241.33333333333334,291,180,161,110,164,0,1126,945,55,5,4,24,34,29,3,79,43,22,20,263,248,11,13,2,44,0.0,0.0,4096.0,0.4583333333333333,6.004143646408839,1.6616022099447514,10.85220994475138,0.8950276243093922,4.102209944751381,6.116022099447513,1.490909090909091,6.712707182320441
2018,12973,4,28,110.0,102,39,26,14,126,2,454,421,17,2,1,4,8,9,0,3,3,9,1,93,92,11,0,1,35,10.0,0.0,909.0,1.0,2.1272727272727274,1.0545454545454545,8.345454545454546,0.32727272727272727,1.1454545454545453,10.309090909090909,9.0,3.190909090909091
2018,12973,6,86,199.33333333333334,297,243,211,168,111,0,1085,861,54,8,5,25,39,31,2,44,32,12,13,185,265,4,22,1,30,0.0,0.0,1724.0,0.15384615384615385,9.526755852842808,2.332775919732441,13.409698996655518,1.12876254180602,7.585284280936455,5.011705685618729,0.6607142857142857,10.971571906354514
2018,12973,7,37,106.66666666666666,119,79,64,47,82,0,492,421,22,2,2,6,12,12,2,35,15,5,7,119,103,8,5,3,18,0.0,0.0,1592.0,0.6153846153846154,5.4,1.5562500000000001,10.040625,0.5062500000000001,3.965625,6.91875,1.7446808510638299,6.665625
2018,12973,8,157,336.0,372,190,157,113,218,0,1492,1327,49,4,4,35,26,16,1,82,33,21,14,350,388,21,19,5,64,0.0,0.0,5305.0,0.525,4.205357142857143,1.443452380952381,9.964285714285715,0.9375,3.0267857142857144,5.839285714285714,1.9292035398230087,5.089285714285714
2018,12973,9,88,175.33333333333334,161,97,81,61,148,0,758,657,31,3,2,13,21,25,7,94,29,8,7,192,153,9,8,7,50,0.0,0.0,948.0,0.5294117647058824,4.157794676806083,1.2661596958174903,8.264258555133079,0.6673003802281369,3.1311787072243344,7.596958174904943,2.4262295081967213,4.979087452471483
2018,12973,10,35,109.33333333333333,139,79,71,42,97,1,517,435,22,3,1,3,16,18,0,10,4,9,13,116,97,6,5,1,30,2.0,0.0,1455.0,0.5454545454545454,5.844512195121951,1.6554878048780488,11.442073170731708,0.24695121951219512,3.457317073170732,7.984756097560975,2.3095238095238093,6.503048780487806
2018,12973,13,59,181.66666666666666,184,115,96,75,118,1,826,683,26,0,2,13,11,39,0,11,4,16,13,195,175,16,8,1,28,4.0,0.0,554.0,0.6666666666666666,4.755963302752294,1.4256880733944954,9.11559633027523,0.6440366972477065,3.7155963302752295,5.845871559633028,1.5733333333333333,5.697247706422019
2018,12973,14,48,90.33333333333333,107,69,64,60,72,0,445,353,19,3,3,3,18,18,2,26,15,6,8,83,97,2,10,1,23,0.0,0.0,749.0,0.16666666666666666,6.376383763837639,1.848708487084871,10.660516605166054,0.2988929889298893,5.977859778597786,7.173431734317344,1.2,6.874538745387454
2018,12973,15,44,101.0,158,99,77,44,73,0,509,435,33,4,1,3,12,14,1,9,1,8,8,119,88,3,9,0,22,3.0,0.0,807.0,0.25,6.861386138613861,2.0,14.07920792079208,0.26732673267326734,3.9207920792079207,6.5049504950495045,1.6590909090909092,8.821782178217822
2018,12973,16,73,203.0,296,200,147,78,124,0,1004,879,52,8,1,17,27,22,0,35,20,14,11,212,236,10,19,0,44,4.0,0.0,1892.0,0.3448275862068966,6.517241379310345,1.8423645320197044,13.123152709359605,0.7536945812807881,3.458128078817734,5.497536945812808,1.5897435897435896,8.866995073891626
2018,12973,17,36,113.33333333333333,132,124,91,69,117,0,568,460,32,6,4,12,12,23,0,15,9,9,7,93,112,5,5,0,22,0.0,0.0,1501.0,0.5,7.226470588235294,1.773529411764706,10.48235294117647,0.9529411764705882,5.479411764705883,9.291176470588237,1.6956521739130435,9.847058823529412
