season,season_id,school_id,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2013,11320,5,1.0,185,52.0,15,37,8,0.0,0,458.6666666666667,527,322,255,75,14,46,184,4,233,93,24,8,2154,1797,104,43,46,34,485,569,74,0.0,100.77745383867833,0.28846153846153844,5.003633720930232,114.0,4.443969590395691,1.5501453488372092,10.340843023255813,0.9026162790697674,3.6104651162790695,4.571947674418604,1.266304347826087,6.3183139534883725
2013,11320,6,1.0,127,46.0,8,36,2,0.0,0,389.3333333333333,572,488,389,121,27,56,269,0,206,70,28,14,2089,1667,63,43,31,51,363,537,68,0.0,87.51976252702222,0.18181818181818182,8.992294520547945,233.0,5.768207006770332,2.1601027397260273,13.222602739726028,1.2945205479452055,6.218321917808219,4.761986301369864,0.7657992565055762,11.28082191780822
2013,11320,7,1.0,233,57.0,31,25,7,0.0,3,486.6666666666667,469,293,234,88,20,56,227,1,435,71,9,7,2170,1819,114,46,37,15,474,443,127,0.0,93.60020931449505,0.5535714285714286,4.3273972602739725,106.0,3.889611116359373,1.4301369863013698,8.673287671232877,1.0356164383561643,4.197945205479452,8.044520547945206,1.9162995594713657,5.418493150684931
2013,11320,8,1.0,203,63.0,35,28,21,0.0,1,574.0,545,278,236,95,8,52,259,14,438,54,24,7,2475,2092,114,38,46,21,641,499,171,0.0,112.15537448375935,0.5555555555555556,3.7003484320557494,75.0,3.6318620829003496,1.4006968641114983,8.545296167247386,0.8153310104529617,4.060975609756098,6.867595818815331,1.691119691119691,4.358885017421603
2013,11320,9,1.0,186,59.0,23,36,10,0.0,1,512.3333333333334,543,352,301,117,19,47,225,20,357,76,28,5,2346,1979,109,47,44,22,611,472,122,0.0,92.60361552028219,0.3898305084745763,5.287573194534807,131.0,3.905889046146095,1.4990240728692257,9.538711776187377,0.8256343526350033,3.9525048796356534,6.271307742355237,1.5866666666666667,6.183474300585556
2013,11320,14,1.0,138,49.0,23,25,12,0.0,1,403.6666666666667,394,275,219,64,12,50,201,4,319,62,18,3,1853,1534,68,31,29,27,370,467,106,0.0,112.33258928571428,0.4791666666666667,4.882741535920726,98.0,4.328716124107979,1.4739884393063583,8.784475639966969,1.1147811725846408,4.481420313790256,7.112303881090008,1.5870646766169154,6.131296449215524
2013,11320,17,1.0,164,57.0,16,41,8,0.0,1,489.0,609,459,383,98,14,71,345,4,295,83,21,10,2467,1950,81,38,51,36,477,578,102,0.0,143.3450323974082,0.2807017543859649,7.049079754601227,92.0,5.651154103164988,1.950920245398773,11.208588957055214,1.3067484662576687,6.3496932515337425,5.429447852760736,0.855072463768116,8.447852760736197
2013,11320,27,1.0,179,54.0,30,24,10,0.0,2,478.6666666666667,527,308,257,90,12,47,215,0,369,58,33,10,2196,1876,89,32,31,16,584,401,106,0.0,131.4339724547664,0.5555555555555556,4.832172701949861,76.0,3.7900880881608003,1.5501392757660166,9.908774373259053,0.8837047353760445,4.0424791086350975,6.938022284122563,1.716279069767442,5.79108635097493
2013,11320,28,1.0,228,60.0,36,22,15,0.0,2,542.3333333333334,536,307,254,81,8,37,239,1,388,79,12,10,2426,2021,131,49,59,26,635,495,102,0.0,134.50559488467687,0.6206896551724138,4.215119852489243,64.0,3.559525489396562,1.4290104486785493,8.894898586355255,0.6140135218192992,3.96619545175169,6.438844499078057,1.6234309623430963,5.094652735095267
2013,11320,29,1.0,178,55.0,34,21,16,0.0,0,486.0,491,280,238,66,26,38,161,3,357,68,17,4,2146,1844,152,55,45,24,515,513,99,0.0,106.25,0.6181818181818182,4.407407407407407,95.0,3.3053109867015573,1.3415637860082306,9.092592592592592,0.7037037037037037,2.9814814814814814,6.611111111111112,2.217391304347826,5.185185185185185
2013,11320,30,1.0,212,59.0,28,31,10,0.0,1,533.6666666666666,524,316,284,105,19,51,224,6,487,51,43,5,2369,2022,90,38,52,18,559,482,153,0.0,88.30128205128204,0.4745762711864407,4.7895065584009995,123.0,3.3075536693870187,1.4016239850093692,8.836976889444099,0.8600874453466584,3.777638975640225,8.212991880074954,2.174107142857143,5.329169269206746
2013,11320,31,1.0,237,61.0,39,22,19,0.0,0,547.3333333333334,413,166,115,40,1,40,195,9,477,35,19,5,2251,1961,157,40,46,14,604,457,141,0.0,153.75573921028464,0.639344262295082,1.8909866017052372,20.0,2.812127926797696,1.1108404384896466,6.791108404384897,0.6577344701583435,3.2064555420219243,7.843483556638246,2.4461538461538463,2.7295980511571254
2013,11320,32,1.0,201,56.0,28,28,9,0.0,1,491.0,521,298,244,95,6,41,207,5,366,61,35,8,2224,1894,149,58,35,27,554,460,115,0.0,98.01036025429714,0.5,4.472505091649695,105.0,3.576584862976565,1.4826883910386965,9.549898167006111,0.7515274949083502,3.794297352342159,6.708757637474541,1.7681159420289856,5.462321792260692
2013,11320,37,1.0,186,56.0,33,23,18,0.0,1,492.6666666666667,458,242,189,69,11,29,189,6,318,37,21,4,2119,1831,126,43,43,19,535,534,86,0.0,107.61962816214567,0.5892857142857143,3.452638700947226,73.0,3.194879249897846,1.3132611637347766,8.366711772665765,0.5297699594046008,3.452638700947226,5.809201623815968,1.6825396825396826,4.42083897158322
2013,11320,43,1.0,241,62.0,47,15,24,0.0,0,554.6666666666666,570,318,272,88,10,34,263,11,466,44,41,7,2510,2155,141,49,28,20,560,564,126,0.0,127.00090607067351,0.7580645161290323,4.413461538461538,74.0,3.1214489061380877,1.5018028846153848,9.248798076923077,0.5516826923076923,4.267427884615385,7.5612980769230775,1.7718631178707225,5.159855769230769
2013,11320,47,1.0,182,55.0,30,24,11,0.0,1,490.6666666666667,498,269,202,66,3,43,220,17,345,54,14,12,2222,1884,140,50,41,20,527,517,103,0.0,110.3896103896104,0.5555555555555556,3.7051630434782608,76.0,3.7526936803855793,1.4633152173913042,9.134510869565219,0.7887228260869565,4.0353260869565215,6.328125,1.5681818181818181,4.934103260869565
2013,11320,48,1.0,222,0.0,21,34,7,0.0,0,477.0,524,323,263,83,14,50,237,2,381,46,31,5,2201,1865,150,59,31,22,488,471,127,0.0,102.55629945222155,0.38181818181818183,4.962264150943396,111.0,3.8894790121693728,1.5953878406708595,9.88679245283019,0.9433962264150944,4.471698113207547,7.188679245283019,1.6075949367088607,6.09433962264151
2013,11320,51,1.0,198,55.0,27,28,10,0.0,1,489.0,449,252,217,74,11,39,204,6,349,58,20,4,2133,1804,144,47,49,18,528,501,93,0.0,89.25925925925927,0.4909090909090909,3.9938650306748467,102.0,3.5611745530627377,1.3353783231083844,8.263803680981594,0.7177914110429447,3.7546012269938647,6.423312883435583,1.7107843137254901,4.638036809815951
2013,11320,61,1.0,187,59.0,34,24,16,0.0,3,504.0,489,289,233,77,11,28,227,0,341,71,22,10,2263,1906,120,51,40,19,574,507,103,0.0,90.41546688605511,0.5862068965517241,4.160714285714286,105.0,3.4872627797644613,1.4206349206349207,8.732142857142858,0.5,4.053571428571429,6.089285714285714,1.502202643171806,5.160714285714286
2013,11320,62,1.0,139,55.0,30,25,10,0.0,1,452.6666666666667,442,238,186,88,8,17,137,5,335,57,19,7,1957,1702,48,24,47,14,519,428,121,0.0,84.49257253921976,0.5454545454545454,3.698085419734904,98.0,2.638220069897009,1.2790868924889542,8.787923416789395,0.3379970544918998,2.7238586156111926,6.660530191458026,2.4452554744525545,4.731958762886598
2013,11320,67,1.0,216,52.0,12,40,7,0.0,0,453.0,514,322,274,104,13,36,208,14,299,44,18,3,2087,1761,133,61,49,24,510,455,117,0.0,75.43347917679468,0.23076923076923078,5.443708609271523,156.0,3.7263040916534553,1.5938189845474613,10.211920529801326,0.7152317880794702,4.132450331125828,5.940397350993377,1.4375,6.397350993377483
2013,11320,71,1.0,178,55.0,24,32,10,0.0,1,487.3333333333333,505,295,212,81,10,44,188,6,325,45,16,5,2174,1873,105,41,49,19,533,496,99,0.0,124.21650884434494,0.42857142857142855,3.915184678522572,68.0,3.6186874426528726,1.4220246238030096,9.326265389876882,0.8125854993160054,3.4719562243502056,6.002051983584132,1.7287234042553192,5.448016415868673
