season,season_id,school_id,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2024,16580,2,1.0,165,40.0,22,17,8,1.0,1,341.3333333333333,361,235,201,55,4,54,155,0,347,40,7,42,1573,1353,76,22,12,12,302,342,100,1.0,132.98416070542672,0.5641025641025641,5.2998046875,61.0,4.830142008944819,1.51171875,9.5185546875,1.423828125,4.0869140625,9.1494140625,2.238709677419355,6.1962890625
2024,16580,5,1.0,157,43.0,13,30,3,1.0,0,363.0,478,331,275,94,16,61,149,0,277,53,2,38,1757,1506,48,27,23,24,349,410,82,5.0,89.27087260513417,0.3023255813953488,6.818181818181818,131.0,5.420661012904873,1.7272727272727273,11.851239669421487,1.512396694214876,3.6942148760330578,6.867768595041323,1.8590604026845639,8.206611570247933
2024,16580,6,1.0,77,29.0,6,22,2,0.0,0,195.66666666666666,314,295,232,56,14,43,134,4,104,61,1,39,1090,874,26,10,9,11,191,255,37,3.0,109.34009222148,0.21428571428571427,10.671209540034072,167.0,7.87648297732216,2.2896081771720613,14.442930153321978,1.9778534923339013,6.163543441226577,4.7836456558773435,0.7761194029850746,13.568994889267463
2024,16580,7,1.0,129,42.0,20,17,5,0.0,0,323.6666666666667,347,276,221,74,14,27,188,8,288,45,5,37,1540,1254,66,37,28,25,281,360,95,3.0,92.38700236743112,0.5405405405405406,6.145211122554067,114.0,4.557306940394355,1.6529351184346035,9.648815653964984,0.7507723995880535,5.2276004119464465,8.008238928939237,1.5319148936170213,7.6745623069001025
2024,16580,8,1.0,145,41.0,26,15,9,1.0,1,322.0,324,214,195,62,2,59,144,6,329,36,2,30,1448,1245,74,28,7,16,267,325,99,4.0,98.061312636417,0.6341463414634146,5.450310559006211,96.0,5.108365271755377,1.453416149068323,9.055900621118012,1.6490683229813665,4.024844720496895,9.195652173913045,2.2847222222222223,5.9813664596273295
2024,16580,9,1.0,138,36.0,14,18,4,1.0,1,295.0,287,196,162,53,5,33,122,1,255,54,0,28,1337,1128,83,46,16,16,300,291,77,4.0,115.35199321458865,0.4375,4.942372881355932,72.0,4.608091558732954,1.3864406779661016,8.75593220338983,1.006779661016949,3.7220338983050847,7.779661016949153,2.0901639344262297,5.979661016949152
2024,16580,17,1.0,39,7.0,0,6,0,0.0,0,62.333333333333336,88,95,74,11,8,4,49,0,46,22,1,11,338,253,14,7,1,10,63,65,17,0.0,100.24744795930192,0.0,10.684491978609625,184.0,5.868238390963535,2.197860962566845,12.705882352941176,0.5775401069518716,7.074866310160427,6.641711229946524,0.9387755102040817,13.71657754010695
2024,16580,28,1.0,169,46.0,21,19,4,0.0,0,366.6666666666667,417,297,266,94,8,64,201,4,411,42,5,23,1725,1443,77,32,16,23,287,344,118,4.0,145.3254527615969,0.525,6.529090909090909,62.0,5.108291866899363,1.6854545454545453,10.235454545454544,1.5709090909090908,4.933636363636363,10.088181818181818,2.044776119402985,7.289999999999999
2024,16580,29,1.0,218,44.0,27,16,7,2.0,1,432.0,484,236,210,116,9,25,124,1,423,58,4,21,1937,1721,74,21,23,10,412,409,100,4.0,115.93655258223367,0.627906976744186,4.375,64.0,3.1507076918151884,1.4074074074074074,10.083333333333334,0.5208333333333334,2.5833333333333335,8.8125,3.411290322580645,4.916666666666666
2024,16580,30,1.0,166,33.0,16,19,9,0.0,0,314.6666666666667,345,271,233,74,12,42,172,6,215,51,4,32,1494,1231,122,52,18,22,330,352,51,2.0,105.79477450911332,0.45714285714285713,6.664194915254237,109.0,5.587540711275326,1.6430084745762712,9.867584745762711,1.201271186440678,4.919491525423728,6.149364406779661,1.25,7.751059322033898
2024,16580,31,1.0,172,42.0,31,6,15,0.0,0,367.0,270,150,141,49,1,31,146,6,507,45,2,18,1528,1306,88,26,19,11,266,278,132,6.0,123.64633067034492,0.8378378378378378,3.457765667574932,46.0,2.989295087112393,1.1335149863760219,6.62125340599455,0.7602179836512262,3.5803814713896456,12.43324250681199,3.4726027397260273,3.678474114441417
2024,16580,32,1.0,144,34.0,20,16,9,1.0,0,329.0,342,236,212,49,4,45,170,8,360,39,1,31,1527,1294,127,57,13,11,286,304,125,0.0,104.79486139781775,0.5555555555555556,5.7993920972644375,95.0,4.588278050928101,1.5562310030395137,9.355623100303951,1.2310030395136777,4.650455927051672,9.848024316109422,2.1176470588235294,6.455927051671733
2024,16580,37,1.0,161,35.0,19,18,6,0.0,0,318.0,344,217,201,64,5,54,157,4,332,38,1,37,1475,1261,91,35,12,7,293,296,81,0.0,109.5231054616643,0.5135135135135135,5.688679245283018,89.0,5.051956818300164,1.5754716981132075,9.735849056603774,1.5283018867924527,4.443396226415095,9.39622641509434,2.1146496815286624,6.141509433962264
2024,16580,43,1.0,185,47.0,31,13,11,4.0,1,397.0,416,342,304,72,7,54,257,3,428,72,7,62,1924,1558,165,85,14,23,347,376,102,1.0,112.42780333102304,0.7045454545454546,6.89168765743073,104.0,5.191074097263458,1.6952141057934509,9.430730478589421,1.2241813602015115,5.8261964735516365,9.702770780856422,1.6653696498054475,7.753148614609572
2024,16580,47,1.0,150,44.0,25,17,13,1.0,0,368.0,400,279,245,66,12,52,228,11,386,33,6,52,1743,1444,104,36,17,21,313,352,125,2.0,170.5849396728951,0.5952380952380952,5.991847826086957,30.0,4.959685147531775,1.7065217391304348,9.782608695652174,1.2717391304347825,5.576086956521739,9.44021739130435,1.6929824561403508,6.823369565217391
2024,16580,48,1.0,105,35.0,10,21,5,0.0,0,263.0,303,261,206,58,6,30,136,4,222,44,2,38,1273,1049,57,29,20,22,224,294,61,4.0,122.78708900065172,0.3225806451612903,7.049429657794677,94.0,4.9407460666919665,1.6692015209125475,10.368821292775666,1.0266159695817492,4.653992395437262,7.596958174904943,1.6323529411764706,8.931558935361217
2024,16580,51,1.0,161,31.0,16,16,6,0.0,0,302.3333333333333,294,213,190,48,8,40,162,7,305,51,0,17,1389,1158,109,38,5,13,248,307,97,5.0,94.08595469314162,0.5,5.656008820286659,104.0,4.908713837431588,1.5082690187431091,8.751929437706725,1.1907386990077178,4.822491730981257,9.07938257993385,1.882716049382716,6.340683572216097
2024,16580,52,1.0,161,32.0,6,27,2,0.0,0,264.6666666666667,363,315,272,74,8,41,186,2,180,50,4,50,1384,1105,75,30,18,25,223,350,59,2.0,116.25965859602975,0.18181818181818182,9.249370277078086,134.0,6.421552686684112,2.074307304785894,12.34382871536524,1.394206549118388,6.324937027707808,6.120906801007557,0.967741935483871,10.711586901763223
2024,16580,61,1.0,127,48.0,24,17,8,2.0,1,389.6666666666667,400,227,186,82,12,32,144,6,314,49,2,27,1742,1516,63,17,19,14,346,456,107,4.0,115.29888897572158,0.5853658536585366,4.295979469632164,63.0,4.034667945910173,1.3960650128314798,9.238665526090676,0.739093242087254,3.325919589392643,7.25235243798118,2.1805555555555554,5.242942686056458
2024,16580,62,1.0,127,35.0,16,18,6,2.0,0,297.0,289,193,172,62,5,39,132,0,285,26,4,27,1319,1134,77,25,11,15,279,288,70,5.0,103.70270950423621,0.47058823529411764,5.212121212121213,87.0,4.476675705283202,1.4175084175084176,8.757575757575758,1.1818181818181819,4.0,8.636363636363637,2.159090909090909,5.848484848484849
2024,16580,67,1.0,136,35.0,15,17,4,0.0,0,281.3333333333333,327,216,204,59,13,38,135,4,245,39,3,25,1317,1109,68,24,14,20,269,286,64,0.0,73.61568147281652,0.46875,6.5260663507109005,143.0,4.962505567890316,1.64218009478673,10.46090047393365,1.2156398104265405,4.31872037914692,7.837677725118484,1.8148148148148149,6.909952606635072
2024,16580,71,1.0,153,40.0,24,14,5,0.0,0,326.3333333333333,401,288,255,83,3,52,170,1,286,45,3,39,1569,1318,84,48,14,22,267,374,103,3.0,103.74477798354795,0.631578947368421,7.032686414708888,117.0,5.38803650428445,1.749744637385087,11.059244126659857,1.4341164453524005,4.6884576098059245,7.887640449438202,1.6823529411764706,7.942798774259448
2024,16580,72,1.0,111,34.0,9,21,3,1.0,0,271.0,333,263,222,70,8,44,136,2,219,40,3,33,1303,1102,27,18,10,15,244,300,72,1.0,94.65357904946654,0.3,7.372693726937269,134.0,5.535641749489098,1.7306273062730628,11.059040590405903,1.4612546125461254,4.516605166051661,7.273062730627307,1.6102941176470589,8.734317343173432
2024,16580,77,1.0,166,38.0,15,22,9,0.0,0,331.3333333333333,378,247,221,88,9,48,174,4,331,51,5,30,1565,1313,96,36,13,13,352,256,97,2.0,122.0761119864259,0.40540540540540543,6.003018108651911,81.0,5.015372532712424,1.6659959758551308,10.267605633802818,1.3038229376257546,4.72635814889336,8.990945674044266,1.9022988505747127,6.709255533199196
2024,16580,80,1.0,100,37.0,10,25,4,1.0,0,280.0,339,258,221,75,12,36,171,1,250,47,1,45,1390,1136,45,23,25,9,294,256,73,1.0,132.33431827775433,0.2857142857142857,7.103571428571429,83.0,5.31426589287339,1.8214285714285714,10.89642857142857,1.157142857142857,5.496428571428572,8.035714285714286,1.4619883040935673,8.292857142857143
2024,16580,81,1.0,98,26.0,16,8,5,1.0,0,211.33333333333334,202,117,100,34,1,23,87,8,208,41,3,14,953,810,43,23,9,5,202,198,61,1.0,88.00443714999712,0.6666666666666666,4.2586750788643535,82.0,4.35624426150791,1.3675078864353312,8.602523659305993,0.9794952681388012,3.7050473186119874,8.858044164037855,2.3908045977011496,4.982649842271293
2024,16580,83,1.0,89,26.0,14,15,6,2.0,0,213.33333333333334,235,192,152,53,5,22,132,0,213,50,6,36,1044,836,52,26,8,18,182,211,64,5.0,93.64769228451026,0.4827586206896552,6.4125000000000005,118.0,4.995962321444818,1.7203125,9.9140625,0.928125,5.5687500000000005,8.9859375,1.6136363636363635,8.1
2024,16580,87,1.0,118,22.0,10,14,5,0.0,0,202.66666666666666,307,267,241,56,5,42,166,5,164,58,4,47,1116,862,74,40,10,19,205,201,42,0.0,81.76045867190824,0.4166666666666667,10.702302631578949,219.0,7.484284689865872,2.3338815789473686,13.633223684210526,1.8651315789473686,7.37171052631579,7.282894736842105,0.9879518072289156,11.856907894736842
2024,16580,90,1.0,157,42.0,27,18,10,0.0,0,404.3333333333333,382,182,165,94,10,22,139,3,375,67,4,25,1763,1511,93,35,32,14,389,392,101,7.0,110.79112153472366,0.6,3.672712283594394,57.0,3.4737111878916442,1.2885408079142622,8.502885408079143,0.4896949711459192,3.093981863149217,8.347073371805442,2.697841726618705,4.051112943116241
2024,16580,94,1.0,115,40.0,13,25,3,2.0,0,363.0,357,192,171,61,6,33,151,5,315,41,4,34,1588,1355,68,33,28,13,349,356,81,5.0,111.55481644959747,0.34210526315789475,4.239669421487603,65.0,4.125895172684487,1.399449035812672,8.851239669421489,0.8181818181818182,3.7438016528925617,7.809917355371901,2.0860927152317883,4.760330578512397
