season,season_id,school_id,stats_player_seq,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B,3B,Bk,HR,WP,HB,IBB,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,CG,pickoffs,PI,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2014,11620,5,1197525,1,0.6666666666666666,0,1,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,0.0,1.5,0.0,0.0,13.5,13.5,1.0,13.5
2014,11620,5,1197526,1,4.333333333333333,7,2,2,2,4,0,21,19,0,0,0,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0.0,0.0,0.0,,4.153846153846154,2.076923076923077,14.538461538461538,2.076923076923077,4.153846153846154,8.307692307692308,2.0,4.153846153846154
2014,11620,5,1312124,1,0.3333333333333333,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,0.0,3.0,27.0,0.0,0.0,0.0,,0.0
2014,11620,5,1436915,3,3.0,1,0,0,1,2,0,12,11,0,0,0,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0.0,0.0,0.0,,0.0,0.6666666666666666,3.0,6.0,3.0,6.0,2.0,0.0
2014,11620,5,1543278,17,23.666666666666664,24,11,10,14,26,0,110,88,3,1,0,6,2,4,0,5,0,1,3,24,17,1,0,1,8,0.0,0.0,274.0,1.0,3.802816901408451,1.6056338028169015,9.126760563380284,2.281690140845071,5.323943661971832,9.887323943661972,1.8571428571428572,4.183098591549296
2014,11620,5,1543287,20,33.0,28,11,7,16,11,0,144,115,4,0,0,3,0,3,2,6,3,8,2,38,43,3,2,1,4,0.0,0.0,215.0,0.6,1.9090909090909092,1.3333333333333333,7.636363636363637,0.8181818181818182,4.363636363636363,3.0,0.6875,3.0
2014,11620,6,1106896,15,27.333333333333336,30,22,21,17,31,0,126,105,8,3,3,5,1,1,0,10,7,2,1,23,21,2,4,2,8,0.0,0.0,60.0,0.3333333333333333,6.914634146341463,1.719512195121951,9.878048780487804,1.646341463414634,5.597560975609756,10.207317073170731,1.8235294117647058,7.24390243902439
2014,11620,6,1322592,4,5.0,5,8,8,6,2,0,26,17,1,0,0,3,0,2,0,2,0,0,1,3,8,0,1,0,2,0.0,0.0,24.0,0.0,14.4,2.2,9.0,5.3999999999999995,10.799999999999999,3.6,0.3333333333333333,14.4
2014,11620,6,1440361,7,14.0,18,20,12,8,5,0,77,56,4,0,0,3,0,9,0,6,2,3,1,20,13,1,0,0,2,0.0,0.0,58.0,1.0,7.7142857142857135,1.8571428571428572,11.571428571428573,1.9285714285714284,5.142857142857142,3.2142857142857144,0.625,12.857142857142858
2014,11620,6,1440362,19,37.333333333333336,28,22,19,24,22,0,168,127,4,0,4,5,0,7,0,15,9,7,3,32,51,3,1,0,11,0.0,0.0,106.0,0.75,4.580357142857142,1.3928571428571428,6.75,1.2053571428571428,5.785714285714285,5.303571428571429,0.9166666666666666,5.303571428571429
2014,11620,6,1530730,1,1.0,2,2,2,3,0,0,6,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,18.0,5.0,18.0,0.0,27.0,0.0,0.0,18.0
2014,11620,6,1530731,1,1.3333333333333333,2,1,1,1,1,0,7,5,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0.0,0.0,0.0,,6.75,2.25,13.5,0.0,6.75,6.75,1.0,6.75
2014,11620,6,1530746,1,2.0,1,3,2,4,2,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,,9.0,2.5,4.5,0.0,18.0,9.0,0.5,13.5
2014,11620,6,1548771,22,60.333333333333336,76,56,42,46,45,0,308,233,13,1,3,11,0,10,0,6,4,11,8,57,65,4,4,0,16,0.0,0.0,241.0,0.5,6.265193370165746,2.022099447513812,11.337016574585634,1.6408839779005526,6.861878453038673,6.712707182320441,0.9782608695652174,8.353591160220994
2014,11620,6,1548772,5,2.0,3,12,12,14,2,0,24,8,1,0,1,2,0,2,0,3,0,0,0,1,2,0,0,0,1,0.0,0.0,65.0,,54.0,8.5,13.5,9.0,63.0,9.0,0.14285714285714285,54.0
2014,11620,6,1548775,10,7.0,14,12,10,15,8,0,52,33,5,0,0,3,0,1,0,11,10,1,2,4,7,0,1,0,5,0.0,0.0,77.0,0.0,12.857142857142858,4.142857142857143,18.0,3.8571428571428568,19.285714285714285,10.285714285714285,0.5333333333333333,15.428571428571427
2014,11620,6,1548776,17,22.333333333333332,15,20,14,30,14,0,109,76,2,0,3,6,0,2,0,5,2,1,0,19,26,2,3,0,7,0.0,0.0,129.0,0.4,5.64179104477612,2.0149253731343286,6.044776119402986,2.417910447761194,12.089552238805972,5.64179104477612,0.4666666666666667,8.059701492537314
2014,11620,6,1548788,8,8.0,5,3,3,4,10,0,33,29,1,0,0,1,0,0,0,0,0,0,0,9,5,1,0,3,1,0.0,0.0,0.0,1.0,3.375,1.125,5.625,1.125,4.5,11.25,2.5,3.375
2014,11620,7,1316333,8,11.333333333333332,13,9,8,3,10,0,57,44,4,0,1,2,0,6,0,5,4,3,1,6,17,1,0,0,1,0.0,0.0,148.0,1.0,6.352941176470589,1.411764705882353,10.323529411764707,1.5882352941176472,2.3823529411764706,7.941176470588236,3.3333333333333335,7.147058823529412
