season,season_id,school_id,stats_player_seq,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B,3B,Bk,HR,WP,HB,IBB,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,CG,pickoffs,PI,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2019,14781,2,1767887,10,11.666666666666666,23,16,16,9,10,0,70,57,4,1,0,2,3,4,2,9,7,0,0,15,9,0,0,0,4,0.0,0.0,268.0,,12.342857142857143,2.742857142857143,17.742857142857144,1.542857142857143,6.942857142857143,7.714285714285715,1.1111111111111112,12.342857142857143
2019,14781,2,1884436,52,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,1884443,52,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,1884456,28,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,1997672,12,15.0,26,17,15,8,12,0,84,71,7,0,0,1,3,5,0,4,2,0,0,15,15,0,0,0,1,0.0,0.0,285.0,,9.0,2.2666666666666666,15.600000000000001,0.6,4.8,7.2,1.5,10.2
2019,14781,2,1997673,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,1997674,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,1997675,21,19.333333333333332,14,8,7,8,18,0,81,66,2,0,2,2,1,5,0,14,8,2,0,23,12,0,0,0,7,0.0,0.0,299.0,,3.2586206896551726,1.1379310344827587,6.517241379310345,0.9310344827586208,3.724137931034483,8.379310344827587,2.25,3.724137931034483
2019,14781,2,1997676,16,37.333333333333336,42,34,27,12,28,0,177,151,10,1,1,3,3,7,0,11,7,5,2,38,41,1,4,1,10,0.0,0.0,664.0,0.2,6.508928571428571,1.4464285714285714,10.125,0.7232142857142856,2.8928571428571423,6.75,2.3333333333333335,8.196428571428571
2019,14781,2,1997698,52,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,1997699,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,1997701,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,1997702,24,57.0,49,20,14,5,34,0,228,209,12,0,0,2,0,7,2,23,8,4,3,54,75,2,1,10,14,0.0,0.0,811.0,0.6666666666666666,2.2105263157894735,0.9473684210526315,7.7368421052631575,0.3157894736842105,0.7894736842105263,5.368421052631579,6.8,3.1578947368421053
2019,14781,2,1997704,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,1997705,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,1997706,13,56.0,66,45,37,23,43,0,263,218,9,2,0,4,6,10,0,3,0,6,6,47,69,4,5,1,12,0.0,0.0,940.0,0.4444444444444444,5.946428571428571,1.5892857142857142,10.607142857142858,0.6428571428571428,3.696428571428571,6.9107142857142865,1.8695652173913044,7.232142857142858
2019,14781,2,1997707,20,35.333333333333336,25,13,13,21,31,0,153,125,2,2,0,4,4,5,0,18,6,2,0,32,38,2,0,0,5,0.0,0.0,631.0,1.0,3.3113207547169807,1.3018867924528301,6.367924528301886,1.0188679245283019,5.349056603773585,7.896226415094339,1.4761904761904763,3.3113207547169807
2019,14781,2,1997710,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,2133302,47,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,2,2133304,14,78.0,81,43,40,30,64,0,349,302,16,1,0,7,2,8,0,0,0,6,3,88,75,7,4,0,14,0.0,0.0,1219.0,0.6363636363636364,4.615384615384615,1.4230769230769231,9.346153846153847,0.8076923076923077,3.4615384615384617,7.384615384615384,2.1333333333333333,4.961538461538462
2019,14781,2,2133307,9,8.333333333333332,7,8,6,12,8,0,44,31,1,0,1,1,0,1,0,5,3,0,0,9,6,1,0,0,6,0.0,0.0,160.0,1.0,6.48,2.2800000000000002,7.5600000000000005,1.0800000000000003,12.96,8.640000000000002,0.6666666666666666,8.640000000000002
2019,14781,3,1771389,6,16.0,23,14,12,8,11,0,78,65,3,1,0,1,1,3,0,0,0,0,2,15,17,0,0,0,3,0.0,0.0,71.0,,6.75,1.9375,12.9375,0.5625,4.5,6.1875,1.375,7.875
2019,14781,3,1779110,25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,3,1890341,38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,3,1890343,26,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,3,1890347,24,32.666666666666664,25,9,8,12,41,0,138,120,2,1,1,1,3,3,0,18,4,2,1,34,21,2,1,14,15,0.0,0.0,156.0,0.6666666666666666,2.2040816326530615,1.1326530612244898,6.887755102040817,0.2755102040816327,3.306122448979592,11.29591836734694,3.4166666666666665,2.479591836734694
2019,14781,3,1982964,12,38.666666666666664,40,30,19,23,36,1,187,154,5,1,0,3,4,8,1,1,1,1,1,37,35,3,3,0,7,1.0,0.0,274.0,0.5,4.422413793103448,1.6293103448275863,9.310344827586208,0.6982758620689655,5.353448275862069,8.379310344827587,1.565217391304348,6.982758620689655
2019,14781,3,1982970,15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,3,1982973,12,26.0,21,8,7,13,19,0,110,94,4,0,0,2,0,2,0,6,0,1,0,28,27,1,0,0,5,0.0,0.0,82.0,1.0,2.423076923076923,1.3076923076923077,7.269230769230769,0.6923076923076923,4.5,6.576923076923077,1.4615384615384615,2.769230769230769
2019,14781,3,1982975,12,34.666666666666664,31,17,12,23,23,0,163,132,4,1,0,1,6,4,0,0,0,2,2,41,33,5,0,0,9,0.0,0.0,238.0,1.0,3.115384615384616,1.5576923076923077,8.048076923076923,0.25961538461538464,5.971153846153847,5.971153846153847,1.0,4.413461538461538
2019,14781,3,1982977,23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,3,2112590,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,3,2112591,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
2019,14781,3,2112592,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
