season,season_id,school_id,stats_player_seq,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B,3B,Bk,HR,WP,HB,IBB,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,CG,pickoffs,PI,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2015,12080,2,1547059,15,74.66666666666667,98,50,43,25,40,0,354,313,23,6,4,2,0,9,0,1,0,6,1,63,110,4,5,0,12,0.0,0.0,1081.0,0.4444444444444444,5.1830357142857135,1.6473214285714284,11.8125,0.24107142857142855,3.0133928571428568,4.821428571428571,1.6,6.0267857142857135
2015,12080,2,1547060,22,47.0,60,35,24,29,54,0,231,193,9,3,2,1,1,3,0,7,4,3,3,35,42,0,3,1,13,0.0,0.0,822.0,0.0,4.595744680851063,1.8936170212765957,11.48936170212766,0.19148936170212766,5.553191489361702,10.340425531914894,1.8620689655172413,6.702127659574468
2015,12080,2,1547062,2,2.333333333333333,4,2,2,0,0,0,11,10,1,0,1,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0.0,0.0,40.0,,7.714285714285715,1.7142857142857144,15.42857142857143,3.8571428571428577,0.0,0.0,,7.714285714285715
2015,12080,2,1547064,17,23.666666666666668,27,18,17,13,18,0,108,91,4,1,0,4,2,3,0,10,4,1,0,23,23,1,2,0,4,0.0,0.0,325.0,0.3333333333333333,6.464788732394366,1.6901408450704225,10.267605633802818,1.5211267605633803,4.943661971830985,6.845070422535211,1.3846153846153846,6.845070422535211
2015,12080,2,1659966,16,50.333333333333336,90,50,39,16,26,0,254,224,18,5,2,3,0,5,0,0,0,8,1,72,40,1,7,0,9,0.0,0.0,807.0,0.125,6.973509933774834,2.1059602649006623,16.092715231788077,0.5364238410596026,2.8609271523178803,4.649006622516556,1.625,8.940397350993377
2015,12080,2,1659976,15,88.0,91,51,36,23,82,1,384,339,16,0,6,9,1,8,0,0,0,8,6,87,85,3,8,0,16,0.0,0.0,1399.0,0.2727272727272727,3.681818181818182,1.2954545454545454,9.306818181818183,0.9204545454545455,2.352272727272727,8.386363636363637,3.5652173913043477,5.215909090909092
2015,12080,3,1653690,1,0.6666666666666666,3,4,1,2,1,0,8,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,38.0,,13.5,7.5,40.5,0.0,27.0,13.5,0.5,54.0
2015,12080,3,1653696,13,25.0,41,25,21,7,13,0,124,110,3,3,2,0,1,3,0,7,1,3,1,28,27,1,4,0,4,0.0,0.0,403.0,0.2,7.56,1.92,14.76,0.0,2.5200000000000005,4.68,1.8571428571428572,9.0
2015,12080,3,1653697,1,1.0,3,3,3,1,2,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,17.0,,27.0,4.0,27.0,0.0,9.0,18.0,2.0,27.0
2015,12080,4,1663964,8,10.666666666666666,13,5,3,4,9,0,49,43,3,0,0,2,0,1,0,3,0,1,0,5,15,0,0,0,4,0.0,0.0,57.0,,2.53125,1.59375,10.96875,1.6875,3.375,7.59375,2.25,4.21875
2015,12080,4,1664107,4,10.0,12,13,5,7,6,0,52,42,2,0,1,2,0,2,0,0,0,1,0,16,8,0,2,0,3,0.0,0.0,43.0,0.0,4.5,1.9,10.799999999999999,1.8,6.3,5.3999999999999995,0.8571428571428571,11.700000000000001
2015,12080,4,1668513,19,40.0,38,15,14,10,35,0,173,156,8,2,0,6,0,3,1,11,4,4,0,46,34,4,1,5,14,0.0,0.0,298.0,0.8,3.15,1.2,8.549999999999999,1.3499999999999999,2.25,7.875,3.5,3.375
2015,12080,4,1668514,7,9.0,13,5,4,4,4,0,42,36,1,0,0,0,0,1,0,4,2,1,0,12,7,2,0,0,0,0.0,0.0,73.0,1.0,4.0,1.8888888888888888,13.0,0.0,4.0,4.0,1.0,5.0
2015,12080,4,1668515,1,1.0,3,2,2,3,0,0,8,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0.0,0.0,,18.0,6.0,27.0,0.0,27.0,0.0,0.0,18.0
2015,12080,5,1218824,4,3.6666666666666665,10,9,9,3,2,0,26,21,4,0,3,1,2,2,0,1,1,0,0,5,4,1,0,0,0,0.0,0.0,107.0,1.0,22.09090909090909,3.5454545454545454,24.545454545454547,2.454545454545455,7.363636363636364,4.90909090909091,0.6666666666666666,22.09090909090909
2015,12080,5,1321050,13,49.0,53,20,17,12,31,0,206,188,8,0,1,2,0,4,0,5,4,1,1,60,44,5,2,0,10,0.0,0.0,546.0,0.7142857142857143,3.122448979591837,1.3265306122448979,9.73469387755102,0.36734693877551017,2.204081632653061,5.6938775510204085,2.5833333333333335,3.673469387755102
2015,12080,5,1436918,13,22.333333333333332,32,12,7,3,17,0,103,97,4,0,1,1,0,0,0,7,4,1,2,28,19,1,2,1,3,0.0,0.0,190.0,0.3333333333333333,2.82089552238806,1.5671641791044777,12.895522388059703,0.4029850746268657,1.208955223880597,6.850746268656717,5.666666666666667,4.835820895522388
2015,12080,5,1436920,15,89.33333333333333,87,41,37,30,72,0,390,350,17,2,3,12,0,6,1,0,0,2,2,94,86,5,4,0,17,0.0,0.0,792.0,0.5555555555555556,3.727611940298508,1.3097014925373136,8.764925373134329,1.208955223880597,3.022388059701493,7.253731343283582,2.4,4.130597014925374
2015,12080,5,1436922,20,28.666666666666664,35,20,13,7,22,0,129,117,9,0,2,1,0,2,0,10,3,3,0,35,22,0,2,2,6,0.0,0.0,308.0,0.0,4.0813953488372094,1.4651162790697676,10.988372093023257,0.313953488372093,2.1976744186046515,6.906976744186046,3.142857142857143,6.279069767441861
2015,12080,5,1436926,19,18.333333333333332,18,12,8,4,24,0,80,73,2,2,3,2,0,0,0,11,4,3,0,14,15,1,2,10,6,0.0,0.0,185.0,0.3333333333333333,3.9272727272727277,1.2000000000000002,8.836363636363638,0.9818181818181819,1.9636363636363638,11.781818181818181,6.0,5.890909090909091
2015,12080,5,1639629,3,3.0,6,4,3,1,2,0,17,15,1,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0.0,0.0,16.0,,9.0,2.3333333333333335,18.0,0.0,3.0,6.0,2.0,12.0
2015,12080,6,1322600,10,44.666666666666664,57,39,34,27,43,0,222,183,6,1,2,2,1,7,0,0,0,1,4,36,47,4,3,0,8,0.0,0.0,257.0,0.5714285714285714,6.850746268656717,1.8805970149253732,11.485074626865671,0.4029850746268657,5.440298507462687,8.664179104477611,1.5925925925925926,7.858208955223882
2015,12080,6,1548781,1,1.0,3,1,1,0,1,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,9.0,3.0,27.0,0.0,0.0,9.0,,9.0
2015,12080,6,1548783,22,31.666666666666668,41,29,24,10,33,0,154,134,11,2,2,2,1,6,1,9,4,3,1,30,27,0,0,0,15,0.0,0.0,230.0,,6.821052631578947,1.6105263157894736,11.652631578947368,0.5684210526315789,2.8421052631578947,9.378947368421052,3.3,8.242105263157894
2015,12080,6,1548786,25,62.0,71,54,33,25,56,0,287,240,7,3,7,3,1,12,0,12,8,8,2,65,48,2,6,0,14,0.0,0.0,474.0,0.25,4.790322580645161,1.5483870967741935,10.306451612903226,0.43548387096774194,3.629032258064516,8.129032258064516,2.24,7.838709677419355
2015,12080,6,1548792,16,35.333333333333336,52,33,26,10,16,0,169,152,12,0,4,5,1,5,0,10,5,1,1,31,51,0,1,0,4,0.0,0.0,305.0,0.0,6.6226415094339615,1.7547169811320753,13.245283018867923,1.2735849056603774,2.547169811320755,4.0754716981132075,1.6,8.40566037735849
2015,12080,6,1661669,19,50.666666666666664,59,42,42,31,38,0,241,198,11,3,3,5,0,6,0,7,5,3,3,52,53,3,3,0,12,0.0,0.0,232.0,0.5,7.460526315789474,1.7763157894736843,10.480263157894736,0.8881578947368421,5.506578947368421,6.75,1.2258064516129032,7.460526315789474
2015,12080,6,1661679,8,8.666666666666666,5,0,0,6,10,0,36,29,0,0,0,1,0,1,0,3,0,0,0,4,10,0,0,0,2,0.0,0.0,99.0,,0.0,1.2692307692307694,5.1923076923076925,1.0384615384615385,6.230769230769232,10.384615384615385,1.6666666666666667,0.0
