season,season_id,school_id,stats_player_seq,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HB,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2017,12560,3,1771385,11,0.0,1,1,0,0.0,0,16.0,17,11,7,3,0,0,6,0,5,1,0,5,71,62,7,2,0,2,19,20,1,0.0,0.5,3.9375,1.4375,9.5625,0.0,3.375,2.8125,0.8333333333333334,6.1875
2017,12560,3,1771386,11,9.0,3,5,0,1.0,0,55.0,57,26,26,5,0,4,15,1,35,2,1,5,231,210,0,0,3,1,69,48,6,0.0,0.375,4.254545454545455,1.309090909090909,9.327272727272728,0.6545454545454545,2.454545454545454,5.7272727272727275,2.3333333333333335,4.254545454545455
2017,12560,3,1771389,18,0.0,0,0,0,0.0,0,16.333333333333332,23,13,10,3,0,2,6,0,14,3,1,2,79,66,11,5,2,2,15,15,2,0.0,,5.510204081632653,1.7755102040816328,12.673469387755102,1.1020408163265307,3.306122448979592,7.714285714285715,2.3333333333333335,7.16326530612245
2017,12560,3,1771390,4,3.0,1,1,0,0.0,0,11.0,13,5,4,1,0,0,6,0,10,1,0,4,50,43,2,2,0,0,8,12,5,0.0,0.5,3.272727272727273,1.7272727272727273,10.636363636363637,0.0,4.909090909090908,8.181818181818182,1.6666666666666667,4.090909090909091
2017,12560,3,1777794,12,9.0,1,0,0,0.0,0,45.33333333333333,53,26,20,6,2,2,16,1,41,3,0,2,203,177,3,0,3,4,35,52,14,0.0,1.0,3.970588235294118,1.522058823529412,10.522058823529413,0.3970588235294118,3.1764705882352944,8.139705882352942,2.5625,5.161764705882353
2017,12560,3,1890346,16,2.0,1,3,2,0.0,0,23.666666666666664,34,18,15,6,1,4,7,0,22,0,0,5,110,103,10,6,0,0,27,20,10,0.0,0.25,5.704225352112676,1.7323943661971832,12.929577464788734,1.5211267605633805,2.661971830985916,8.366197183098592,3.142857142857143,6.845070422535212
2017,12560,3,1890347,14,1.0,1,2,0,0.0,0,19.0,22,13,9,2,0,0,13,0,16,3,1,1,90,74,6,1,0,0,20,14,4,0.0,0.3333333333333333,4.263157894736842,1.8421052631578947,10.421052631578949,0.0,6.157894736842105,7.578947368421052,1.2307692307692308,6.157894736842105
2017,12560,3,1890348,1,1.0,0,1,0,0.0,0,0.3333333333333333,2,3,3,0,0,0,0,0,0,4,0,0,6,2,0,0,0,0,0,0,0,0.0,0.0,81.0,6.0,54.0,0.0,0.0,0.0,,81.0
2017,12560,3,1890349,5,1.0,0,0,0,0.0,0,8.333333333333332,8,4,4,2,0,0,3,0,6,2,0,0,37,31,4,1,0,1,10,8,1,0.0,,4.320000000000001,1.3200000000000003,8.640000000000002,0.0,3.24,6.48,2.0,4.320000000000001
2017,12560,4,1558661,8,0.0,1,1,0,0.0,0,15.333333333333332,17,9,8,4,0,0,4,0,5,0,0,0,64,55,2,0,2,3,21,16,3,0.0,0.5,4.695652173913043,1.3695652173913044,9.978260869565219,0.0,2.3478260869565215,2.9347826086956523,1.25,5.282608695652175
2017,12560,4,1663964,11,0.0,0,1,0,0.0,0,13.666666666666666,17,11,9,4,0,0,8,1,7,2,0,1,65,53,3,1,2,0,17,14,5,0.0,0.0,5.926829268292683,1.829268292682927,11.195121951219512,0.0,5.26829268292683,4.609756097560975,0.875,7.2439024390243905
2017,12560,4,1664109,13,12.0,12,1,0,9.0,3,93.0,92,25,23,12,1,1,7,0,101,2,1,2,371,359,2,1,1,2,86,76,24,0.0,0.9230769230769231,2.225806451612903,1.064516129032258,8.903225806451612,0.09677419354838711,0.6774193548387097,9.774193548387096,14.428571428571429,2.419354838709677
2017,12560,4,1668514,8,1.0,0,0,0,0.0,0,12.0,16,9,8,7,1,0,9,0,4,2,0,3,62,49,2,0,2,0,15,15,1,0.0,,6.0,2.0833333333333335,12.0,0.0,6.75,3.0,0.4444444444444444,6.75
2017,12560,4,1668519,6,1.0,1,1,0,0.0,0,9.333333333333334,12,6,6,1,0,1,2,0,8,3,0,2,42,35,2,0,1,1,9,8,3,0.0,0.5,5.785714285714285,1.5,11.57142857142857,0.9642857142857142,1.9285714285714284,7.7142857142857135,4.0,5.785714285714285
2017,12560,4,1780076,13,4.0,2,0,3,0.0,0,36.666666666666664,29,13,12,4,0,3,14,0,31,0,0,2,151,136,1,0,0,1,27,48,7,0.0,1.0,2.9454545454545453,1.1727272727272728,7.118181818181819,0.7363636363636363,3.4363636363636365,7.609090909090909,2.2142857142857144,3.190909090909091
2017,12560,4,1783582,1,0.0,0,0,0,0.0,0,1.6666666666666665,1,1,1,0,0,0,1,0,1,0,0,0,6,4,2,1,0,1,2,1,1,0.0,,5.4,1.2000000000000002,5.4,0.0,5.4,5.4,1.0,5.4
2017,12560,4,1891428,8,0.0,1,1,0,0.0,0,8.0,5,4,4,1,0,0,9,0,4,0,0,5,34,24,0,0,0,1,5,11,1,0.0,0.5,4.5,1.75,5.625,0.0,10.125,4.5,0.4444444444444444,4.5
2017,12560,4,1891431,11,11.0,8,1,0,4.0,2,77.66666666666667,67,27,21,8,2,2,20,0,60,2,1,3,317,287,0,0,5,3,81,81,19,0.0,0.8888888888888888,2.433476394849785,1.1201716738197425,7.763948497854077,0.2317596566523605,2.317596566523605,6.952789699570815,3.0,3.128755364806867
2017,12560,4,1891433,6,1.0,0,1,0,0.0,0,7.0,3,3,3,1,0,0,5,0,5,6,2,1,36,23,0,0,1,1,6,9,3,0.0,0.0,3.8571428571428568,1.1428571428571428,3.8571428571428568,0.0,6.428571428571429,6.428571428571429,1.0,3.8571428571428568
2017,12560,4,1891434,11,0.0,3,1,0,0.0,0,32.0,50,21,18,10,3,2,10,0,20,2,0,6,151,136,5,1,2,1,40,26,7,0.0,0.75,5.0625,1.875,14.0625,0.5625,2.8125,5.625,2.0,5.90625
2017,12560,4,1891435,7,6.0,0,3,0,0.0,0,23.333333333333332,21,18,17,1,2,1,24,0,16,5,0,2,119,88,0,0,2,0,26,23,3,0.0,0.0,6.557142857142858,1.9285714285714286,8.1,0.38571428571428573,9.257142857142858,6.171428571428572,0.6666666666666666,6.942857142857143
2017,12560,4,1891436,2,0.0,0,0,0,0.0,0,2.0,5,6,6,1,1,0,4,0,3,1,0,0,15,9,0,0,0,1,1,1,0,0.0,,27.0,4.5,22.5,0.0,18.0,13.5,0.75,27.0
2017,12560,4,1891441,11,11.0,6,0,0,0.0,0,50.666666666666664,34,24,14,7,0,1,26,0,39,20,2,2,235,186,0,0,2,1,69,36,14,0.0,1.0,2.486842105263158,1.1842105263157896,6.039473684210526,0.17763157894736845,4.61842105263158,6.927631578947368,1.5,4.2631578947368425
2017,12560,4,1896506,3,0.0,0,0,0,0.0,0,4.0,3,1,1,0,0,0,4,0,4,1,0,0,19,14,0,0,0,0,3,4,1,0.0,,2.25,1.75,6.75,0.0,9.0,9.0,1.0,2.25
2017,12560,6,1773880,9,1.0,0,1,0,0.0,0,10.666666666666666,21,23,19,4,0,2,11,0,9,1,0,1,69,57,3,3,0,0,7,15,4,0.0,0.0,16.03125,3.0,17.71875,1.6875,9.28125,7.59375,0.8181818181818182,19.40625
2017,12560,6,1773882,38,8.0,3,8,6,3.0,1,111.33333333333333,97,55,41,20,1,4,60,2,137,10,0,16,493,409,24,8,8,4,95,82,54,0.0,0.2727272727272727,3.31437125748503,1.410179640718563,7.841317365269461,0.32335329341317365,4.850299401197605,11.074850299401197,2.283333333333333,4.446107784431137
2017,12560,6,1773883,25,4.0,1,3,0,0.0,0,54.333333333333336,73,68,50,14,2,3,37,0,25,21,5,2,299,239,6,6,2,0,66,64,7,0.0,0.25,8.282208588957054,2.0245398773006134,12.0920245398773,0.49693251533742333,6.128834355828221,4.141104294478527,0.6756756756756757,11.263803680981594
2017,12560,6,1879677,16,7.0,0,6,0,0.0,0,49.333333333333336,72,63,49,14,3,3,35,0,31,2,0,13,262,218,2,2,2,5,54,56,4,0.0,0.0,8.93918918918919,2.168918918918919,13.135135135135135,0.5472972972972973,6.385135135135135,5.655405405405405,0.8857142857142857,11.493243243243242
2017,12560,6,1879681,14,4.0,0,3,0,0.0,0,19.333333333333332,31,43,30,4,4,4,32,0,14,6,0,9,129,89,6,3,0,2,21,20,3,0.0,0.0,13.96551724137931,3.2586206896551726,14.431034482758623,1.8620689655172415,14.896551724137932,6.517241379310345,0.4375,20.01724137931035
2017,12560,6,1879682,4,0.0,0,0,0,0.0,0,5.0,6,7,6,1,0,0,9,0,2,0,0,0,31,21,0,0,0,1,6,6,2,0.0,,10.799999999999999,3.0,10.799999999999999,0.0,16.2,3.6,0.2222222222222222,12.6
2017,12560,6,1879685,12,1.0,1,1,0,0.0,0,13.666666666666666,18,23,19,5,0,1,20,0,8,4,0,3,85,59,4,4,0,2,8,22,2,0.0,0.5,12.51219512195122,2.780487804878049,11.853658536585366,0.6585365853658538,13.170731707317072,5.26829268292683,0.4,15.146341463414636
2017,12560,6,1879691,7,1.0,0,1,0,0.0,0,9.333333333333332,11,4,4,1,0,0,9,0,8,0,0,3,46,35,4,0,1,1,7,11,1,0.0,0.0,3.8571428571428577,2.1428571428571432,10.60714285714286,0.0,8.67857142857143,7.714285714285715,0.8888888888888888,3.8571428571428577
2017,12560,6,1879695,20,15.0,4,10,0,1.0,0,92.66666666666667,121,76,59,22,3,6,33,0,37,15,3,4,449,390,2,2,7,4,77,147,10,0.0,0.2857142857142857,5.730215827338129,1.6618705035971222,11.751798561151078,0.5827338129496403,3.2050359712230216,3.5935251798561145,1.121212121212121,7.381294964028777
2017,12560,6,1889146,19,10.0,2,5,0,1.0,0,66.0,97,61,45,16,2,5,36,0,35,4,5,5,331,273,10,8,10,7,61,82,11,0.0,0.2857142857142857,6.136363636363636,2.015151515151515,13.227272727272727,0.6818181818181819,4.909090909090908,4.7727272727272725,0.9722222222222222,8.318181818181818
2017,12560,7,1430239,14,14.0,8,4,0,3.0,1,95.0,97,43,37,18,1,3,35,0,103,11,0,6,421,368,0,0,6,1,79,91,18,0.0,0.6666666666666666,3.5052631578947366,1.3894736842105264,9.189473684210526,0.28421052631578947,3.31578947368421,9.757894736842106,2.942857142857143,4.073684210526316
2017,12560,7,1536243,18,9.0,3,4,0,0.0,0,61.666666666666664,73,44,39,15,2,7,25,1,47,2,2,3,280,246,10,4,5,2,50,79,10,0.0,0.42857142857142855,5.691891891891892,1.5891891891891892,10.654054054054056,1.0216216216216216,3.6486486486486487,6.859459459459459,1.88,6.421621621621622
2017,12560,7,1536244,17,1.0,4,0,2,1.0,0,50.0,48,25,22,9,2,2,19,2,41,7,2,5,220,187,18,3,4,3,44,60,9,0.0,1.0,3.96,1.34,8.64,0.36,3.42,7.38,2.1578947368421053,4.5
2017,12560,7,1661684,1,0.0,0,0,0,0.0,0,0.6666666666666666,3,2,2,0,0,0,1,0,1,0,0,0,6,5,0,0,0,0,0,1,0,0.0,,27.0,6.0,40.5,0.0,13.5,13.5,1.0,27.0
2017,12560,7,1661688,8,1.0,0,1,0,0.0,0,10.333333333333332,13,11,8,2,0,2,11,0,13,1,0,3,57,44,8,5,1,0,11,7,3,0.0,0.0,6.967741935483872,2.3225806451612905,11.322580645161292,1.741935483870968,9.580645161290324,11.322580645161292,1.1818181818181819,9.580645161290324
2017,12560,7,1661692,12,2.0,0,1,0,0.0,0,13.333333333333332,22,14,11,4,0,2,6,0,11,2,0,4,72,63,14,5,1,0,14,16,2,0.0,0.0,7.425000000000001,2.1,14.850000000000001,1.35,4.050000000000001,7.425000000000001,1.8333333333333333,9.450000000000001
2017,12560,7,1761906,26,2.0,7,1,4,1.0,0,74.0,53,23,16,11,1,1,20,5,78,9,1,1,306,262,26,9,11,4,59,79,24,0.0,0.875,1.945945945945946,0.9864864864864865,6.445945945945946,0.12162162162162163,2.4324324324324325,9.486486486486486,3.9,2.7972972972972974
2017,12560,7,1761911,4,1.0,0,1,0,0.0,0,4.0,6,7,5,2,0,0,7,0,0,1,0,2,25,16,0,0,0,1,4,5,0,0.0,0.0,11.25,3.25,13.5,0.0,15.75,0.0,0.0,15.75
2017,12560,7,1761912,11,2.0,0,1,1,0.0,0,25.0,28,19,19,3,2,3,13,0,16,4,1,2,117,96,9,1,2,2,36,18,9,0.0,0.0,6.84,1.64,10.080000000000002,1.08,4.68,5.76,1.2307692307692308,6.84
2017,12560,7,1761913,11,11.0,1,6,0,0.0,0,44.333333333333336,58,44,36,11,2,5,29,0,32,5,1,7,220,183,0,0,2,1,33,60,11,0.0,0.14285714285714285,7.308270676691729,1.962406015037594,11.774436090225564,1.0150375939849623,5.887218045112782,6.496240601503759,1.103448275862069,8.932330827067668
2017,12560,7,1761916,13,13.0,6,4,0,1.0,0,70.0,82,45,32,9,4,4,32,2,59,6,0,4,328,277,0,0,7,6,74,61,16,0.0,0.6,4.114285714285714,1.6285714285714286,10.542857142857143,0.5142857142857142,4.114285714285714,7.585714285714285,1.84375,5.7857142857142865
2017,12560,7,1761917,1,0.0,0,0,0,0.0,0,0.3333333333333333,1,1,1,0,0,0,1,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0.0,,27.0,6.0,27.0,0.0,27.0,27.0,1.0,27.0
2017,12560,7,1879497,21,0.0,2,2,2,0.0,0,39.666666666666664,44,18,15,6,2,2,11,5,24,6,0,0,175,153,29,11,5,0,46,39,3,0.0,0.5,3.4033613445378155,1.3865546218487397,9.983193277310924,0.453781512605042,2.495798319327731,5.445378151260504,2.1818181818181817,4.084033613445379
2017,12560,7,1879498,3,0.0,0,0,0,0.0,0,1.3333333333333333,2,5,5,0,0,0,3,0,0,0,0,1,9,6,5,1,0,0,2,2,0,0.0,,33.75,3.75,13.5,0.0,20.25,0.0,0.0,33.75
2017,12560,8,1527438,12,12.0,1,3,0,0.0,0,56.0,68,42,39,13,0,0,40,1,27,5,2,14,271,220,0,0,4,2,80,49,10,0.0,0.25,6.267857142857142,1.9285714285714286,10.928571428571427,0.0,6.428571428571429,4.339285714285714,0.675,6.75
2017,12560,8,1527448,5,0.0,0,1,0,0.0,0,3.6666666666666665,4,1,1,0,0,0,6,0,4,1,0,1,22,15,2,0,0,0,5,1,1,0.0,0.0,2.454545454545455,2.7272727272727275,9.81818181818182,0.0,14.727272727272728,9.81818181818182,0.6666666666666666,2.454545454545455
2017,12560,8,1655480,2,0.0,0,0,0,0.0,0,2.333333333333333,5,2,2,1,0,0,1,0,2,0,0,3,13,12,0,0,0,0,3,1,2,0.0,,7.714285714285715,2.5714285714285716,19.28571428571429,0.0,3.8571428571428577,7.714285714285715,2.0,7.714285714285715
2017,12560,8,1655481,20,1.0,2,1,0,0.0,0,28.0,37,19,17,5,0,0,27,2,26,2,0,4,145,113,19,9,1,2,27,25,13,0.0,0.6666666666666666,5.4642857142857135,2.2857142857142856,11.892857142857142,0.0,8.678571428571429,8.357142857142858,0.9629629629629629,6.107142857142858
2017,12560,8,1655483,14,13.0,5,5,0,0.0,0,72.33333333333333,74,45,32,10,3,4,36,0,64,7,0,15,329,278,0,0,5,1,71,67,15,0.0,0.5,3.9815668202764978,1.5207373271889402,9.2073732718894,0.4976958525345622,4.47926267281106,7.9631336405529956,1.7777777777777777,5.599078341013826
2017,12560,8,1772294,13,13.0,2,6,0,0.0,0,61.666666666666664,75,44,39,12,1,4,19,0,46,6,0,3,280,246,0,0,4,5,70,62,8,0.0,0.25,5.691891891891892,1.5243243243243243,10.945945945945946,0.5837837837837838,2.772972972972973,6.713513513513514,2.4210526315789473,6.421621621621622
2017,12560,8,1772376,23,0.0,0,3,5,0.0,0,28.666666666666664,25,17,15,0,0,0,26,4,44,0,3,12,134,106,28,12,1,1,20,17,8,0.0,0.0,4.709302325581396,1.7790697674418605,7.848837209302326,0.0,8.162790697674419,13.813953488372093,1.6923076923076923,5.337209302325582
2017,12560,8,1774383,2,0.0,0,0,0,0.0,0,2.0,3,2,2,0,0,0,2,0,2,0,0,0,11,8,3,1,0,1,1,3,2,0.0,,9.0,2.5,13.5,0.0,9.0,9.0,1.0,9.0
2017,12560,8,1774386,19,2.0,1,3,0,0.0,0,45.0,43,24,23,15,0,3,22,5,35,2,1,7,197,168,22,8,3,2,51,43,3,0.0,0.25,4.6,1.4444444444444444,8.6,0.6,4.3999999999999995,7.0,1.5909090909090908,4.8
2017,12560,8,1774391,6,2.0,1,2,1,0.0,0,16.666666666666668,18,14,13,3,0,4,9,0,26,0,1,2,74,62,3,0,2,1,5,16,7,0.0,0.3333333333333333,7.02,1.6199999999999999,9.719999999999999,2.16,4.859999999999999,14.04,2.888888888888889,7.56
2017,12560,8,1871415,2,0.0,0,0,0,0.0,0,0.6666666666666666,0,2,2,0,0,0,3,0,0,0,0,0,5,2,1,0,0,0,1,1,0,0.0,,27.0,4.5,0.0,0.0,40.5,0.0,0.0,27.0
2017,12560,8,1871435,15,6.0,2,1,0,0.0,0,39.0,42,25,19,9,0,3,21,2,33,5,2,8,182,151,8,2,3,1,52,24,8,0.0,0.6666666666666666,4.384615384615384,1.6153846153846154,9.692307692307692,0.6923076923076923,4.846153846153846,7.615384615384615,1.5714285714285714,5.76923076923077
2017,12560,8,1871437,12,0.0,1,1,0,0.0,0,7.0,16,9,8,2,0,0,6,0,5,0,0,1,41,34,13,6,0,1,11,2,0,0.0,0.5,10.285714285714285,3.142857142857143,20.57142857142857,0.0,7.7142857142857135,6.428571428571429,0.8333333333333334,11.571428571428573
2017,12560,8,1871445,7,4.0,2,1,0,0.0,0,27.333333333333336,18,8,5,1,0,0,6,0,21,2,0,2,106,98,5,1,0,0,17,41,6,0.0,0.6666666666666666,1.646341463414634,0.8780487804878048,5.926829268292682,0.0,1.9756097560975607,6.914634146341463,3.5,2.6341463414634143
2017,12560,8,1871447,24,1.0,2,7,3,0.0,0,73.66666666666667,59,31,26,7,1,8,26,2,70,3,0,12,300,263,25,9,3,5,73,64,16,0.0,0.2222222222222222,3.176470588235294,1.1538461538461537,7.20814479638009,0.9773755656108596,3.176470588235294,8.552036199095022,2.6923076923076925,3.787330316742081
2017,12560,9,1313632,19,1.0,1,1,0,0.0,0,22.0,22,17,14,4,0,0,18,2,21,5,0,7,110,84,13,4,3,0,27,15,6,0.0,0.5,5.7272727272727275,1.8181818181818181,9.0,0.0,7.363636363636364,8.590909090909092,1.1666666666666667,6.954545454545454
2017,12560,9,1428407,3,0.0,0,0,0,0.0,0,1.0,4,6,6,1,0,2,5,0,0,1,0,2,12,6,0,0,0,0,2,0,0,0.0,,54.0,9.0,36.0,18.0,45.0,0.0,0.0,54.0
2017,12560,9,1428415,16,5.0,2,2,0,0.0,0,45.333333333333336,61,39,35,11,0,6,19,2,29,2,0,4,211,185,9,4,5,0,41,57,12,0.0,0.5,6.948529411764705,1.7647058823529411,12.110294117647058,1.1911764705882353,3.7720588235294112,5.75735294117647,1.5263157894736843,7.742647058823529
2017,12560,9,1533385,18,12.0,6,4,3,1.0,1,75.33333333333333,82,43,41,18,1,8,20,5,54,14,1,4,336,289,5,2,8,5,62,100,8,0.0,0.6,4.898230088495576,1.3539823008849559,9.796460176991152,0.9557522123893807,2.3893805309734515,6.451327433628318,2.7,5.1371681415929205
2017,12560,9,1643213,1,0.0,0,0,0,0.0,0,1.6666666666666665,3,3,2,1,0,2,3,0,1,0,0,0,12,9,2,1,0,0,2,2,0,0.0,,10.8,3.6000000000000005,16.200000000000003,10.8,16.200000000000003,5.4,0.3333333333333333,16.200000000000003
2017,12560,9,1643219,15,10.0,2,4,0,0.0,0,49.666666666666664,65,39,37,14,1,7,21,1,49,13,0,2,243,202,3,0,5,2,42,50,10,0.0,0.3333333333333333,6.704697986577181,1.731543624161074,11.778523489932885,1.2684563758389262,3.8053691275167787,8.879194630872483,2.3333333333333335,7.067114093959733
2017,12560,9,1769018,11,7.0,1,3,0,0.0,0,23.0,26,17,15,6,0,3,14,1,16,5,0,6,110,88,5,4,3,0,27,19,7,0.0,0.25,5.869565217391305,1.7391304347826086,10.17391304347826,1.1739130434782608,5.478260869565218,6.260869565217391,1.1428571428571428,6.652173913043478
2017,12560,9,1769023,7,0.0,0,0,0,0.0,0,6.0,9,9,9,3,0,2,7,0,4,1,0,3,35,26,6,3,1,0,4,10,1,0.0,,13.5,2.6666666666666665,13.5,3.0,10.5,6.0,0.5714285714285714,13.5
2017,12560,9,1769025,15,1.0,0,1,0,0.0,0,21.666666666666664,23,18,17,7,0,3,10,0,22,5,0,0,99,83,13,4,1,0,13,25,7,0.0,0.0,7.061538461538462,1.5230769230769232,9.553846153846155,1.2461538461538462,4.153846153846154,9.13846153846154,2.2,7.476923076923077
2017,12560,9,1769027,9,1.0,1,1,0,0.0,0,15.333333333333332,13,14,12,1,0,3,14,0,8,5,0,2,74,54,6,1,1,0,19,15,4,0.0,0.5,7.043478260869565,1.7608695652173914,7.630434782608696,1.7608695652173914,8.217391304347826,4.695652173913043,0.5714285714285714,8.217391304347826
2017,12560,9,1769053,19,5.0,3,2,0,0.0,0,53.0,55,25,20,9,2,3,27,2,38,7,1,14,241,201,13,7,4,2,55,56,8,0.0,0.6,3.3962264150943398,1.5471698113207548,9.339622641509434,0.5094339622641509,4.584905660377358,6.452830188679245,1.4074074074074074,4.245283018867925
2017,12560,9,1870677,8,0.0,0,0,0,0.0,0,10.0,14,7,7,4,1,0,12,0,6,0,0,4,53,40,10,5,0,1,11,9,1,0.0,,6.3,2.6,12.6,0.0,10.799999999999999,5.3999999999999995,0.5,6.3
2017,12560,9,1870695,18,1.0,2,2,1,0.0,0,33.333333333333336,31,17,16,5,0,1,16,1,23,6,1,9,150,126,24,13,1,1,43,27,8,0.0,0.5,4.32,1.41,8.37,0.27,4.32,6.209999999999999,1.4375,4.59
2017,12560,9,1870699,20,5.0,3,5,5,0.0,0,52.333333333333336,54,36,33,11,1,2,20,0,38,12,1,8,240,202,11,3,2,3,64,45,11,0.0,0.375,5.675159235668789,1.414012738853503,9.286624203821656,0.34394904458598724,3.4394904458598723,6.535031847133758,1.9,6.19108280254777
2017,12560,10,1538063,2,0.0,0,0,0,0.0,0,1.6666666666666665,5,7,7,1,0,0,3,0,1,4,0,0,17,9,0,0,0,1,1,3,0,0.0,,37.800000000000004,4.800000000000001,27.000000000000004,0.0,16.200000000000003,5.4,0.3333333333333333,37.800000000000004
2017,12560,10,1638305,11,6.0,3,2,0,0.0,0,32.666666666666664,40,30,26,5,0,4,23,0,32,3,1,4,161,131,4,1,2,2,31,30,9,0.0,0.6,7.16326530612245,1.9285714285714286,11.020408163265307,1.1020408163265307,6.336734693877551,8.816326530612246,1.391304347826087,8.26530612244898
2017,12560,10,1763327,11,10.0,3,3,0,0.0,0,49.666666666666664,72,48,31,18,1,5,14,0,26,9,0,3,243,217,2,2,1,1,63,49,5,0.0,0.5,5.61744966442953,1.731543624161074,13.046979865771814,0.9060402684563759,2.5369127516778525,4.7114093959731544,1.8571428571428572,8.697986577181208
2017,12560,10,1763328,14,14.0,6,4,0,7.0,2,81.0,51,39,29,11,1,5,40,0,98,19,2,8,351,283,0,0,3,4,39,95,25,0.0,0.6,3.222222222222222,1.123456790123457,5.666666666666667,0.5555555555555556,4.444444444444445,10.88888888888889,2.45,4.333333333333333
2017,12560,10,1763335,18,4.0,3,4,5,0.0,0,35.0,53,33,31,7,0,6,15,0,36,5,0,8,179,158,8,4,1,0,34,32,13,0.0,0.42857142857142855,7.9714285714285715,1.9428571428571428,13.628571428571428,1.542857142857143,3.8571428571428568,9.257142857142856,2.4,8.485714285714286
2017,12560,10,1763337,17,2.0,2,3,1,0.0,0,37.0,27,23,20,7,1,3,21,0,31,7,0,6,165,128,21,8,5,4,33,41,9,0.0,0.4,4.864864864864865,1.2972972972972974,6.5675675675675675,0.7297297297297298,5.108108108108108,7.54054054054054,1.4761904761904763,5.594594594594595
2017,12560,10,1763340,11,2.0,1,1,0,0.0,0,16.0,22,23,19,3,0,4,8,0,10,3,1,5,83,69,10,7,3,0,16,20,5,0.0,0.5,10.6875,1.875,12.375,2.25,4.5,5.625,1.25,12.9375
2017,12560,10,1868433,16,2.0,3,0,0,1.0,0,32.333333333333336,41,30,25,8,1,4,15,0,19,4,0,2,155,130,14,10,1,5,26,47,7,0.0,1.0,6.958762886597937,1.7319587628865978,11.412371134020617,1.11340206185567,4.175257731958762,5.288659793814432,1.2666666666666666,8.350515463917525
2017,12560,10,1868436,9,1.0,0,1,0,0.0,0,10.0,23,9,8,2,1,1,2,0,3,3,1,0,57,50,4,3,2,0,15,10,1,0.0,0.0,7.2,2.5,20.7,0.9,1.8,2.6999999999999997,1.5,8.1
