season,season_id,school_id,stats_player_seq,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B,3B,Bk,HR,WP,HB,IBB,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,CG,pickoffs,PI,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2022,15860,4,2151992,7,14.666666666666666,24,18,12,7,7,0,78,67,6,0,0,2,3,2,0,3,3,2,0,19,15,0,0,0,1,0.0,1.0,190.0,,7.363636363636364,2.1136363636363638,14.727272727272728,1.2272727272727275,4.295454545454546,4.295454545454546,1.0,11.045454545454545
2022,15860,4,2151993,13,33.666666666666664,43,30,27,11,22,0,158,141,9,0,0,4,3,3,0,1,1,1,2,35,40,4,2,0,5,0.0,0.0,410.0,0.6666666666666666,7.217821782178218,1.603960396039604,11.495049504950495,1.0693069306930694,2.9405940594059405,5.881188118811881,2.0,8.01980198019802
2022,15860,4,2347647,19,21.333333333333332,16,13,6,13,18,0,103,80,2,1,0,2,0,8,3,3,1,2,0,29,15,1,2,7,8,0.0,0.0,272.0,0.3333333333333333,2.53125,1.359375,6.75,0.84375,5.484375,7.59375,1.3846153846153846,5.484375
2022,15860,4,2497465,3,2.3333333333333335,5,4,4,1,0,0,12,10,0,1,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,0.0,0.0,22.0,,15.428571428571427,2.571428571428571,19.285714285714285,0.0,3.8571428571428568,0.0,0.0,15.428571428571427
2022,15860,4,2677616,3,6.0,9,10,10,5,9,0,35,26,4,1,0,0,2,3,0,0,0,1,0,6,2,0,1,0,5,0.0,0.0,45.0,0.0,15.0,2.3333333333333335,13.5,0.0,7.5,13.5,1.8,15.0
2022,15860,4,2677664,8,15.333333333333334,22,18,18,12,11,0,83,65,2,2,1,1,4,4,0,0,0,1,1,21,12,0,1,0,1,0.0,0.0,271.0,0.0,10.565217391304348,2.217391304347826,12.91304347826087,0.5869565217391304,7.0434782608695645,6.456521739130435,0.9166666666666666,10.565217391304348
2022,15860,5,2308185,6,9.333333333333332,19,14,11,5,6,0,53,46,2,1,0,1,1,1,0,7,2,0,1,11,10,0,0,0,0,0.0,0.0,140.0,,10.60714285714286,2.5714285714285716,18.321428571428573,0.9642857142857144,4.821428571428572,5.7857142857142865,1.2,13.500000000000002
2022,15860,5,2308292,7,6.666666666666666,10,14,10,10,8,0,43,29,2,1,0,2,3,2,0,5,2,1,1,9,3,0,0,1,2,0.0,0.0,171.0,,13.500000000000002,3.0000000000000004,13.500000000000002,2.7,13.500000000000002,10.8,0.8,18.900000000000002
2022,15860,5,2496142,10,19.333333333333332,37,24,24,6,14,0,102,92,13,2,0,3,3,3,0,5,0,0,1,12,30,0,0,0,3,0.0,0.0,335.0,,11.172413793103448,2.224137931034483,17.224137931034484,1.396551724137931,2.793103448275862,6.517241379310345,2.3333333333333335,11.172413793103448
2022,15860,5,2496193,13,61.0,86,68,59,23,35,0,296,258,13,1,0,20,8,5,0,0,0,5,5,50,87,0,10,0,11,2.0,1.0,990.0,0.0,8.704918032786885,1.7868852459016393,12.688524590163935,2.9508196721311473,3.393442622950819,5.163934426229508,1.5217391304347827,10.032786885245901
2022,15860,5,2496195,17,22.333333333333332,23,15,14,8,21,0,101,87,4,0,0,1,4,3,0,13,5,2,1,24,21,3,2,1,8,0.0,0.0,343.0,0.6,5.64179104477612,1.3880597014925373,9.268656716417912,0.4029850746268657,3.223880597014926,8.46268656716418,2.625,6.044776119402986
2022,15860,5,2673188,13,20.666666666666668,29,28,25,16,11,0,113,91,3,0,0,5,3,4,0,10,5,1,1,17,30,0,3,1,5,0.0,1.0,355.0,0.0,10.887096774193548,2.1774193548387095,12.629032258064514,2.1774193548387095,6.967741935483871,4.790322580645161,0.6875,12.193548387096774
2022,15860,5,2673266,14,18.333333333333332,25,15,8,11,10,0,91,73,8,0,0,0,2,3,0,8,6,1,3,17,22,1,1,0,6,0.0,0.0,228.0,0.5,3.9272727272727277,1.9636363636363638,12.272727272727273,0.0,5.4,4.90909090909091,0.9090909090909091,7.363636363636364
2022,15860,5,2673313,11,30.0,42,28,26,16,20,0,148,126,10,1,0,7,2,4,1,3,1,1,1,20,45,1,1,0,7,0.0,0.0,506.0,0.5,7.800000000000001,1.9333333333333333,12.6,2.1,4.8,6.0,1.25,8.4
2022,15860,6,1998507,12,45.666666666666664,50,34,21,20,47,0,208,174,10,1,0,1,3,4,0,3,0,7,3,37,40,1,4,1,10,0.0,0.0,193.0,0.2,4.138686131386862,1.5328467153284673,9.854014598540147,0.19708029197080293,3.9416058394160585,9.262773722627736,2.35,6.7007299270073
2022,15860,6,1998529,15,83.66666666666667,105,58,56,18,44,1,376,347,22,3,0,13,9,2,1,6,3,5,4,90,109,3,5,0,8,1.0,0.0,308.0,0.375,6.0239043824701195,1.4701195219123506,11.294820717131474,1.3984063745019921,1.936254980079681,4.733067729083665,2.4444444444444446,6.239043824701195
2022,15860,6,2308870,14,27.0,32,33,29,31,28,0,155,109,8,0,0,3,12,9,1,6,3,3,3,16,31,0,2,0,14,0.0,0.0,174.0,0.0,9.666666666666668,2.3333333333333335,10.666666666666666,1.0,10.333333333333334,9.333333333333332,0.9032258064516129,11.0
2022,15860,6,2308904,5,5.333333333333334,4,3,3,10,1,0,29,18,0,0,0,0,1,1,0,2,1,0,0,6,7,0,0,0,0,0.0,0.0,49.0,,5.062499999999999,2.6249999999999996,6.749999999999999,0.0,16.874999999999996,1.6874999999999998,0.1,5.062499999999999
2022,15860,6,2308915,20,44.0,66,46,38,22,27,0,227,192,9,1,0,9,10,7,0,14,7,4,2,50,50,1,3,0,9,0.0,0.0,198.0,0.25,7.7727272727272725,2.0,13.5,1.840909090909091,4.5,5.5227272727272725,1.2272727272727273,9.409090909090908
2022,15860,6,2689865,9,8.666666666666666,19,14,13,10,3,0,55,41,3,0,0,1,0,1,1,12,5,1,2,7,14,0,1,0,1,0.0,0.0,77.0,0.0,13.5,3.3461538461538463,19.730769230769234,1.0384615384615385,10.384615384615385,3.115384615384616,0.3,14.538461538461538
2022,15860,7,2333474,18,22.333333333333332,25,12,10,10,21,0,102,84,1,1,0,1,3,7,0,26,10,1,0,20,15,2,1,0,6,0.0,2.0,254.0,0.6666666666666666,4.029850746268657,1.5671641791044777,10.074626865671643,0.4029850746268657,4.029850746268657,8.46268656716418,2.1,4.835820895522388
2022,15860,7,2333476,16,67.66666666666667,81,45,43,38,63,0,315,266,18,1,0,7,10,5,0,0,0,5,1,57,70,6,3,0,15,1.0,1.0,1101.0,0.6666666666666666,5.719211822660099,1.7586206896551724,10.773399014778326,0.9310344827586207,5.054187192118226,8.379310344827585,1.6578947368421053,5.985221674876847
2022,15860,7,2333499,2,0.6666666666666666,1,1,1,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,16.0,,13.5,3.0,13.5,0.0,13.5,0.0,0.0,13.5
2022,15860,7,2349508,3,2.0,5,7,7,2,0,0,15,11,1,0,0,1,0,2,0,2,0,0,0,4,2,0,0,0,0,0.0,0.0,46.0,,31.5,3.5,22.5,4.5,9.0,0.0,0.0,31.5
2022,15860,7,2494756,4,15.333333333333332,13,11,6,7,12,0,67,59,2,0,0,1,3,0,1,0,0,0,1,10,23,0,1,0,4,0.0,0.0,196.0,0.0,3.5217391304347827,1.3043478260869565,7.630434782608696,0.5869565217391304,4.108695652173913,7.043478260869565,1.7142857142857142,6.4565217391304355
2022,15860,7,2494757,19,52.666666666666664,39,39,30,35,64,0,234,192,5,4,2,6,10,3,2,18,4,3,1,33,54,5,2,1,20,0.0,1.0,754.0,0.7142857142857143,5.126582278481013,1.4050632911392407,6.664556962025317,1.0253164556962027,5.981012658227848,10.936708860759493,1.8285714285714285,6.664556962025317
2022,15860,7,2678720,17,67.0,79,47,44,17,64,0,295,258,18,2,0,6,4,5,0,13,7,10,5,67,59,4,3,1,13,0.0,2.0,696.0,0.5714285714285714,5.91044776119403,1.4328358208955223,10.611940298507463,0.8059701492537313,2.283582089552239,8.597014925373134,3.764705882352941,6.313432835820896
2022,15860,7,2678723,9,25.333333333333332,28,23,21,16,17,0,124,103,7,1,0,2,4,5,0,2,1,0,0,20,35,0,3,0,3,0.0,0.0,336.0,0.0,7.460526315789474,1.736842105263158,9.947368421052632,0.7105263157894738,5.68421052631579,6.039473684210526,1.0625,8.171052631578949
2022,15860,7,2678725,14,32.333333333333336,37,24,22,15,30,0,150,127,6,1,0,5,4,5,0,24,10,3,0,33,27,1,0,0,7,0.0,1.0,440.0,1.0,6.123711340206185,1.6082474226804122,10.298969072164947,1.3917525773195873,4.175257731958762,8.350515463917525,2.0,6.68041237113402
2022,15860,8,1982452,20,33.0,33,15,14,13,33,0,146,129,5,0,0,4,1,4,2,20,8,0,0,42,20,2,4,1,16,0.0,1.0,573.0,0.3333333333333333,3.8181818181818183,1.393939393939394,9.0,1.0909090909090908,3.5454545454545454,9.0,2.5384615384615383,4.090909090909091
2022,15860,8,1985231,4,5.0,3,2,2,2,7,0,19,15,1,0,0,0,0,1,0,0,0,0,1,5,1,1,0,0,1,0.0,0.0,83.0,1.0,3.6,1.0,5.3999999999999995,0.0,3.6,12.6,3.5,3.6
2022,15860,8,2112159,15,20.0,14,5,5,9,23,0,78,69,1,1,1,1,0,0,0,12,4,0,0,16,16,0,1,2,4,0.0,0.0,309.0,0.0,2.25,1.15,6.3,0.45,4.05,10.35,2.5555555555555554,2.25
2022,15860,8,2476414,2,2.0,1,0,0,0,1,0,7,7,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0.0,0.0,22.0,,0.0,0.5,4.5,0.0,0.0,4.5,,0.0
2022,15860,8,2660044,2,2.0,4,1,1,0,1,0,10,9,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,29.0,,4.5,2.0,18.0,0.0,0.0,4.5,,4.5
2022,15860,8,2660047,8,12.0,4,5,5,5,10,0,46,39,0,0,0,1,3,1,0,3,1,0,1,8,18,0,1,0,5,0.0,0.0,139.0,0.0,3.75,0.75,3.0,0.75,3.75,7.5,2.0,3.75
2022,15860,8,2660081,11,33.666666666666664,23,20,17,19,50,0,141,120,7,0,0,6,5,2,0,0,0,0,0,24,21,3,1,0,13,0.0,0.0,479.0,0.75,4.544554455445544,1.2475247524752475,6.148514851485149,1.603960396039604,5.079207920792079,13.366336633663368,2.6315789473684212,5.346534653465348
2022,15860,8,2660087,15,19.0,25,13,12,8,24,0,94,82,6,0,1,0,4,3,0,7,3,1,0,16,17,0,2,0,6,0.0,0.0,377.0,0.0,5.684210526315789,1.736842105263158,11.842105263157896,0.0,3.789473684210526,11.368421052631579,3.0,6.157894736842105
2022,15860,8,2660118,2,2.0,3,2,1,0,3,0,9,9,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0.0,0.0,35.0,,4.5,1.5,13.5,4.5,0.0,13.5,,9.0
2022,15860,9,2118677,16,51.666666666666664,53,44,30,32,49,0,246,204,8,2,0,9,4,5,1,5,1,4,1,42,58,2,3,0,13,0.0,1.0,655.0,0.4,5.225806451612904,1.6451612903225807,9.23225806451613,1.567741935483871,5.574193548387097,8.535483870967743,1.53125,7.6645161290322585
2022,15860,9,2118738,21,27.666666666666668,26,10,9,11,24,0,122,101,6,1,0,4,2,4,2,22,8,5,1,25,29,1,1,1,8,0.0,0.0,305.0,0.5,2.927710843373494,1.3373493975903614,8.457831325301203,1.3012048192771084,3.5783132530120483,7.807228915662651,2.1818181818181817,3.253012048192771
2022,15860,9,2310184,13,38.666666666666664,39,29,24,15,35,0,173,151,11,0,0,4,1,4,1,1,0,0,3,23,55,3,2,0,4,0.0,1.0,598.0,0.6,5.586206896551724,1.396551724137931,9.077586206896552,0.9310344827586208,3.4913793103448274,8.146551724137932,2.3333333333333335,6.75
2022,15860,9,2310209,1,1.0,2,1,0,1,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,24.0,,0.0,3.0,18.0,0.0,9.0,18.0,2.0,9.0
2022,15860,9,2475769,6,11.0,9,9,9,12,13,0,59,42,4,1,0,0,3,5,1,3,1,0,0,5,15,0,0,0,6,0.0,0.0,72.0,,7.363636363636364,1.9090909090909092,7.363636363636364,0.0,9.818181818181817,10.636363636363637,1.0833333333333333,7.363636363636364
2022,15860,9,2665712,23,38.333333333333336,47,23,22,18,28,0,180,152,4,1,1,4,8,4,0,22,12,2,4,31,48,6,1,0,11,0.0,0.0,441.0,0.8571428571428571,5.165217391304348,1.6956521739130435,11.034782608695652,0.9391304347826086,4.226086956521739,6.573913043478261,1.5555555555555556,5.3999999999999995
2022,15860,9,2665717,23,34.666666666666664,40,25,17,14,30,0,162,141,5,1,0,5,5,7,0,15,4,0,0,38,29,2,2,3,9,0.0,0.0,497.0,0.5,4.413461538461538,1.5576923076923077,10.384615384615385,1.2980769230769231,3.6346153846153846,7.788461538461538,2.142857142857143,6.490384615384617
2022,15860,9,2665728,21,27.0,31,13,12,5,14,0,116,105,4,0,0,4,2,4,0,18,5,2,0,33,28,1,1,0,5,0.0,0.0,449.0,0.5,4.0,1.3333333333333333,10.333333333333334,1.3333333333333333,1.6666666666666665,4.666666666666666,2.8,4.333333333333333
2022,15860,9,2665729,15,80.33333333333333,85,50,35,21,71,0,345,313,11,0,3,12,3,5,0,0,0,4,2,72,84,2,6,0,15,0.0,0.0,786.0,0.25,3.9211618257261414,1.3195020746887967,9.522821576763485,1.3443983402489625,2.3526970954356847,7.95435684647303,3.380952380952381,5.601659751037344
2022,15860,10,1980428,14,83.66666666666667,93,56,41,16,89,0,375,341,20,1,1,10,6,10,0,0,0,5,3,75,82,7,6,0,17,7.0,0.0,1262.0,0.5384615384615384,4.410358565737051,1.302788844621514,10.003984063745019,1.0756972111553784,1.7211155378486056,9.573705179282868,5.5625,6.0239043824701195
2022,15860,10,2310903,16,58.0,87,51,39,12,34,0,278,251,22,4,0,10,4,5,0,6,5,3,7,48,85,4,4,2,9,1.0,0.0,756.0,0.5,6.051724137931035,1.706896551724138,13.5,1.5517241379310347,1.8620689655172413,5.275862068965517,2.8333333333333335,7.913793103448276
2022,15860,10,2310907,12,13.666666666666666,24,18,16,6,6,0,70,59,4,2,0,2,1,2,0,12,3,1,2,15,17,0,1,0,3,0.0,0.0,204.0,0.0,10.53658536585366,2.1951219512195124,15.804878048780488,1.3170731707317076,3.951219512195122,3.951219512195122,1.0,11.853658536585366
2022,15860,10,2467137,14,9.333333333333334,8,5,4,4,8,0,47,35,2,0,0,1,1,8,0,9,2,0,0,11,8,0,1,0,2,0.0,0.0,135.0,0.0,3.8571428571428568,1.2857142857142856,7.7142857142857135,0.9642857142857142,3.8571428571428568,7.7142857142857135,2.0,4.821428571428571
2022,15860,10,2467152,1,0.3333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022,15860,10,2658222,21,31.666666666666668,42,24,23,15,30,0,152,132,10,0,0,4,3,3,1,19,7,1,1,26,33,2,1,3,11,0.0,1.0,531.0,0.6666666666666666,6.536842105263157,1.7999999999999998,11.936842105263157,1.1368421052631579,4.263157894736842,8.526315789473683,2.0,6.821052631578947
2022,15860,10,2658223,2,1.6666666666666665,1,0,0,3,4,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,26.0,,0.0,2.4000000000000004,5.4,0.0,16.200000000000003,21.6,1.3333333333333333,0.0
2022,15860,10,2658224,14,78.33333333333333,101,57,46,28,59,0,372,326,25,1,0,5,13,13,1,0,0,3,2,77,88,7,4,0,18,0.0,0.0,1227.0,0.6363636363636364,5.285106382978724,1.646808510638298,11.604255319148937,0.574468085106383,3.217021276595745,6.77872340425532,2.107142857142857,6.548936170212766
2022,15860,10,2658225,17,19.333333333333332,26,17,17,7,16,0,93,80,2,1,0,4,8,4,1,18,8,0,2,22,17,1,1,2,3,0.0,0.0,260.0,0.5,7.913793103448277,1.7068965517241381,12.10344827586207,1.8620689655172415,3.2586206896551726,7.448275862068966,2.2857142857142856,7.913793103448277
2022,15860,13,2326420,14,81.33333333333333,76,36,29,36,67,0,356,307,10,0,0,4,5,10,1,0,0,1,1,71,84,9,1,1,13,3.0,1.0,547.0,0.9,3.209016393442623,1.3770491803278688,8.40983606557377,0.4426229508196722,3.9836065573770494,7.413934426229509,1.8611111111111112,3.9836065573770494
2022,15860,13,2326440,9,14.666666666666666,13,8,7,9,16,0,67,53,1,0,0,2,3,4,0,8,4,1,0,10,14,0,1,1,5,0.0,1.0,135.0,0.0,4.295454545454546,1.5,7.9772727272727275,1.2272727272727275,5.5227272727272725,9.81818181818182,1.7777777777777777,4.90909090909091
2022,15860,13,2349684,2,1.0,0,3,3,1,2,0,6,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,18.0,,27.0,1.0,0.0,0.0,9.0,18.0,2.0,27.0
2022,15860,13,2472770,9,9.0,19,22,15,14,7,0,62,44,3,0,0,0,5,3,1,3,2,0,1,5,12,1,0,0,4,0.0,0.0,107.0,1.0,15.0,3.6666666666666665,19.0,0.0,14.0,7.0,0.5,22.0
2022,15860,13,2472777,16,50.666666666666664,58,33,24,21,33,0,233,200,9,0,0,4,12,6,1,2,2,3,3,51,58,5,2,1,8,1.0,1.0,284.0,0.7142857142857143,4.2631578947368425,1.5592105263157896,10.30263157894737,0.7105263157894738,3.730263157894737,5.861842105263158,1.5714285714285714,5.861842105263158
2022,15860,13,2672972,2,1.0,3,1,1,0,0,0,6,5,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0.0,0.0,24.0,,9.0,3.0,27.0,9.0,0.0,0.0,,9.0
2022,15860,13,2672973,18,23.0,25,20,15,11,18,0,112,94,8,0,0,1,7,4,0,4,4,1,2,24,25,0,0,0,4,0.0,0.0,208.0,,5.869565217391305,1.565217391304348,9.782608695652174,0.3913043478260869,4.304347826086957,7.043478260869565,1.6363636363636365,7.826086956521739
2022,15860,13,2675699,13,33.666666666666664,31,19,18,16,25,0,144,125,9,0,2,1,0,0,0,3,2,2,1,23,47,6,0,0,4,0.0,0.0,255.0,1.0,4.811881188118813,1.3960396039603962,8.287128712871288,0.26732673267326734,4.2772277227722775,6.683168316831684,1.5625,5.079207920792079
2022,15860,13,2695873,1,1.3333333333333333,0,0,0,2,1,0,7,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0.0,1.0,30.0,,0.0,1.5,0.0,0.0,13.5,6.75,0.5,0.0
2022,15860,14,2115813,11,49.666666666666664,50,35,31,22,51,1,233,192,11,0,0,6,7,17,0,2,1,2,0,59,30,3,4,0,12,1.0,1.0,435.0,0.42857142857142855,5.61744966442953,1.4496644295302015,9.060402684563758,1.087248322147651,3.986577181208054,9.241610738255034,2.3181818181818183,6.342281879194631
2022,15860,14,2304091,16,64.66666666666667,54,45,34,41,75,0,294,241,13,2,1,4,11,9,0,5,3,2,1,61,47,2,5,0,15,0.0,1.0,586.0,0.2857142857142857,4.731958762886597,1.4690721649484535,7.515463917525772,0.556701030927835,5.7061855670103085,10.438144329896906,1.829268292682927,6.262886597938144
2022,15860,14,2507577,7,7.666666666666666,5,9,9,8,5,0,39,29,1,1,0,0,2,2,0,5,0,0,0,6,11,1,0,2,3,0.0,0.0,96.0,1.0,10.56521739130435,1.6956521739130437,5.869565217391305,0.0,9.391304347826086,5.869565217391305,0.625,10.56521739130435
2022,15860,14,2518521,6,10.333333333333332,15,13,11,10,14,0,56,44,1,0,0,1,1,1,0,0,0,0,1,5,10,1,1,0,5,0.0,0.0,29.0,0.5,9.580645161290324,2.4193548387096775,13.06451612903226,0.870967741935484,8.70967741935484,12.193548387096776,1.4,11.322580645161292
2022,15860,14,2664191,12,22.666666666666668,30,25,21,14,11,0,114,94,14,0,0,2,5,2,0,3,2,2,2,28,25,0,0,0,1,0.0,1.0,130.0,,8.338235294117647,1.9411764705882353,11.911764705882353,0.7941176470588235,5.558823529411764,4.367647058823529,0.7857142857142857,9.926470588235293
2022,15860,14,2664193,7,10.0,16,8,7,4,5,0,49,42,2,0,0,1,0,1,0,3,3,1,1,14,8,1,1,0,0,0.0,0.0,80.0,0.5,6.3,2.0,14.4,0.9,3.6,4.5,1.25,7.2
2022,15860,15,2460570,12,50.33333333333333,65,52,42,36,39,0,260,209,17,2,2,3,6,8,0,0,0,4,3,33,69,3,5,0,12,0.0,0.0,873.0,0.375,7.509933774834438,2.0066225165562916,11.622516556291393,0.5364238410596027,6.437086092715233,6.973509933774835,1.0833333333333333,9.298013245033115
2022,15860,15,2460571,3,8.333333333333332,13,13,9,1,3,0,41,38,3,1,0,1,2,2,0,0,0,0,0,9,11,0,1,0,1,0.0,0.0,132.0,0.0,9.72,1.6800000000000002,14.040000000000003,1.0800000000000003,1.0800000000000003,3.24,3.0,14.040000000000003
2022,15860,15,2509549,12,37.0,36,26,21,34,24,0,183,130,10,2,0,2,4,13,0,0,0,3,3,33,37,1,4,0,9,1.0,8.0,609.0,0.2,5.108108108108108,1.8918918918918919,8.756756756756758,0.4864864864864865,8.27027027027027,5.837837837837839,0.7058823529411765,6.324324324324325
2022,15860,15,2664435,10,16.0,17,15,11,8,18,0,78,64,3,1,1,1,2,4,0,0,0,0,2,13,15,0,1,0,6,0.0,0.0,302.0,0.0,6.1875,1.5625,9.5625,0.5625,4.5,10.125,2.25,8.4375
2022,15860,15,2664440,2,2.333333333333333,5,8,3,5,0,0,22,14,0,0,0,0,0,3,0,0,0,0,0,2,5,0,0,0,0,0.0,0.0,81.0,,11.571428571428573,4.2857142857142865,19.28571428571429,0.0,19.28571428571429,0.0,0.0,30.85714285714286
2022,15860,15,2664441,7,15.0,27,21,20,6,13,0,78,65,4,0,1,2,1,5,0,0,0,0,2,11,16,0,0,1,7,0.0,0.0,302.0,,12.0,2.2,16.2,1.2,3.6,7.800000000000001,2.1666666666666665,12.6
2022,15860,15,2664442,7,13.666666666666666,19,11,10,9,10,0,73,55,2,2,0,2,1,7,0,0,0,1,1,6,22,1,0,0,2,0.0,0.0,249.0,1.0,6.585365853658536,2.048780487804878,12.51219512195122,1.3170731707317076,5.926829268292683,6.585365853658536,1.1111111111111112,7.2439024390243905
2022,15860,16,2139131,11,23.666666666666668,44,30,23,11,7,0,131,111,6,1,0,2,2,4,0,5,3,0,5,21,41,0,0,0,3,0.0,0.0,207.0,,8.746478873239436,2.323943661971831,16.732394366197184,0.7605633802816901,4.183098591549296,2.6619718309859155,0.6363636363636364,11.40845070422535
2022,15860,16,2139135,10,48.0,95,72,63,13,30,0,262,233,20,3,0,4,6,12,0,0,0,1,3,53,54,1,8,0,10,0.0,0.0,305.0,0.1111111111111111,11.8125,2.25,17.8125,0.75,2.4375,5.625,2.3076923076923075,13.5
2022,15860,16,2139143,3,3.6666666666666665,5,8,6,8,2,0,26,16,0,0,0,0,0,1,1,3,0,1,0,5,4,0,1,0,1,0.0,0.0,23.0,0.0,14.727272727272728,3.5454545454545454,12.272727272727273,0.0,19.63636363636364,4.90909090909091,0.25,19.63636363636364
2022,15860,16,2139144,12,37.666666666666664,50,55,41,39,39,0,222,160,14,3,1,2,8,17,0,4,2,0,6,28,42,0,7,0,11,0.0,0.0,306.0,0.0,9.796460176991152,2.36283185840708,11.946902654867257,0.47787610619469034,9.318584070796462,9.318584070796462,1.0,13.141592920353983
2022,15860,16,2139146,1,1.3333333333333333,1,1,1,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0,0.0,,6.75,0.75,6.75,0.0,0.0,0.0,,6.75
2022,15860,16,2321613,11,21.666666666666668,29,28,25,25,12,0,120,91,6,1,0,2,8,3,0,2,2,0,1,15,31,0,3,0,4,0.0,1.0,290.0,0.0,10.384615384615383,2.4923076923076923,12.046153846153846,0.8307692307692307,10.384615384615383,4.984615384615384,0.48,11.630769230769229
2022,15860,16,2321648,9,17.333333333333332,26,26,23,25,13,0,107,75,7,0,0,3,4,5,0,1,0,0,2,19,19,0,4,0,3,0.0,0.0,172.0,0.0,11.942307692307693,2.9423076923076925,13.5,1.557692307692308,12.980769230769234,6.75,0.52,13.5
2022,15860,16,2500579,12,24.666666666666664,46,37,32,25,28,0,149,119,7,4,0,2,4,2,1,6,4,1,2,15,29,0,1,0,6,0.0,0.0,251.0,0.0,11.675675675675677,2.8783783783783785,16.783783783783786,0.7297297297297298,9.121621621621623,10.216216216216218,1.12,13.500000000000002
