season,season_id,school_id,stats_player_seq,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,W-L%,ERA,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2014,11620,5,1436924,1.0,10,0.0,0,3,0,0.0,0,40.333333333333336,49,38,32,18,2,3,13,0,12,6,2,0,188,166,0,0,3,0,39,63,1,0.0,0.0,7.140495867768594,58.0,3.9431633471927796,1.537190082644628,10.933884297520661,0.6694214876033058,2.9008264462809916,2.677685950413223,0.9230769230769231,8.479338842975206
2014,11620,5,1436926,1.0,16,0.0,1,2,6,0.0,0,24.333333333333332,21,11,9,2,0,3,15,3,25,3,1,0,113,87,2,0,6,1,20,25,3,0.0,0.3333333333333333,3.3287671232876717,124.0,3.925162667921864,1.4794520547945207,7.767123287671233,1.1095890410958904,5.5479452054794525,9.246575342465754,1.6666666666666667,4.068493150684931
2014,11620,5,1543278,1.0,17,0.0,1,0,1,0.0,0,23.666666666666664,24,11,10,3,1,6,14,0,26,4,0,2,110,88,5,0,1,3,24,17,8,0.0,1.0,3.802816901408451,109.0,5.5383210703914765,1.6056338028169015,9.126760563380284,2.281690140845071,5.323943661971832,9.887323943661972,1.8571428571428572,4.183098591549296
2014,11620,5,1543287,1.0,20,0.0,3,2,1,0.0,0,33.0,28,11,7,4,0,3,16,2,11,3,0,0,144,115,6,3,8,2,38,43,4,0.0,0.6,1.9090909090909092,217.0,4.400463622674874,1.3333333333333333,7.636363636363637,0.8181818181818182,4.363636363636363,3.0,0.6875,3.0
2014,11620,6,1106896,1.0,15,0.0,2,4,2,0.0,0,27.333333333333336,30,22,21,8,3,5,17,0,31,1,3,1,126,105,10,7,2,1,23,21,8,0.0,0.3333333333333333,6.914634146341463,60.0,4.243405233909167,1.719512195121951,9.878048780487804,1.646341463414634,5.597560975609756,10.207317073170731,1.8235294117647058,7.24390243902439
2014,11620,6,1322592,1.0,4,0.0,0,1,0,0.0,0,5.0,5,8,8,1,0,3,6,0,2,2,0,0,26,17,2,0,0,1,3,8,2,0.0,0.0,14.4,29.0,13.958039380250632,2.2,9.0,5.3999999999999995,10.799999999999999,3.6,0.3333333333333333,14.4
2014,11620,6,1322600,1.0,5,0.0,1,1,0,0.0,0,28.0,26,8,6,5,1,0,9,0,27,2,0,0,121,106,0,0,3,1,22,30,7,0.0,0.5,1.9285714285714284,214.0,1.408039380250631,1.25,8.357142857142858,0.0,2.8928571428571432,8.678571428571429,3.0,2.571428571428571
2014,11620,6,1440361,1.0,7,0.0,1,0,0,0.0,0,14.0,18,20,12,4,0,3,8,0,5,9,0,0,77,56,6,2,3,1,20,13,2,0.0,1.0,7.7142857142857135,54.0,7.872325094536345,1.8571428571428572,11.571428571428573,1.9285714285714284,5.142857142857142,3.2142857142857144,0.625,12.857142857142858
2014,11620,6,1440362,1.0,19,0.0,3,1,0,0.0,0,37.333333333333336,28,22,19,4,0,5,24,0,22,7,4,0,168,127,15,9,7,3,32,51,11,0.0,0.75,4.580357142857142,90.0,5.211610808822059,1.3928571428571428,6.75,1.2053571428571428,5.785714285714285,5.303571428571429,0.9166666666666666,5.303571428571429
2014,11620,6,1440368,1.0,1,0.0,0,0,0,0.0,0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0.0,,27.0,15.0,11.158039380250631,3.0,0.0,0.0,27.0,0.0,0.0,27.0
2014,11620,6,1530730,1.0,1,0.0,1,0,0,0.0,0,1.0,2,2,2,1,0,0,3,0,0,0,0,0,6,2,0,0,1,0,1,0,0,0.0,1.0,18.0,23.0,11.158039380250631,5.0,18.0,0.0,27.0,0.0,0.0,18.0
2014,11620,6,1530731,1.0,1,0.0,0,0,0,0.0,0,1.3333333333333333,2,1,1,0,1,0,1,0,1,0,0,0,7,5,1,0,0,1,1,2,0,0.0,,6.75,61.0,2.908039380250631,2.25,13.5,0.0,6.75,6.75,1.0,6.75
2014,11620,6,1530739,1.0,1,0.0,0,0,0,0.0,0,2.6666666666666665,2,1,1,0,1,0,2,0,1,0,0,0,12,10,0,0,0,0,4,3,0,0.0,,3.375,123.0,3.658039380250631,1.5,6.75,0.0,6.75,3.375,0.5,3.375
2014,11620,6,1530746,1.0,1,0.0,0,0,0,0.0,0,2.0,1,3,2,0,0,0,4,0,2,0,0,0,9,5,0,0,0,0,0,1,1,0.0,,9.0,46.0,6.1580393802506315,2.5,4.5,0.0,18.0,9.0,0.5,13.5
2014,11620,6,1548771,1.0,22,0.0,4,4,0,0.0,0,60.333333333333336,76,56,42,13,1,11,46,0,45,10,3,0,308,233,6,4,11,8,57,65,16,0.0,0.5,6.265193370165746,66.0,5.821022805664995,2.022099447513812,11.337016574585634,1.6408839779005526,6.861878453038673,6.712707182320441,0.9782608695652174,8.353591160220994
2014,11620,6,1548772,1.0,5,0.0,0,0,0,0.0,0,2.0,3,12,12,1,0,2,14,0,2,2,1,0,24,8,3,0,0,0,1,2,1,0.0,,54.0,8.0,37.15803938025063,8.5,13.5,9.0,63.0,9.0,0.14285714285714285,54.0
2014,11620,6,1548775,1.0,10,0.0,0,1,0,0.0,0,7.0,14,12,10,5,0,3,15,0,8,1,0,0,52,33,11,10,1,2,4,7,5,0.0,0.0,12.857142857142858,32.0,12.300896523107774,4.142857142857143,18.0,3.8571428571428568,19.285714285714285,10.285714285714285,0.5333333333333333,15.428571428571427
2014,11620,6,1548776,1.0,17,0.0,2,3,0,0.0,0,22.333333333333332,15,20,14,2,0,6,30,0,14,2,3,0,109,76,5,2,1,0,19,26,7,0.0,0.4,5.64179104477612,73.0,8.695352813086453,2.0149253731343286,6.044776119402986,2.417910447761194,12.089552238805972,5.64179104477612,0.4666666666666667,8.059701492537314
2014,11620,6,1548781,1.0,6,0.0,0,0,1,0.0,0,9.0,9,3,3,1,0,1,5,0,5,1,0,0,42,33,5,3,0,3,3,18,3,0.0,,3.0,138.0,4.4913727135839645,1.5555555555555556,9.0,1.0,5.0,5.0,1.0,3.0
2014,11620,6,1548783,1.0,18,0.0,0,6,0,0.0,0,58.333333333333336,83,64,62,13,2,4,43,0,39,11,4,0,304,240,10,5,3,7,64,55,15,0.0,0.0,9.565714285714284,43.0,4.489467951679202,2.1599999999999997,12.805714285714286,0.6171428571428572,6.6342857142857135,6.017142857142858,0.9069767441860465,9.874285714285715
2014,11620,6,1548785,1.0,13,0.0,2,1,0,0.0,0,34.33333333333333,35,18,16,4,1,3,11,0,19,13,1,2,158,129,5,3,4,1,31,46,10,0.0,0.6666666666666666,4.194174757281554,99.0,4.284252972483641,1.3398058252427187,9.1747572815534,0.7864077669902914,2.883495145631068,4.980582524271846,1.7272727272727273,4.718446601941748
2014,11620,6,1548786,1.0,16,0.0,4,7,1,0.0,0,84.33333333333333,90,53,46,15,4,2,30,0,52,13,1,3,382,325,0,0,13,1,97,87,19,0.0,0.36363636363636365,4.90909090909091,84.0,2.7627824632545837,1.4229249011857708,9.604743083003953,0.21343873517786563,3.2015810276679844,5.549407114624506,1.7333333333333334,5.656126482213439
2014,11620,6,1548788,1.0,8,0.0,1,0,3,0.0,0,8.0,5,3,3,1,0,1,4,0,10,0,0,0,33,29,0,0,0,0,9,5,1,0.0,1.0,3.375,123.0,2.783039380250631,1.125,5.625,1.125,4.5,11.25,2.5,3.375
2014,11620,6,1548792,1.0,23,0.0,1,3,0,0.0,0,50.666666666666664,82,50,48,14,3,3,21,0,28,9,5,1,253,205,15,7,9,9,41,69,6,0.0,0.25,8.526315789473685,48.0,3.5988288539348416,2.0328947368421053,14.56578947368421,0.5328947368421053,3.730263157894737,4.973684210526316,1.3333333333333333,8.881578947368421
2014,11620,7,1316333,1.0,8,0.0,1,0,0,0.0,0,11.333333333333332,13,9,8,4,0,2,3,0,10,6,1,0,57,44,5,4,3,1,6,17,1,0.0,1.0,6.352941176470589,65.0,5.069804086132985,1.411764705882353,10.323529411764707,1.5882352941176472,2.3823529411764706,7.941176470588236,3.3333333333333335,7.147058823529412
2014,11620,7,1316334,1.0,10,0.0,3,4,0,0.0,0,30.333333333333336,37,25,18,6,0,5,22,0,34,0,1,0,151,125,2,2,2,2,29,22,15,0.0,0.42857142857142855,5.34065934065934,77.0,4.234962457173708,1.9450549450549448,10.978021978021976,1.4835164835164836,6.527472527472527,10.087912087912088,1.5454545454545454,7.417582417582417
2014,11620,7,1316341,1.0,1,0.0,0,0,0,0.0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,,0.0,,2.158039380250631,0.0,0.0,0.0,0.0,0.0,,0.0
2014,11620,7,1316343,1.0,18,0.0,1,2,2,0.0,0,23.666666666666664,21,11,10,2,0,5,14,1,20,3,1,0,104,83,14,3,3,1,19,27,4,0.0,0.3333333333333333,3.802816901408451,109.0,5.369306985884434,1.47887323943662,7.985915492957747,1.9014084507042255,5.323943661971832,7.605633802816902,1.4285714285714286,4.183098591549296
2014,11620,7,1316349,1.0,6,0.0,0,0,0,0.0,0,6.0,5,5,2,1,0,0,6,0,6,0,0,0,28,21,2,0,1,0,3,7,4,0.0,,3.0,138.0,3.158039380250631,1.8333333333333333,7.5,0.0,9.0,9.0,1.0,7.5
2014,11620,7,1316350,1.0,14,0.0,6,5,0,0.0,1,86.0,103,48,41,15,1,7,17,0,72,5,6,0,375,346,2,2,5,1,91,84,20,0.0,0.5454545454545454,4.290697674418605,96.0,2.3092021709483053,1.3953488372093024,10.77906976744186,0.7325581395348838,1.7790697674418603,7.534883720930233,4.235294117647059,5.023255813953488
2014,11620,7,1430238,1.0,14,0.0,10,1,0,0.0,0,96.0,87,30,27,14,4,5,25,0,63,18,0,0,402,349,0,0,7,3,112,90,21,0.0,0.9090909090909091,2.53125,163.0,2.8663727135839645,1.1666666666666667,8.15625,0.46875,2.34375,5.90625,2.52,2.8125
2014,11620,7,1430239,1.0,16,0.0,5,1,1,0.0,0,63.0,60,27,23,9,3,3,26,1,47,12,2,1,273,224,7,4,7,4,64,62,16,0.0,0.8333333333333334,3.2857142857142856,126.0,3.0945473167585673,1.3650793650793651,8.571428571428571,0.42857142857142855,3.714285714285714,6.714285714285714,1.8076923076923077,3.8571428571428568
2014,11620,7,1430240,1.0,24,0.0,3,3,2,0.0,0,34.33333333333333,36,22,18,4,3,6,19,0,28,5,1,1,165,137,22,7,3,1,36,36,6,0.0,0.5,4.718446601941748,88.0,4.895903457920534,1.6019417475728157,9.436893203883496,1.5728155339805827,4.980582524271846,7.339805825242719,1.4736842105263157,5.766990291262136
2014,11620,7,1430241,1.0,6,0.0,0,1,0,0.0,0,6.0,8,7,6,0,0,3,7,0,3,0,0,0,31,24,5,2,0,0,8,5,1,0.0,0.0,9.0,46.0,11.158039380250631,2.5,12.0,4.5,10.5,4.5,0.42857142857142855,10.5
2014,11620,7,1430242,1.0,6,0.0,0,0,0,0.0,0,5.333333333333333,8,4,4,0,0,1,2,0,3,0,1,1,26,23,8,3,0,1,7,6,1,0.0,,6.75,61.0,4.5955393802506315,1.875,13.5,1.6875,3.375,5.0625,1.5,6.75
2014,11620,7,1430243,1.0,3,0.0,0,1,0,0.0,0,4.666666666666666,8,9,8,3,0,3,7,0,4,5,0,1,34,22,0,0,0,0,6,4,1,0.0,0.0,15.42857142857143,27.0,16.51518223739349,3.214285714285715,15.42857142857143,5.7857142857142865,13.500000000000002,7.714285714285715,0.5714285714285714,17.35714285714286
2014,11620,7,1430244,1.0,14,0.0,4,0,0,0.0,0,50.0,57,26,23,10,2,1,10,0,23,8,2,1,218,195,12,2,2,3,54,63,7,0.0,1.0,4.140000000000001,100.0,2.578039380250631,1.34,10.26,0.18,1.8,4.140000000000001,2.3,4.68
2014,11620,7,1430246,1.0,2,0.0,0,0,0,0.0,0,1.3333333333333333,2,4,4,0,0,0,2,0,1,1,0,0,9,6,1,0,0,0,2,1,1,0.0,,27.0,15.0,7.4080393802506315,3.0,13.5,0.0,13.5,6.75,0.5,27.0
2014,11620,7,1430273,1.0,1,0.0,0,0,0,0.0,0,1.0,2,2,2,0,1,1,2,0,0,1,0,0,8,5,0,0,0,0,1,2,0,0.0,,18.0,23.0,24.15803938025063,4.0,18.0,9.0,18.0,0.0,0.0,18.0
2014,11620,7,1536242,1.0,4,0.0,0,0,0,0.0,0,4.666666666666666,4,2,2,0,0,0,1,0,5,3,1,0,22,18,3,3,0,0,4,5,1,0.0,,3.8571428571428577,107.0,2.5866108088220594,1.0714285714285716,7.714285714285715,0.0,1.9285714285714288,9.642857142857144,5.0,3.8571428571428577
2014,11620,7,1536243,1.0,14,0.0,0,0,2,0.0,0,24.0,26,10,10,2,2,1,7,0,17,0,4,0,101,93,12,6,0,1,15,35,6,0.0,,3.75,110.0,2.158039380250631,1.375,9.75,0.375,2.625,6.375,2.4285714285714284,3.75
2014,11620,7,1536244,1.0,23,0.0,3,2,1,0.0,0,35.666666666666664,34,24,21,5,1,0,13,1,27,5,2,1,152,129,7,4,3,2,35,38,3,0.0,0.6,5.299065420560749,78.0,2.158039380250631,1.3177570093457944,8.57943925233645,0.0,3.280373831775701,6.813084112149533,2.076923076923077,6.056074766355141
2014,11620,7,1536245,1.0,9,0.0,1,0,0,0.0,0,12.0,21,11,11,3,0,0,7,0,10,1,1,0,63,54,3,2,0,1,8,16,5,0.0,1.0,8.25,50.0,2.4913727135839645,2.3333333333333335,15.75,0.0,5.25,7.5,1.4285714285714286,8.25
2014,11620,7,1536246,1.0,1,0.0,0,0,0,0.0,0,0.0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,3,2,0,0,0,0,0,0.0,,,0.0,,,,,,,0.0,
2014,11620,8,1102783,1.0,13,0.0,4,1,1,0.0,0,37.333333333333336,30,11,8,3,2,1,9,1,24,0,0,0,147,133,4,2,4,1,33,47,8,0.0,0.8,1.9285714285714284,214.0,1.9437536659649168,1.044642857142857,7.232142857142857,0.24107142857142855,2.1696428571428568,5.785714285714285,2.6666666666666665,2.6517857142857144
2014,11620,8,1195655,1.0,1,0.0,0,0,0,0.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0.0,,0.0,,2.158039380250631,1.0,9.0,0.0,0.0,0.0,,0.0
2014,11620,8,1195658,1.0,23,0.0,2,3,0,0.0,0,41.333333333333336,37,17,16,3,1,4,20,0,20,0,0,0,179,152,23,9,5,2,47,52,5,0.0,0.4,3.4838709677419355,119.0,3.8999748641215986,1.379032258064516,8.056451612903226,0.8709677419354839,4.354838709677419,4.354838709677419,1.0,3.701612903225806
2014,11620,8,1314567,1.0,15,0.0,1,1,0,0.0,0,24.666666666666664,28,14,10,4,0,2,17,1,19,3,0,0,119,96,13,5,2,0,33,15,4,0.0,0.5,3.6486486486486487,113.0,4.103985326196577,1.8243243243243246,10.216216216216218,0.7297297297297298,6.2027027027027035,6.932432432432433,1.1176470588235294,5.108108108108109
2014,11620,8,1314568,1.0,5,0.0,0,0,0,0.0,0,5.0,6,6,4,1,0,0,3,0,4,0,1,1,24,20,2,2,0,1,4,6,3,0.0,,7.2,57.0,2.358039380250631,1.8,10.799999999999999,0.0,5.3999999999999995,7.2,1.3333333333333333,10.799999999999999
2014,11620,8,1314570,1.0,15,0.0,7,3,0,0.0,0,90.0,65,36,29,9,0,9,31,0,69,12,5,0,372,317,0,0,6,5,81,104,22,0.0,0.7,2.9000000000000004,143.0,3.3580393802506308,1.0666666666666667,6.5,0.9,3.1,6.9,2.225806451612903,3.6
2014,11620,8,1314579,1.0,14,0.0,5,2,0,0.0,0,66.66666666666667,57,25,22,8,3,4,19,0,48,8,1,2,269,237,7,2,4,1,94,39,16,0.0,0.7142857142857143,2.9699999999999998,139.0,2.713039380250631,1.14,7.695,0.54,2.565,6.4799999999999995,2.526315789473684,3.375
2014,11620,8,1314583,1.0,15,0.0,5,7,0,0.0,0,93.33333333333333,61,28,23,7,2,9,47,0,61,13,3,2,389,318,0,0,9,2,129,69,25,0.0,0.4166666666666667,2.217857142857143,186.0,4.0330393802506315,1.1571428571428573,5.882142857142857,0.8678571428571429,4.532142857142857,5.882142857142857,1.297872340425532,2.6999999999999997
2014,11620,8,1416282,1.0,2,0.0,0,1,1,0.0,0,1.3333333333333333,3,2,2,2,0,0,1,0,1,0,0,0,8,7,0,0,0,0,2,1,0,0.0,0.0,13.5,31.0,2.908039380250631,3.0,20.25,0.0,6.75,6.75,1.0,13.5
2014,11620,8,1416287,1.0,3,0.0,0,0,0,0.0,0,2.3333333333333335,2,5,5,0,1,1,3,0,3,0,0,0,12,9,0,0,0,0,1,3,0,0.0,,19.285714285714285,21.0,9.015182237393487,2.142857142857143,7.7142857142857135,3.8571428571428568,11.57142857142857,11.57142857142857,1.0,19.285714285714285
2014,11620,8,1416289,1.0,17,0.0,1,0,0,0.0,0,35.333333333333336,39,22,20,5,0,4,20,2,26,5,4,0,169,137,9,4,6,1,38,36,8,0.0,1.0,5.09433962264151,81.0,4.280680889684593,1.669811320754717,9.933962264150942,1.0188679245283019,5.09433962264151,6.6226415094339615,1.3,5.60377358490566
2014,11620,8,1416300,1.0,11,0.0,0,0,0,0.0,0,10.666666666666666,14,9,8,2,0,1,4,0,8,0,2,2,49,41,6,4,2,2,11,11,3,0.0,,6.75,61.0,3.001789380250631,1.6875,11.8125,0.84375,3.375,6.75,2.0,7.59375
2014,11620,8,1527435,1.0,17,0.0,5,2,0,0.0,1,47.66666666666667,33,18,18,3,0,10,19,0,49,4,1,0,195,169,9,4,2,1,48,40,11,0.0,0.7142857142857143,3.3986013986013983,122.0,4.27692049913175,1.0909090909090908,6.230769230769231,1.888111888111888,3.5874125874125866,9.251748251748252,2.5789473684210527,3.3986013986013983
2014,11620,8,1527438,1.0,20,0.0,3,2,0,0.0,0,51.0,35,21,19,3,1,2,33,0,40,12,2,3,227,178,5,3,2,2,52,53,17,0.0,0.6,3.3529411764705883,123.0,3.746274674368278,1.3333333333333333,6.176470588235294,0.3529411764705882,5.8235294117647065,7.0588235294117645,1.2121212121212122,3.705882352941176
2014,11620,8,1527447,1.0,24,0.0,4,2,11,0.0,0,37.666666666666664,24,9,9,3,0,0,15,2,34,3,1,0,152,124,23,6,6,4,34,41,14,0.0,0.6666666666666666,2.150442477876106,192.0,1.7863579643214273,1.0353982300884956,5.734513274336283,0.0,3.584070796460177,8.123893805309734,2.2666666666666666,2.150442477876106
2014,11620,9,1215559,1.0,15,0.0,9,3,0,0.0,2,110.0,74,20,19,11,2,4,22,1,94,12,1,0,432,387,0,0,8,3,75,150,21,0.0,0.75,1.5545454545454547,266.0,1.848948471159722,0.8727272727272727,6.054545454545455,0.32727272727272727,1.8,7.6909090909090905,4.2727272727272725,1.6363636363636365
2014,11620,9,1215563,1.0,6,0.0,1,3,0,0.0,0,9.666666666666668,19,16,13,5,0,1,8,1,9,0,1,2,56,48,0,0,0,0,12,8,2,0.0,0.25,12.103448275862068,34.0,4.123556621629941,2.7931034482758617,17.68965517241379,0.9310344827586206,7.448275862068964,8.379310344827585,1.125,14.896551724137929
2014,11620,9,1215581,1.0,1,0.0,0,0,0,0.0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0.0,,0.0,,2.158039380250631,0.0,0.0,0.0,0.0,0.0,,0.0
2014,11620,9,1313630,1.0,15,0.0,7,1,0,0.0,0,87.0,75,21,17,5,2,3,17,1,58,9,1,0,353,320,0,0,5,2,120,65,16,0.0,0.875,1.7586206896551726,235.0,2.1695336331241943,1.0574712643678161,7.758620689655172,0.3103448275862069,1.7586206896551726,6.0,3.411764705882353,2.1724137931034484
2014,11620,9,1428407,1.0,29,0.0,2,4,4,0.0,0,41.0,34,20,15,5,0,5,15,4,37,6,0,1,177,149,30,7,3,3,50,30,8,0.0,0.3333333333333333,3.292682926829268,126.0,3.475112550982338,1.1951219512195121,7.463414634146341,1.0975609756097562,3.292682926829268,8.121951219512196,2.466666666666667,4.390243902439025
2014,11620,9,1428408,1.0,1,0.0,0,0,0,0.0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0.0,,0.0,,2.158039380250631,3.0,27.0,0.0,0.0,0.0,,0.0
2014,11620,9,1428410,1.0,28,0.0,1,2,2,0.0,0,41.333333333333336,35,13,13,3,1,5,8,1,34,9,1,0,170,151,26,6,0,2,38,43,12,0.0,0.3333333333333333,2.8306451612903225,146.0,3.319329702831276,1.0403225806451613,7.620967741935483,1.0887096774193548,1.7419354838709677,7.403225806451612,4.25,2.8306451612903225
2014,11620,9,1428411,1.0,17,0.0,0,2,5,0.0,0,15.666666666666666,17,6,6,4,1,1,8,0,12,4,0,0,73,60,11,5,1,0,13,18,3,0.0,0.0,3.4468085106382977,120.0,3.753784061101695,1.5957446808510638,9.765957446808512,0.574468085106383,4.595744680851064,6.8936170212765955,1.5,3.4468085106382977
2014,11620,9,1428413,1.0,16,0.0,0,1,1,0.0,0,23.0,33,13,12,3,0,2,7,1,15,4,0,0,110,96,5,0,3,0,31,20,5,0.0,0.0,4.695652173913043,88.0,3.418908945468022,1.7391304347826086,12.91304347826087,0.7826086956521738,2.739130434782609,5.869565217391305,2.142857142857143,5.08695652173913
2014,11620,9,1428415,1.0,12,0.0,2,1,0,0.0,0,20.666666666666668,23,12,12,8,1,1,16,1,18,1,1,1,95,78,5,0,0,0,19,18,7,0.0,0.6666666666666666,5.225806451612902,79.0,3.5128780899280505,1.8870967741935483,10.016129032258064,0.43548387096774194,6.967741935483871,7.838709677419355,1.125,5.225806451612902
2014,11620,9,1533382,1.0,6,0.0,1,0,0,0.0,0,10.333333333333332,12,9,8,5,1,1,3,0,11,2,2,1,49,42,4,1,1,1,5,13,4,0.0,1.0,6.967741935483872,59.0,2.7386845415409535,1.4516129032258067,10.451612903225808,0.870967741935484,2.612903225806452,9.580645161290324,3.6666666666666665,7.838709677419356
2014,11620,9,1533384,1.0,14,0.0,5,2,0,0.0,0,73.66666666666667,61,27,22,12,2,14,41,4,56,8,0,2,324,268,0,0,5,2,102,49,17,0.0,0.7142857142857143,2.687782805429864,154.0,5.103740737716694,1.3846153846153846,7.452488687782805,1.7104072398190044,5.009049773755655,6.841628959276018,1.3658536585365855,3.2986425339366514
2014,11620,9,1533385,1.0,21,0.0,5,2,4,0.0,0,50.666666666666664,44,18,17,10,0,2,26,2,45,3,2,0,220,186,17,5,3,2,44,56,13,0.0,0.7142857142857143,3.019736842105263,137.0,2.6119867486716837,1.381578947368421,7.815789473684211,0.3552631578947369,4.61842105263158,7.99342105263158,1.7307692307692308,3.1973684210526314
2014,11620,14,1216472,1.0,10,0.0,3,3,0,0.0,0,61.333333333333336,55,29,17,14,1,10,27,0,62,4,1,3,267,232,0,0,4,0,66,45,8,0.0,0.5,2.4945652173913047,166.0,3.77216981503324,1.3369565217391304,8.070652173913043,1.4673913043478262,3.96195652173913,9.097826086956522,2.2962962962962963,4.255434782608695
2014,11620,14,1216473,1.0,11,0.0,0,2,0,0.0,0,15.0,21,15,15,4,2,3,7,1,18,4,0,1,79,65,14,8,2,1,18,9,3,0.0,0.0,9.0,46.0,4.558039380250631,1.8666666666666667,12.6,1.8,4.2,10.799999999999999,2.5714285714285716,9.0
2014,11620,14,1216482,1.0,13,0.0,0,1,0,0.0,0,22.0,20,20,20,3,2,6,31,0,18,2,0,2,116,82,7,1,0,1,24,19,6,0.0,0.0,8.181818181818182,51.0,8.56713028934154,2.3181818181818183,8.181818181818182,2.454545454545454,12.681818181818183,7.363636363636364,0.5806451612903226,8.181818181818182
2014,11620,14,1324525,1.0,10,0.0,2,3,0,0.0,0,14.666666666666666,27,26,23,4,0,4,14,1,17,6,0,0,93,70,0,0,2,1,12,13,3,0.0,0.4,14.113636363636365,29.0,7.47622119843245,2.7954545454545454,16.56818181818182,2.454545454545455,8.590909090909092,10.431818181818183,1.2142857142857142,15.954545454545455
