season,season_id,school_id,stats_player_seq,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2013,11320,5,1104711,1.0,22,0.0,4,1,4,0.0,0,35.333333333333336,24,6,3,2,0,3,8,1,22,6,0,1,145,125,4,1,6,0,53,27,9,0.0,100.77745383867833,0.8,0.7641509433962264,17.0,3.391575448228073,0.9056603773584905,6.113207547169811,0.7641509433962264,2.0377358490566038,5.60377358490566,2.75,1.5283018867924527
2013,11320,5,1218824,1.0,26,0.0,0,2,0,0.0,0,43.0,43,24,22,6,2,10,15,0,22,17,2,1,196,155,26,12,5,4,34,63,4,0.0,100.77745383867833,0.0,4.604651162790698,105.0,6.576963776442202,1.3488372093023255,9.0,2.0930232558139537,3.1395348837209305,4.604651162790698,1.4666666666666666,5.023255813953488
2013,11320,5,1218825,1.0,13,11.0,2,8,0,0.0,0,43.666666666666664,59,52,40,6,4,3,29,0,30,19,5,0,234,180,1,0,1,5,39,51,8,0.0,100.77745383867833,0.2,8.244274809160306,188.0,5.16119953003709,2.0152671755725193,12.160305343511451,0.6183206106870229,5.977099236641221,6.183206106870229,1.0344827586206897,10.717557251908397
2013,11320,5,1321037,1.0,13,0.0,0,0,0,0.0,0,20.666666666666664,26,20,17,7,0,3,8,0,10,6,3,0,100,83,4,3,1,2,23,24,4,0.0,100.77745383867833,,7.403225806451613,169.0,5.296018540133126,1.6451612903225807,11.322580645161292,1.306451612903226,3.483870967741936,4.35483870967742,1.25,8.70967741935484
2013,11320,5,1321050,1.0,9,6.0,0,4,0,0.0,0,27.333333333333332,53,36,23,3,1,1,18,0,13,10,0,1,165,128,4,4,7,2,33,31,3,0.0,100.77745383867833,0.0,7.573170731707318,173.0,4.941966612517074,2.597560975609756,17.451219512195124,0.3292682926829269,5.926829268292683,4.2804878048780495,0.7222222222222222,11.853658536585366
2013,11320,5,1436915,1.0,12,0.0,1,0,0,0.0,0,13.333333333333332,9,3,1,2,0,1,13,0,7,2,0,0,63,45,10,3,1,2,18,14,0,0.0,100.77745383867833,1.0,0.675,15.0,5.644405636907319,1.6500000000000001,6.075,0.675,8.775,4.7250000000000005,0.5384615384615384,2.0250000000000004
2013,11320,5,1436920,1.0,14,14.0,0,7,0,0.0,0,63.333333333333336,89,64,51,18,3,7,23,0,39,14,3,1,318,270,0,0,5,6,73,72,13,0.0,100.77745383867833,0.0,7.247368421052631,165.0,4.302300373749423,1.768421052631579,12.647368421052631,0.9947368421052631,3.2684210526315787,5.542105263157895,1.6956521739130435,9.094736842105263
2013,11320,5,1436922,1.0,25,0.0,3,2,0,0.0,0,43.666666666666664,48,21,15,3,0,2,10,2,20,4,3,0,188,170,23,10,3,1,58,42,8,0.0,100.77745383867833,0.6,3.0916030534351147,71.0,2.98562701095312,1.3282442748091603,9.893129770992367,0.4122137404580153,2.0610687022900764,4.122137404580153,2.0,4.32824427480916
2013,11320,5,1436923,1.0,14,13.0,4,7,0,0.0,0,86.66666666666667,93,48,40,16,3,2,24,1,29,7,4,1,377,333,1,0,8,5,76,137,7,0.0,100.77745383867833,0.36363636363636365,4.153846153846153,95.0,3.048251790753472,1.3499999999999999,9.657692307692308,0.20769230769230768,2.492307692307692,3.0115384615384615,1.2083333333333333,4.984615384615384
2013,11320,5,1436924,1.0,11,7.0,1,3,0,0.0,0,35.0,44,30,27,7,1,6,22,0,10,6,4,1,176,139,8,1,5,4,41,45,6,0.0,100.77745383867833,0.25,6.942857142857143,158.0,6.401548494050175,1.8857142857142857,11.314285714285713,1.542857142857143,5.657142857142857,2.571428571428571,0.45454545454545453,7.7142857142857135
