season,season_id,school_id,stats_player_seq,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2020,15204,2,1997675,1.0,2,0.0,0,0,0,0.0,0,1.6666666666666665,1,2,2,0,0,1,1,0,1,0,0,0,7,6,0,0,0,0,1,3,0,0.0,86.20209059233449,,10.8,261.0,11.323746965586178,1.2000000000000002,5.4,5.4,5.4,5.4,1.0,10.8
2020,15204,2,2133304,1.0,4,2.0,1,1,0,0.0,0,11.0,13,9,6,2,0,1,6,0,6,0,0,1,52,45,2,0,0,1,14,11,1,0.0,86.20209059233449,0.5,4.909090909090908,119.0,4.651019692858905,1.7272727272727273,10.636363636363637,0.8181818181818182,4.909090909090908,4.909090909090908,1.0,7.363636363636364
2020,15204,2,2347956,1.0,3,0.0,0,0,0,0.0,0,4.0,5,3,3,1,0,1,0,0,4,1,0,0,18,17,3,2,0,0,2,6,3,0.0,86.20209059233449,,6.75,163.0,4.923746965586178,1.25,11.25,2.25,0.0,9.0,,6.75
2020,15204,2,2347958,1.0,4,0.0,0,0,0,0.0,0,2.0,1,0,0,1,0,0,2,0,3,0,0,1,8,6,2,2,0,0,2,0,1,0.0,86.20209059233449,,0.0,0.0,2.9237469655861776,1.5,4.5,0.0,9.0,13.5,1.5,0.0
2020,15204,2,2347963,1.0,5,0.0,0,0,1,0.0,0,6.333333333333333,6,3,2,1,0,1,0,0,3,0,1,0,27,27,1,0,0,0,9,7,0,0.0,86.20209059233449,,2.842105263157895,69.0,4.029010123480915,0.9473684210526316,8.526315789473685,1.4210526315789476,0.0,4.2631578947368425,,4.2631578947368425
2020,15204,2,2347964,1.0,1,0.0,0,0,0,0.0,0,1.0,2,2,2,0,0,0,1,0,1,0,1,3,6,5,0,0,0,0,1,1,1,0.0,86.20209059233449,,18.0,435.0,3.9237469655861776,3.0,18.0,0.0,9.0,9.0,1.0,18.0
2020,15204,2,2347971,1.0,4,4.0,1,2,0,0.0,0,16.0,17,11,6,6,0,0,7,0,10,2,0,1,70,60,0,0,1,0,19,12,3,0.0,86.20209059233449,0.3333333333333333,3.375,82.0,3.3612469655861776,1.5,9.5625,0.0,3.9375,5.625,1.4285714285714286,6.1875
2020,15204,2,2347972,1.0,5,0.0,0,0,0,0.0,0,7.333333333333333,4,3,3,1,0,1,4,0,8,2,0,2,31,25,2,1,0,0,10,3,4,0.0,86.20209059233449,,3.681818181818182,89.0,4.969201511040723,1.090909090909091,4.90909090909091,1.2272727272727275,4.90909090909091,9.81818181818182,2.0,3.681818181818182
2020,15204,2,2347976,1.0,4,0.0,0,0,1,0.0,0,10.666666666666666,12,7,6,2,1,0,4,0,9,1,0,0,49,42,3,3,0,2,10,12,1,0.0,86.20209059233449,,5.0625,122.0,2.6424969655861776,1.5,10.125,0.0,3.375,7.59375,2.25,5.90625
2020,15204,2,2347977,1.0,4,0.0,1,2,0,0.0,0,18.333333333333332,14,9,4,2,2,2,1,0,22,2,0,1,77,74,0,0,0,0,13,18,8,0.0,86.20209059233449,0.3333333333333333,1.9636363636363638,47.0,2.4328378746770865,0.8181818181818182,6.872727272727273,0.9818181818181819,0.49090909090909096,10.8,22.0,4.418181818181819
2020,15204,2,2347980,1.0,5,0.0,0,0,0,0.0,0,6.333333333333333,6,8,8,1,0,3,4,0,10,0,0,1,29,25,0,0,0,0,2,7,1,0.0,86.20209059233449,,11.36842105263158,275.0,7.818483807691441,1.5789473684210527,8.526315789473685,4.2631578947368425,5.68421052631579,14.210526315789474,2.5,11.36842105263158
2020,15204,2,2347982,1.0,5,0.0,0,0,0,0.0,0,6.666666666666666,10,5,4,5,0,0,3,0,5,0,0,3,33,30,5,3,0,0,6,8,1,0.0,86.20209059233449,,5.4,130.0,2.7737469655861777,1.9500000000000002,13.500000000000002,0.0,4.050000000000001,6.750000000000001,1.6666666666666667,6.750000000000001
2020,15204,2,2347983,1.0,5,2.0,0,1,0,0.0,0,9.666666666666666,8,5,4,1,0,0,11,1,13,4,0,2,53,34,2,1,1,2,6,10,6,0.0,86.20209059233449,0.0,3.724137931034483,90.0,4.889264206965488,1.9655172413793105,7.448275862068966,0.0,10.241379310344827,12.10344827586207,1.1818181818181819,4.655172413793104
2020,15204,2,2347984,1.0,4,0.0,0,0,0,0.0,0,1.6666666666666665,5,3,3,0,0,0,3,0,1,0,0,0,13,10,5,1,0,0,2,2,0,0.0,86.20209059233449,,16.200000000000003,391.0,7.123746965586178,4.800000000000001,27.000000000000004,0.0,16.200000000000003,5.4,0.3333333333333333,16.200000000000003
2020,15204,2,2347985,1.0,5,0.0,3,0,0,0.0,0,13.666666666666668,11,3,3,0,0,0,6,1,22,1,0,2,58,51,5,2,0,0,10,6,6,0.0,86.20209059233449,1.0,1.9756097560975607,48.0,1.240820136317885,1.2439024390243902,7.24390243902439,0.0,3.9512195121951215,14.48780487804878,3.6666666666666665,1.9756097560975607
2020,15204,2,2347986,1.0,4,3.0,1,2,0,0.0,0,14.666666666666666,14,8,7,4,0,1,5,0,15,1,0,2,64,57,0,0,0,1,8,21,5,0.0,86.20209059233449,0.3333333333333333,4.295454545454546,104.0,2.991928783767996,1.2954545454545454,8.590909090909092,0.6136363636363638,3.0681818181818183,9.204545454545455,3.0,4.90909090909091
2020,15204,5,2308164,1.0,3,0.0,0,1,0,0.0,0,2.0,3,3,2,1,1,0,1,1,1,1,0,0,11,8,1,0,0,1,2,3,0,0.0,23.5658497172098,0.0,9.0,337.0,4.923746965586178,2.0,13.5,0.0,4.5,4.5,1.0,13.5
2020,15204,5,2308165,1.0,4,4.0,1,2,0,0.0,0,19.333333333333332,21,19,18,2,0,2,11,0,11,3,0,1,94,77,0,0,2,1,21,26,1,0.0,23.5658497172098,0.3333333333333333,8.379310344827587,314.0,5.303057310413764,1.6551724137931036,9.775862068965518,0.9310344827586208,5.120689655172414,5.120689655172414,1.0,8.844827586206897
2020,15204,5,2308179,1.0,5,1.0,0,1,0,0.0,0,9.0,8,11,8,2,1,2,7,0,11,2,0,3,45,33,6,3,2,1,7,8,2,0.0,23.5658497172098,0.0,8.0,300.0,6.368191410030622,1.6666666666666667,8.0,2.0,7.0,11.0,1.5714285714285714,11.0
2020,15204,5,2308185,1.0,4,2.0,0,3,0,0.0,0,11.0,24,18,16,3,1,2,5,0,5,1,1,0,61,54,2,2,0,1,9,16,2,0.0,23.5658497172098,0.0,13.090909090909092,490.0,6.0146560564952685,2.6363636363636362,19.636363636363633,1.6363636363636365,4.090909090909091,4.090909090909091,1.0,14.727272727272728
2020,15204,5,2308188,1.0,2,0.0,0,0,0,0.0,0,7.333333333333334,3,0,0,1,0,0,2,0,8,1,0,0,26,22,0,0,1,0,10,2,5,0.0,23.5658497172098,,0.0,0.0,1.969201511040723,0.6818181818181818,3.6818181818181817,0.0,2.454545454545454,9.818181818181817,4.0,0.0
2020,15204,5,2308203,1.0,5,1.0,0,1,0,1.0,0,17.0,13,6,6,4,0,2,9,0,13,1,0,3,73,60,3,1,3,0,20,16,3,0.0,23.5658497172098,0.0,3.1764705882352944,119.0,4.688452847939119,1.2941176470588236,6.88235294117647,1.0588235294117647,4.764705882352941,6.88235294117647,1.4444444444444444,3.1764705882352944
2020,15204,5,2308206,1.0,3,0.0,0,0,0,0.0,0,2.333333333333333,3,1,1,2,0,0,1,0,1,0,0,0,11,10,5,3,0,0,3,3,0,0.0,23.5658497172098,,3.8571428571428577,144.0,3.3523183941576065,1.7142857142857144,11.571428571428573,0.0,3.8571428571428577,3.8571428571428577,1.0,3.8571428571428577
2020,15204,5,2308209,1.0,1,0.0,0,0,0,0.0,0,0.0,0,3,3,0,0,0,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0.0,23.5658497172098,,,,,,,,,,0.0,
2020,15204,5,2308212,1.0,4,3.0,0,3,0,0.0,0,23.333333333333332,24,13,11,3,0,0,7,1,20,2,0,1,101,90,2,0,2,0,24,22,3,0.0,23.5658497172098,0.0,4.242857142857143,159.0,2.3666041084433207,1.3285714285714287,9.257142857142858,0.0,2.6999999999999997,7.714285714285715,2.857142857142857,5.014285714285714
