season,season_id,school_id,stats_player_seq,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B,3B,Bk,HR,WP,HB,IBB,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,CG,pickoffs,PI,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2013,11320,2,1077034,1,1.3333333333333333,3,2,2,1,1,0,8,7,0,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0.0,0.0,0.0,,13.5,3.0,20.25,0.0,6.75,6.75,1.0,13.5
2013,11320,2,1311150,1,0.3333333333333333,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,3.0,27.0,0.0,0.0,27.0,,27.0
2013,11320,2,1311154,1,1.6666666666666665,2,2,2,0,0,0,8,7,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,,10.8,1.2000000000000002,10.8,0.0,0.0,0.0,,10.8
2013,11320,2,1311157,14,56.33333333333333,63,40,36,30,49,0,255,214,10,1,0,9,1,8,0,6,4,2,1,81,26,3,4,0,11,0.0,0.0,449.0,0.42857142857142855,5.7514792899408285,1.6508875739644973,10.06508875739645,1.4378698224852071,4.792899408284024,7.828402366863906,1.6333333333333333,6.390532544378699
2013,11320,2,1420611,13,78.33333333333333,94,41,36,22,59,0,349,312,13,3,0,3,1,8,0,0,0,5,2,94,68,6,4,0,18,0.0,0.0,502.0,0.6,4.136170212765958,1.4808510638297874,10.8,0.3446808510638298,2.5276595744680854,6.77872340425532,2.6818181818181817,4.7106382978723405
2013,11320,5,1218824,26,43.0,43,24,22,15,22,0,196,155,6,2,2,10,1,17,0,26,12,5,4,34,63,0,2,0,4,0.0,0.0,609.0,0.0,4.604651162790698,1.3488372093023255,9.0,2.0930232558139537,3.1395348837209305,4.604651162790698,1.4666666666666666,5.023255813953488
2013,11320,5,1218825,13,43.666666666666664,59,52,40,29,30,0,234,180,6,4,5,3,0,19,0,1,0,1,5,39,51,2,8,0,8,0.0,0.0,810.0,0.2,8.244274809160306,2.0152671755725193,12.160305343511451,0.6183206106870229,5.977099236641221,6.183206106870229,1.0344827586206897,10.717557251908397
2013,11320,5,1321037,13,20.666666666666664,26,20,17,8,10,0,100,83,7,0,3,3,0,6,0,4,3,1,2,23,24,0,0,0,4,0.0,0.0,201.0,,7.403225806451613,1.6451612903225807,11.322580645161292,1.306451612903226,3.483870967741936,4.35483870967742,1.25,8.70967741935484
2013,11320,5,1321050,9,27.333333333333332,53,36,23,18,13,0,165,128,3,1,0,1,1,10,0,4,4,7,2,33,31,0,4,0,3,0.0,0.0,527.0,0.0,7.573170731707318,2.597560975609756,17.451219512195124,0.3292682926829269,5.926829268292683,4.2804878048780495,0.7222222222222222,11.853658536585366
2013,11320,5,1436920,14,63.333333333333336,89,64,51,23,39,0,318,270,18,3,3,7,1,14,0,0,0,5,6,73,72,0,7,0,13,0.0,0.0,720.0,0.0,7.247368421052631,1.768421052631579,12.647368421052631,0.9947368421052631,3.2684210526315787,5.542105263157895,1.6956521739130435,9.094736842105263
2013,11320,5,1436922,25,43.666666666666664,48,21,15,10,20,0,188,170,3,0,3,2,0,4,2,23,10,3,1,58,42,3,2,0,8,0.0,0.0,575.0,0.6,3.0916030534351147,1.3282442748091603,9.893129770992367,0.4122137404580153,2.0610687022900764,4.122137404580153,2.0,4.32824427480916
2013,11320,5,1436923,14,86.66666666666667,93,48,40,24,29,0,377,333,16,3,4,2,1,7,1,1,0,8,5,76,137,4,7,0,7,0.0,0.0,907.0,0.36363636363636365,4.153846153846153,1.3499999999999999,9.657692307692308,0.20769230769230768,2.492307692307692,3.0115384615384615,1.2083333333333333,4.984615384615384
2013,11320,5,1436924,11,35.0,44,30,27,22,10,0,176,139,7,1,4,6,1,6,0,8,1,5,4,41,45,1,3,0,6,0.0,0.0,414.0,0.25,6.942857142857143,1.8857142857142857,11.314285714285713,1.542857142857143,5.657142857142857,2.571428571428571,0.45454545454545453,7.7142857142857135
2013,11320,5,1436925,11,13.0,14,6,5,3,5,0,56,50,2,0,0,2,1,1,0,5,2,1,1,10,22,0,1,0,2,0.0,0.0,121.0,0.0,3.4615384615384617,1.3076923076923077,9.692307692307692,1.3846153846153846,2.076923076923077,3.4615384615384617,1.6666666666666667,4.153846153846154
2013,11320,5,1436926,15,33.666666666666664,25,12,11,11,26,0,136,119,3,0,0,6,1,1,0,18,7,3,2,27,41,0,2,4,10,0.0,0.0,292.0,0.0,2.9405940594059405,1.0693069306930694,6.683168316831684,1.603960396039604,2.9405940594059405,6.9504950495049505,2.3636363636363638,3.207920792079208
2013,11320,6,1106900,25,84.0,130,108,85,48,35,0,449,366,26,5,7,10,3,15,0,28,24,7,13,78,126,4,3,0,11,0.0,0.0,509.0,0.5714285714285714,9.107142857142858,2.119047619047619,13.928571428571429,1.0714285714285714,5.142857142857142,3.75,0.7291666666666666,11.571428571428573
2013,11320,6,1322600,18,70.33333333333333,107,88,63,51,45,0,377,303,20,4,4,9,2,9,0,5,4,10,4,81,71,4,10,0,16,0.0,0.0,140.0,0.2857142857142857,8.061611374407583,2.246445497630332,13.691943127962086,1.151658767772512,6.5260663507109005,5.75829383886256,0.8823529411764706,11.260663507109005
2013,11320,6,1322602,6,11.333333333333332,13,13,11,11,7,0,63,50,3,1,0,0,3,1,0,3,0,0,1,3,24,0,1,0,1,0.0,0.0,101.0,0.0,8.73529411764706,2.1176470588235294,10.323529411764707,0.0,8.73529411764706,5.5588235294117645,0.6363636363636364,10.323529411764707
2013,11320,6,1440368,4,5.333333333333333,10,10,5,6,3,0,34,27,2,1,0,0,1,0,0,5,4,0,1,2,11,0,0,0,1,0.0,0.0,59.0,,8.4375,3.0,16.875,0.0,10.125,5.0625,0.5,16.875
2013,11320,7,1105885,11,57.33333333333333,55,32,23,21,50,0,247,215,9,2,2,3,0,3,0,0,0,5,3,55,56,3,6,0,16,0.0,0.0,867.0,0.3333333333333333,3.6104651162790704,1.3255813953488373,8.633720930232558,0.47093023255813954,3.2965116279069773,7.848837209302326,2.380952380952381,5.023255813953488
2013,11320,7,1316348,6,4.0,8,7,6,3,6,0,22,18,3,1,0,0,0,1,0,6,3,0,0,1,3,0,2,0,2,0.0,0.0,70.0,0.0,13.5,2.75,18.0,0.0,6.75,13.5,2.0,15.75
2013,11320,7,1316349,8,6.0,11,5,5,1,9,0,33,29,2,2,0,3,0,3,0,3,2,0,0,1,8,0,0,0,4,0.0,0.0,107.0,,7.5,2.0,16.5,4.5,1.5,13.5,9.0,7.5
2013,11320,7,1430238,17,52.0,75,40,35,16,45,0,240,214,16,3,3,3,0,7,0,6,5,2,1,53,40,3,3,0,15,0.0,0.0,560.0,0.5,6.057692307692308,1.75,12.98076923076923,0.5192307692307693,2.769230769230769,7.788461538461538,2.8125,6.923076923076923
2013,11320,7,1430239,7,13.666666666666666,14,13,10,8,11,0,66,51,0,1,0,4,0,4,0,3,0,2,1,16,11,0,1,0,6,0.0,0.0,180.0,0.0,6.585365853658536,1.6097560975609757,9.21951219512195,2.634146341463415,5.26829268292683,7.2439024390243905,1.375,8.560975609756099
2013,11320,7,1430273,2,2.0,4,2,2,1,1,0,10,8,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0.0,0.0,37.0,,9.0,2.5,18.0,4.5,4.5,4.5,1.0,9.0
2013,11320,8,1102783,20,46.0,42,18,15,19,28,0,192,166,9,1,2,4,0,1,4,13,3,4,2,46,51,5,2,1,17,0.0,0.0,543.0,0.7142857142857143,2.9347826086956523,1.326086956521739,8.217391304347826,0.7826086956521738,3.717391304347826,5.478260869565218,1.4736842105263157,3.5217391304347827
2013,11320,8,1195658,15,28.0,20,5,5,15,14,0,115,93,2,0,0,3,0,5,2,10,3,2,0,26,35,2,1,1,4,0.0,0.0,408.0,0.6666666666666666,1.6071428571428572,1.25,6.428571428571429,0.9642857142857142,4.821428571428571,4.5,0.9333333333333333,1.6071428571428572
2013,11320,8,1195659,16,94.33333333333333,105,45,40,26,76,0,402,364,21,1,5,8,0,3,0,0,0,8,0,118,67,5,7,0,30,0.0,0.0,1217.0,0.4166666666666667,3.8162544169611308,1.3886925795053005,10.01766784452297,0.7632508833922262,2.4805653710247353,7.250883392226149,2.923076923076923,4.293286219081272
2013,11320,8,1314567,17,51.666666666666664,43,20,18,28,39,0,215,175,10,0,1,6,3,8,1,7,2,2,2,62,34,4,2,0,8,0.0,0.0,751.0,0.6666666666666666,3.135483870967742,1.3741935483870968,7.490322580645161,1.0451612903225806,4.87741935483871,6.7935483870967746,1.3928571428571428,3.483870967741936
