season,season_id,school_id,stats_player_seq,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B,3B,Bk,HR,WP,HB,IBB,IR,IRS,SHA,SFA,GO,FO,W,L,SV,KL,CG,pickoffs,PI,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2016,12360,2,1420630,26,38.666666666666664,31,20,18,17,34,0,167,142,6,2,0,1,4,3,3,23,8,4,1,43,35,0,4,7,9,0.0,0.0,574.0,0.0,4.189655172413794,1.2413793103448276,7.215517241379311,0.2327586206896552,3.9568965517241383,7.913793103448277,2.0,4.655172413793104
2016,12360,2,1547054,19,15.666666666666666,17,16,14,8,15,0,73,62,7,1,3,2,1,1,0,5,2,0,2,12,19,0,2,2,3,0.0,0.0,302.0,0.0,8.042553191489363,1.5957446808510638,9.765957446808512,1.148936170212766,4.595744680851064,8.617021276595745,1.875,9.191489361702128
2016,12360,2,1767869,13,13.666666666666666,15,8,8,5,5,0,65,54,3,1,1,2,1,4,0,3,2,1,1,15,18,0,0,0,1,0.0,0.0,197.0,,5.26829268292683,1.4634146341463414,9.878048780487806,1.3170731707317076,3.292682926829268,3.292682926829268,1.0,5.26829268292683
2016,12360,2,1767883,3,2.6666666666666665,5,2,0,1,2,0,14,12,0,0,0,1,0,0,0,4,4,0,1,5,1,0,0,0,0,0.0,0.0,15.0,,0.0,2.25,16.875,3.375,3.375,6.75,2.0,6.75
2016,12360,2,1767887,7,7.0,10,8,5,4,5,0,36,30,2,0,1,0,0,1,0,3,1,1,0,6,9,0,0,0,0,0.0,0.0,142.0,,6.428571428571429,2.0,12.857142857142858,0.0,5.142857142857142,6.428571428571429,1.25,10.285714285714285
2016,12360,2,1767891,20,16.666666666666668,21,14,9,9,17,0,81,67,6,2,1,0,1,2,0,15,3,1,1,12,17,1,1,0,7,0.0,0.0,309.0,0.5,4.859999999999999,1.7999999999999998,11.34,0.0,4.859999999999999,9.18,1.8888888888888888,7.56
2016,12360,4,1434144,12,36.0,42,17,17,12,27,0,159,142,3,2,0,2,0,3,0,2,0,2,0,52,19,4,0,1,10,1.0,0.0,116.0,1.0,4.25,1.5,10.5,0.5,3.0,6.75,2.25,4.25
2016,12360,4,1558661,16,34.0,44,23,17,16,17,0,162,134,2,0,0,2,2,2,1,6,1,9,1,54,25,3,2,1,8,0.0,0.0,8.0,0.6,4.5,1.7647058823529411,11.647058823529413,0.5294117647058824,4.235294117647059,4.5,1.0625,6.088235294117648
2016,12360,4,1558776,10,52.0,55,29,24,20,24,0,232,198,3,1,0,1,4,5,1,0,0,5,4,72,49,4,2,0,7,2.0,0.0,0.0,0.6666666666666666,4.153846153846154,1.4423076923076923,9.51923076923077,0.17307692307692307,3.4615384615384617,4.153846153846154,1.2,5.019230769230769
2016,12360,4,1664109,13,82.66666666666667,63,22,20,11,50,2,317,297,15,1,0,2,2,2,0,0,0,5,2,84,103,9,2,0,14,5.0,0.0,91.0,0.8181818181818182,2.1774193548387095,0.8951612903225806,6.858870967741935,0.21774193548387097,1.1975806451612903,5.443548387096774,4.545454545454546,2.3951612903225805
2016,12360,4,1668519,3,6.666666666666667,5,7,7,3,2,0,31,22,0,0,0,2,0,3,0,2,0,0,3,9,8,0,0,0,2,0.0,0.0,0.0,,9.450000000000001,1.2,6.75,2.6999999999999997,4.05,2.6999999999999997,0.6666666666666666,9.450000000000001
2016,12360,4,1777572,13,19.0,23,15,10,10,10,0,94,78,6,0,0,1,3,2,0,7,4,3,1,24,20,1,2,1,6,0.0,0.0,3.0,0.3333333333333333,4.7368421052631575,1.736842105263158,10.894736842105264,0.47368421052631576,4.7368421052631575,4.7368421052631575,1.0,7.105263157894737
2016,12360,4,1780076,13,34.0,33,20,17,13,14,0,152,129,8,0,1,2,2,8,0,0,0,0,2,31,51,2,0,1,1,0.0,0.0,81.0,1.0,4.5,1.3529411764705883,8.735294117647058,0.5294117647058824,3.441176470588235,3.705882352941176,1.0769230769230769,5.294117647058823
2016,12360,4,1783582,1,1.3333333333333333,1,1,1,3,0,0,8,5,0,0,0,0,1,0,2,0,0,0,0,2,2,0,1,0,0,0.0,0.0,0.0,0.0,6.75,3.0,6.75,0.0,20.25,0.0,0.0,6.75
2016,12360,6,1322592,19,28.666666666666668,44,52,41,33,23,0,178,127,6,2,3,5,2,16,0,14,11,0,2,27,29,1,2,0,11,0.0,0.0,366.0,0.3333333333333333,12.872093023255813,2.686046511627907,13.813953488372091,1.5697674418604652,10.36046511627907,7.220930232558139,0.696969696969697,16.325581395348838
2016,12360,6,1440361,8,34.333333333333336,57,49,30,26,30,0,188,155,16,6,1,6,5,5,0,2,2,2,0,39,21,1,4,0,9,1.0,0.0,162.0,0.2,7.864077669902912,2.4174757281553396,14.941747572815533,1.5728155339805823,6.815533980582524,7.864077669902912,1.1538461538461537,12.844660194174756
2016,12360,6,1661670,21,94.66666666666667,99,65,54,48,86,0,438,365,16,1,1,6,13,12,0,2,0,10,3,94,86,4,9,1,27,5.0,0.0,786.0,0.3076923076923077,5.133802816901409,1.5528169014084505,9.411971830985916,0.5704225352112676,4.563380281690141,8.176056338028168,1.7916666666666667,6.179577464788732
2016,12360,6,1773880,1,0.3333333333333333,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,27.0,27.0,1.0,0.0
2016,12360,6,1773881,7,22.666666666666668,25,23,18,13,20,0,109,92,2,1,0,1,9,3,0,3,1,0,1,26,18,0,2,0,6,0.0,0.0,132.0,0.0,7.147058823529411,1.676470588235294,9.926470588235293,0.39705882352941174,5.161764705882352,7.9411764705882355,1.5384615384615385,9.132352941176471
2016,12360,6,1773882,28,98.66666666666666,119,95,85,67,89,0,479,380,24,7,0,9,12,15,1,10,3,9,8,87,93,4,12,3,33,3.0,0.0,912.0,0.25,7.75337837837838,1.8851351351351353,10.85472972972973,0.820945945945946,6.111486486486488,8.118243243243244,1.328358208955224,8.665540540540542
2016,12360,6,1773883,19,25.666666666666668,33,37,34,18,19,0,143,106,6,1,0,2,9,19,0,12,7,0,0,26,25,1,0,0,5,0.0,0.0,248.0,1.0,11.922077922077921,1.987012987012987,11.57142857142857,0.7012987012987013,6.311688311688312,6.662337662337661,1.0555555555555556,12.974025974025974
2016,12360,6,1773884,13,31.666666666666664,46,48,36,24,18,0,174,139,8,1,1,4,4,6,0,13,9,2,3,27,45,0,4,0,10,0.0,0.0,291.0,0.0,10.23157894736842,2.210526315789474,13.073684210526316,1.1368421052631579,6.821052631578947,5.11578947368421,0.75,13.642105263157895
2016,12360,7,1316333,16,16.0,21,13,12,7,14,0,78,68,0,0,0,2,2,3,0,12,6,0,0,20,12,1,1,0,5,0.0,0.0,209.0,0.5,6.75,1.75,11.8125,1.125,3.9375,7.875,2.0,7.3125
2016,12360,7,1430240,15,69.0,67,33,26,28,82,0,308,272,13,0,0,5,6,3,0,6,1,3,2,65,53,7,2,0,24,0.0,0.0,829.0,0.7777777777777778,3.391304347826087,1.3768115942028984,8.73913043478261,0.6521739130434783,3.6521739130434785,10.695652173913043,2.9285714285714284,4.304347826086957
2016,12360,7,1430243,5,4.0,7,8,7,5,4,0,26,20,0,0,0,2,2,1,0,3,0,0,0,6,2,0,0,0,2,0.0,0.0,78.0,,15.75,3.0,15.75,4.5,11.25,9.0,0.8,18.0
2016,12360,7,1536243,12,40.666666666666664,43,22,17,15,31,0,175,157,4,1,0,2,3,0,0,17,7,0,3,23,61,3,1,0,7,0.0,0.0,608.0,0.75,3.7622950819672134,1.4262295081967213,9.51639344262295,0.4426229508196722,3.319672131147541,6.860655737704919,2.066666666666667,4.868852459016394
2016,12360,7,1536244,11,17.0,23,18,15,8,10,0,85,72,5,2,1,0,2,2,1,4,1,1,2,13,27,0,2,0,2,0.0,0.0,184.0,0.0,7.9411764705882355,1.8235294117647058,12.176470588235295,0.0,4.235294117647059,5.294117647058823,1.25,9.529411764705882
2016,12360,7,1661688,14,27.0,29,20,13,13,32,0,127,108,4,0,0,1,3,5,0,7,3,0,1,19,22,1,3,2,9,0.0,0.0,483.0,0.25,4.333333333333333,1.5555555555555556,9.666666666666668,0.3333333333333333,4.333333333333333,10.666666666666666,2.4615384615384617,6.666666666666666
2016,12360,8,1314568,3,8.0,6,5,1,6,6,0,37,28,1,0,0,0,0,2,0,0,0,1,0,8,8,1,0,0,2,0.0,0.0,134.0,1.0,1.125,1.5,6.75,0.0,6.75,6.75,1.0,5.625
2016,12360,8,1314579,15,33.0,43,22,19,12,24,0,145,128,8,1,0,4,2,2,2,7,3,3,0,40,23,2,1,1,8,0.0,0.0,535.0,0.6666666666666666,5.1818181818181825,1.6666666666666667,11.727272727272727,1.0909090909090908,3.272727272727273,6.545454545454546,2.0,6.0
2016,12360,8,1416287,7,9.666666666666666,4,0,0,3,18,0,36,33,0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,4,0.0,0.0,129.0,1.0,0.0,0.7241379310344828,3.724137931034483,0.0,2.793103448275862,16.758620689655174,6.0,0.0
2016,12360,8,1422109,7,18.333333333333332,23,15,13,5,17,0,80,72,4,0,0,0,1,1,0,0,0,1,1,23,10,2,2,0,5,0.0,0.0,299.0,0.5,6.381818181818182,1.5272727272727273,11.290909090909091,0.0,2.454545454545455,8.345454545454546,3.4,7.363636363636364
2016,12360,8,1527438,12,66.66666666666667,57,27,17,22,38,0,281,251,10,0,0,3,6,2,0,0,0,3,3,90,63,4,3,0,9,0.0,0.0,907.0,0.5714285714285714,2.295,1.1849999999999998,7.695,0.40499999999999997,2.9699999999999998,5.13,1.7272727272727273,3.6449999999999996
2016,12360,8,1527448,6,4.333333333333333,6,3,3,1,4,0,21,20,1,0,0,0,2,0,0,5,4,0,0,5,4,0,0,0,1,0.0,0.0,58.0,,6.230769230769232,1.6153846153846154,12.461538461538463,0.0,2.076923076923077,8.307692307692308,4.0,6.230769230769232
