season,season_id,school_id,stats_player_seq,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2022,15860,2,1997675,1.0,6,0.0,0,0,0,0.0,0,6.333333333333333,11,12,4,1,0,0,4,0,4,4,0,1,40,30,1,1,0,2,6,9,3,0.0,120.4160995527902,,5.68421052631579,78.0,5.80231263449967,2.368421052631579,15.631578947368421,0.0,5.68421052631579,5.68421052631579,1.0,17.05263157894737
2022,15860,2,2117386,1.0,19,0.0,3,1,2,0.0,0,35.33333333333333,32,16,9,9,0,1,8,0,37,6,0,8,150,135,19,6,0,1,21,42,13,0.0,120.4160995527902,0.75,2.2924528301886795,32.0,2.738260995969382,1.1320754716981134,8.150943396226417,0.2547169811320755,2.037735849056604,9.424528301886793,4.625,4.075471698113208
2022,15860,2,2301772,1.0,10,3.0,0,1,0,0.0,0,19.0,28,19,17,6,1,1,6,0,8,3,0,3,90,80,8,3,1,0,24,20,3,0.0,120.4160995527902,0.0,8.052631578947368,111.0,4.539154739762828,1.7894736842105263,13.26315789473684,0.47368421052631576,2.8421052631578947,3.789473684210526,1.3333333333333333,9.0
2022,15860,2,2347956,1.0,15,13.0,6,4,0,1.0,0,59.0,71,40,34,10,4,1,21,0,71,5,1,17,275,248,0,0,1,0,70,32,12,1.0,120.4160995527902,0.6,5.186440677966102,72.0,2.411590065364969,1.5593220338983051,10.83050847457627,0.15254237288135594,3.2033898305084745,10.83050847457627,3.380952380952381,6.101694915254237
2022,15860,2,2347964,1.0,3,0.0,0,0,0,0.0,0,3.0,5,4,4,1,1,2,1,0,4,0,0,1,15,14,0,0,0,0,3,2,0,0.0,120.4160995527902,,12.0,165.0,10.275996845025986,2.0,15.0,6.0,3.0,12.0,4.0,12.0
2022,15860,2,2347976,1.0,16,16.0,6,5,0,0.0,0,75.0,86,52,41,20,0,11,30,0,82,8,0,9,343,298,0,0,4,3,61,71,27,0.0,120.4160995527902,0.5454545454545454,4.92,68.0,4.5159968450259855,1.5466666666666666,10.32,1.32,3.6,9.84,2.7333333333333334,6.24
2022,15860,2,2347980,1.0,7,2.0,0,0,0,0.0,0,7.0,11,8,7,2,0,1,6,0,11,1,0,2,39,31,6,1,0,1,5,5,4,0.0,120.4160995527902,,9.0,124.0,4.9902825593117,2.4285714285714284,14.142857142857142,1.2857142857142856,7.7142857142857135,14.142857142857142,1.8333333333333333,10.285714285714285
2022,15860,2,2347982,1.0,14,0.0,1,0,0,0.0,0,17.333333333333332,11,14,14,1,0,2,23,2,29,4,0,4,89,60,12,5,2,0,18,3,5,0.0,120.4160995527902,1.0,7.269230769230769,100.0,6.102919921949063,1.9615384615384617,5.711538461538463,1.0384615384615385,11.942307692307693,15.057692307692308,1.2608695652173914,7.269230769230769
2022,15860,2,2347985,1.0,20,1.0,3,4,2,0.0,0,38.33333333333333,44,25,18,12,0,4,18,3,55,2,0,7,179,153,31,15,5,1,33,22,13,0.0,120.4160995527902,0.42857142857142855,4.22608695652174,58.0,3.328170758069464,1.6173913043478263,10.330434782608696,0.9391304347826088,4.22608695652174,12.913043478260871,3.0555555555555554,5.8695652173913055
2022,15860,2,2470004,1.0,9,0.0,0,0,0,0.0,0,9.666666666666666,13,9,6,5,0,0,8,0,11,3,0,4,54,41,8,6,1,1,10,7,5,0.0,120.4160995527902,,5.586206896551724,77.0,4.413927879508744,2.1724137931034484,12.10344827586207,0.0,7.448275862068966,10.241379310344827,1.375,8.379310344827587
2022,15860,2,2494398,1.0,19,3.0,3,1,1,0.0,0,45.333333333333336,36,24,22,7,1,4,28,0,56,7,0,4,203,165,23,12,2,1,26,50,18,1.0,120.4160995527902,0.75,4.367647058823529,60.0,4.268643903849515,1.4117647058823528,7.147058823529411,0.7941176470588235,5.558823529411764,11.117647058823527,2.0,4.764705882352941
2022,15860,2,2494946,1.0,19,1.0,2,1,0,0.0,0,24.0,31,25,22,5,1,1,11,2,31,4,0,4,124,107,17,10,1,1,21,20,12,0.0,120.4160995527902,0.6666666666666666,8.25,114.0,3.1093301783593192,1.75,11.625,0.375,4.125,11.625,2.8181818181818183,9.375
2022,15860,2,2678253,1.0,4,1.0,0,2,0,0.0,0,3.3333333333333335,6,11,10,2,0,2,5,0,2,1,0,1,22,15,0,0,1,0,5,3,1,0.0,120.4160995527902,0.0,27.0,372.0,15.275996845025986,3.3,16.2,5.3999999999999995,13.5,5.3999999999999995,0.4,29.7
2022,15860,2,2678258,1.0,18,0.0,0,3,1,0.0,0,24.0,18,20,17,3,0,1,18,1,39,8,1,5,114,83,15,6,4,1,16,14,10,0.0,120.4160995527902,0.0,6.375,88.0,3.8176635116926523,1.5,6.75,0.375,6.75,14.625,2.1666666666666665,7.5
2022,15860,2,2678259,1.0,5,5.0,2,2,0,0.0,0,26.666666666666664,24,16,12,10,1,2,9,1,23,3,0,2,115,102,0,0,0,1,25,30,4,1.0,120.4160995527902,0.5,4.050000000000001,56.0,3.875996845025986,1.2375,8.100000000000001,0.675,3.0375,7.7625,2.5555555555555554,5.4
2022,15860,2,2678272,1.0,22,2.0,1,0,0,0.0,0,36.0,50,32,31,12,0,5,14,3,31,5,0,4,174,152,21,7,2,1,48,26,10,0.0,120.4160995527902,1.0,7.75,107.0,4.942663511692652,1.7777777777777777,12.5,1.25,3.5,7.75,2.2142857142857144,8.0
2022,15860,2,2678273,1.0,16,0.0,0,2,0,0.0,0,21.333333333333332,20,23,19,5,0,4,18,1,35,7,0,6,109,80,20,8,2,2,17,10,7,0.0,120.4160995527902,0.0,8.015625,111.0,5.947871845025986,1.78125,8.4375,1.6875,7.59375,14.765625,1.9444444444444444,9.703125
2022,15860,2,2678298,1.0,8,0.0,0,0,0,0.0,0,7.333333333333333,15,9,9,2,3,0,6,0,9,0,0,2,41,35,9,4,0,0,5,6,0,0.0,120.4160995527902,,11.045454545454545,152.0,3.2759968450259858,2.8636363636363638,18.40909090909091,0.0,7.363636363636364,11.045454545454545,1.5,11.045454545454545
2022,15860,5,2308165,1.0,14,14.0,2,10,0,1.0,0,72.66666666666667,110,81,68,18,1,14,30,1,51,13,0,5,364,316,0,0,3,2,67,79,14,7.0,87.95445847684653,0.16666666666666666,8.422018348623853,164.0,6.152143634016811,1.9266055045871557,13.623853211009173,1.7339449541284402,3.715596330275229,6.316513761467889,1.7,10.032110091743117
2022,15860,5,2308185,1.0,6,0.0,0,0,0,0.0,0,9.333333333333332,19,14,11,2,1,1,5,0,6,1,0,1,53,46,7,2,0,1,11,10,0,0.0,87.95445847684653,,10.60714285714286,206.0,5.311711130740272,2.5714285714285716,18.321428571428573,0.9642857142857144,4.821428571428572,5.7857142857142865,1.2,13.500000000000002
2022,15860,5,2308188,1.0,15,0.0,3,1,4,0.0,0,29.666666666666664,26,19,18,3,0,1,15,1,24,9,0,4,138,111,9,3,2,1,24,38,9,0.0,87.95445847684653,0.75,5.460674157303371,106.0,4.523187856261941,1.3820224719101124,7.887640449438202,0.303370786516854,4.550561797752809,7.280898876404495,1.6,5.764044943820225
2022,15860,5,2308203,1.0,12,8.0,1,4,0,0.0,0,28.333333333333336,36,32,28,8,0,8,22,0,24,10,0,6,152,119,3,0,0,1,23,34,2,0.0,87.95445847684653,0.2,8.894117647058822,173.0,8.640702727378926,2.0470588235294116,11.435294117647057,2.541176470588235,6.988235294117646,7.6235294117647046,1.0909090909090908,10.16470588235294
2022,15860,5,2308206,1.0,1,0.0,0,0,0,0.0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0.0,87.95445847684653,,0.0,0.0,3.2759968450259858,0.0,0.0,0.0,0.0,0.0,,0.0
2022,15860,5,2308261,1.0,5,0.0,0,0,0,0.0,0,7.0,17,18,15,3,0,5,9,0,1,0,0,2,47,37,3,3,0,1,5,14,0,0.0,87.95445847684653,,19.285714285714285,374.0,16.133139702168844,3.7142857142857144,21.857142857142854,6.428571428571429,11.571428571428573,1.2857142857142856,0.1111111111111111,23.142857142857146
2022,15860,5,2308292,1.0,7,0.0,0,0,1,0.0,0,6.666666666666666,10,14,10,2,1,2,10,0,8,2,0,3,43,29,5,2,1,1,9,3,2,0.0,87.95445847684653,,13.500000000000002,262.0,10.175996845025987,3.0000000000000004,13.500000000000002,2.7,13.500000000000002,10.8,0.8,18.900000000000002
2022,15860,5,2308299,1.0,10,10.0,2,3,0,0.0,0,37.666666666666664,32,13,10,3,0,4,11,0,30,4,0,5,161,144,0,0,1,1,44,35,7,0.0,87.95445847684653,0.4,2.3893805309734515,46.0,4.258297729981738,1.1415929203539823,7.6460176991150455,0.9557522123893807,2.6283185840707963,7.168141592920354,2.727272727272727,3.106194690265487
2022,15860,5,2328921,1.0,11,6.0,1,3,0,0.0,0,35.0,57,49,45,14,2,7,32,0,26,10,0,10,198,153,3,3,0,3,46,25,4,1.0,87.95445847684653,0.25,11.571428571428573,225.0,7.9902825593117,2.5428571428571427,14.657142857142857,1.8,8.228571428571428,6.685714285714286,0.8125,12.6
2022,15860,5,2496142,1.0,10,0.0,0,0,0,0.0,0,19.333333333333332,37,24,24,13,2,3,6,0,14,3,0,3,102,92,5,0,0,1,12,30,3,0.0,87.95445847684653,,11.172413793103448,217.0,5.241514086405296,2.224137931034483,17.224137931034484,1.396551724137931,2.793103448275862,6.517241379310345,2.3333333333333335,11.172413793103448
2022,15860,5,2496161,1.0,7,0.0,0,0,0,0.0,0,9.666666666666666,14,13,12,2,0,2,12,0,7,1,0,2,58,43,3,3,0,2,6,15,3,0.0,87.95445847684653,,11.172413793103448,217.0,8.551858913991504,2.689655172413793,13.03448275862069,1.8620689655172415,11.172413793103448,6.517241379310345,0.5833333333333334,12.10344827586207
2022,15860,5,2496193,1.0,13,13.0,0,10,0,2.0,0,61.0,86,68,59,13,1,20,23,0,35,5,0,8,296,258,0,0,5,5,50,87,11,1.0,87.95445847684653,0.0,8.704918032786885,169.0,7.76780012371451,1.7868852459016393,12.688524590163935,2.9508196721311473,3.393442622950819,5.163934426229508,1.5217391304347827,10.032786885245901
2022,15860,5,2496195,1.0,17,0.0,3,2,1,0.0,0,22.333333333333332,23,15,14,4,0,1,8,0,21,3,0,4,101,87,13,5,2,1,24,21,8,0.0,87.95445847684653,0.6,5.64179104477612,110.0,3.455101322637926,1.3880597014925373,9.268656716417912,0.4029850746268657,3.223880597014926,8.46268656716418,2.625,6.044776119402986
2022,15860,5,2496201,1.0,7,0.0,0,0,0,0.0,0,13.0,25,25,25,4,2,3,18,0,7,3,0,3,83,59,3,2,2,1,16,13,2,0.0,87.95445847684653,,17.307692307692307,336.0,10.045227614256754,3.3076923076923075,17.307692307692307,2.076923076923077,12.461538461538462,4.846153846153846,0.3888888888888889,17.307692307692307
2022,15860,5,2673188,1.0,13,0.0,0,3,1,0.0,0,20.666666666666668,29,28,25,3,0,5,16,0,11,4,0,3,113,91,10,5,1,1,17,30,5,1.0,87.95445847684653,0.0,10.887096774193548,211.0,8.25986781276792,2.1774193548387095,12.629032258064514,2.1774193548387095,6.967741935483871,4.790322580645161,0.6875,12.193548387096774
2022,15860,5,2673266,1.0,14,0.0,1,1,0,0.0,0,18.333333333333332,25,15,8,8,0,0,11,0,10,3,0,2,91,73,8,6,1,3,17,22,6,0.0,87.95445847684653,0.5,3.9272727272727277,76.0,4.4759968450259855,1.9636363636363638,12.272727272727273,0.0,5.4,4.90909090909091,0.9090909090909091,7.363636363636364
2022,15860,5,2673268,1.0,13,2.0,1,3,1,0.0,0,23.666666666666668,34,34,33,9,0,3,19,0,19,11,2,3,131,93,5,4,3,5,30,17,8,0.0,87.95445847684653,0.25,12.549295774647886,244.0,7.121067267561196,2.2394366197183095,12.929577464788732,1.1408450704225352,7.225352112676056,7.225352112676056,1.0,12.929577464788732
2022,15860,5,2673313,1.0,11,3.0,1,1,0,0.0,0,30.0,42,28,26,10,1,7,16,1,20,4,0,2,148,126,3,1,1,1,20,45,7,0.0,87.95445847684653,0.5,7.800000000000001,151.0,6.9759968450259855,1.9333333333333333,12.6,2.1,4.8,6.0,1.25,8.4
2022,15860,6,1998507,1.0,12,8.0,1,4,1,0.0,0,45.666666666666664,50,34,21,10,1,1,20,0,47,4,0,3,208,174,3,0,7,3,37,40,10,0.0,99.03630363036304,0.2,4.138686131386862,72.0,3.078916553055183,1.5328467153284673,9.854014598540147,0.19708029197080293,3.9416058394160585,9.262773722627736,2.35,6.7007299270073
2022,15860,6,1998529,1.0,15,10.0,3,5,0,1.0,1,83.66666666666667,105,58,56,22,3,13,18,1,44,2,0,9,376,347,6,3,5,4,90,109,8,0.0,99.03630363036304,0.375,6.0239043824701195,105.0,4.961255809169412,1.4701195219123506,11.294820717131474,1.3984063745019921,1.936254980079681,4.733067729083665,2.4444444444444446,6.239043824701195
2022,15860,6,2117997,1.0,11,3.0,0,3,0,0.0,0,12.666666666666666,14,19,14,0,0,2,11,0,13,5,0,3,69,52,5,1,0,1,8,15,4,0.0,99.03630363036304,0.0,9.947368421052632,174.0,7.065470529236512,1.973684210526316,9.947368421052632,1.4210526315789476,7.815789473684211,9.23684210526316,1.1818181818181819,13.5
2022,15860,6,2308870,1.0,14,3.0,0,2,0,0.0,0,27.0,32,33,29,8,0,3,31,1,28,9,0,12,155,109,6,3,3,3,16,31,14,0.0,99.03630363036304,0.0,9.666666666666668,169.0,7.090811659840801,2.3333333333333335,10.666666666666666,1.0,10.333333333333334,9.333333333333332,0.9032258064516129,11.0
2022,15860,6,2308904,1.0,5,1.0,0,0,0,0.0,0,5.333333333333334,4,3,3,0,0,0,10,0,1,1,0,1,29,18,2,1,0,0,6,7,0,0.0,99.03630363036304,,5.062499999999999,89.0,9.088496845025984,2.6249999999999996,6.749999999999999,0.0,16.874999999999996,1.6874999999999998,0.1,5.062499999999999
2022,15860,6,2308915,1.0,20,3.0,1,3,0,0.0,0,44.0,66,46,38,9,1,9,22,0,27,7,0,10,227,192,14,7,4,2,50,50,9,0.0,99.03630363036304,0.25,7.7727272727272725,136.0,6.6850877541168945,2.0,13.5,1.840909090909091,4.5,5.5227272727272725,1.2272727272727273,9.409090909090908
2022,15860,6,2680999,1.0,16,9.0,1,7,0,0.0,0,44.0,79,63,49,15,3,6,27,0,30,5,0,8,246,212,9,5,1,1,37,57,4,0.0,99.03630363036304,0.125,10.022727272727272,175.0,5.866905935935076,2.409090909090909,16.15909090909091,1.227272727272727,5.5227272727272725,6.136363636363636,1.1111111111111112,12.886363636363637
2022,15860,6,2681000,1.0,16,0.0,3,2,2,0.0,0,31.333333333333332,46,33,27,4,0,3,23,3,29,5,0,7,167,135,13,6,1,3,36,20,12,0.0,99.03630363036304,0.6,7.755319148936171,136.0,5.350464930132369,2.2021276595744683,13.212765957446809,0.8617021276595744,6.6063829787234045,8.329787234042554,1.2608695652173914,9.47872340425532
2022,15860,6,2681001,1.0,19,0.0,1,1,0,0.0,0,24.333333333333332,27,35,31,3,3,5,26,0,20,12,1,11,140,99,17,12,1,2,24,28,5,0.0,99.03630363036304,0.5,11.465753424657533,201.0,8.988325612149273,2.178082191780822,9.986301369863014,1.8493150684931507,9.616438356164384,7.397260273972603,0.7692307692307693,12.945205479452055
2022,15860,6,2681002,1.0,1,0.0,0,0,0,0.0,0,1.0,2,2,2,0,0,0,0,0,0,1,0,1,6,4,0,0,0,1,1,2,0,0.0,99.03630363036304,,18.0,315.0,6.275996845025986,2.0,18.0,0.0,0.0,0.0,,18.0
