"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"04/29/2022","Corpus Christi, TX",NA,"1","top","0-0","McNeese","A&M-Corpus Christi","Duhon grounded out to 2b."
"04/29/2022","Corpus Christi, TX",NA,"1","top","0-0","McNeese","A&M-Corpus Christi","Harden tripled to center field (1-1)."
"04/29/2022","Corpus Christi, TX",NA,"1","top","1-0","McNeese","A&M-Corpus Christi","Hunter singled to center field, RBI (2-0)3a Harden scored."
"04/29/2022","Corpus Christi, TX",NA,"1","top","1-0","McNeese","A&M-Corpus Christi","Burckel struck out looking (3-2)."
"04/29/2022","Corpus Christi, TX",NA,"1","top","1-0","McNeese","A&M-Corpus Christi","Leslie flied out to cf (1-0)."
"04/29/2022","Corpus Christi, TX",NA,"1","bot","1-0","A&M-Corpus Christi","McNeese","Chijin, S. struck out swinging (1-2)."
"04/29/2022","Corpus Christi, TX",NA,"1","bot","1-0","A&M-Corpus Christi","McNeese","Ryan, B. struck out swinging (1-2)."
"04/29/2022","Corpus Christi, TX",NA,"1","bot","1-0","A&M-Corpus Christi","McNeese","Johnson, Di. grounded out to ss (1-2)."
"04/29/2022","Corpus Christi, TX",NA,"2","top","1-0","McNeese","A&M-Corpus Christi","Gonzales, J. struck out swinging (3-2)."
"04/29/2022","Corpus Christi, TX",NA,"2","top","1-0","McNeese","A&M-Corpus Christi","Gonzales, A. singled to center field (1-2)."
"04/29/2022","Corpus Christi, TX",NA,"2","top","1-0","McNeese","A&M-Corpus Christi","Bourque singled to center field (3-1)3a Gonzales, A. advanced to third."
"04/29/2022","Corpus Christi, TX",NA,"2","top","1-0","McNeese","A&M-Corpus Christi","Morris grounded into double play ss to 1b3a Bourque out on the play."
"04/29/2022","Corpus Christi, TX",NA,"2","top","1-0","McNeese","A&M-Corpus Christi","H: 2 LOB: 1"
"04/29/2022","Corpus Christi, TX",NA,"2","bot","1-0","A&M-Corpus Christi","McNeese","Jones, T. flied out to cf (0-2)."
