"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"04/10/2021","Hammond, La.",NA,"1","top","0-0","Abilene Christian","Southeastern La.","Dickson, M. grounded out to 2b (2-2 KKFBB)."
"04/10/2021","Hammond, La.",NA,"1","top","0-0","Abilene Christian","Southeastern La.","Cruz, T. struck out swinging (1-2 KBSS)."
"04/10/2021","Hammond, La.",NA,"1","top","0-0","Abilene Christian","Southeastern La.","Eager, C. struck out looking (2-2 BFBFK)."
"04/10/2021","Hammond, La.",NA,"1","bot","0-0","Southeastern La.","Abilene Christian","Keller, E. walked (3-0 BBBB)."
"04/10/2021","Hammond, La.",NA,"1","bot","0-0","Southeastern La.","Abilene Christian","Finke, T. struck out swinging (3-2 BBBKKS)3a Keller, E. stole second."
"04/10/2021","Hammond, La.",NA,"1","bot","0-0","Southeastern La.","Abilene Christian","Burke, J. reached on a fielders choice (2-0 BB)3a Keller, E. out at third p to 2b to 3b."
"04/10/2021","Hammond, La.",NA,"1","bot","0-0","Southeastern La.","Abilene Christian","Faulkner, P. walked (3-0 BBBB)3a Burke, J. advanced to second."
"04/10/2021","Hammond, La.",NA,"1","bot","0-1","Southeastern La.","Abilene Christian","Ray, N. singled through the left side, RBI (2-2 KBSB)3a Faulkner, P. advanced to second3a Burke, J. scored."
"04/10/2021","Hammond, La.",NA,"1","bot","0-2","Southeastern La.","Abilene Christian","Garcia, C. singled, advanced to second on the throw, RBI (3-2 KFBBB)3a Ray, N. advanced to third3a Faulkner, P. scored."
"04/10/2021","Hammond, La.",NA,"1","bot","0-2","Southeastern La.","Abilene Christian","Artigues, C. flied out to cf (0-2 KK)."
"04/10/2021","Hammond, La.",NA,"1","bot","0-2","Southeastern La.","Abilene Christian","R: 2 H: 2 LOB: 2"
"04/10/2021","Hammond, La.",NA,"2","top","0-2","Abilene Christian","Southeastern La.","Gieser, H. grounded out to 3b (2-2 FBFB)."
"04/10/2021","Hammond, La.",NA,"2","top","0-2","Abilene Christian","Southeastern La.","Tatrow, G. struck out looking (2-2 KBKBK)."
"04/10/2021","Hammond, La.",NA,"2","top","0-2","Abilene Christian","Southeastern La.","Ladusau, M. walked (3-2 KKBBFBB)."
"04/10/2021","Hammond, La.",NA,"2","top","0-2","Abilene Christian","Southeastern La.","Hammit, B. reached on a fielding error by p (1-1 BF)3a Ladusau, M. advanced to second."
"04/10/2021","Hammond, La.",NA,"2","top","0-2","Abilene Christian","Southeastern La.","Randle, S. fouled out to rf (1-2 BFF)."
"04/10/2021","Hammond, La.",NA,"2","top","0-5","Abilene Christian","Southeastern La.","E: 1 LOB: 2"
"04/10/2021","Hammond, La.",NA,"2","bot","0-2","Southeastern La.","Abilene Christian","Johnson, E. grounded out to ss (1-0 B)."
"04/10/2021","Hammond, La.",NA,"2","bot","0-2","Southeastern La.","Abilene Christian","Grizzaffi, B walked (3-2 KSBBBB)."
"04/10/2021","Hammond, La.",NA,"2","bot","0-2","Southeastern La.","Abilene Christian","Grizzaffi, B stole second."
"04/10/2021","Hammond, La.",NA,"2","bot","0-2","Southeastern La.","Abilene Christian","Keller, E. walked (3-1 BKBBB)."
"04/10/2021","Hammond, La.",NA,"2","bot","0-5","Southeastern La.","Abilene Christian","Finke, T. homered to left field, 3 RBI (0-2 KK)3a Keller, E. scored3a Grizzaffi, B scored."
"04/10/2021","Hammond, La.",NA,"2","bot","0-5","Southeastern La.","Abilene Christian","Burke, J. walked (3-1 BBBKB)."
"04/10/2021","Hammond, La.",NA,"2","bot","0-5","Southeastern La.","Abilene Christian","Faulkner, P. fouled out to ss (1-0 B)."
"04/10/2021","Hammond, La.",NA,"2","bot","0-5","Southeastern La.","Abilene Christian","Burke, J. out at second c to 2b, caught stealing."
"04/10/2021","Hammond, La.",NA,"2","top","0-5","Abilene Christian","Southeastern La.","R: 3 H: 1"
"04/10/2021","Hammond, La.",NA,"3","top","0-5","Abilene Christian","Southeastern La.","Cazarin, A. walked (3-2 BKBKBB)."
"04/10/2021","Hammond, La.",NA,"3","top","0-5","Abilene Christian","Southeastern La.","Dickson, M. fouled out to rf (1-0 B)."
"04/10/2021","Hammond, La.",NA,"3","top","0-5","Abilene Christian","Southeastern La.","Cruz, T. grounded out to 2b (0-1 K)3a Cazarin, A. advanced to second."
"04/10/2021","Hammond, La.",NA,"3","top","0-5","Abilene Christian","Southeastern La.","Eager, C. flied out to lf (3-2 BSBSBF)."
"04/10/2021","Hammond, La.",NA,"3","top","0-6","Abilene Christian","Southeastern La.","LOB: 1"
"04/10/2021","Hammond, La.",NA,"3","bot","0-5","Southeastern La.","Abilene Christian","Ray, N. struck out swinging (0-2 FSS)."
"04/10/2021","Hammond, La.",NA,"3","bot","0-5","Southeastern La.","Abilene Christian","Garcia, C. singled to center field, advanced to second on a fielding error by cf, advanced to third (1-1 KB)."
"04/10/2021","Hammond, La.",NA,"3","bot","0-6","Southeastern La.","Abilene Christian","Garcia, C. scored on a wild pitch, unearned."
"04/10/2021","Hammond, La.",NA,"3","bot","0-6","Southeastern La.","Abilene Christian","Artigues, C. grounded out to 2b (2-1 BBF)."
"04/10/2021","Hammond, La.",NA,"3","bot","0-6","Southeastern La.","Abilene Christian","Johnson, E. struck out looking (3-2 KSBBBK)."
"04/10/2021","Hammond, La.",NA,"3","top","0-6","Abilene Christian","Southeastern La.","R: 1 H: 1 E: 1"
"04/10/2021","Hammond, La.",NA,"4","top","0-6","Abilene Christian","Southeastern La.","Gieser, H. grounded out to 2b (2-2 BSFFB)."
"04/10/2021","Hammond, La.",NA,"4","top","1-6","Abilene Christian","Southeastern La.","Tatrow, G. homered to right center, RBI (0-1 K)."
"04/10/2021","Hammond, La.",NA,"4","top","1-6","Abilene Christian","Southeastern La.","Ladusau, M. struck out swinging, out at first c to 1b (0-2 KKS)."
"04/10/2021","Hammond, La.",NA,"4","top","2-6","Abilene Christian","Southeastern La.","Hammit, B. homered to left field, RBI (2-2 BFBK)."
"04/10/2021","Hammond, La.",NA,"4","top","2-6","Abilene Christian","Southeastern La.","Randle, S. singled up the middle (2-2 BKBF)."
"04/10/2021","Hammond, La.",NA,"4","top","2-6","Abilene Christian","Southeastern La.","Cazarin, A. flied out to rf (1-0 B)."
"04/10/2021","Hammond, La.",NA,"4","bot","2-6","Southeastern La.","Abilene Christian","Grizzaffi, B grounded out to ss (0-0)."
