"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"04/09/2021","Charleston, Ill",NA,"1","top","0-0","Eastern Ky.","Eastern Ill.","RIDLEY, C. lined out to 3b."
"04/09/2021","Charleston, Ill",NA,"1","top","0-0","Eastern Ky.","Eastern Ill.","THOMASON, L. grounded out to 2b."
"04/09/2021","Charleston, Ill",NA,"1","top","0-0","Eastern Ky.","Eastern Ill.","HARRIS IV, D struck out swinging."
"04/09/2021","Charleston, Ill",NA,"1","bot","0-0","Eastern Ill.","Eastern Ky.","DILUCA walked."
"04/09/2021","Charleston, Ill",NA,"1","bot","0-0","Eastern Ill.","Eastern Ky.","TOPPEL hit by pitch DILUCA advanced to second."
"04/09/2021","Charleston, Ill",NA,"1","bot","0-1","Eastern Ill.","Eastern Ky.","SWEENEY doubled to right center, RBI TOPPEL advanced to third DILUCA scored."
"04/09/2021","Charleston, Ill",NA,"1","bot","0-2","Eastern Ill.","Eastern Ky.","KNERNSCHIELD flied out to lf, SF, RBI TOPPEL scored."
"04/09/2021","Charleston, Ill",NA,"1","bot","0-2","Eastern Ill.","Eastern Ky.","KERRIGAN struck out swinging."
"04/09/2021","Charleston, Ill",NA,"1","bot","0-2","Eastern Ill.","Eastern Ky.","DOYLE struck out swinging."
"04/09/2021","Charleston, Ill",NA,"1","bot","0-2","Eastern Ill.","Eastern Ky.","R: 2 H: 1 LOB: 1"
"04/09/2021","Charleston, Ill",NA,"2","top","0-2","Eastern Ky.","Eastern Ill.","UPSHAW, C. grounded out to p."
"04/09/2021","Charleston, Ill",NA,"2","top","0-2","Eastern Ky.","Eastern Ill.","EWELL, K. struck out looking."
"04/09/2021","Charleston, Ill",NA,"2","top","0-2","Eastern Ky.","Eastern Ill.","LUDWICK, C. singled to center field."
"04/09/2021","Charleston, Ill",NA,"2","top","0-2","Eastern Ky.","Eastern Ill.","PERALTA, S. struck out swinging."
"04/09/2021","Charleston, Ill",NA,"2","top","0-4","Eastern Ky.","Eastern Ill.","H: 1 LOB: 1"
"04/09/2021","Charleston, Ill",NA,"2","bot","0-2","Eastern Ill.","Eastern Ky.","PENA singled through the left side."
"04/09/2021","Charleston, Ill",NA,"2","bot","0-2","Eastern Ill.","Eastern Ky.","SMITH walked PENA advanced to second."
"04/09/2021","Charleston, Ill",NA,"2","bot","0-2","Eastern Ill.","Eastern Ky.","SNAPP popped up to p, bunt."
"04/09/2021","Charleston, Ill",NA,"2","bot","0-2","Eastern Ill.","Eastern Ky.","DILUCA walked SMITH advanced to second PENA advanced to third."
"04/09/2021","Charleston, Ill",NA,"2","bot","0-2","Eastern Ill.","Eastern Ky.","ABBOTT, J. to p for DAVENPORT, L."
"04/09/2021","Charleston, Ill",NA,"2","bot","0-2","Eastern Ill.","Eastern Ky.","TOPPEL struck out swinging."
"04/09/2021","Charleston, Ill",NA,"2","bot","0-4","Eastern Ill.","Eastern Ky.","SWEENEY singled to right field, 2 RBI DILUCA advanced to third SMITH scored PENA scored."
"04/09/2021","Charleston, Ill",NA,"2","bot","0-4","Eastern Ill.","Eastern Ky.","KNERNSCHIELD flied out to rf."
"04/09/2021","Charleston, Ill",NA,"2","top","0-4","Eastern Ky.","Eastern Ill.","R: 2 H: 2 LOB: 2"
"04/09/2021","Charleston, Ill",NA,"3","top","0-4","Eastern Ky.","Eastern Ill.","KING, W. flied out to cf."
"04/09/2021","Charleston, Ill",NA,"3","top","0-4","Eastern Ky.","Eastern Ill.","HILL, M. struck out swinging."
"04/09/2021","Charleston, Ill",NA,"3","top","0-4","Eastern Ky.","Eastern Ill.","RIDLEY, C. fouled out to 1b."
"04/09/2021","Charleston, Ill",NA,"3","bot","0-4","Eastern Ill.","Eastern Ky.","KERRIGAN singled up the middle."
"04/09/2021","Charleston, Ill",NA,"3","bot","0-4","Eastern Ill.","Eastern Ky.","DOYLE out at first 1b to p KERRIGAN advanced to second."
"04/09/2021","Charleston, Ill",NA,"3","bot","0-4","Eastern Ill.","Eastern Ky.","KERRIGAN advanced to third on a wild pitch."
"04/09/2021","Charleston, Ill",NA,"3","bot","0-4","Eastern Ill.","Eastern Ky.","PENA struck out looking."
"04/09/2021","Charleston, Ill",NA,"3","bot","0-4","Eastern Ill.","Eastern Ky.","SMITH grounded out to 3b."
"04/09/2021","Charleston, Ill",NA,"3","bot","0-4","Eastern Ill.","Eastern Ky.","H: 1 LOB: 1"
"04/09/2021","Charleston, Ill",NA,"4","top","0-4","Eastern Ky.","Eastern Ill.","THOMASON, L. grounded out to ss."
"04/09/2021","Charleston, Ill",NA,"4","top","0-4","Eastern Ky.","Eastern Ill.","HARRIS IV, D grounded out to ss."
"04/09/2021","Charleston, Ill",NA,"4","top","0-4","Eastern Ky.","Eastern Ill.","UPSHAW, C. flied out to cf."
"04/09/2021","Charleston, Ill",NA,"4","bot","0-4","Eastern Ill.","Eastern Ky.","SNAPP grounded out to 3b."
"04/09/2021","Charleston, Ill",NA,"4","bot","0-4","Eastern Ill.","Eastern Ky.","DILUCA grounded out to 3b."
"04/09/2021","Charleston, Ill",NA,"4","bot","0-4","Eastern Ill.","Eastern Ky.","TOPPEL grounded out to 3b."
"04/09/2021","Charleston, Ill",NA,"5","top","0-4","Eastern Ky.","Eastern Ill.","EWELL, K. grounded out to ss."
"04/09/2021","Charleston, Ill",NA,"5","top","0-4","Eastern Ky.","Eastern Ill.","LUDWICK, C. grounded out to 1b unassisted."
"04/09/2021","Charleston, Ill",NA,"5","top","0-4","Eastern Ky.","Eastern Ill.","PERALTA, S. reached on an error by 3b."
"04/09/2021","Charleston, Ill",NA,"5","top","0-4","Eastern Ky.","Eastern Ill.","KING, W. walked PERALTA, S. advanced to second."
"04/09/2021","Charleston, Ill",NA,"5","top","0-4","Eastern Ky.","Eastern Ill.","HILL, M. singled to right field KING, W. advanced to second PERALTA, S. advanced to third."
