"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"03/23/2019","Las Cruces, N.M.",NA,"1","top","0-0","CSU Bakersfield","New Mexico St.","Barba, N flied out to rf (1-2)."
"03/23/2019","Las Cruces, N.M.",NA,"1","top","0-0","CSU Bakersfield","New Mexico St.","Berkey, E flied out to cf (0-0)."
"03/23/2019","Las Cruces, N.M.",NA,"1","top","0-0","CSU Bakersfield","New Mexico St.","Ortega, J grounded out to 3b (1-0)."
"03/23/2019","Las Cruces, N.M.",NA,"1","bot","0-0","New Mexico St.","CSU Bakersfield","Bottrell, L. grounded out to ss (2-1)."
"03/23/2019","Las Cruces, N.M.",NA,"1","bot","0-0","New Mexico St.","CSU Bakersfield","Ortiz, J. popped up to 2b (0-0)."
"03/23/2019","Las Cruces, N.M.",NA,"1","bot","0-0","New Mexico St.","CSU Bakersfield","Gonzales, N. walked (3-2)."
"03/23/2019","Las Cruces, N.M.",NA,"1","bot","0-1","New Mexico St.","CSU Bakersfield","Carranza, T. tripled to right field, RBI (0-2)3a Gonzales, N. scored."
"03/23/2019","Las Cruces, N.M.",NA,"1","bot","0-3","New Mexico St.","CSU Bakersfield","Peterson, T. homered to center field, 2 RBI (2-2)3a Carranza, T. scored."
"03/23/2019","Las Cruces, N.M.",NA,"1","bot","0-3","New Mexico St.","CSU Bakersfield","Haupt, N. walked (3-0)."
"03/23/2019","Las Cruces, N.M.",NA,"1","bot","0-3","New Mexico St.","CSU Bakersfield","Ehnes, L. grounded out to ss (1-2)."
"03/23/2019","Las Cruces, N.M.",NA,"2","top","0-3","CSU Bakersfield","New Mexico St.","Koch, R struck out swinging (1-2)."
"03/23/2019","Las Cruces, N.M.",NA,"2","top","0-3","CSU Bakersfield","New Mexico St.","Robles, S flied out to cf (2-2)."
"03/23/2019","Las Cruces, N.M.",NA,"2","top","0-3","CSU Bakersfield","New Mexico St.","Grossman, N struck out swinging, out at first c to 1b (1-2)."
"03/23/2019","Las Cruces, N.M.",NA,"2","bot","0-3","New Mexico St.","CSU Bakersfield","Williams, B. grounded out to ss (2-1)."
"03/23/2019","Las Cruces, N.M.",NA,"2","bot","0-3","New Mexico St.","CSU Bakersfield","Mingus, E. singled to right field (1-2)."
"03/23/2019","Las Cruces, N.M.",NA,"2","bot","0-3","New Mexico St.","CSU Bakersfield","Bottrell, L. singled to center field (2-2)3a Mingus, E. advanced to third."
"03/23/2019","Las Cruces, N.M.",NA,"2","bot","0-4","New Mexico St.","CSU Bakersfield","Ortiz, J. singled to center field, RBI (1-1)3a Bottrell, L. advanced to second3a Mingus, E. scored."
"03/23/2019","Las Cruces, N.M.",NA,"2","bot","0-4","New Mexico St.","CSU Bakersfield","Gonzales, N. walked (3-1)3a Ortiz, J. advanced to second3a Bottrell, L. advanced to third."
"03/23/2019","Las Cruces, N.M.",NA,"2","bot","0-4","New Mexico St.","CSU Bakersfield","Johnson, K to p for Skuija, E."
"03/23/2019","Las Cruces, N.M.",NA,"2","bot","0-6","New Mexico St.","CSU Bakersfield","Carranza, T. singled to left field, 2 RBI (1-2)3a Gonzales, N. advanced to second3a Ortiz, J. scored3a Bottrell, L. scored."
"03/23/2019","Las Cruces, N.M.",NA,"2","bot","0-6","New Mexico St.","CSU Bakersfield","Peterson, T. popped up to 1b (3-1)."
"03/23/2019","Las Cruces, N.M.",NA,"2","bot","0-6","New Mexico St.","CSU Bakersfield","Haupt, N. reached on a fielders choice (1-1)3a Carranza, T. out at second ss to 2b."
"03/23/2019","Las Cruces, N.M.",NA,"3","top","0-6","CSU Bakersfield","New Mexico St.","Picketts, W singled to left field (1-2)."
"03/23/2019","Las Cruces, N.M.",NA,"3","top","0-6","CSU Bakersfield","New Mexico St.","Jorgensen, T struck out swinging (1-2)."
"03/23/2019","Las Cruces, N.M.",NA,"3","top","0-6","CSU Bakersfield","New Mexico St.","Oliver, J lined out to rf (0-1)."
"03/23/2019","Las Cruces, N.M.",NA,"3","top","0-6","CSU Bakersfield","New Mexico St.","Barba, N grounded out to 2b (0-0)."
"03/23/2019","Las Cruces, N.M.",NA,"3","bot","0-6","New Mexico St.","CSU Bakersfield","Ehnes, L. walked (3-2)."
"03/23/2019","Las Cruces, N.M.",NA,"3","bot","0-6","New Mexico St.","CSU Bakersfield","Williams, B. grounded out to p, SAC, bunt (1-0)3a Ehnes, L. advanced to second."
"03/23/2019","Las Cruces, N.M.",NA,"3","bot","0-6","New Mexico St.","CSU Bakersfield","Mingus, E. hit by pitch (1-1)."
"03/23/2019","Las Cruces, N.M.",NA,"3","bot","0-6","New Mexico St.","CSU Bakersfield","Bottrell, L. lined out to rf (1-1)."
"03/23/2019","Las Cruces, N.M.",NA,"3","bot","0-7","New Mexico St.","CSU Bakersfield","Ortiz, J. singled up the middle, RBI (2-2)3a Mingus, E. advanced to second3a Ehnes, L. scored."
"03/23/2019","Las Cruces, N.M.",NA,"3","bot","0-7","New Mexico St.","CSU Bakersfield","Gonzales, N. reached on a fielders choice (0-2)3a Ortiz, J. out at second ss to 2b."
"03/23/2019","Las Cruces, N.M.",NA,"4","top","0-7","CSU Bakersfield","New Mexico St.","Berkey, E walked (3-2)."
"03/23/2019","Las Cruces, N.M.",NA,"4","top","0-7","CSU Bakersfield","New Mexico St.","Berkey, E advanced to second on a passed ball."
