"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"04/03/2021","Coral Gables, Fla.",NA,"1","top","0-0","Duke","Miami (FL)","J Loperfido grounded out to 2b (0-0)."
"04/03/2021","Coral Gables, Fla.",NA,"1","top","0-0","Duke","Miami (FL)","R Schreck singled to right field (1-0 B)."
"04/03/2021","Coral Gables, Fla.",NA,"1","top","0-0","Duke","Miami (FL)","P Matt flied out to rf (0-0)."
"04/03/2021","Coral Gables, Fla.",NA,"1","top","0-0","Duke","Miami (FL)","C Crabtree struck out swinging (3-2 BBSBFS)."
"04/03/2021","Coral Gables, Fla.",NA,"1","top","0-2","Duke","Miami (FL)","H: 1 LOB: 1"
"04/03/2021","Coral Gables, Fla.",NA,"1","bot","0-0","Miami (FL)","Duke","Lala, J. struck out looking (2-2 KBSBK)."
"04/03/2021","Coral Gables, Fla.",NA,"1","bot","0-0","Miami (FL)","Duke","Vilar, A. singled up the middle (2-1 BBK)."
"04/03/2021","Coral Gables, Fla.",NA,"1","bot","0-0","Miami (FL)","Duke","Morales, Y. struck out looking (3-2 BBKBKK) Vilar, A. stole second."
"04/03/2021","Coral Gables, Fla.",NA,"1","bot","0-1","Miami (FL)","Duke","Del Castillo singled to right center, RBI (0-1 F) Vilar, A. scored."
"04/03/2021","Coral Gables, Fla.",NA,"1","bot","0-1","Miami (FL)","Duke","DelCastilloC singled to left field (1-1 SB) Del Castillo advanced to second."
"04/03/2021","Coral Gables, Fla.",NA,"1","bot","0-2","Miami (FL)","Duke","Toral, A. singled to left center, RBI (0-1 K) DelCastilloC advanced to second Del Castillo scored."
"04/03/2021","Coral Gables, Fla.",NA,"1","bot","0-2","Miami (FL)","Duke","Gil, R. struck out swinging (0-2 KKS)."
"04/03/2021","Coral Gables, Fla.",NA,"1","top","0-2","Duke","Miami (FL)","R: 2 H: 4 LOB: 2"
"04/03/2021","Coral Gables, Fla.",NA,"2","top","0-2","Duke","Miami (FL)","E Nichols singled to left field (2-0 BB)."
"04/03/2021","Coral Gables, Fla.",NA,"2","top","0-2","Duke","Miami (FL)","Rothenberg flied out to rf (2-0 BB)."
"04/03/2021","Coral Gables, Fla.",NA,"2","top","0-2","Duke","Miami (FL)","W Hoyle struck out swinging (0-2 KKS)."
"04/03/2021","Coral Gables, Fla.",NA,"2","top","0-2","Duke","Miami (FL)","E Murray lined out to lf (1-0 B)."
"04/03/2021","Coral Gables, Fla.",NA,"2","top","0-8","Duke","Miami (FL)","H: 1 LOB: 1"
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-2","Miami (FL)","Duke","Pitelli, D. singled to left field (1-0 B)."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-2","Miami (FL)","Duke","Frank, A. reached on an error by ss (1-1 KB) Pitelli, D. advanced to second."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-3","Miami (FL)","Duke","Lala, J. singled up the middle, RBI (1-0 B) Frank, A. advanced to third Pitelli, D. scored."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-3","Miami (FL)","Duke","Lala, J. stole second."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-5","Miami (FL)","Duke","Vilar, A. singled to right field, 2 RBI (1-2 KBK) Lala, J. scored Frank, A. scored, unearned."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-5","Miami (FL)","Duke","Vilar, A. advanced to second on a balk."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-5","Miami (FL)","Duke","Morales, Y. struck out swinging (3-2 BBFSBFFFS)."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-6","Miami (FL)","Duke","Del Castillo singled to left center, RBI (1-0 B) Vilar, A. scored."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-6","Miami (FL)","Duke","DelCastilloC singled to right field (2-1 BBF) Del Castillo advanced to second."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-6","Miami (FL)","Duke","DelCastilloC advanced to second Del Castillo advanced to third on a wild pitch."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-7","Miami (FL)","Duke","DelCastilloC advanced to third Del Castillo scored on a passed ball, unearned."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-7","Miami (FL)","Duke","Toral, A. struck out looking (2-2 KSBBK)."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-8","Miami (FL)","Duke","Gil, R. singled to third base, RBI (0-1 K) DelCastilloC scored, unearned."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-8","Miami (FL)","Duke","J Allen to p for H Williams."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-8","Miami (FL)","Duke","Pitelli, D. reached on an error by ss (1-2 KBS) Gil, R. advanced to second."
"04/03/2021","Coral Gables, Fla.",NA,"2","bot","0-8","Miami (FL)","Duke","Frank, A. flied out to cf (1-0 B)."
"04/03/2021","Coral Gables, Fla.",NA,"2","top","0-8","Duke","Miami (FL)","R: 6 H: 6 E: 2 LOB: 2"
"04/03/2021","Coral Gables, Fla.",NA,"3","top","0-8","Duke","Miami (FL)","C Cheek walked (3-1 BKBBB)."
"04/03/2021","Coral Gables, Fla.",NA,"3","top","0-8","Duke","Miami (FL)","J Loperfido struck out swinging (1-2 KKBS)."
"04/03/2021","Coral Gables, Fla.",NA,"3","top","0-8","Duke","Miami (FL)","R Schreck struck out looking (1-2 BKSK)."
"04/03/2021","Coral Gables, Fla.",NA,"3","top","0-8","Duke","Miami (FL)","P Matt struck out swinging, out at first c to 1b (1-2 KKBS)."
"04/03/2021","Coral Gables, Fla.",NA,"3","top","0-8","Duke","Miami (FL)","LOB: 1"
