"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"04/02/2021","San Marcos, Texas",NA,"1","top","0-0","UT Arlington","Texas St.","No play."
"04/02/2021","San Marcos, Texas",NA,"1","top","0-0","UT Arlington","Texas St.","JD Wadleigh fouled out to 3b (1-0 B)."
"04/02/2021","San Marcos, Texas",NA,"1","top","0-0","UT Arlington","Texas St.","P. Childs singled to center field (0-0)."
"04/02/2021","San Marcos, Texas",NA,"1","top","0-0","UT Arlington","Texas St.","C. Aube popped up to 1b (2-2 BFBK)."
"04/02/2021","San Marcos, Texas",NA,"1","top","0-0","UT Arlington","Texas St.","D. Paul flied out to lf (2-2 BFFBF)."
"04/02/2021","San Marcos, Texas",NA,"1","top","0-0","UT Arlington","Texas St.","H: 1 LOB: 1"
"04/02/2021","San Marcos, Texas",NA,"1","bot","0-0","Texas St.","UT Arlington","D. Shuffield singled to pitcher, bunt (1-0 B)."
"04/02/2021","San Marcos, Texas",NA,"1","bot","0-0","Texas St.","UT Arlington","J. Thompson struck out swinging (3-2 BBFBFS)3a D. Shuffield stole second."
"04/02/2021","San Marcos, Texas",NA,"1","bot","0-0","Texas St.","UT Arlington","D. Shuffield out at third c to 3b, caught stealing."
"04/02/2021","San Marcos, Texas",NA,"1","bot","0-0","Texas St.","UT Arlington","J. Gonzalez flied out to cf (1-2 KKFFBF)."
"04/02/2021","San Marcos, Texas",NA,"1","top","0-0","UT Arlington","Texas St.","H: 1"
"04/02/2021","San Marcos, Texas",NA,"2","top","0-0","UT Arlington","Texas St.","B Montgomery singled through the left side (0-1 K)."
"04/02/2021","San Marcos, Texas",NA,"2","top","0-0","UT Arlington","Texas St.","A. Dominguez walked (3-0 BBBB)3a B Montgomery advanced to second."
"04/02/2021","San Marcos, Texas",NA,"2","top","1-0","UT Arlington","Texas St.","J. Minjarez singled down the lf line, RBI (1-2 FFB)3a A. Dominguez advanced to second3a B Montgomery scored."
"04/02/2021","San Marcos, Texas",NA,"2","top","1-0","UT Arlington","Texas St.","A. Miller flied out to cf to right center (1-0 B)."
"04/02/2021","San Marcos, Texas",NA,"2","top","1-0","UT Arlington","Texas St.","C. Gregory singled to third base (0-0)3a J. Minjarez advanced to second3a A. Dominguez advanced to third."
"04/02/2021","San Marcos, Texas",NA,"2","top","3-0","UT Arlington","Texas St.","JD Wadleigh singled through the right side, advanced to second on a fielding error by rf, 2 RBI (3-2 BBFKB)3a C. Gregory advanced to second, advanced to third on the error3a J. Minjarez scored3a A. Dominguez scored."
"04/02/2021","San Marcos, Texas",NA,"2","top","3-0","UT Arlington","Texas St.","P. Childs lined out to 2b (1-0 B)."
"04/02/2021","San Marcos, Texas",NA,"2","top","4-0","UT Arlington","Texas St.","JD Wadleigh advanced to third3a C. Gregory scored on a wild pitch."
"04/02/2021","San Marcos, Texas",NA,"2","top","6-0","UT Arlington","Texas St.","C. Aube homered to left field, 2 RBI (3-1 BBBK)3a JD Wadleigh scored."
"04/02/2021","San Marcos, Texas",NA,"2","top","6-0","UT Arlington","Texas St.","D. Paul grounded out to 1b unassisted (1-1 BK)."
"04/02/2021","San Marcos, Texas",NA,"2","bot","6-0","Texas St.","UT Arlington","B. Bonner flied out to rf (3-2 KBBFB)."
"04/02/2021","San Marcos, Texas",NA,"2","bot","6-0","Texas St.","UT Arlington","W. Hollis grounded out to ss (3-2 BBBKK)."
"04/02/2021","San Marcos, Texas",NA,"2","bot","6-0","Texas St.","UT Arlington","W. Faison walked (3-2 BKFBBB)."
"04/02/2021","San Marcos, Texas",NA,"2","bot","6-0","Texas St.","UT Arlington","T. Redden flied out to rf (3-2 BKBBK)."
"04/02/2021","San Marcos, Texas",NA,"3","top","6-0","UT Arlington","Texas St.","B Montgomery singled to right field (1-2 FFB)."
"04/02/2021","San Marcos, Texas",NA,"3","top","6-0","UT Arlington","Texas St.","A. Dominguez struck out swinging (2-2 SSBFBS)."
"04/02/2021","San Marcos, Texas",NA,"3","top","6-0","UT Arlington","Texas St.","J. Minjarez grounded into double play 3b to 2b to 1b (1-2 FSB)3a B Montgomery out on the play."
"04/02/2021","San Marcos, Texas",NA,"3","top","6-1","UT Arlington","Texas St.","H: 1"
"04/02/2021","San Marcos, Texas",NA,"3","bot","6-0","Texas St.","UT Arlington","C. Gibbons singled up the middle (3-1 SBBB)."
"04/02/2021","San Marcos, Texas",NA,"3","bot","6-0","Texas St.","UT Arlington","C. Evans singled to center field (1-2 KFFB)3a C. Gibbons advanced to third."
"04/02/2021","San Marcos, Texas",NA,"3","bot","6-1","Texas St.","UT Arlington","D. Shuffield singled through the left side, RBI (0-2 FF)3a C. Evans advanced to second3a C. Gibbons scored."
"04/02/2021","San Marcos, Texas",NA,"3","bot","6-1","Texas St.","UT Arlington","J. Thompson struck out swinging (3-2 SSBFBBFFS)."
"04/02/2021","San Marcos, Texas",NA,"3","bot","6-1","Texas St.","UT Arlington","J. Gonzalez grounded out to 1b unassisted (0-1 F)3a D. Shuffield advanced to second3a C. Evans advanced to third."
"04/02/2021","San Marcos, Texas",NA,"3","bot","6-1","Texas St.","UT Arlington","B. Bonner walked (3-0 BBBB)."
