"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"03/06/2022","Cookeville, Tenn.",NA,"1","top","0-0","Purdue Fort Wayne","Tennessee Tech","Jack Lang struck out swinging, out at first c to 1b."
"03/06/2022","Cookeville, Tenn.",NA,"1","top","0-0","Purdue Fort Wayne","Tennessee Tech","Garett Lake doubled to right field."
"03/06/2022","Cookeville, Tenn.",NA,"1","top","0-0","Purdue Fort Wayne","Tennessee Tech","Braedon Blackford grounded out to 2b; Garett Lake advanced to third."
"03/06/2022","Cookeville, Tenn.",NA,"1","top","0-0","Purdue Fort Wayne","Tennessee Tech","Isaiah Hart grounded out to ss up the middle."
"03/06/2022","Cookeville, Tenn.",NA,"1","top","0-4","Purdue Fort Wayne","Tennessee Tech","H: 1 LOB: 1"
"03/06/2022","Cookeville, Tenn.",NA,"1","bot","0-0","Tennessee Tech","Purdue Fort Wayne","JOHNSON, Ed walked."
"03/06/2022","Cookeville, Tenn.",NA,"1","bot","0-1","Tennessee Tech","Purdue Fort Wayne","LACY, Gabe doubled to left center, advanced to third on a throwing error by ss, RBI; JOHNSON, Ed scored."
"03/06/2022","Cookeville, Tenn.",NA,"1","bot","0-1","Tennessee Tech","Purdue Fort Wayne","HINCHMAN, Jason fouled out to c."
"03/06/2022","Cookeville, Tenn.",NA,"1","bot","0-2","Tennessee Tech","Purdue Fort Wayne","GILLESPIE, Golston doubled down the lf line, RBI; LACY, Gabe scored."
"03/06/2022","Cookeville, Tenn.",NA,"1","bot","0-4","Tennessee Tech","Purdue Fort Wayne","GUARDINO, Ryan homered to right center, 2 RBI; GILLESPIE, Golston scored."
"03/06/2022","Cookeville, Tenn.",NA,"1","bot","0-4","Tennessee Tech","Purdue Fort Wayne","DYER, John struck out swinging."
"03/06/2022","Cookeville, Tenn.",NA,"1","bot","0-4","Tennessee Tech","Purdue Fort Wayne","LONG, Will struck out swinging."
"03/06/2022","Cookeville, Tenn.",NA,"1","top","0-4","Purdue Fort Wayne","Tennessee Tech","R: 4 H: 3 E: 1"
