"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"04/22/2022","Eugene, Ore.",NA,"1","top","0-0","Washington St.","Oregon","Kolden, K singled up the middle (2-1 BBK)."
"04/22/2022","Eugene, Ore.",NA,"1","top","0-0","Washington St.","Oregon","Matthews, B struck out looking (1-2 KSBK)."
"04/22/2022","Eugene, Ore.",NA,"1","top","0-0","Washington St.","Oregon","Smith, J grounded into double play 3b to 2b to 1b (0-0)3a Kolden, K out on the play."
"04/22/2022","Eugene, Ore.",NA,"1","top","0-0","Washington St.","Oregon","H: 1"
"04/22/2022","Eugene, Ore.",NA,"1","bot","0-0","Oregon","Washington St.","Smith, T struck out swinging (0-2 FKS)."
"04/22/2022","Eugene, Ore.",NA,"1","bot","0-0","Oregon","Washington St.","Cowley, D singled up the middle (1-2 KBF)."
"04/22/2022","Eugene, Ore.",NA,"1","bot","0-0","Oregon","Washington St.","Milone, B struck out looking (2-2 BFBFK)."
"04/22/2022","Eugene, Ore.",NA,"1","bot","0-0","Oregon","Washington St.","Walsh, J flied out to cf (0-2 KK)."
"04/22/2022","Eugene, Ore.",NA,"1","top","0-0","Washington St.","Oregon","H: 1 LOB: 1"
"04/22/2022","Eugene, Ore.",NA,"2","top","0-0","Washington St.","Oregon","McKeon, J flied out to cf (1-2 BSF)."
"04/22/2022","Eugene, Ore.",NA,"2","top","0-0","Washington St.","Oregon","Van De Brake doubled to left field (1-0 B)."
"04/22/2022","Eugene, Ore.",NA,"2","top","1-0","Washington St.","Oregon","Hainline, E singled to left field, RBI (0-0)3a Van De Brake scored."
"04/22/2022","Eugene, Ore.",NA,"2","top","3-0","Washington St.","Oregon","Meyer, J homered to left center, 2 RBI (0-1 K)3a Hainline, E scored."
"04/22/2022","Eugene, Ore.",NA,"2","top","3-0","Washington St.","Oregon","Montez, C grounded out to 1b unassisted (3-1 FBBB)."
"04/22/2022","Eugene, Ore.",NA,"2","top","3-0","Washington St.","Oregon","Russell, K popped up to 2b (2-2 BKKB)."
"04/22/2022","Eugene, Ore.",NA,"2","bot","3-0","Oregon","Washington St.","Kasevich, J grounded out to ss (1-0 B)."
"04/22/2022","Eugene, Ore.",NA,"2","bot","3-0","Oregon","Washington St.","Hall, A grounded out to 1b unassisted (0-0)."
"04/22/2022","Eugene, Ore.",NA,"2","bot","3-0","Oregon","Washington St.","Shade, C flied out to cf (1-1 BK)."
"04/22/2022","Eugene, Ore.",NA,"3","top","3-0","Washington St.","Oregon","Kolden, K grounded out to ss (3-2 BFBSB)."
"04/22/2022","Eugene, Ore.",NA,"3","top","4-0","Washington St.","Oregon","Matthews, B homered to center field, RBI (0-1 F)."
"04/22/2022","Eugene, Ore.",NA,"3","top","4-0","Washington St.","Oregon","Smith, J lined out to ss (0-2 KF)."
"04/22/2022","Eugene, Ore.",NA,"3","top","4-0","Washington St.","Oregon","McKeon, J doubled to right field (1-0 B)."
"04/22/2022","Eugene, Ore.",NA,"3","top","4-0","Washington St.","Oregon","Van De Brake flied out to cf (2-2 BKFB)."
"04/22/2022","Eugene, Ore.",NA,"3","bot","4-0","Oregon","Washington St.","Cromwick, J struck out swinging (1-2 SFBFFS)."
"04/22/2022","Eugene, Ore.",NA,"3","bot","4-0","Oregon","Washington St.","Grant, G doubled to left center (0-1 K)."
