"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"05/08/2021","St. Bonaventure, NY",NA,"1","top","0-0","Rhode Island","St. Bonaventure","WHITE grounded out to 2b (2-2 KKBB)."
"05/08/2021","St. Bonaventure, NY",NA,"1","top","0-0","Rhode Island","St. Bonaventure","BRODEUR grounded out to 2b (0-0)."
"05/08/2021","St. Bonaventure, NY",NA,"1","top","0-0","Rhode Island","St. Bonaventure","ULLIANA flied out to cf (1-2 BKK)."
"05/08/2021","St. Bonaventure, NY",NA,"1","bot","0-0","St. Bonaventure","Rhode Island","Boldt popped up to 3b (0-1 K)."
"05/08/2021","St. Bonaventure, NY",NA,"1","bot","0-0","St. Bonaventure","Rhode Island","Williams grounded out to 2b (2-0 BB)."
"05/08/2021","St. Bonaventure, NY",NA,"1","bot","0-0","St. Bonaventure","Rhode Island","Kelder struck out swinging (2-2 BBSKS)."
"05/08/2021","St. Bonaventure, NY",NA,"2","top","0-0","Rhode Island","St. Bonaventure","VARGAS singled through the right side (1-0 B)."
"05/08/2021","St. Bonaventure, NY",NA,"2","top","0-0","Rhode Island","St. Bonaventure","COLEY struck out swinging (1-2 BKFS)."
"05/08/2021","St. Bonaventure, NY",NA,"2","top","0-0","Rhode Island","St. Bonaventure","KOPACK struck out swinging (2-2 KKBBFS)."
"05/08/2021","St. Bonaventure, NY",NA,"2","top","0-0","Rhode Island","St. Bonaventure","SANTOS struck out swinging (3-2 BKBBFFFS)."
"05/08/2021","St. Bonaventure, NY",NA,"2","top","0-0","Rhode Island","St. Bonaventure","H: 1 LOB: 1"
"05/08/2021","St. Bonaventure, NY",NA,"2","bot","0-0","St. Bonaventure","Rhode Island","Stillman struck out swinging (2-2 BKFFBS)."
"05/08/2021","St. Bonaventure, NY",NA,"2","bot","0-0","St. Bonaventure","Rhode Island","Hendershot grounded out to 3b (1-1 BK)."
"05/08/2021","St. Bonaventure, NY",NA,"2","bot","0-0","St. Bonaventure","Rhode Island","Myers struck out swinging (2-2 BBKSFFS)."
"05/08/2021","St. Bonaventure, NY",NA,"3","top","0-0","Rhode Island","St. Bonaventure","LASKE homered to left field, RBI (1-0 B)."
"05/08/2021","St. Bonaventure, NY",NA,"3","top","0-0","Rhode Island","St. Bonaventure","MCCALL flied out to rf (1-0 B)."
"05/08/2021","St. Bonaventure, NY",NA,"3","top","0-0","Rhode Island","St. Bonaventure","WHITE grounded out to 2b (2-1 BKB)."
"05/08/2021","St. Bonaventure, NY",NA,"3","top","0-0","Rhode Island","St. Bonaventure","BRODEUR grounded out to 2b (0-1 F)."
"05/08/2021","St. Bonaventure, NY",NA,"3","bot","0-0","St. Bonaventure","Rhode Island","Berger singled through the left side (3-2 BBKBK)."
"05/08/2021","St. Bonaventure, NY",NA,"3","bot","0-0","St. Bonaventure","Rhode Island","Berger stole second."
"05/08/2021","St. Bonaventure, NY",NA,"3","bot","0-0","St. Bonaventure","Rhode Island","Putney struck out swinging (1-2 KBKS)."
"05/08/2021","St. Bonaventure, NY",NA,"3","bot","0-0","St. Bonaventure","Rhode Island","Berger out at third c to 3b, caught stealing."
"05/08/2021","St. Bonaventure, NY",NA,"3","bot","0-0","St. Bonaventure","Rhode Island","DeJohn struck out swinging (1-2 KKBS)."
"05/08/2021","St. Bonaventure, NY",NA,"4","top","0-0","Rhode Island","St. Bonaventure","ULLIANA grounded out to ss (1-1 BK)."
"05/08/2021","St. Bonaventure, NY",NA,"4","top","0-0","Rhode Island","St. Bonaventure","VARGAS popped up to p (1-2 SFFB)."
"05/08/2021","St. Bonaventure, NY",NA,"4","top","0-0","Rhode Island","St. Bonaventure","COLEY singled through the left side (0-0)."
"05/08/2021","St. Bonaventure, NY",NA,"4","top","0-0","Rhode Island","St. Bonaventure","COLEY out at second c to 2b, caught stealing."
"05/08/2021","St. Bonaventure, NY",NA,"4","top","0-0","Rhode Island","St. Bonaventure","H: 1"
"05/08/2021","St. Bonaventure, NY",NA,"4","bot","0-0","St. Bonaventure","Rhode Island","Boldt struck out swinging (1-2 KSBS)."
"05/08/2021","St. Bonaventure, NY",NA,"4","bot","0-0","St. Bonaventure","Rhode Island","Williams grounded out to 2b (2-1 FBB)."
"05/08/2021","St. Bonaventure, NY",NA,"4","bot","0-0","St. Bonaventure","Rhode Island","Kelder struck out looking (3-2 BBKFFBK)."
"05/08/2021","St. Bonaventure, NY",NA,"5","top","0-0","Rhode Island","St. Bonaventure","KOPACK struck out swinging, out at first c to 1b (2-2 BSFBS)."
"05/08/2021","St. Bonaventure, NY",NA,"5","top","0-0","Rhode Island","St. Bonaventure","SANTOS struck out swinging (2-2 KFBBS)."
"05/08/2021","St. Bonaventure, NY",NA,"5","top","0-0","Rhode Island","St. Bonaventure","LASKE grounded out to 3b (2-1 BFB)."
"05/08/2021","St. Bonaventure, NY",NA,"5","bot","0-0","St. Bonaventure","Rhode Island","Stillman grounded out to 1b unassisted (2-1 SBB)."
"05/08/2021","St. Bonaventure, NY",NA,"5","bot","0-0","St. Bonaventure","Rhode Island","Hendershot singled to right center (0-2 KS)."
