"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"05/14/2022","Hattiesburg, Miss.",NA,"1","top","0-0","UTSA","Southern Miss.","No play."
"05/14/2022","Hattiesburg, Miss.",NA,"1","top","0-0","UTSA","Southern Miss.","TAPIA flied out to rf (1-2 KKB)."
"05/14/2022","Hattiesburg, Miss.",NA,"1","top","0-0","UTSA","Southern Miss.","KILLEEN grounded out to p (2-2 KKBB)."
"05/14/2022","Hattiesburg, Miss.",NA,"1","top","0-0","UTSA","Southern Miss.","FLORES singled to center field (3-2 FBBBF)."
"05/14/2022","Hattiesburg, Miss.",NA,"1","top","0-0","UTSA","Southern Miss.","FLORES advanced to second on a wild pitch."
"05/14/2022","Hattiesburg, Miss.",NA,"1","top","0-0","UTSA","Southern Miss.","SIRDASHNEY grounded out to 3b (1-2 FKB)."
"05/14/2022","Hattiesburg, Miss.",NA,"1","top","0-0","UTSA","Southern Miss.","H: 1 LOB: 1"
"05/14/2022","Hattiesburg, Miss.",NA,"1","bot","0-0","Southern Miss.","UTSA","G Montenegro flied out to cf (1-2 KBF)."
"05/14/2022","Hattiesburg, Miss.",NA,"1","bot","0-0","Southern Miss.","UTSA","Dickerson out at first 1b to p (0-1 K)."
"05/14/2022","Hattiesburg, Miss.",NA,"1","bot","0-0","Southern Miss.","UTSA","R. Ewing walked (3-1 BSBBB)."
"05/14/2022","Hattiesburg, Miss.",NA,"1","bot","0-0","Southern Miss.","UTSA","R. Ewing advanced to second on a wild pitch."
"05/14/2022","Hattiesburg, Miss.",NA,"1","bot","0-0","Southern Miss.","UTSA","Sargent lined out to cf (2-2 BKSBFF)."
"05/14/2022","Hattiesburg, Miss.",NA,"1","top","0-0","UTSA","Southern Miss.","LOB: 1"
"05/14/2022","Hattiesburg, Miss.",NA,"2","top","0-0","UTSA","Southern Miss.","KENG singled to center field (2-2 FFBB)."
"05/14/2022","Hattiesburg, Miss.",NA,"2","top","0-0","UTSA","Southern Miss.","DIAZ grounded into double play 3b to 2b to 1b (0-0)3a KENG out on the play."
"05/14/2022","Hattiesburg, Miss.",NA,"2","top","0-0","UTSA","Southern Miss.","BARRY grounded out to p (0-0)."
"05/14/2022","Hattiesburg, Miss.",NA,"2","top","0-2","UTSA","Southern Miss.","H: 1"
"05/14/2022","Hattiesburg, Miss.",NA,"2","bot","0-0","Southern Miss.","UTSA","Wilks struck out (3-2 BSBFBS)."
"05/14/2022","Hattiesburg, Miss.",NA,"2","bot","0-0","Southern Miss.","UTSA","D. Lynch walked (3-2 BBKKBB)."
"05/14/2022","Hattiesburg, Miss.",NA,"2","bot","0-0","Southern Miss.","UTSA","McGillis reached on a fielder's choice (0-1 K)3a D. Lynch out at second ss to 2b."
"05/14/2022","Hattiesburg, Miss.",NA,"2","bot","0-0","Southern Miss.","UTSA","McGillis stole second."
"05/14/2022","Hattiesburg, Miss.",NA,"2","bot","0-0","Southern Miss.","UTSA","Paetow walked (3-0 BBBB)."
"05/14/2022","Hattiesburg, Miss.",NA,"2","bot","0-0","Southern Miss.","UTSA","JIMENEZ to p for WARD, R.."
"05/14/2022","Hattiesburg, Miss.",NA,"2","bot","0-0","Southern Miss.","UTSA","Paetow stole second3a McGillis stole third."
"05/14/2022","Hattiesburg, Miss.",NA,"2","bot","0-2","Southern Miss.","UTSA","B. Johnson singled up the middle, 2 RBI (3-2 BKBKB)3a Paetow scored3a McGillis scored."
"05/14/2022","Hattiesburg, Miss.",NA,"2","bot","0-2","Southern Miss.","UTSA","G Montenegro singled to right field (1-0 B)3a B. Johnson advanced to third."
"05/14/2022","Hattiesburg, Miss.",NA,"2","bot","0-2","Southern Miss.","UTSA","Dickerson flied out to 2b (1-1 BS)."
"05/14/2022","Hattiesburg, Miss.",NA,"2","top","0-2","UTSA","Southern Miss.","R: 2 H: 2 LOB: 2"
"05/14/2022","Hattiesburg, Miss.",NA,"3","top","0-2","UTSA","Southern Miss.","BAILEY flied out to rf (1-2 KBS)."
"05/14/2022","Hattiesburg, Miss.",NA,"3","top","0-2","UTSA","Southern Miss.","OCHOA grounded out to 2b (2-2 BKBS)."
"05/14/2022","Hattiesburg, Miss.",NA,"3","top","0-2","UTSA","Southern Miss.","TAPIA singled to center field (0-0)."
"05/14/2022","Hattiesburg, Miss.",NA,"3","top","0-2","UTSA","Southern Miss.","TAPIA advanced to second on a balk."
"05/14/2022","Hattiesburg, Miss.",NA,"3","top","0-2","UTSA","Southern Miss.","KILLEEN grounded out to 2b (3-2 BKBKBF)."
"05/14/2022","Hattiesburg, Miss.",NA,"3","top","0-2","UTSA","Southern Miss.","H: 1 LOB: 1"
"05/14/2022","Hattiesburg, Miss.",NA,"3","bot","0-2","Southern Miss.","UTSA","R. Ewing out at first 1b to p (0-0)."
"05/14/2022","Hattiesburg, Miss.",NA,"3","bot","0-2","Southern Miss.","UTSA","Sargent hit by pitch (1-1 BF)."
"05/14/2022","Hattiesburg, Miss.",NA,"3","bot","0-2","Southern Miss.","UTSA","Wilks singled to left field (0-1 S)3a Sargent advanced to second."
"05/14/2022","Hattiesburg, Miss.",NA,"3","bot","0-2","Southern Miss.","UTSA","D. Lynch grounded into double play 1b to ss to p (2-0 BB)3a Wilks out on the play."
"05/14/2022","Hattiesburg, Miss.",NA,"3","top","0-2","UTSA","Southern Miss.","H: 1 LOB: 1"
"05/14/2022","Hattiesburg, Miss.",NA,"4","top","0-2","UTSA","Southern Miss.","FLORES struck out, out at first c to 1b (1-2 BKFS)."
"05/14/2022","Hattiesburg, Miss.",NA,"4","top","0-2","UTSA","Southern Miss.","SIRDASHNEY grounded out to 3b (0-1 F)."
"05/14/2022","Hattiesburg, Miss.",NA,"4","top","0-2","UTSA","Southern Miss.","KENG struck out (2-2 KBSBFFFS)."
"05/14/2022","Hattiesburg, Miss.",NA,"4","bot","0-2","Southern Miss.","UTSA","McGillis singled to left field (1-2 KFFB)."
"05/14/2022","Hattiesburg, Miss.",NA,"4","bot","0-2","Southern Miss.","UTSA","Paetow grounded out to 2b (2-0 BB)3a McGillis advanced to second."
"05/14/2022","Hattiesburg, Miss.",NA,"4","bot","0-2","Southern Miss.","UTSA","B. Johnson grounded out to 3b (1-0 B)."
"05/14/2022","Hattiesburg, Miss.",NA,"4","bot","0-2","Southern Miss.","UTSA","MILLER, G. to p for JIMENEZ."
"05/14/2022","Hattiesburg, Miss.",NA,"4","bot","0-3","Southern Miss.","UTSA","G Montenegro singled to left field, RBI (0-2 KF)3a McGillis scored."
