"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"04/05/2019","Stillwater, Okla.",NA,"1","top","0-0","West Virginia","Oklahoma St.","Doanes, T. reached on a fielding error by rf, advanced to third (0-1 K)."
"04/05/2019","Stillwater, Okla.",NA,"1","top","0-0","West Virginia","Oklahoma St.","White, B. walked (3-1 FBBBB)."
"04/05/2019","Stillwater, Okla.",NA,"1","top","0-0","West Virginia","Oklahoma St.","White, B. stole second."
"04/05/2019","Stillwater, Okla.",NA,"1","top","1-0","West Virginia","Oklahoma St.","Hill, D. grounded out to 1b unassisted, RBI (3-2 BKBSBF)3a White, B. advanced to third3a Doanes, T. scored, unearned."
"04/05/2019","Stillwater, Okla.",NA,"1","top","2-0","West Virginia","Oklahoma St.","Inman, M. singled through the left side, RBI (2-2 KBBFFF)3a White, B. scored."
"04/05/2019","Stillwater, Okla.",NA,"1","top","2-0","West Virginia","Oklahoma St.","McIntosh, P singled to center field (2-2 KFBB)3a Inman, M. advanced to second."
"04/05/2019","Stillwater, Okla.",NA,"1","top","2-0","West Virginia","Oklahoma St.","Gonzalez, I. singled to right field (1-1 BK)3a McIntosh, P advanced to second3a Inman, M. advanced to third."
"04/05/2019","Stillwater, Okla.",NA,"1","top","3-0","West Virginia","Oklahoma St.","Brophy, K. walked, RBI (3-2 BFBFBFB)3a Gonzalez, I. advanced to second3a McIntosh, P advanced to third3a Inman, M. scored."
"04/05/2019","Stillwater, Okla.",NA,"1","top","3-0","West Virginia","Oklahoma St.","Tucker, T struck out looking (1-2 BKKK)."
"04/05/2019","Stillwater, Okla.",NA,"1","top","3-0","West Virginia","Oklahoma St.","Davis, A. grounded out to ss (0-0)."
"04/05/2019","Stillwater, Okla.",NA,"1","bot","3-0","Oklahoma St.","West Virginia","Morrill flied out to cf (0-0)."
"04/05/2019","Stillwater, Okla.",NA,"1","bot","3-0","Oklahoma St.","West Virginia","Navigato grounded out to 3b (2-2 BBKSF)."
"04/05/2019","Stillwater, Okla.",NA,"1","bot","3-0","Oklahoma St.","West Virginia","Simpson, C. struck out swinging (3-2 BBFFBS)."
"04/05/2019","Stillwater, Okla.",NA,"2","top","3-0","West Virginia","Oklahoma St.","Doanes, T. lined out to p (2-2 KBBK)."
"04/05/2019","Stillwater, Okla.",NA,"2","top","3-0","West Virginia","Oklahoma St.","White, B. singled to third base (2-2 BKBK)."
"04/05/2019","Stillwater, Okla.",NA,"2","top","4-0","West Virginia","Oklahoma St.","Hill, D. doubled to center field, RBI (3-1 KBBB)3a White, B. scored."
"04/05/2019","Stillwater, Okla.",NA,"2","top","4-0","West Virginia","Oklahoma St.","Inman, M. flied out to rf (1-2 KKFB)."
"04/05/2019","Stillwater, Okla.",NA,"2","top","4-0","West Virginia","Oklahoma St.","McIntosh, P grounded out to ss (0-1 S)."
"04/05/2019","Stillwater, Okla.",NA,"2","bot","4-0","Oklahoma St.","West Virginia","Taylor grounded out to p (1-0 B)."
"04/05/2019","Stillwater, Okla.",NA,"2","bot","4-0","Oklahoma St.","West Virginia","Cabbiness struck out swinging (2-2 BSFBS)."
"04/05/2019","Stillwater, Okla.",NA,"2","bot","4-0","Oklahoma St.","West Virginia","Garcia singled to center field (2-0 BB)."
"04/05/2019","Stillwater, Okla.",NA,"2","bot","4-0","Oklahoma St.","West Virginia","Funk grounded out to 2b (1-2 BKF)."
"04/05/2019","Stillwater, Okla.",NA,"3","top","4-0","West Virginia","Oklahoma St.","Gonzalez, I. doubled down the lf line (3-2 BBKBF)."
"04/05/2019","Stillwater, Okla.",NA,"3","top","4-0","West Virginia","Oklahoma St.","Brophy, K. popped up to ss (3-1 BBBK)."
"04/05/2019","Stillwater, Okla.",NA,"3","top","4-0","West Virginia","Oklahoma St.","Tucker, T struck out swinging (2-2 BKFBS)."
"04/05/2019","Stillwater, Okla.",NA,"3","top","4-0","West Virginia","Oklahoma St.","Davis, A. singled to second base (0-0)3a Gonzalez, I. advanced to third."
"04/05/2019","Stillwater, Okla.",NA,"3","top","4-0","West Virginia","Oklahoma St.","Davis, A. stole second."
"04/05/2019","Stillwater, Okla.",NA,"3","top","5-0","West Virginia","Oklahoma St.","Doanes, T. walked (3-1 SBBBB)3a Davis, A. advanced to third3a Gonzalez, I. scored on a wild pitch."
"04/05/2019","Stillwater, Okla.",NA,"3","top","5-0","West Virginia","Oklahoma St.","Doanes, T. out at second c to 2b, caught stealing."
"04/05/2019","Stillwater, Okla.",NA,"3","bot","5-0","Oklahoma St.","West Virginia","Boone flied out to rf (1-0 B)."
"04/05/2019","Stillwater, Okla.",NA,"3","bot","5-0","Oklahoma St.","West Virginia","Sifrit struck out swinging (1-2 BKKS)."
"04/05/2019","Stillwater, Okla.",NA,"3","bot","5-0","Oklahoma St.","West Virginia","Morrill struck out swinging (3-2 FBBBFFS)."
"04/05/2019","Stillwater, Okla.",NA,"4","top","5-0","West Virginia","Oklahoma St.","Varela to p for Elliott."
"04/05/2019","Stillwater, Okla.",NA,"4","top","5-0","West Virginia","Oklahoma St.","White, B. singled to left center (2-2 KSBB)."
"04/05/2019","Stillwater, Okla.",NA,"4","top","5-0","West Virginia","Oklahoma St.","Hill, D. reached on a fielders choice (0-0)3a White, B. advanced to second on a throwing error by 1b, advanced to third."
"04/05/2019","Stillwater, Okla.",NA,"4","top","7-0","West Virginia","Oklahoma St.","Inman, M. doubled to left field, 2 RBI (0-0)3a Hill, D. scored3a White, B. scored, unearned."
"04/05/2019","Stillwater, Okla.",NA,"4","top","7-0","West Virginia","Oklahoma St.","McIntosh, P grounded out to ss (0-0)3a Inman, M. advanced to third."
"04/05/2019","Stillwater, Okla.",NA,"4","top","7-0","West Virginia","Oklahoma St.","Gonzalez, I. fouled out to rf (2-2 KBFB)."
"04/05/2019","Stillwater, Okla.",NA,"4","top","7-0","West Virginia","Oklahoma St.","Brophy, K. struck out swinging (1-2 KKBS)."
"04/05/2019","Stillwater, Okla.",NA,"4","bot","7-0","Oklahoma St.","West Virginia","Navigato struck out swinging (1-2 SKBFS)."
"04/05/2019","Stillwater, Okla.",NA,"4","bot","7-0","Oklahoma St.","West Virginia","Simpson, C. flied out to cf (1-0 B)."
"04/05/2019","Stillwater, Okla.",NA,"4","bot","7-0","Oklahoma St.","West Virginia","Taylor popped up to 1b (2-2 BFKB)."
"04/05/2019","Stillwater, Okla.",NA,"5","top","7-0","West Virginia","Oklahoma St.","Tucker, T walked (3-2 SBKBBB)."
"04/05/2019","Stillwater, Okla.",NA,"5","top","7-0","West Virginia","Oklahoma St.","Tucker, T stole second."
"04/05/2019","Stillwater, Okla.",NA,"5","top","7-0","West Virginia","Oklahoma St.","Davis, A. popped up to 1b (0-2 KF)."
"04/05/2019","Stillwater, Okla.",NA,"5","top","7-0","West Virginia","Oklahoma St.","Tucker, T stole third."
"04/05/2019","Stillwater, Okla.",NA,"5","top","8-0","West Virginia","Oklahoma St.","Doanes, T. singled to shortstop, RBI (3-2 BBBKF)3a Tucker, T scored."
"04/05/2019","Stillwater, Okla.",NA,"5","top","8-0","West Virginia","Oklahoma St.","White, B. flied out to lf (0-0)."
