"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"05/01/2021","Omaha, Neb.",NA,"1","top","0-0","St. John's (NY)","Creighton","No play."
"05/01/2021","Omaha, Neb.",NA,"1","top","0-0","St. John's (NY)","Creighton","BARTELS doubled to left field (0-1 F)."
"05/01/2021","Omaha, Neb.",NA,"1","top","0-0","St. John's (NY)","Creighton","HOGAN struck out swinging (3-2 FBKBBFFS)."
"05/01/2021","Omaha, Neb.",NA,"1","top","1-0","St. John's (NY)","Creighton","MORRELL singled to right field, RBI (2-0 BB)3a BARTELS scored."
"05/01/2021","Omaha, Neb.",NA,"1","top","1-0","St. John's (NY)","Creighton","WILLIAMS struck out swinging (2-2 KBFBS)."
"05/01/2021","Omaha, Neb.",NA,"1","top","1-0","St. John's (NY)","Creighton","BIANCHI flied out to cf to right center (2-1 BKB)."
"05/01/2021","Omaha, Neb.",NA,"1","bot","1-0","Creighton","St. John's (NY)","WEBEL struck out swinging (3-2 BSKFBBS)."
"05/01/2021","Omaha, Neb.",NA,"1","bot","1-0","Creighton","St. John's (NY)","MEGGS singled to right center (2-2 KKBBF)."
"05/01/2021","Omaha, Neb.",NA,"1","bot","1-0","Creighton","St. John's (NY)","HAYES flied out to cf (3-1 BKBB)."
"05/01/2021","Omaha, Neb.",NA,"1","bot","1-0","Creighton","St. John's (NY)","RODEN singled up the middle (0-2 KF)3a MEGGS advanced to third."
"05/01/2021","Omaha, Neb.",NA,"1","bot","1-0","Creighton","St. John's (NY)","UPTON struck out swinging (0-2 SKS)."
"05/01/2021","Omaha, Neb.",NA,"2","top","1-0","St. John's (NY)","Creighton","SCHWARTZ struck out looking (1-2 KFBFK)."
"05/01/2021","Omaha, Neb.",NA,"2","top","1-0","St. John's (NY)","Creighton","HENSHAW grounded out to ss (0-0)."
"05/01/2021","Omaha, Neb.",NA,"2","top","1-0","St. John's (NY)","Creighton","HIGGINS struck out swinging (0-2 KKFFS)."
"05/01/2021","Omaha, Neb.",NA,"2","bot","1-0","Creighton","St. John's (NY)","MANTLE grounded out to ss (1-2 KBS)."
"05/01/2021","Omaha, Neb.",NA,"2","bot","1-0","Creighton","St. John's (NY)","ROPER struck out swinging (1-2 BSKFS)."
"05/01/2021","Omaha, Neb.",NA,"2","bot","1-0","Creighton","St. John's (NY)","VILCHES popped up to ss (0-0)."
"05/01/2021","Omaha, Neb.",NA,"3","top","1-0","St. John's (NY)","Creighton","LAZZARO singled to shortstop (2-2 SKBB)."
"05/01/2021","Omaha, Neb.",NA,"3","top","1-0","St. John's (NY)","Creighton","BARTELS singled to pitcher, bunt (1-1 BF)3a LAZZARO advanced to second."
"05/01/2021","Omaha, Neb.",NA,"3","top","1-0","St. John's (NY)","Creighton","HOGAN struck out swinging (3-2 BBSBKS)."
"05/01/2021","Omaha, Neb.",NA,"3","top","1-0","St. John's (NY)","Creighton","LAZZARO out at third p to 3b, caught stealing."
"05/01/2021","Omaha, Neb.",NA,"3","top","1-0","St. John's (NY)","Creighton","MORRELL singled to right field (0-2 KS)3a BARTELS advanced to third."
"05/01/2021","Omaha, Neb.",NA,"3","top","1-0","St. John's (NY)","Creighton","WILLIAMS struck out looking (2-2 SKBBK)."
"05/01/2021","Omaha, Neb.",NA,"3","top","1-0","St. John's (NY)","Creighton","H: 3 LOB: 2"
"05/01/2021","Omaha, Neb.",NA,"3","bot","1-0","Creighton","St. John's (NY)","CLIFFORD singled to left center (2-1 BFB)."
