"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"04/29/2022","Florence, Ala.",NA,"1","top","0-0","Jacksonville St.","North Ala.","MANERS flied out to lf (2-2 BFBS)."
"04/29/2022","Florence, Ala.",NA,"1","top","0-0","Jacksonville St.","North Ala.","FREDERICK struck out swinging (0-2 KKS)."
"04/29/2022","Florence, Ala.",NA,"1","top","0-0","Jacksonville St.","North Ala.","CARIGNAN walked (3-2 KBBBKB)."
"04/29/2022","Florence, Ala.",NA,"1","top","0-0","Jacksonville St.","North Ala.","CROWE struck out swinging (3-2 FBBFBS)."
"04/29/2022","Florence, Ala.",NA,"1","top","0-2","Jacksonville St.","North Ala.","LOB: 1"
"04/29/2022","Florence, Ala.",NA,"1","bot","0-0","North Ala.","Jacksonville St.","L. Harper tripled (1-1 BK)."
"04/29/2022","Florence, Ala.",NA,"1","bot","0-1","North Ala.","Jacksonville St.","A. Thrasher singled, RBI (1-2 KFB)3a L. Harper scored."
"04/29/2022","Florence, Ala.",NA,"1","bot","0-1","North Ala.","Jacksonville St.","A. Thrasher out at second c to 2b, caught stealing."
"04/29/2022","Florence, Ala.",NA,"1","bot","0-1","North Ala.","Jacksonville St.","J. Lane tripled (3-1 BFBB)."
"04/29/2022","Florence, Ala.",NA,"1","bot","0-2","North Ala.","Jacksonville St.","D. Daniel grounded out to ss, RBI (3-2 BSKBB)3a J. Lane scored."
"04/29/2022","Florence, Ala.",NA,"1","bot","0-2","North Ala.","Jacksonville St.","R. Homan flied out to 2b (0-0)."
"04/29/2022","Florence, Ala.",NA,"1","top","0-2","Jacksonville St.","North Ala.","R: 2 H: 3"
"04/29/2022","Florence, Ala.",NA,"2","top","0-2","Jacksonville St.","North Ala.","STRACHAN singled (3-2 KBBFB)."
"04/29/2022","Florence, Ala.",NA,"2","top","0-2","Jacksonville St.","North Ala.","ALEXANDER grounded into double play 3b to 2b to 1b (1-1 KB)3a STRACHAN out on the play."
"04/29/2022","Florence, Ala.",NA,"2","top","0-2","Jacksonville St.","North Ala.","NORTON flied out to rf (0-0)."
"04/29/2022","Florence, Ala.",NA,"2","top","0-2","Jacksonville St.","North Ala.","H: 1"
"04/29/2022","Florence, Ala.",NA,"2","bot","0-2","North Ala.","Jacksonville St.","D. Hudson struck out swinging (1-2 BFFS)."
"04/29/2022","Florence, Ala.",NA,"2","bot","0-2","North Ala.","Jacksonville St.","Z. Majer walked (3-0 BBBB)."
"04/29/2022","Florence, Ala.",NA,"2","bot","0-2","North Ala.","Jacksonville St.","C. Cook flied out to ss (1-0 B)."
"04/29/2022","Florence, Ala.",NA,"2","bot","0-2","North Ala.","Jacksonville St.","G. Smith walked (3-2 BBFKBB)3a Z. Majer advanced to second."
"04/29/2022","Florence, Ala.",NA,"2","bot","0-2","North Ala.","Jacksonville St.","L. Harper struck out swinging (1-2 KSBS)."
"04/29/2022","Florence, Ala.",NA,"2","top","0-2","Jacksonville St.","North Ala.","LOB: 2"
"04/29/2022","Florence, Ala.",NA,"3","top","0-2","Jacksonville St.","North Ala.","COKER walked (3-2 BBKFFBB)."
"04/29/2022","Florence, Ala.",NA,"3","top","0-2","Jacksonville St.","North Ala.","SNOW flied out to cf (2-0 BB)."
"04/29/2022","Florence, Ala.",NA,"3","top","0-2","Jacksonville St.","North Ala.","MANERS singled (0-1 K)3a COKER advanced to second."
"04/29/2022","Florence, Ala.",NA,"3","top","0-2","Jacksonville St.","North Ala.","FREDERICK grounded into double play 2b to ss to 1b (1-1 KB)3a MANERS out on the play."
"04/29/2022","Florence, Ala.",NA,"3","top","0-2","Jacksonville St.","North Ala.","H: 1 LOB: 1"
"04/29/2022","Florence, Ala.",NA,"3","bot","0-2","North Ala.","Jacksonville St.","A. Thrasher flied out to cf (1-0 B)."
"04/29/2022","Florence, Ala.",NA,"3","bot","0-2","North Ala.","Jacksonville St.","J. Lane grounded out to 3b (1-0 B)."
"04/29/2022","Florence, Ala.",NA,"3","bot","0-2","North Ala.","Jacksonville St.","D. Daniel lined out to ss (1-1 BK)."
"04/29/2022","Florence, Ala.",NA,"4","top","1-2","Jacksonville St.","North Ala.","CARIGNAN homered, RBI (1-2 SBFF)."
"04/29/2022","Florence, Ala.",NA,"4","top","2-2","Jacksonville St.","North Ala.","CROWE homered, RBI (0-2 SF)."
"04/29/2022","Florence, Ala.",NA,"4","top","3-2","Jacksonville St.","North Ala.","STRACHAN homered, RBI (0-0)."
"04/29/2022","Florence, Ala.",NA,"4","top","3-2","Jacksonville St.","North Ala.","ALEXANDER walked (3-2 KBBBSB)."
"04/29/2022","Florence, Ala.",NA,"4","top","3-2","Jacksonville St.","North Ala.","NORTON singled (1-2 KSB)3a ALEXANDER advanced to third."
"04/29/2022","Florence, Ala.",NA,"4","top","4-2","Jacksonville St.","North Ala.","COKER reached on an error by 1b, SAC, RBI (1-0 B)3a NORTON advanced to second3a ALEXANDER scored."
"04/29/2022","Florence, Ala.",NA,"4","top","4-2","Jacksonville St.","North Ala.","COKER advanced to second3a NORTON advanced to third on a wild pitch."
"04/29/2022","Florence, Ala.",NA,"4","top","4-2","Jacksonville St.","North Ala.","SNOW walked (3-2 BBKBSB)."
"04/29/2022","Florence, Ala.",NA,"4","top","6-2","Jacksonville St.","North Ala.","MANERS singled, 2 RBI (2-2 SFBFFB)3a SNOW advanced to second3a COKER scored, unearned3a NORTON scored."
"04/29/2022","Florence, Ala.",NA,"4","top","6-2","Jacksonville St.","North Ala.","FREDERICK struck out swinging (2-2 BKFBS)."
"04/29/2022","Florence, Ala.",NA,"4","top","6-2","Jacksonville St.","North Ala.","CARIGNAN struck out swinging (2-2 KBSBFFS)."
"04/29/2022","Florence, Ala.",NA,"4","top","6-2","Jacksonville St.","North Ala.","C. Barnett to p for A. Nichols."
"04/29/2022","Florence, Ala.",NA,"4","top","6-2","Jacksonville St.","North Ala.","CROWE walked (3-1 BKBBB)3a MANERS advanced to second3a SNOW advanced to third."
"04/29/2022","Florence, Ala.",NA,"4","top","7-2","Jacksonville St.","North Ala.","STRACHAN walked, RBI (3-1 BBKBB)3a CROWE advanced to second3a MANERS advanced to third3a SNOW scored, unearned."
"04/29/2022","Florence, Ala.",NA,"4","top","7-2","Jacksonville St.","North Ala.","ALEXANDER flied out to 3b (0-0)."
"04/29/2022","Florence, Ala.",NA,"4","bot","7-2","North Ala.","Jacksonville St.","R. Homan walked (3-0 BBBB)."
"04/29/2022","Florence, Ala.",NA,"4","bot","7-2","North Ala.","Jacksonville St.","D. Hudson flied out to rf (2-1 KBB)."
"04/29/2022","Florence, Ala.",NA,"4","bot","7-2","North Ala.","Jacksonville St.","Z. Majer reached on a fielder's choice (1-1 KB)3a R. Homan out at second ss to 2b."
"04/29/2022","Florence, Ala.",NA,"4","bot","7-2","North Ala.","Jacksonville St.","C. Cook flied out to rf (1-1 BF)."
"04/29/2022","Florence, Ala.",NA,"5","top","7-2","Jacksonville St.","North Ala.","NORTON lined out to rf (3-2 BBFBF)."
"04/29/2022","Florence, Ala.",NA,"5","top","7-2","Jacksonville St.","North Ala.","COKER struck out swinging, out at first c to 1b (0-2 KFS)."
"04/29/2022","Florence, Ala.",NA,"5","top","7-2","Jacksonville St.","North Ala.","SNOW singled (0-1 S)."
"04/29/2022","Florence, Ala.",NA,"5","top","9-2","Jacksonville St.","North Ala.","MANERS homered, 2 RBI (2-1 BFB)3a SNOW scored."
"04/29/2022","Florence, Ala.",NA,"5","top","9-2","Jacksonville St.","North Ala.","FREDERICK hit by pitch (0-0)."
"04/29/2022","Florence, Ala.",NA,"5","top","9-2","Jacksonville St.","North Ala.","CARIGNAN reached on a fielder's choice (1-2 KKB)3a FREDERICK out at second 2b to ss."
"04/29/2022","Florence, Ala.",NA,"5","bot","9-2","North Ala.","Jacksonville St.","PUTNAM to 3b for NORTON."
"04/29/2022","Florence, Ala.",NA,"5","bot","9-2","North Ala.","Jacksonville St.","G. Smith struck out swinging, out at first c to 1b (0-2 FKS)."
"04/29/2022","Florence, Ala.",NA,"5","bot","9-2","North Ala.","Jacksonville St.","L. Harper walked (3-2 KBBFBB)."
"04/29/2022","Florence, Ala.",NA,"5","bot","9-2","North Ala.","Jacksonville St.","A. Thrasher flied out to rf (0-2 FS)."
"04/29/2022","Florence, Ala.",NA,"5","bot","9-2","North Ala.","Jacksonville St.","J. Lane flied out to cf (0-1 K)."
"04/29/2022","Florence, Ala.",NA,"6","top","9-2","Jacksonville St.","North Ala.","CROWE struck out looking (1-2 BKKFFK)."
"04/29/2022","Florence, Ala.",NA,"6","top","9-2","Jacksonville St.","North Ala.","STRACHAN walked (3-2 FBBBFB)."
"04/29/2022","Florence, Ala.",NA,"6","top","9-2","Jacksonville St.","North Ala.","ALEXANDER flied out to cf (1-1 KB)."
"04/29/2022","Florence, Ala.",NA,"6","top","9-2","Jacksonville St.","North Ala.","CAUSEY pinch ran for STRACHAN."
"04/29/2022","Florence, Ala.",NA,"6","top","9-2","Jacksonville St.","North Ala.","PUTNAM flied out to ss."
"04/29/2022","Florence, Ala.",NA,"6","top","9-3","Jacksonville St.","North Ala.","LOB: 1"
"04/29/2022","Florence, Ala.",NA,"6","bot","9-2","North Ala.","Jacksonville St.","CAUSEY to 1b."
"04/29/2022","Florence, Ala.",NA,"6","bot","9-2","North Ala.","Jacksonville St.","D. Daniel popped up to c (1-1 KB)."
"04/29/2022","Florence, Ala.",NA,"6","bot","9-2","North Ala.","Jacksonville St.","R. Homan singled (1-1 BF)."
"04/29/2022","Florence, Ala.",NA,"6","bot","9-2","North Ala.","Jacksonville St.","D. Hudson singled (2-1 BKB)3a R. Homan advanced to third."
"04/29/2022","Florence, Ala.",NA,"6","bot","9-3","North Ala.","Jacksonville St.","D. Hudson advanced to second3a R. Homan scored on a wild pitch."
"04/29/2022","Florence, Ala.",NA,"6","bot","9-3","North Ala.","Jacksonville St.","Z. Majer flied out to cf (2-2 SBFB)."
"04/29/2022","Florence, Ala.",NA,"6","bot","9-3","North Ala.","Jacksonville St.","C. Cook flied out to 1b (1-0 B)."
"04/29/2022","Florence, Ala.",NA,"6","top","9-3","Jacksonville St.","North Ala.","R: 1 H: 2 LOB: 1"
"04/29/2022","Florence, Ala.",NA,"7","top","9-3","Jacksonville St.","North Ala.","COKER struck out looking (3-2 BBFBKK)."
