App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,score,Pitches
1,,1.0,0.0,2,1,1,0,1,0,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,2,1,,05/12/2019,home,14781,460,UNCW,9,True,1,2,-1,loss,4791065,1068,1984395,2019,1 - 2,16.0
1,,2.1,0.0,0,0,0,0,3,0,7,7,0,0,0,0,0,0,0,2,0,0,0,,1,3,0,0,1,2,0,,05/25/2019,home,14781,460,UNCW,9,True,4,1,3,win,4795278,1068,1984395,2019,4 - 1,24.0
1,,4.2,0.0,5,3,3,1,2,0,19,18,0,0,0,0,0,0,0,0,0,0,0,,3,8,0,0,0,1,0,,05/26/2019,home,14781,460,UNCW,10,True,5,6,-1,loss,4795306,1068,1984395,2019,5 - 6,70.0
1,,2.0,0.0,1,0,0,3,0,0,10,6,0,0,0,0,0,0,2,0,0,1,0,,3,2,1,0,0,4,0,,02/15/2019,away,14781,277,Hawaii,10,True,10,4,6,win,4705703,551,1874066,2019,10 - 4,33.0
1,,1.0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,0,,02/17/2019,away,14781,277,Hawaii,9,True,4,0,4,win,4708717,551,1874066,2019,4 - 0,7.0
1,,1.0,0.0,1,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,2,0,,02/22/2019,home,14781,493,North Dakota St.,9,True,2,1,1,win,4711938,551,1874066,2019,2 - 1,0.0
1,,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,1,6,0,,02/22/2019,away,14781,536,UTRGV,9,True,6,4,2,win,4712380,551,1874066,2019,6 - 4,6.0
1,,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,1,0,0,0,0,0,0,,1,1,0,0,1,4,0,,02/24/2019,home,14781,493,North Dakota St.,9,True,8,5,3,win,4714594,551,1874066,2019,8 - 5,0.0
1,,2.0,0.0,2,0,0,1,1,0,9,8,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,0,4,0,,03/01/2019,away,14781,676,SFA,9,True,7,3,4,win,4719403,551,1874066,2019,7 - 3,36.0
1,,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,5,1,,03/05/2019,home,14781,529,Oregon,9,True,5,3,2,win,4724169,551,1874066,2019,5 - 3,0.0
1,,2.0,0.0,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,1,4,0,,03/09/2019,home,14781,502,Northern Colo.,9,True,9,8,1,win,4728265,551,1874066,2019,9 - 8,27.0
1,,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,1,4,1,,03/09/2019,home,14781,502,Northern Colo.,9,True,8,5,3,win,4728802,551,1874066,2019,8 - 5,0.0
1,,2.1,0.0,4,3,3,1,1,0,11,10,0,0,0,1,0,0,0,2,0,0,0,,3,2,0,1,0,2,0,,03/17/2019,away,14781,629,San Francisco,9,True,4,5,-1,loss,4739242,551,1874066,2019,4 - 5,45.0
1,,2.0,0.0,0,0,0,0,3,0,7,6,0,0,0,0,0,1,0,0,0,0,0,,2,1,0,0,0,4,3,,03/26/2019,home,14781,528,Oregon St.,9,True,5,1,4,win,4749536,551,1874066,2019,5 - 1,30.0
1,,1.0,0.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,7,1,,03/27/2019,home,14781,1356,Seattle U,9,True,16,14,2,win,4756316,551,1874066,2019,16 - 14,13.0
1,,1.0,0.0,1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,1,2,0,,03/31/2019,home,14781,370,LMU (CA),9,True,5,3,2,win,4754829,551,1874066,2019,5 - 3,0.0
1,,2.0,0.0,3,1,0,0,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,,1,3,1,0,0,4,0,,04/02/2019,away,14781,1356,Seattle U,10,True,8,4,4,win,4757042,551,1874066,2019,8 - 4,32.0
1,,1.0,0.0,1,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,,04/07/2019,away,14781,610,Saint Mary's (CA),9,True,0,1,-1,loss,4762852,551,1874066,2019,0 - 1,19.0
1,,4.0,0.0,4,2,1,1,4,0,17,14,0,0,0,0,0,0,0,0,0,2,0,,2,5,0,1,0,2,2,,04/14/2019,home,14781,260,Gonzaga,11,True,3,4,-1,loss,4770289,551,1874066,2019,3 - 4,68.0
1,,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,1,,04/20/2019,away,14781,627,San Diego,9,True,20,0,20,win,4776695,551,1874066,2019,20 - 0,20.0
1,,1.0,0.0,1,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,1,3,0,,04/26/2019,home,14781,631,Santa Clara,9,True,5,3,2,win,4781053,551,1874066,2019,5 - 3,24.0
1,,4.0,0.0,0,0,0,1,6,0,13,12,0,0,1,0,0,0,0,1,0,0,0,,3,4,0,0,1,5,2,,04/28/2019,home,14781,631,Santa Clara,9,True,13,9,4,win,4783939,551,1874066,2019,13 - 9,52.0
1,,0.2,0.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,2,1,0,0,,0,1,0,0,0,4,1,,05/07/2019,away,14781,529,Oregon,9,True,1,4,-3,loss,4789056,551,1874066,2019,1 - 4,13.0
1,,2.0,0.0,4,4,4,2,4,0,12,10,0,2,0,0,0,0,0,0,0,0,0,,2,0,0,1,0,4,1,,05/08/2019,away,14781,756,Washington,9,True,8,10,-2,loss,4789431,551,1874066,2019,8 - 10,51.0
1,,1.0,0.0,0,0,0,0,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,,1,1,1,0,0,2,1,,05/12/2019,home,14781,541,Pepperdine,10,True,2,1,1,win,4791153,551,1874066,2019,2 - 1,11.0
1,,0.0,0.0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3,0,0,,0,0,0,0,0,3,0,,05/14/2019,away,14781,528,Oregon St.,9,True,3,4,-1,loss,4791533,551,1874066,2019,3 - 4,3.0
1,,6.0,0.0,8,5,5,1,5,0,27,25,1,2,0,1,0,1,0,0,0,0,0,,5,7,0,0,0,1,2,,05/17/2019,away,14781,534,Pacific,10,True,5,6,-1,loss,4792249,551,1874066,2019,5 - 6,97.0
1,,4.0,0.0,5,3,3,1,4,0,18,16,1,2,0,0,0,0,0,0,0,0,1,,2,7,0,1,0,1,0,,02/16/2019,home,14781,388,Marshall,9,True,2,7,-5,loss,4707616,545,2123210,2019,2 - 7,0.0
1,,2.0,0.0,1,0,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,2,0,,02/24/2019,home,14781,83,Bucknell,9,True,8,2,6,win,4714375,545,2123210,2019,8 - 2,34.0
1,,2.0,0.0,1,0,0,1,2,0,9,5,0,0,0,0,0,2,0,0,0,1,0,,2,1,0,0,0,2,0,,03/01/2019,home,14781,283,Hofstra,9,True,1,0,1,win,4721447,545,2123210,2019,1 - 0,34.0
1,,1.2,0.0,2,1,1,1,2,0,10,9,1,0,0,0,0,0,0,3,0,0,0,,2,1,0,0,0,2,0,,03/03/2019,home,14781,129,Central Mich.,9,True,3,4,-1,loss,4721982,545,2123210,2019,3 - 4,38.0
1,,2.0,0.0,1,0,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,2,0,,03/08/2019,away,14781,490,NC State,9,True,3,4,-1,loss,4726336,545,2123210,2019,3 - 4,23.0
1,,2.2,0.0,1,0,0,0,2,0,9,9,1,0,1,0,0,0,0,2,1,0,0,,2,4,0,0,0,2,0,,03/10/2019,away,14781,490,NC State,9,True,5,6,-1,loss,4729547,545,2123210,2019,5 - 6,35.0
1,,2.0,0.0,2,2,2,2,1,0,9,7,0,0,0,0,0,0,0,0,0,0,0,,3,1,0,1,0,1,0,,03/15/2019,home,14781,742,Virginia Tech,9,True,4,11,-7,loss,4735705,545,2123210,2019,4 - 11,33.0
1,,5.1,0.0,2,0,0,1,3,0,19,17,0,0,0,0,0,1,0,1,0,0,0,,7,5,1,0,0,4,0,,03/17/2019,home,14781,742,Virginia Tech,9,True,1,0,1,win,4738831,545,2123210,2019,1 - 0,68.0
1,,1.1,0.0,3,0,0,0,2,0,9,9,0,0,0,0,0,0,0,1,1,0,0,,0,2,0,0,0,2,1,,03/22/2019,away,14781,746,Virginia,9,True,3,13,-10,loss,4744035,545,2123210,2019,3 - 13,33.0
1,,1.2,0.0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,3,0,,03/24/2019,away,14781,746,Virginia,9,True,2,5,-3,loss,4746647,545,2123210,2019,2 - 5,16.0
1,,1.0,0.0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,,3,0,0,0,0,1,0,,03/27/2019,away,14781,817,Youngstown St.,10,True,2,3,-1,loss,4756995,545,2123210,2019,2 - 3,16.0
1,,3.0,0.0,2,0,0,2,2,0,12,10,0,0,0,0,1,0,0,0,0,0,0,,4,2,0,0,0,2,1,,03/29/2019,home,14781,415,Miami (FL),9,True,10,13,-3,loss,4756878,545,2123210,2019,10 - 13,46.0
1,,1.0,0.0,2,3,0,1,1,0,8,6,0,0,0,0,0,1,0,0,0,0,0,,1,1,0,1,0,1,1,,03/31/2019,home,14781,415,Miami (FL),9,True,3,5,-2,loss,4754700,545,2123210,2019,3 - 5,41.0
1,,6.0,0.0,6,3,2,4,4,0,27,21,3,0,0,0,0,0,0,0,0,1,1,,5,7,0,0,0,1,1,,04/06/2019,away,14781,193,Duke,9,True,5,6,-1,loss,4761737,545,2123210,2019,5 - 6,99.0
1,,5.0,0.0,9,7,5,2,4,0,26,23,2,0,0,1,0,0,0,0,0,0,1,,6,5,0,1,0,1,2,,04/13/2019,home,14781,749,Wake Forest,9,True,6,7,-1,loss,4769323,545,2123210,2019,6 - 7,97.0
1,,6.0,0.0,4,4,4,3,3,0,25,19,2,0,0,1,1,0,0,0,0,2,1,,6,8,0,1,0,1,1,,04/21/2019,home,14781,513,Notre Dame,9,True,1,4,-3,loss,4776990,545,2123210,2019,1 - 4,93.0
1,,5.0,0.0,5,3,3,1,3,0,23,20,2,0,0,0,0,2,0,0,0,0,0,,7,5,0,0,0,1,1,,04/27/2019,home,14781,1320,Presbyterian,12,True,7,9,-2,loss,4782566,545,2123210,2019,7 - 9,80.0
1,,4.1,0.0,6,6,6,1,4,0,21,17,2,0,0,0,2,1,0,0,0,0,2,,1,8,0,1,0,1,0,,05/05/2019,away,14781,234,Florida St.,9,True,6,12,-6,loss,4788274,545,2123210,2019,6 - 12,71.0
1,,6.2,0.0,6,3,1,2,4,0,29,25,0,0,0,0,1,0,0,0,0,2,0,,10,6,0,0,0,1,1,,05/11/2019,home,14781,457,North Carolina,9,True,7,3,4,win,4790854,545,2123210,2019,7 - 3,92.0
1,,6.0,0.0,6,2,2,4,7,0,28,24,1,0,0,0,0,0,0,0,0,0,0,,3,8,1,0,0,1,4,,05/18/2019,away,14781,255,Georgia Tech,9,True,9,3,6,win,4792554,545,2123210,2019,9 - 3,108.0
1,,1.0,0.0,1,0,0,0,0,0,5,3,0,0,0,0,0,1,0,2,2,0,1,,0,3,0,0,0,4,0,,04/09/2019,home,14781,30024,Utah Valley,9,True,12,9,3,win,4764068,721,1996949,2019,12 - 9,15.0
1,,0.2,0.0,0,2,0,1,2,0,4,3,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,1,0,4,1,,02/15/2019,away,14781,365,LSU,9,True,7,12,-5,loss,4709587,498,1998970,2019,7 - 12,15.0
1,,1.0,0.0,1,0,0,0,3,0,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,2,,02/17/2019,home,14781,725,Army West Point,9,True,10,3,7,win,4708180,498,1998970,2019,10 - 3,20.0
1,,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,,02/25/2019,home,14781,660,SIUE,9,True,4,1,3,win,4715849,498,1998970,2019,4 - 1,0.0
1,,1.0,0.0,2,3,3,1,1,0,6,5,1,0,0,1,0,0,0,0,0,0,0,,0,2,0,0,0,3,1,,03/01/2019,home,14781,694,Tennessee,9,True,2,7,-5,loss,4718807,498,1998970,2019,2 - 7,19.0
1,,0.1,0.0,3,5,5,1,0,0,6,3,1,0,0,0,0,1,1,0,0,1,0,,1,0,0,0,0,6,0,,03/10/2019,home,14781,402,McNeese,9,True,2,10,-8,loss,4731079,498,1998970,2019,2 - 10,0.0
1,,0.2,0.0,3,2,0,1,1,0,6,5,2,0,0,0,1,0,0,2,2,0,0,,1,0,0,0,0,4,1,,03/17/2019,home,14781,149,Coastal Carolina,9,True,7,15,-8,loss,4738679,498,1998970,2019,7 - 15,21.0
1,,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,2,0,0,0,,0,1,0,0,0,4,0,,03/22/2019,away,14781,670,Texas St.,9,True,1,5,-4,loss,4744237,498,1998970,2019,1 - 5,8.0
1,,2.2,0.0,3,0,0,1,3,0,12,11,0,0,0,0,1,0,0,1,1,0,0,,2,3,1,0,0,3,1,,03/26/2019,away,14781,366,Louisiana Tech,9,True,9,4,5,win,4749512,498,1998970,2019,9 - 4,49.0
1,,2.0,0.0,4,1,1,1,1,0,11,10,0,0,1,0,1,0,1,0,0,0,0,,2,3,0,0,0,2,0,,03/31/2019,home,14781,253,Ga. Southern,9,True,8,5,3,win,4754608,498,1998970,2019,8 - 5,0.0
1,,1.0,0.0,3,4,4,3,2,0,10,6,0,1,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,6,0,,04/03/2019,away,14781,430,Mississippi St.,9,True,8,21,-13,loss,4758135,498,1998970,2019,8 - 21,34.0
1,,1.2,0.0,0,0,0,1,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,3,0,,04/07/2019,away,14781,254,Georgia St.,9,True,9,3,6,win,4762491,498,1998970,2019,9 - 3,22.0
1,,1.0,0.0,3,2,1,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,4,0,,04/10/2019,home,14781,508,Northwestern St.,9,True,8,4,4,win,4765639,498,1998970,2019,8 - 4,26.0
1,,1.1,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,0,0,0,,1,1,0,0,0,3,1,,04/16/2019,home,14781,366,Louisiana Tech,9,True,0,5,-5,loss,4772300,498,1998970,2019,0 - 5,17.0
1,,0.1,0.0,1,0,0,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,,04/20/2019,home,14781,32,Little Rock,9,True,2,4,-2,loss,4776577,498,1998970,2019,2 - 4,21.0
1,,0.2,0.0,4,5,5,1,1,0,7,6,0,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,4,0,,05/10/2019,away,14781,716,Troy,9,True,4,15,-11,loss,4790282,498,1998970,2019,4 - 15,21.0
1,,1.0,0.0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,6,1,,04/26/2019,away,14781,610,Saint Mary's (CA),9,True,0,20,-20,loss,4780889,627,1870214,2019,0 - 20,18.0
1,,2.2,0.0,4,2,2,2,3,0,14,11,1,0,0,0,0,0,0,0,0,0,1,,1,4,0,0,0,1,0,,02/17/2019,away,14781,654,Southeast Mo. St.,9,True,4,8,-4,loss,4707135,774,1769360,2019,4 - 8,0.0
1,,2.1,0.0,3,1,1,1,2,0,11,10,1,0,0,0,0,0,0,0,0,0,0,,3,2,0,0,0,2,1,,02/24/2019,away,14781,28600,Lipscomb,9,True,5,13,-8,loss,4715467,774,1769360,2019,5 - 13,0.0
1,,5.0,0.0,7,3,3,0,1,0,21,21,2,0,0,1,0,0,0,0,0,0,0,,5,8,0,0,0,2,0,,03/01/2019,away,14781,651,South Fla.,9,True,6,9,-3,loss,4720056,774,1769360,2019,6 - 9,0.0
1,,1.0,0.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,1,0,,03/05/2019,home,14781,739,Villanova,9,True,11,2,9,win,4723918,774,1769360,2019,11 - 2,12.0
