App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,score,Pitches
1,,2.2,0.0,0,1,1,1,4,0,9,8,0,0,0,0,0,0,0,3,0,0,0,,2,2,0,0,0,3,2,,02/15/2019,away,14781,254,Georgia St.,10,True,13,6,7,win,4705011,575,1774367,2019,13 - 6,0.0
1,,1.1,0.0,1,0,0,1,2,0,6,4,0,0,0,0,0,0,0,2,0,1,0,,1,1,0,0,0,3,0,,02/24/2019,home,14781,71,Bowling Green,9,True,4,3,1,win,4714941,575,1774367,2019,4 - 3,24.0
1,,3.0,0.0,3,1,1,1,3,0,13,12,1,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,0,1,1,,03/02/2019,home,14781,576,Rider,9,True,10,1,9,win,4720151,575,1774367,2019,10 - 1,48.0
1,,0.2,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,,1,0,0,0,0,6,0,,03/13/2019,away,14781,742,Virginia Tech,9,True,1,10,-9,loss,4733546,575,1774367,2019,1 - 10,3.0
1,,1.2,0.0,1,0,0,0,3,0,6,6,0,0,0,0,1,0,0,1,0,0,0,,0,2,1,0,0,3,1,,03/15/2019,home,14781,81,Bryant,9,True,10,8,2,win,4735658,575,1774367,2019,10 - 8,17.0
1,,1.0,0.0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,,03/22/2019,home,14781,386,Marist,9,True,2,8,-6,loss,4747817,575,1774367,2019,2 - 8,17.0
1,,1.1,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,,2,1,0,0,0,4,0,,04/13/2019,away,14781,175,Dayton,9,True,11,3,8,win,4769081,575,1774367,2019,11 - 3,0.0
1,,2.0,0.0,3,3,3,3,4,0,13,9,1,0,0,0,0,1,1,0,0,0,0,,1,1,0,0,0,2,0,,04/20/2019,home,14781,740,VCU,9,True,8,5,3,win,4775595,575,1774367,2019,8 - 5,46.0
1,,1.1,0.0,1,3,3,3,1,0,8,5,0,1,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,2,0,,04/27/2019,away,14781,596,St. Bonaventure,9,True,0,5,-5,loss,4782108,575,1774367,2019,0 - 5,32.0
1,,1.1,0.0,1,0,0,1,2,0,6,5,1,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,2,0,,05/03/2019,home,14781,249,George Washington,11,True,3,5,-2,loss,4786359,575,1774367,2019,3 - 5,27.0
