PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0.0,0,0,0,0,0,0,0,04/13/2017,away,12560,568,Regis (CO),9,True,10,3,7,win,219111,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,04/14/2017,away,12560,568,Regis (CO),9,True,10,5,5,win,219522,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,04/14/2017,away,12560,568,Regis (CO),9,True,10,4,6,win,219632,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,04/15/2017,away,12560,568,Regis (CO),9,True,6,0,6,win,219870,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,04/21/2017,away,12560,929,Adams St.,9,True,4,0,4,win,221267,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,04/22/2017,away,12560,929,Adams St.,9,True,10,1,9,win,221668,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,04/22/2017,away,12560,929,Adams St.,9,True,8,1,7,win,221848,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,04/23/2017,away,12560,929,Adams St.,9,True,16,5,11,win,222163,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,04/28/2017,home,12560,155,Colo. Sch. of Mines,9,True,7,5,2,win,223100,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,04/29/2017,home,12560,155,Colo. Sch. of Mines,9,True,5,8,-3,loss,223627,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,04/29/2017,home,12560,155,Colo. Sch. of Mines,9,True,13,4,9,win,223803,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,04/30/2017,home,12560,155,Colo. Sch. of Mines,9,True,8,7,1,win,224071,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,05/05/2017,away,12560,413,MSU Denver,9,True,20,2,18,win,224762,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,05/06/2017,away,12560,413,MSU Denver,9,True,5,3,2,win,225098,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,05/06/2017,away,12560,413,MSU Denver,9,True,7,2,5,win,225197,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,05/07/2017,away,12560,413,MSU Denver,9,True,3,4,-1,loss,225409,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,05/10/2017,home,12560,568,Regis (CO),9,True,8,3,5,win,225882,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,05/11/2017,home,12560,2720,CSU Pueblo,9,True,19,0,19,win,225937,11416,1653139,2017
0,0,0.0,0,0,0,0,0,0,0,05/12/2017,home,12560,155,Colo. Sch. of Mines,9,True,4,3,1,win,226118,11416,1653139,2017
