PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0.0,0,0,0,0,0,0,0,03/08/2017,neutral,12560,147,Clemson,9,True,2,9,-7,loss,209862,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,03/10/2017,away,12560,648,South Carolina,9,True,2,3,-1,loss,210126,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,03/11/2017,away,12560,648,South Carolina,9,True,2,5,-3,loss,210483,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,03/17/2017,neutral,12560,115,Campbell,9,True,3,1,2,win,212007,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,03/18/2017,away,12560,575,Richmond,9,True,13,4,9,win,212051,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,03/19/2017,neutral,12560,167,Cornell,9,True,1,2,-1,loss,212730,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,03/21/2017,home,12560,129,Central Mich.,9,True,11,2,9,win,213145,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,03/24/2017,away,12560,301,Illinois,9,True,12,4,8,win,213667,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,03/24/2017,away,12560,301,Illinois,9,True,12,1,11,win,213719,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,03/26/2017,away,12560,301,Illinois,9,True,17,6,11,win,214615,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,03/28/2017,home,12560,774,Western Mich.,9,True,2,3,-1,loss,214803,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,04/01/2017,home,12560,428,Minnesota,9,True,2,3,-1,loss,215903,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,04/01/2017,home,12560,428,Minnesota,9,True,3,4,-1,loss,215952,416,1655373,2017
0,0,0.0,0,0,0,0,0,0,0,04/02/2017,home,12560,428,Minnesota,9,True,4,9,-5,loss,216082,416,1655373,2017
