App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,score,pickoffs,Pitches
1,1.0,4.0,0.0,3,0,0,0,5,0,16,15,0,0,0,0,1,1,0,0,0,0,0,62.0,2,4,1,0,0,1,4,02/20/2021,home,15580,721,Air Force,9,True,6,1,5,win,5005154,365,2132620,2021,6 - 1,0.0,
1,1.0,6.0,0.0,1,0,0,0,4,0,19,19,0,0,0,0,0,0,0,0,0,0,0,77.0,8,5,1,0,0,1,0,02/26/2021,home,15580,817,Youngstown St.,9,True,6,2,4,win,5008864,365,2132620,2021,6 - 2,0.0,
1,1.0,0.1,0.0,5,8,8,2,0,0,9,6,2,0,0,0,0,1,0,0,0,0,0,29.0,0,1,0,1,0,1,0,03/05/2021,home,15580,527,Oral Roberts,9,True,7,22,-15,loss,5014797,365,2132620,2021,7 - 22,0.0,
1,1.0,6.2,0.0,4,0,0,2,6,0,26,24,1,0,0,0,1,0,0,0,0,0,0,96.0,5,9,0,0,0,1,2,03/12/2021,home,15580,706,UTSA,9,True,3,1,2,win,5022798,365,2132620,2021,3 - 1,0.0,
1,1.0,7.1,0.0,9,6,6,2,2,0,32,29,2,0,0,1,0,1,1,0,0,0,0,106.0,12,6,0,1,0,1,0,03/19/2021,home,15580,430,Mississippi St.,9,True,1,6,-5,loss,5030039,365,2132620,2021,1 - 6,0.0,
1,1.0,4.0,0.0,5,6,6,4,6,0,21,17,1,0,0,2,0,0,0,0,0,0,0,89.0,2,4,0,0,0,1,1,03/27/2021,away,15580,694,Tennessee,11,True,8,9,-1,loss,5040613,365,2132620,2021,8 - 9,0.0,
1,1.0,1.1,0.0,2,3,2,2,2,0,9,7,0,0,0,0,0,0,0,0,0,0,0,37.0,0,2,0,1,0,1,0,04/02/2021,home,15580,736,Vanderbilt,9,True,2,11,-9,loss,5045155,365,2132620,2021,2 - 11,0.0,
1,,1.0,0.0,3,1,1,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,,2,0,0,0,0,7,0,03/07/2021,home,15580,674,Stanford,9,True,13,15,-2,loss,5018548,629,2348652,2021,13 - 15,0.0,16.0
1,,0.2,0.0,3,2,2,0,1,0,5,5,1,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,0,03/13/2021,away,15580,104,UC Santa Barbara,9,True,3,15,-12,loss,5024894,629,2348652,2021,3 - 15,0.0,11.0
1,0.0,2.0,0.0,2,1,1,2,1,0,10,7,0,0,0,0,0,0,0,0,0,0,1,29.0,2,3,0,0,0,3,1,02/27/2021,away,15580,2,Abilene Christian,9,True,9,15,-6,loss,5010108,472,2347561,2021,9 - 15,0.0,
