App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,Pitches
1,0.0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,5.0,0,0,0,0,0,4,0,02/29/2020,home,15204,101,CSUN,9,True,2,4,-2,loss,1832877,128,2347433,2020,0.0,,
1,0.0,2.0,0.0,0,0,0,1,3,0,7,6,0,0,0,0,0,0,0,0,0,0,0,23.0,1,2,0,0,0,5,0,03/03/2020,home,15204,316,Jacksonville,9,True,6,0,6,win,1833478,128,2347433,2020,0.0,,
1,0.0,1.0,0.0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,0,0,0,4,0,03/11/2020,home,15204,415,Miami (FL),9,True,2,3,-1,loss,1835222,128,2347433,2020,0.0,,
1,1.0,4.0,0.0,4,3,3,4,6,0,18,14,0,1,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,1,2,02/14/2020,neutral,15204,606,Saint Joseph's,14,True,14,8,6,win,1830283,545,1978233,2020,0.0,,
1,1.0,5.0,0.0,1,0,0,3,9,0,19,16,0,0,0,0,0,0,0,0,0,0,0,83.0,4,2,1,0,0,1,2,02/28/2020,neutral,15204,352,Lehigh,9,True,15,4,11,win,1832348,545,1978233,2020,0.0,,
1,1.0,1.0,0.0,0,1,1,3,4,0,7,4,0,0,0,0,1,0,0,0,0,0,0,34.0,0,0,0,0,0,1,2,03/04/2020,home,15204,817,Youngstown St.,9,True,5,7,-2,loss,1833419,545,1978233,2020,0.0,,
1,1.0,0.1,0.0,2,3,3,2,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,27.0,1,0,0,1,0,1,0,03/10/2020,away,15204,651,South Fla.,9,True,8,12,-4,loss,1835039,545,1978233,2020,0.0,,
1,0.0,3.1,0.0,6,4,4,2,6,0,19,15,0,0,0,0,1,1,0,0,0,1,0,0.0,1,3,0,1,0,2,2,02/21/2020,away,15204,740,VCU,9,True,3,5,-2,loss,1831240,590,1974409,2020,0.0,,
1,0.0,2.2,0.0,3,2,2,1,2,0,15,11,0,0,0,0,0,2,1,1,0,1,0,0.0,2,4,0,0,0,4,2,02/26/2020,away,15204,236,Fordham,13,True,4,5,-1,loss,1832113,590,1974409,2020,0.0,,
1,1.0,2.2,0.0,8,6,6,0,3,0,16,15,3,0,0,2,0,0,0,0,0,0,1,67.0,2,3,0,1,0,1,1,03/01/2020,away,15204,749,Wake Forest,9,True,5,9,-4,loss,1833251,590,1974409,2020,0.0,,
1,1.0,5.1,0.0,6,1,1,1,4,0,22,21,0,0,0,0,0,0,0,0,0,0,0,90.0,2,9,1,0,0,1,0,03/07/2020,neutral,15204,813,Yale,9,True,3,2,1,win,1834262,590,1974409,2020,0.0,,
1,0.0,2.0,0.0,1,0,0,0,1,0,6,6,0,0,0,0,0,0,0,3,1,0,0,31.0,1,3,0,0,0,4,0,02/15/2020,away,15204,229,Fla. Atlantic,9,True,5,9,-4,loss,1830646,180,1973400,2020,0.0,,
1,0.0,1.1,0.0,2,1,0,1,1,0,7,6,1,0,0,0,0,0,0,2,2,0,0,0.0,3,0,0,0,0,5,0,02/23/2020,neutral,15204,488,N.C. A&T,9,True,9,8,1,win,1968034,180,1973400,2020,0.0,,
1,0.0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0,2,1,0,0,0,2,0,03/01/2020,home,15204,368,UMass Lowell,9,True,11,4,7,win,1832752,180,1973400,2020,0.0,,
1,0.0,2.2,0.0,5,3,1,0,2,0,16,13,2,0,0,1,0,3,0,2,1,0,0,47.0,3,2,0,0,0,2,1,03/04/2020,away,15204,392,Maryland,9,True,6,13,-7,loss,1833580,180,1973400,2020,0.0,,
1,0.0,0.0,0.0,2,2,1,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,6.0,0,0,0,0,0,3,0,03/08/2020,home,15204,576,Rider,9,True,8,6,2,win,1834589,180,1973400,2020,0.0,,
1,0.0,1.1,0.0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,0,0,0,3,0,02/14/2020,away,15204,96,Fresno St.,9,True,1,3,-2,loss,1830339,109,2305166,2020,0.0,,
1,0.0,0.2,0.0,2,2,0,2,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,3,0,02/16/2020,away,15204,96,Fresno St.,9,True,10,12,-2,loss,1830893,109,2305166,2020,0.0,,
1,0.0,2.2,0.0,2,0,0,0,4,0,11,10,1,0,0,0,0,1,0,2,1,0,0,51.0,2,2,1,0,0,2,1,02/22/2020,home,15204,574,Rice,9,True,2,1,1,win,1831745,109,2305166,2020,0.0,,
1,0.0,1.2,0.0,1,0,0,0,3,0,6,6,0,0,0,0,0,0,0,1,0,0,0,29.0,2,0,0,0,0,4,2,02/25/2020,home,15204,626,San Diego St.,9,True,1,2,-1,loss,1832169,109,2305166,2020,0.0,,
1,0.0,1.1,0.0,1,2,2,3,1,0,8,4,0,0,0,0,0,0,1,0,0,1,0,0.0,2,1,0,0,0,3,0,03/01/2020,away,15204,756,Washington,9,True,2,12,-10,loss,1833204,109,2305166,2020,0.0,,
1,0.0,2.2,0.0,2,1,1,1,3,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0.0,2,3,0,0,0,2,1,03/03/2020,away,15204,657,Southern California,9,True,5,1,4,win,1833489,109,2305166,2020,0.0,,
