App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,score,pickoffs,Pitches
0,1.0,5.0,0.0,4,1,1,0,3,0,18,17,2,0,0,0,0,1,0,0,0,0,0,75.0,6,4,0,0,0,1,1,04/26/2017,home,12560,328,Kansas,9,True,3,7,-4,loss,222783,1104,1769093,2017,,,
0,1.0,3.1,0.0,6,4,4,2,0,0,16,14,2,0,0,0,0,0,0,0,0,0,0,59.0,5,3,0,0,0,1,0,05/09/2017,home,12560,630,San Jose St.,9,True,8,9,-1,loss,225762,1104,1769093,2017,,,
0,0.0,2.0,0.0,6,5,5,1,0,0,12,10,1,0,0,0,0,1,0,0,0,0,0,43.0,3,1,0,0,0,2,0,05/19/2017,away,12560,108,UC Davis,9,True,1,16,-15,loss,226982,1104,1769093,2017,,,
0,0.0,1.0,0.0,3,3,0,0,3,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,1,02/17/2017,home,12560,774,Western Mich.,9,True,17,4,13,win,205812,1157,1760909,2017,,,
0,0.0,1.2,0.0,0,0,0,0,4,0,6,6,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0,0,0,0,4,1,02/19/2017,home,12560,388,Marshall,9,True,4,7,-3,loss,206421,1157,1760909,2017,,,
0,0.0,1.0,0.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,18.0,1,0,0,0,0,4,0,02/22/2017,home,12560,632,Savannah St.,9,True,9,1,8,win,206792,1157,1760909,2017,,,
0,0.0,0.1,0.0,0,0,0,1,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,17.0,0,1,0,0,0,5,0,02/25/2017,home,12560,792,Winthrop,9,True,8,3,5,win,207220,1157,1760909,2017,,,
0,0.0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,4,1,03/04/2017,away,12560,419,Middle Tenn.,9,True,19,5,14,win,208569,1157,1760909,2017,,,
0,0.0,1.0,0.0,1,1,1,0,1,0,4,4,0,0,0,1,0,0,0,0,0,0,0,13.0,1,1,0,0,0,2,0,03/08/2017,away,12560,37,Auburn,9,True,4,6,-2,loss,209797,1157,1760909,2017,,,
0,0.0,1.0,0.0,3,3,1,0,1,0,6,6,1,1,0,0,0,0,0,0,0,0,0,19.0,0,1,0,1,0,2,0,03/11/2017,home,12560,19651,High Point,9,True,3,6,-3,loss,210798,1157,1760909,2017,,,
0,0.0,2.0,0.0,0,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,19.0,1,5,0,0,0,3,0,03/19/2017,home,12560,522,Oklahoma,9,True,4,14,-10,loss,212518,1157,1760909,2017,,,
0,0.0,1.0,0.0,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,11.0,0,2,0,0,0,4,0,03/29/2017,away,12560,254,Georgia St.,9,True,10,7,3,win,214965,1157,1760909,2017,,,
0,0.0,0.1,0.0,1,3,3,4,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,28.0,0,1,0,0,0,4,0,04/04/2017,home,12560,406,Mercer,9,True,4,10,-6,loss,216625,1157,1760909,2017,,,
0,0.0,0.2,0.0,1,1,1,1,1,0,6,3,0,0,0,0,3,2,0,0,0,0,0,31.0,0,1,0,0,0,3,0,04/11/2017,away,12560,253,Ga. Southern,9,True,4,8,-4,loss,218696,1157,1760909,2017,,,
0,0.0,0.2,0.0,2,2,2,1,2,0,5,4,1,0,0,0,1,0,0,0,0,0,0,21.0,0,0,0,0,0,5,0,04/18/2017,home,12560,37,Auburn,9,True,7,15,-8,loss,220595,1157,1760909,2017,,,
0,0.0,1.0,0.0,3,3,3,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,1,24.0,2,1,0,0,0,5,0,04/25/2017,away,12560,458,Charlotte,9,True,1,16,-15,loss,222635,1157,1760909,2017,,,
0,0.0,1.0,0.0,1,3,0,3,2,0,8,5,1,0,0,0,2,0,0,1,0,0,0,33.0,1,0,0,0,0,5,0,04/29/2017,away,12560,28600,Lipscomb,9,True,2,13,-11,loss,223533,1157,1760909,2017,,,
0,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9.0,0,2,0,0,0,3,0,05/18/2017,home,12560,28755,FGCU,9,True,1,8,-7,loss,226745,1157,1760909,2017,,,
0,0.0,0.2,0.0,2,3,3,3,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0,26.0,2,0,0,0,0,4,0,05/20/2017,home,12560,28755,FGCU,9,True,3,13,-10,loss,227106,1157,1760909,2017,,,
0,1.0,6.0,0.0,4,1,1,2,5,0,25,22,0,0,0,0,0,0,0,0,0,1,0,0.0,8,5,1,0,0,1,1,02/12/2017,neutral,12560,396,Maryville (TN),9,True,8,1,7,win,205684,30028,1883709,2017,,,
0,1.0,7.0,0.0,5,1,1,3,2,0,27,23,1,0,0,0,0,1,0,0,0,0,0,0.0,12,4,1,0,0,1,0,02/19/2017,home,12560,125,Centenary (LA),9,True,4,1,3,win,206501,30028,1883709,2017,,,
0,1.0,5.0,0.0,3,4,2,5,7,0,24,17,1,0,0,0,0,1,0,0,0,1,0,0.0,5,2,1,0,0,1,1,02/25/2017,away,12560,2741,Howard Payne,9,True,13,6,7,win,207487,30028,1883709,2017,,,
