PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0.0,0,0,0,0,0,0,0,03/02/2018,away,12973,2697,Hawaii Hilo,9,True,1,15,-14,loss,87617,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/02/2018,away,12973,2697,Hawaii Hilo,9,True,17,12,5,win,87767,30220,1993373,2018
1,0,1.0,0,0,0,0,0,0,0,03/03/2018,away,12973,2697,Hawaii Hilo,9,True,2,1,1,win,87938,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/03/2018,away,12973,2697,Hawaii Hilo,9,True,9,5,4,win,88031,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/06/2018,home,12973,0,Vanguard,9,True,15,6,9,win,88938,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/13/2018,home,12973,0,St. Katherine,9,True,9,7,2,win,90765,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/15/2018,away,12973,30147,Fresno Pacific,9,True,5,6,-1,loss,91148,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/17/2018,away,12973,30147,Fresno Pacific,9,True,1,3,-2,loss,91647,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/17/2018,away,12973,30147,Fresno Pacific,9,True,8,3,5,win,91985,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/23/2018,home,12973,30123,Academy of Art,9,True,6,1,5,win,92950,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/24/2018,home,12973,30123,Academy of Art,9,True,7,10,-3,loss,93474,30220,1993373,2018
1,0,1.0,0,0,0,0,0,0,0,03/25/2018,home,12973,30123,Academy of Art,9,True,7,5,2,win,93857,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/25/2018,home,12973,30123,Academy of Art,9,True,0,6,-6,loss,93903,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/29/2018,home,12973,30149,Point Loma,9,True,1,0,1,win,94520,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/30/2018,home,12973,30149,Point Loma,9,True,10,8,2,win,94829,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,03/30/2018,home,12973,30149,Point Loma,9,True,1,2,-1,loss,94905,30220,1993373,2018
0,1,1.0,0,0,0,0,0,0,0,03/31/2018,home,12973,30149,Point Loma,9,True,4,5,-1,loss,95200,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/05/2018,away,12973,30135,California Baptist,9,True,9,7,2,win,96058,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/06/2018,away,12973,30135,California Baptist,9,True,6,23,-17,loss,96403,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/06/2018,away,12973,30135,California Baptist,9,True,2,3,-1,loss,96458,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/07/2018,away,12973,30135,California Baptist,9,True,1,3,-2,loss,96808,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/12/2018,home,12973,30175,Holy Names,9,True,8,5,3,win,98068,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/13/2018,home,12973,30175,Holy Names,9,True,4,2,2,win,98280,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/14/2018,home,12973,30175,Holy Names,9,True,13,12,1,win,98776,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/14/2018,home,12973,30175,Holy Names,9,True,6,3,3,win,98962,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/19/2018,home,12973,30095,Utah Tech,9,True,3,8,-5,loss,99892,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/20/2018,home,12973,30095,Utah Tech,9,True,13,3,10,win,100166,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/20/2018,home,12973,30095,Utah Tech,9,True,8,9,-1,loss,100197,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/21/2018,home,12973,30095,Utah Tech,9,True,18,5,13,win,100393,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/26/2018,home,12973,30146,Azusa Pacific,9,True,2,7,-5,loss,101921,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/27/2018,home,12973,30146,Azusa Pacific,9,True,2,18,-16,loss,102159,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/28/2018,home,12973,30146,Azusa Pacific,9,True,5,15,-10,loss,102610,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,04/28/2018,home,12973,30146,Azusa Pacific,9,True,4,3,1,win,102860,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,05/07/2018,away,12973,30199,CUI,9,True,5,8,-3,loss,104907,30220,1993373,2018
0,0,0.0,0,0,0,0,0,0,0,05/08/2018,away,12973,30199,CUI,10,True,15,3,12,win,105013,30220,1993373,2018
