App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,Pitches
1,,3.1,,3,3,3,3,1,0,16,12,0,0,0,0,0,1,0,0,0,0,0,,6,2,0,0,0,1,0,05/17/2014,home,11620,219,Evansville,9,True,9,8,1,win,608232,669,1424622,2014,,9 - 8,65.0
1,,2.0,,2,2,2,1,1,0,8,7,0,0,1,0,0,0,0,0,0,0,0,,2,2,0,0,0,3,0,05/23/2014,home,11620,1045,DBU,9,True,4,9,-5,loss,608710,669,1424622,2014,,4 - 9,36.0
1,,0.2,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,1,0,1,,1,1,0,0,0,8,0,04/23/2014,away,11620,147,Clemson,9,True,3,11,-8,loss,603670,769,1526747,2014,,3 - 11,0.0
1,,5.0,,2,0,0,0,4,0,18,18,0,0,0,0,0,0,0,0,0,0,0,,3,8,0,0,0,1,2,02/14/2014,away,11620,90,Cal Poly,9,True,0,3,-3,loss,586872,327,1425514,2014,,0 - 3,66.0
1,,6.0,,6,5,5,1,3,0,25,24,1,0,2,0,0,0,0,0,0,0,0,,9,6,0,1,0,1,1,02/20/2014,home,11620,551,Portland,9,True,2,5,-3,loss,587751,327,1425514,2014,,2 - 5,0.0
1,,7.1,,7,4,3,2,8,0,33,30,0,0,1,1,0,0,0,0,0,1,0,,9,5,1,0,0,1,0,02/28/2014,home,11620,1104,Grand Canyon,9,True,9,4,5,win,589120,327,1425514,2014,,9 - 4,0.0
1,,6.0,,7,2,2,1,5,0,25,24,1,0,0,0,1,0,0,0,0,0,0,,10,2,1,0,0,1,1,03/07/2014,home,11620,312,Iowa,9,True,3,2,1,win,590301,327,1425514,2014,,3 - 2,81.0
1,,9.0,,2,0,0,0,8,1,28,28,0,0,0,0,0,0,0,0,0,0,0,,10,8,1,0,0,1,0,03/14/2014,home,11620,502,Northern Colo.,9,True,10,0,10,win,592250,327,1425514,2014,,10 - 0,85.0
1,,4.2,,10,4,4,0,0,0,24,23,2,0,0,0,0,1,0,0,0,0,0,,6,7,0,1,0,1,0,03/21/2014,away,11620,522,Oklahoma,9,True,4,11,-7,loss,594060,327,1425514,2014,,4 - 11,80.0
1,,5.1,,7,4,2,1,3,0,25,23,0,0,0,0,0,0,1,0,0,1,0,,7,4,0,1,0,1,0,03/28/2014,away,11620,169,Creighton,9,True,3,4,-1,loss,595869,327,1425514,2014,,3 - 4,73.0
1,,9.0,,3,0,0,2,4,1,32,30,0,0,0,0,0,0,0,0,0,0,0,,11,12,1,0,0,1,0,04/04/2014,home,11620,328,Kansas,9,True,10,0,10,win,597648,327,1425514,2014,,10 - 0,96.0
1,,6.1,,6,3,2,1,3,0,27,25,1,0,0,0,1,0,0,0,0,1,0,,8,8,0,1,0,1,3,04/11/2014,away,11620,700,Texas Tech,9,True,3,4,-1,loss,599832,327,1425514,2014,,3 - 4,84.0
1,,8.0,,7,2,2,1,0,0,32,31,2,0,0,0,1,0,0,0,0,0,0,,13,10,1,0,0,1,0,04/17/2014,home,11620,51,Baylor,9,True,8,2,6,win,601655,327,1425514,2014,,8 - 2,120.0
1,,5.1,,9,9,9,2,4,0,26,23,1,0,1,0,1,0,0,0,0,1,0,,7,4,0,1,0,1,3,04/25/2014,away,11620,768,West Virginia,9,True,1,10,-9,loss,603977,327,1425514,2014,,1 - 10,113.0
1,,6.2,,9,5,3,1,0,0,28,26,3,0,0,0,0,0,0,0,0,0,1,,9,8,0,1,0,1,0,05/02/2014,away,11620,698,TCU,9,True,0,5,-5,loss,605739,327,1425514,2014,,0 - 5,101.0
1,,2.2,,8,5,5,1,2,0,16,14,2,1,0,1,0,0,0,0,0,1,0,,2,2,0,1,0,1,0,05/09/2014,home,11620,521,Oklahoma St.,9,True,0,8,-8,loss,607189,327,1425514,2014,,0 - 8,57.0
1,,2.0,,2,0,0,0,4,0,8,8,2,0,0,0,0,0,0,0,0,0,0,,0,2,1,0,0,2,1,05/17/2014,home,11620,703,Texas,9,True,5,4,1,win,608289,327,1425514,2014,,5 - 4,27.0
1,,1.0,,1,1,0,1,0,0,6,5,1,0,0,0,0,0,1,0,0,0,0,,2,1,0,0,0,3,0,05/18/2014,home,11620,703,Texas,10,True,8,9,-1,loss,608416,327,1425514,2014,,8 - 9,13.0
1,,1.0,,4,7,3,2,0,0,10,5,0,0,1,0,0,0,0,0,0,2,1,,1,2,0,0,0,4,0,02/16/2014,home,11620,457,North Carolina,9,True,3,12,-9,loss,587319,1014,1531213,2014,,3 - 12,39.0
1,,1.0,,1,2,2,2,0,0,7,4,0,0,0,0,0,1,0,0,0,0,0,,2,1,0,0,0,2,0,02/23/2014,home,11620,572,Rhode Island,9,True,7,4,3,win,588530,1014,1531213,2014,,7 - 4,0.0
1,,2.0,,4,1,1,0,1,0,10,10,0,0,0,2,0,0,0,0,0,0,0,,3,2,0,0,0,2,0,02/25/2014,home,11620,458,Charlotte,9,True,5,2,3,win,588789,1014,1531213,2014,,5 - 2,36.0
1,,1.0,,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,1,03/02/2014,home,11620,386,Marist,9,True,7,0,7,win,589704,1014,1531213,2014,,7 - 0,16.0
1,,5.1,,8,3,3,0,3,0,24,23,1,0,0,0,0,0,0,0,0,0,1,,3,9,0,1,0,1,1,03/04/2014,home,11620,709,Toledo,9,True,2,5,-3,loss,590014,1014,1531213,2014,,2 - 5,66.0
1,,5.0,,4,2,2,0,3,0,20,18,1,0,0,0,0,1,0,0,0,1,0,,4,7,0,0,0,1,0,03/11/2014,home,11620,316,Jacksonville,9,True,4,3,1,win,591664,1014,1531213,2014,,4 - 3,66.0
1,,1.2,,1,0,0,0,2,0,6,6,0,0,0,1,0,0,0,1,0,0,0,,1,2,0,0,0,4,1,03/15/2014,home,11620,418,Michigan,9,True,4,3,1,win,592870,1014,1531213,2014,,4 - 3,16.0
1,,3.0,,0,0,0,1,1,0,11,10,0,0,0,0,1,0,0,0,0,0,0,,3,4,0,0,0,1,0,03/19/2014,away,11620,48,Charleston So.,9,True,9,2,7,win,593781,1014,1531213,2014,,9 - 2,54.0
1,,1.0,,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,3,0,03/22/2014,away,11620,288,Houston,9,True,2,3,-1,loss,594460,1014,1531213,2014,,2 - 3,13.0
1,,5.0,,8,4,4,1,4,0,25,22,2,0,0,0,1,1,0,0,0,1,0,,5,6,0,1,0,1,1,03/25/2014,away,11620,648,South Carolina,9,True,2,4,-2,loss,595463,1014,1531213,2014,,2 - 4,87.0
1,,0.1,,0,3,3,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,2,1,03/30/2014,home,11620,500,Northeastern,9,True,3,5,-2,loss,596531,1014,1531213,2014,,3 - 5,19.0
1,,7.0,,2,1,1,1,8,0,26,24,1,1,0,0,0,1,0,0,0,0,0,,7,6,1,0,0,1,2,04/02/2014,away,11620,316,Jacksonville,9,True,4,1,3,win,597387,1014,1531213,2014,,4 - 1,106.0
1,,0.1,,2,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,0,04/06/2014,away,11620,711,Towson,9,True,8,6,2,win,598696,1014,1531213,2014,,8 - 6,20.0
1,,4.0,,4,2,2,1,2,0,16,13,1,0,0,0,0,0,0,0,0,1,1,,4,5,0,1,0,1,1,04/09/2014,away,11620,10411,USC Upstate,9,True,1,2,-1,loss,599473,1014,1531213,2014,,1 - 2,56.0
1,,7.0,,6,3,1,0,5,0,29,29,3,0,1,0,0,0,0,0,0,0,0,,9,6,1,0,0,1,2,04/13/2014,home,11620,180,Delaware,9,True,8,3,5,win,600922,1014,1531213,2014,,8 - 3,103.0
1,,7.1,,8,2,1,0,3,0,30,30,1,0,0,0,0,0,0,0,0,0,0,,12,7,1,0,0,1,1,04/20/2014,home,11620,317,James Madison,9,True,12,2,10,win,603078,1014,1531213,2014,,12 - 2,100.0
1,,8.1,,3,2,2,0,5,0,28,28,0,0,1,0,0,0,0,0,0,0,0,,3,17,0,0,0,1,0,04/27/2014,home,11620,61,Bethune-Cookman,11,True,3,2,1,win,604931,1014,1531213,2014,,3 - 2,86.0
1,,6.0,,5,2,1,1,6,0,23,22,3,0,0,0,0,0,0,0,0,0,0,,4,6,1,0,0,1,0,05/04/2014,away,11620,460,UNCW,9,True,7,4,3,win,606631,1014,1531213,2014,,7 - 4,87.0
1,,8.1,,3,1,0,0,7,0,29,29,1,1,0,0,0,0,0,0,0,0,0,,9,9,1,0,0,1,2,05/11/2014,away,11620,283,Hofstra,9,True,2,1,1,win,607701,1014,1531213,2014,,2 - 1,98.0
1,,6.1,,10,5,5,1,6,0,28,25,4,0,0,0,0,0,0,0,0,2,0,,4,7,0,1,0,1,2,05/17/2014,home,11620,786,William & Mary,9,True,0,6,-6,loss,608356,1014,1531213,2014,,0 - 6,100.0
1,,8.0,,4,0,0,1,8,0,28,27,0,0,0,0,0,0,0,0,0,0,0,,3,12,1,0,0,1,1,05/24/2014,home,11620,786,William & Mary,9,True,6,4,2,win,608795,1014,1531213,2014,,6 - 4,107.0
1,,9.0,,4,2,2,1,4,0,34,30,1,0,0,1,0,2,0,0,0,1,0,,7,16,1,0,0,1,1,06/02/2014,home,11620,99,Long Beach St.,9,True,4,2,2,win,608941,1014,1531213,2014,,4 - 2,0.0
1,,2.0,,0,0,0,1,3,0,7,6,0,0,0,1,0,0,0,0,0,0,0,,1,1,0,0,0,3,2,02/16/2014,home,11620,513,Notre Dame,9,True,13,3,10,win,587328,229,1105427,2014,,13 - 3,0.0
1,,1.0,,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,4,0,02/19/2014,away,11620,415,Miami (FL),9,True,5,2,3,win,587666,229,1105427,2014,,5 - 2,19.0
1,,2.0,,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,1,4,1,02/23/2014,home,11620,439,Monmouth,9,True,6,5,1,win,588511,229,1105427,2014,,6 - 5,17.0
1,,1.0,,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,4,0,02/25/2014,away,11620,2711,North Florida,9,True,2,1,1,win,588779,229,1105427,2014,,2 - 1,0.0
1,,2.0,,5,3,1,1,1,0,14,13,0,0,0,2,0,0,0,0,0,0,0,,4,1,1,0,0,3,1,03/02/2014,home,11620,603,St. John's (NY),9,True,5,4,1,win,589732,229,1105427,2014,,5 - 4,45.0
1,,1.0,,1,1,1,2,1,0,6,3,0,0,0,1,0,0,0,0,0,1,0,,1,1,0,0,0,6,0,03/04/2014,home,11620,67,Boston College,11,True,3,2,1,win,589986,229,1105427,2014,,3 - 2,26.0
1,,2.0,,0,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,,3,2,0,0,1,3,0,03/08/2014,away,11620,706,UTSA,9,True,3,0,3,win,590846,229,1105427,2014,,3 - 0,35.0
1,,2.0,,2,0,0,0,0,0,8,7,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,0,0,2,0,03/16/2014,home,11620,366,Louisiana Tech,9,True,3,2,1,win,593228,229,1105427,2014,,3 - 2,31.0
1,,3.0,,3,0,0,0,2,0,11,11,0,0,0,0,0,0,0,1,0,0,0,,3,3,1,0,0,5,2,04/01/2014,away,11620,235,Florida,11,True,5,4,1,win,596992,229,1105427,2014,,5 - 4,27.0
1,,0.0,,2,4,0,1,0,0,4,3,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,3,0,04/05/2014,away,11620,388,Marshall,9,True,3,7,-4,loss,597855,229,1105427,2014,,3 - 7,0.0
1,,1.0,,2,3,3,1,1,0,7,5,0,0,0,1,0,1,0,0,0,0,0,,2,0,0,0,0,5,1,04/13/2014,home,11620,458,Charlotte,9,True,1,11,-10,loss,600970,229,1105427,2014,,1 - 11,24.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,4,1,04/20/2014,away,11620,231,FIU,9,True,6,1,5,win,603070,229,1105427,2014,,6 - 1,0.0
1,,0.2,,4,2,2,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,6,1,04/23/2014,home,11620,415,Miami (FL),9,True,9,10,-1,loss,603637,229,1105427,2014,,9 - 10,22.0
1,,2.0,,0,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,3,1,1,0,0,2,0,04/25/2014,home,11620,196,East Carolina,9,True,4,3,1,win,603955,229,1105427,2014,,4 - 3,28.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,3,0,04/27/2014,home,11620,196,East Carolina,9,True,1,2,-1,loss,604946,229,1105427,2014,,1 - 2,13.0
