App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,score,Pitches
0,0.0,1.0,,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,11.0,3,0,0,0,0,2,0,,03/15/2015,neutral,12080,673,Springfield,9,True,14,2,12,win,410514,564,1556240,2015,,
0,0.0,2.0,,1,0,0,1,1,0,8,6,0,0,0,0,0,1,0,1,0,0,0,27.0,3,0,0,0,0,3,0,,03/16/2015,neutral,12080,656,UMass Dartmouth,9,True,3,5,-2,loss,410655,564,1556240,2015,,
0,0.0,0.1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.0,0,1,0,0,0,2,0,,03/18/2015,neutral,12080,775,Western New Eng.,9,True,9,3,6,win,411154,564,1556240,2015,,
0,0.0,0.1,,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,1,0,2,0,,03/21/2015,neutral,12080,296,Benedictine (IL),9,True,4,5,-1,loss,412062,564,1556240,2015,,
0,0.0,4.0,,3,2,1,2,5,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0,0,0,0,2,3,,03/24/2015,away,12080,1340,St. Joseph's (L.I.),9,True,2,5,-3,loss,412666,564,1556240,2015,,
0,0.0,2.0,,1,1,0,2,3,0,11,9,1,0,0,0,0,0,0,0,0,0,0,54.0,1,2,0,0,0,2,1,,03/29/2015,home,12080,30044,Penn St.-Berks,9,True,8,4,4,win,414096,564,1556240,2015,,
0,0.0,1.1,,4,2,2,0,0,0,8,7,0,1,0,0,0,0,0,3,0,0,1,25.0,1,3,0,0,0,5,0,,04/04/2015,home,12080,681,Stockton,9,True,2,10,-8,loss,416053,564,1556240,2015,,
0,0.0,1.1,,1,1,1,1,0,0,6,4,1,0,0,0,0,1,0,0,0,0,0,25.0,2,1,0,0,0,2,0,,04/16/2015,home,12080,329,Kean,9,True,5,3,2,win,419134,564,1556240,2015,,
0,0.0,1.2,,1,1,1,2,3,0,8,6,0,0,0,1,0,0,0,0,0,0,0,35.0,2,0,0,0,0,2,0,,05/07/2015,away,12080,524,Old Westbury,9,True,11,1,10,win,424582,564,1556240,2015,,
0,0.0,3.1,,0,0,0,1,2,0,11,10,0,0,0,0,0,0,0,2,0,0,0,0.0,3,5,0,0,1,2,1,,05/15/2015,neutral,12080,621,Salem St.,9,True,6,3,3,win,425711,564,1556240,2015,,
0,0.0,2.0,,3,2,2,1,2,0,10,9,0,0,1,0,0,0,0,0,0,0,0,0.0,1,3,0,0,0,4,2,,04/15/2015,away,12080,30173,Iowa Wesleyan,9,True,15,10,5,win,418993,755,1549360,2015,,
0,0.0,1.0,,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,3,0,,03/02/2015,neutral,12080,1468,Mt. St. Mary (NY),9,True,8,5,3,win,407277,815,1311350,2015,,
0,1.0,7.0,,8,3,2,1,1,0,32,28,1,0,0,0,0,2,0,0,0,0,1,0.0,7,12,1,0,0,1,0,,03/24/2015,home,12080,322,Johns Hopkins,9,True,9,5,4,win,412635,815,1311350,2015,,
0,1.0,7.0,,8,4,4,1,1,0,29,25,1,0,0,0,0,0,0,0,0,3,0,0.0,10,9,1,0,0,1,0,,04/01/2015,home,12080,611,St. Mary's (MD),9,True,7,5,2,win,414811,815,1311350,2015,,
0,1.0,5.1,,6,8,8,7,6,0,30,23,1,0,1,1,0,0,0,0,0,0,0,0.0,3,7,1,0,0,1,2,,04/07/2015,away,12080,30081,Penn St. Harrisburg,9,True,17,12,5,win,416597,815,1311350,2015,,
0,0.0,0.2,,2,1,1,0,2,0,4,4,1,0,1,0,0,0,0,1,1,0,0,15.0,0,0,0,0,0,2,0,,04/11/2015,away,12080,139,Chris. Newport,9,True,3,8,-5,loss,417528,815,1311350,2015,,
0,1.0,7.0,,7,2,2,1,3,0,28,26,0,0,1,0,0,1,0,0,0,0,0,0.0,12,2,1,0,0,1,1,,04/19/2015,home,12080,239,Franklin & Marshall,9,True,7,3,4,win,420326,815,1311350,2015,,
0,1.0,6.0,,10,7,5,2,5,0,33,28,1,0,0,1,0,3,0,0,0,0,0,118.0,5,7,0,1,0,1,2,,04/26/2015,away,12080,21852,Stevenson,9,True,2,8,-6,loss,422349,815,1311350,2015,,
