App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,Pitches
1,,2.0,0.0,0,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,2,0,04/27/2019,home,14781,6,Alabama A&M,9,True,15,3,12,win,4781575,367,1884651,2019,,15 - 3,21.0
1,,3.0,0.0,1,0,0,0,3,0,10,9,0,0,0,0,0,0,0,2,2,0,1,,2,4,1,0,0,2,1,04/30/2019,home,14781,772,Western Ky.,9,True,11,4,7,win,4784795,367,1884651,2019,,11 - 4,39.0
1,,3.2,0.0,5,0,0,0,6,0,16,16,1,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,2,1,05/05/2019,away,14781,513,Notre Dame,9,True,8,2,6,win,4788078,367,1884651,2019,,8 - 2,51.0
1,,3.2,0.0,2,1,1,0,4,0,14,14,0,0,0,0,1,0,0,1,0,0,0,,6,2,0,0,1,2,0,05/10/2019,away,14781,746,Virginia,9,True,15,7,8,win,4790084,367,1884651,2019,,15 - 7,49.0
1,,2.2,0.0,1,0,0,1,4,0,10,9,0,0,1,0,0,0,0,3,1,0,0,,3,1,0,0,0,3,1,05/14/2019,away,14781,306,Indiana,12,True,8,7,1,win,4791534,367,1884651,2019,,8 - 7,42.0
1,,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,1,05/18/2019,home,14781,234,Florida St.,9,True,11,0,11,win,4792448,367,1884651,2019,,11 - 0,14.0
1,,3.0,0.0,3,2,2,2,0,0,14,12,1,0,0,0,1,0,0,0,0,0,0,,4,5,0,1,0,2,0,05/22/2019,home,14781,67,Boston College,9,True,1,5,-4,loss,4793962,367,1884651,2019,,1 - 5,48.0
1,,1.1,0.0,1,0,0,0,1,0,5,5,0,0,0,0,0,0,0,1,0,0,0,,3,0,0,0,0,2,0,05/31/2019,home,14781,302,UIC,9,True,5,3,2,win,4797677,367,1884651,2019,,5 - 3,23.0
1,,5.0,0.0,1,1,1,2,6,0,18,15,0,0,0,0,0,0,0,0,0,1,0,,4,5,0,0,0,2,0,06/03/2019,home,14781,299,Illinois St.,9,True,4,3,1,win,4798247,367,1884651,2019,,4 - 3,59.0
1,,0.2,0.0,2,2,2,1,2,0,5,4,1,0,0,1,0,0,0,1,0,0,0,,0,0,0,1,0,2,0,06/16/2019,home,14781,736,Vanderbilt,9,True,1,3,-2,loss,4802819,367,1884651,2019,,1 - 3,18.0
1,,2.1,0.0,3,1,1,0,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,2,1,06/20/2019,home,14781,430,Mississippi St.,9,True,4,3,1,win,4803178,367,1884651,2019,,4 - 3,38.0
1,,1.0,0.0,1,0,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,3,0,02/15/2019,home,14781,434,Missouri,9,True,5,4,1,win,4710167,2711,1752632,2019,,5 - 4,21.0
1,,0.2,0.0,2,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,0,02/17/2019,home,14781,434,Missouri,9,True,4,2,2,win,4707811,2711,1752632,2019,,4 - 2,21.0
1,,1.0,0.0,0,0,0,1,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,2,02/20/2019,away,14781,235,Florida,9,True,7,1,6,win,4710608,2711,1752632,2019,,7 - 1,23.0
1,,1.1,0.0,2,0,0,0,2,0,6,6,0,0,0,0,0,0,0,2,0,0,0,,2,0,0,0,1,3,1,02/23/2019,home,14781,236,Fordham,9,True,7,4,3,win,4713429,2711,1752632,2019,,7 - 4,26.0
1,,0.1,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,,0,0,0,0,0,2,0,02/24/2019,home,14781,236,Fordham,9,True,6,8,-2,loss,4714585,2711,1752632,2019,,6 - 8,6.0
1,,1.2,0.0,6,3,3,1,1,0,11,10,0,0,0,1,0,0,0,3,3,0,0,,1,2,1,0,0,4,0,02/27/2019,home,14781,229,Fla. Atlantic,9,True,9,8,1,win,4717154,2711,1752632,2019,,9 - 8,46.0
1,,2.0,0.0,1,1,1,3,6,0,11,7,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,1,0,03/06/2019,away,14781,234,Florida St.,9,True,3,4,-1,loss,4724890,2711,1752632,2019,,3 - 4,44.0
1,,3.0,0.0,4,1,1,1,3,0,13,12,2,0,0,0,0,0,0,1,0,0,0,,1,4,0,0,1,3,0,03/09/2019,home,14781,774,Western Mich.,9,True,10,4,6,win,4728184,2711,1752632,2019,,10 - 4,57.0
1,,2.0,0.0,0,0,0,1,3,0,8,6,0,0,0,0,1,0,0,3,2,0,1,,1,3,0,0,0,3,0,03/15/2019,home,14781,158,Columbia,9,True,1,2,-1,loss,4736004,2711,1752632,2019,,1 - 2,29.0
1,,4.0,0.0,2,0,0,1,5,0,14,13,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,0,1,3,03/19/2019,home,14781,651,South Fla.,9,True,7,2,5,win,4741523,2711,1752632,2019,,7 - 2,56.0
1,,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,1,4,1,03/22/2019,home,14781,28755,FGCU,9,True,7,4,3,win,4744302,2711,1752632,2019,,7 - 4,6.0
1,,1.1,0.0,1,1,1,0,1,0,5,5,0,0,0,1,0,0,0,3,3,0,0,,3,0,1,0,0,4,0,03/24/2019,home,14781,28755,FGCU,9,True,14,8,6,win,4747032,2711,1752632,2019,,14 - 8,19.0
1,,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,1,0,0,1,0,0,0,,2,0,0,0,0,7,0,03/27/2019,away,14781,128,UCF,9,True,0,5,-5,loss,4750557,2711,1752632,2019,,0 - 5,18.0
1,,0.2,0.0,3,3,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,0,03/31/2019,away,14781,355,Liberty,9,True,2,6,-4,loss,4754510,2711,1752632,2019,,2 - 6,18.0
1,,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,5,0,04/02/2019,home,14781,61,Bethune-Cookman,9,True,2,6,-4,loss,4756691,2711,1752632,2019,,2 - 6,14.0
1,,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,3,0,04/05/2019,home,14781,316,Jacksonville,9,True,3,2,1,win,4759438,2711,1752632,2019,,3 - 2,19.0
1,,2.0,0.0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,2,0,0,0,,2,2,0,0,0,2,0,04/07/2019,home,14781,316,Jacksonville,9,True,11,3,8,win,4762503,2711,1752632,2019,,11 - 3,20.0
1,,2.1,0.0,1,0,0,1,3,0,9,8,0,0,0,0,0,0,0,1,0,0,0,,1,3,0,0,1,3,0,04/14/2019,home,14781,471,NJIT,9,True,8,3,5,win,4769946,2711,1752632,2019,,8 - 3,31.0
1,,1.0,0.0,1,1,1,0,1,0,5,2,0,0,0,0,0,1,0,3,3,1,1,,1,1,0,0,0,4,1,04/20/2019,away,14781,487,North Ala.,9,True,4,8,-4,loss,4775792,2711,1752632,2019,,4 - 8,0.0
1,,0.1,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,1,0,,1,0,0,0,0,4,0,04/30/2019,home,14781,128,UCF,11,True,7,9,-2,loss,4784939,2711,1752632,2019,,7 - 9,12.0
1,,2.0,0.0,1,0,0,0,3,0,8,7,0,0,0,0,0,1,0,0,0,0,0,,0,3,0,0,0,3,2,05/07/2019,away,14781,228,Florida A&M,9,True,13,7,6,win,4789047,2711,1752632,2019,,13 - 7,32.0
1,,2.1,0.0,4,2,2,1,2,0,12,11,1,0,0,0,1,0,0,2,2,0,0,,4,1,0,0,0,3,0,05/12/2019,home,14781,1157,Kennesaw St.,9,True,4,9,-5,loss,4791137,2711,1752632,2019,,4 - 9,50.0
