App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,score,Pitches
1,,0.2,,2,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,0,,03/07/2012,away,10942,28600,Lipscomb,9,True,3,2,1,win,759749,627,1302303,2012,3 - 2,11.0
1,,3.1,,1,1,1,0,3,0,12,10,0,0,0,0,0,2,0,1,0,0,0,,3,3,0,0,0,2,0,,03/14/2012,home,10942,306,Indiana,11,True,6,7,-1,loss,761928,627,1302303,2012,6 - 7,0.0
1,,0.2,,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,,0,1,1,0,0,4,0,,03/16/2012,home,10942,158,Columbia,9,True,11,5,6,win,762527,627,1302303,2012,11 - 5,0.0
1,,0.1,,2,1,1,1,0,0,5,3,1,0,0,0,0,1,0,1,1,0,0,,0,1,0,0,0,2,0,,03/18/2012,home,10942,158,Columbia,9,True,11,10,1,win,763373,627,1302303,2012,11 - 10,0.0
1,,0.1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,,0,1,0,0,0,3,0,,04/05/2012,home,10942,260,Gonzaga,9,True,2,6,-4,loss,768850,627,1302303,2012,2 - 6,0.0
1,,1.0,,0,1,1,2,1,0,7,3,0,0,0,0,0,2,0,1,0,0,0,,1,1,0,0,0,2,0,,04/09/2012,away,10942,626,San Diego St.,9,True,6,2,4,win,770517,627,1302303,2012,6 - 2,0.0
1,,0.2,,2,1,1,0,0,0,4,3,0,0,0,0,0,0,0,1,0,1,0,,2,0,0,0,0,3,0,,04/15/2012,home,10942,340,La Salle,9,True,5,3,2,win,772636,627,1302303,2012,5 - 3,0.0
1,,0.2,,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,0,,04/20/2012,home,10942,610,Saint Mary's (CA),9,True,1,7,-6,loss,773854,627,1302303,2012,1 - 7,0.0
1,,5.2,,5,1,0,4,2,0,26,20,1,0,0,2,0,0,0,0,0,2,0,,9,5,0,0,0,1,2,,02/19/2012,away,10942,287,Houston Baptist,9,True,3,4,-1,loss,756177,402,980364,2012,3 - 4,96.0
1,,7.2,,8,4,4,1,3,0,32,28,2,0,1,0,0,2,0,0,0,0,1,,7,10,0,0,0,1,0,,02/25/2012,away,10942,366,Louisiana Tech,9,True,4,5,-1,loss,756905,402,980364,2012,4 - 5,103.0
1,,6.0,,12,7,6,0,1,0,33,29,2,0,0,2,0,1,0,0,0,2,1,,10,7,0,1,0,1,0,,03/02/2012,home,10942,655,Southeastern La.,9,True,1,9,-8,loss,758170,402,980364,2012,1 - 9,0.0
1,,6.1,,10,7,7,2,6,0,31,27,0,1,0,1,0,1,0,0,0,1,0,,10,1,0,1,0,1,2,,03/10/2012,away,10942,508,Northwestern St.,9,True,0,8,-8,loss,760689,402,980364,2012,0 - 8,114.0
1,,6.0,,5,4,3,3,4,0,26,22,2,0,0,0,0,1,0,0,0,0,0,,8,4,1,0,0,1,1,,03/16/2012,home,10942,1004,Central Ark.,9,True,7,5,2,win,762433,402,980364,2012,7 - 5,0.0
1,,8.0,,7,1,1,4,8,0,34,27,0,1,1,0,0,2,1,0,0,1,0,,10,3,0,1,0,1,4,,03/23/2012,home,10942,483,Nicholls,9,True,0,1,-1,loss,764498,402,980364,2012,0 - 1,120.0
1,,6.0,,9,6,5,2,1,0,29,27,1,0,1,0,0,0,0,0,0,0,0,,2,15,0,1,0,1,0,,03/30/2012,away,10942,670,Texas St.,9,True,1,9,-8,loss,766744,402,980364,2012,1 - 9,113.0
1,,7.0,,6,2,2,2,6,0,31,27,1,0,0,0,0,2,0,0,0,0,0,,6,9,0,0,0,1,3,,04/05/2012,home,10942,706,UTSA,15,True,3,2,1,win,768907,402,980364,2012,3 - 2,116.0
