date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season,Pitches
03/26/2017,home,12560,522,Oklahoma,9,True,0,3,-3,loss,0 - 3,214440,51,0,1.0,6.0,0.0,5,3,3,2,5,0,25,23,1,0,0,1,0,0,0,0,0,0,0,0.0,1,12,0,1,0,1,0,,1866483,2017,
04/02/2017,away,12560,756,Washington,9,True,6,3,3,win,6 - 3,216090,51,0,1.0,5.2,0.0,7,3,3,1,3,0,26,24,0,0,0,1,0,1,0,0,0,0,0,84.0,2,12,1,0,0,1,0,,1866483,2017,
04/09/2017,away,12560,700,Texas Tech,9,True,10,9,1,win,10 - 9,218107,51,0,1.0,4.1,0.0,10,9,9,1,3,0,25,22,2,0,0,3,0,2,0,0,0,0,0,88.0,1,8,0,0,0,1,0,,1866483,2017,
04/23/2017,away,12560,698,TCU,9,True,5,8,-3,loss,5 - 8,222112,51,0,1.0,3.0,0.0,7,3,3,0,1,0,16,16,1,0,0,2,1,0,0,0,0,0,0,56.0,1,7,0,1,0,1,0,,1866483,2017,
04/30/2017,away,12560,328,Kansas,9,True,1,6,-5,loss,1 - 6,224301,51,0,1.0,3.0,0.0,4,3,3,3,3,0,16,13,2,0,0,1,0,0,0,0,0,0,0,73.0,2,4,0,1,0,1,1,,1866483,2017,
05/14/2017,away,12560,521,Oklahoma St.,9,True,8,7,1,win,8 - 7,226519,51,0,1.0,3.1,0.0,5,2,2,1,2,0,15,14,0,0,0,1,0,0,0,0,0,0,0,64.0,2,5,0,0,0,1,0,,1866483,2017,
02/18/2017,away,12560,716,Troy,9,True,8,2,6,win,8 - 2,206212,812,0,0.0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14.0,1,0,0,0,0,3,1,,1757535,2017,
02/25/2017,home,12560,539,Penn St.,9,True,10,4,6,win,10 - 4,207558,812,0,0.0,3.0,0.0,7,3,3,2,1,0,16,14,0,0,0,1,0,0,0,0,0,0,0,0.0,2,4,0,0,1,2,0,,1757535,2017,
03/19/2017,away,12560,655,Southeastern La.,9,True,13,5,8,win,13 - 5,212549,346,0,1.0,2.1,0.0,3,2,2,1,3,0,11,10,1,0,0,1,0,0,0,0,0,0,0,41.0,1,3,0,0,0,1,1,,1877983,2017,
03/22/2017,home,12560,508,Northwestern St.,9,True,12,6,6,win,12 - 6,213221,346,0,0.0,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,21.0,0,2,0,0,0,6,0,,1877983,2017,
04/23/2017,away,12560,2,Abilene Christian,9,True,0,9,-9,loss,0 - 9,222185,346,0,1.0,3.1,0.0,8,7,7,2,3,0,21,17,4,0,0,0,1,1,0,0,0,1,0,80.0,1,6,0,1,0,1,1,,1877983,2017,
05/03/2017,away,12560,574,Rice,9,True,8,9,-1,loss,8 - 9,224543,346,0,0.0,1.0,0.0,1,1,1,2,0,0,5,2,0,0,0,0,0,0,0,2,0,1,0,0.0,2,0,0,1,0,6,0,,1877983,2017,
02/19/2017,away,12560,149,Coastal Carolina,9,True,11,3,8,win,11 - 3,206517,317,0,0.0,2.0,0.0,1,1,1,1,2,0,7,6,0,0,0,1,0,0,0,0,0,0,0,0.0,1,2,0,0,0,3,0,,1772212,2017,
02/21/2017,away,12560,363,Longwood,9,True,4,3,1,win,4 - 3,206741,317,0,0.0,0.0,0.0,3,3,3,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,3,0,,1772212,2017,
02/25/2017,home,12560,456,UNC Asheville,9,True,25,9,16,win,25 - 9,207547,317,0,0.0,0.0,0.0,0,2,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3,0,,1772212,2017,
03/04/2017,home,12560,86,Buffalo,9,True,14,6,8,win,14 - 6,208550,317,0,0.0,0.2,0.0,3,2,2,1,0,0,7,6,1,0,0,0,1,0,0,0,0,0,0,23.0,1,1,0,0,0,3,0,,1772212,2017,
03/17/2017,home,12560,471,NJIT,9,True,20,6,14,win,20 - 6,211753,317,0,0.0,3.0,0.0,3,1,0,1,2,0,13,12,0,0,0,0,0,0,0,0,0,0,0,45.0,6,1,0,0,0,2,1,,1772212,2017,
03/28/2017,home,12560,741,VMI,9,True,1,6,-5,loss,1 - 6,214791,317,0,0.0,0.2,0.0,1,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,1,0,0,0.0,2,0,0,0,0,2,0,,1772212,2017,
04/26/2017,home,12560,363,Longwood,9,True,16,0,16,win,16 - 0,222811,317,0,1.0,2.1,0.0,2,0,0,1,2,0,10,9,0,0,0,0,1,0,0,0,0,0,0,40.0,3,2,1,0,0,1,1,,1772212,2017,
05/13/2017,home,12560,283,Hofstra,11,True,4,3,1,win,4 - 3,226440,317,0,1.0,4.1,0.0,6,3,3,0,3,0,18,15,1,0,0,1,0,0,0,0,0,3,0,51.0,6,3,0,0,0,1,1,,1772212,2017,
02/19/2017,home,12560,742,Virginia Tech,9,True,2,8,-6,loss,2 - 8,206409,10411,0,0.0,1.0,0.0,2,2,2,0,1,0,5,5,0,0,0,1,0,0,0,0,0,0,0,14.0,1,0,0,0,0,4,0,,1643965,2017,
02/22/2017,home,12560,456,UNC Asheville,12,True,10,9,1,win,10 - 9,206787,10411,0,0.0,4.0,0.0,2,0,0,1,5,0,15,12,0,0,0,0,0,1,0,0,0,1,0,52.0,5,1,1,0,0,8,3,,1643965,2017,
02/26/2017,home,12560,317,James Madison,9,True,1,2,-1,loss,1 - 2,207660,10411,0,1.0,5.2,0.0,7,2,2,2,5,0,25,21,2,0,0,0,1,0,1,0,0,2,0,74.0,4,7,0,1,0,1,0,,1643965,2017,
03/04/2017,home,12560,545,Pittsburgh,9,True,1,3,-2,loss,1 - 3,208631,10411,0,1.0,6.0,0.0,2,2,2,5,4,0,27,20,0,1,0,0,0,2,0,0,0,0,0,91.0,6,7,0,1,0,1,2,,1643965,2017,
03/11/2017,home,12560,439,Monmouth,9,True,14,5,9,win,14 - 5,210461,10411,0,1.0,5.0,0.0,6,5,0,0,6,0,24,23,1,0,0,0,0,1,0,0,0,0,0,72.0,9,1,1,0,0,1,2,,1643965,2017,
04/01/2017,home,12560,28600,Lipscomb,9,True,3,5,-2,loss,3 - 5,215472,10411,0,1.0,6.0,0.0,5,3,3,3,2,0,26,23,0,1,1,0,0,0,0,0,0,0,0,106.0,7,9,0,0,0,1,1,,1643965,2017,
04/22/2017,home,12560,678,Stetson,9,True,0,11,-11,loss,0 - 11,221958,10411,0,1.0,4.2,0.0,9,8,8,2,2,0,25,23,4,0,0,1,0,0,0,0,0,0,0,80.0,5,7,0,1,0,1,0,,1643965,2017,
05/13/2017,away,12560,316,Jacksonville,9,True,1,8,-7,loss,1 - 8,226357,10411,0,1.0,3.2,0.0,8,3,3,1,1,0,19,18,1,0,0,1,0,0,0,0,0,0,0,58.0,6,3,0,1,0,1,1,,1643965,2017,
05/19/2017,home,12560,471,NJIT,9,True,11,3,8,win,11 - 3,226906,10411,0,1.0,5.0,0.0,5,1,0,3,2,0,24,21,0,0,0,0,0,0,0,0,0,0,0,91.0,6,5,1,0,0,1,1,,1643965,2017,
03/11/2017,away,12560,386,Marist,10,True,3,2,1,win,3 - 2,210839,127,0,0.0,3.0,0.0,0,0,0,1,4,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,1,0,0,2,2,,1767637,2017,
03/26/2017,away,12560,590,Sacred Heart,9,True,2,1,1,win,2 - 1,214688,127,0,0.0,2.0,0.0,1,0,0,3,1,0,10,7,0,0,0,0,0,0,0,0,0,0,0,43.0,3,2,1,0,0,2,1,,1767637,2017,
02/24/2017,home,12560,136,Chicago St.,9,True,5,7,-2,loss,5 - 7,207089,308,0,0.0,2.0,0.0,2,2,2,3,1,0,10,7,2,0,0,0,0,0,0,0,0,0,0,0.0,0,4,0,0,0,2,0,,1872179,2017,
03/04/2017,away,12560,32,Little Rock,9,True,2,3,-1,loss,2 - 3,208675,308,0,0.0,1.2,0.0,3,1,1,1,1,0,9,8,0,0,0,0,1,0,0,0,0,0,0,37.0,3,1,0,1,0,3,0,,1872179,2017,
03/08/2017,away,12560,367,Louisville,9,True,2,12,-10,loss,2 - 12,209807,308,0,0.0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12.0,1,2,0,0,0,3,0,,1872179,2017,
04/09/2017,home,12560,527,Oral Roberts,9,True,2,14,-12,loss,2 - 14,218363,308,0,1.0,3.0,0.0,9,9,9,1,3,0,19,16,3,0,0,2,2,0,0,0,0,2,0,64.0,4,2,0,1,0,1,0,,1872179,2017,
04/23/2017,home,12560,771,Western Ill.,9,True,5,15,-10,loss,5 - 15,222170,308,0,0.0,0.0,0.0,2,3,3,1,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,9.0,0,0,0,1,0,4,0,,1872179,2017,
04/28/2017,away,12560,527,Oral Roberts,9,True,0,10,-10,loss,0 - 10,223434,308,0,0.0,1.2,0.0,4,2,2,0,3,0,11,9,0,0,0,0,0,2,0,0,0,0,0,0.0,2,0,0,0,0,3,2,,1872179,2017,
05/13/2017,home,12560,649,South Dakota St.,10,True,2,11,-9,loss,2 - 11,226339,308,0,0.0,2.1,0.0,3,3,3,1,0,0,11,9,0,0,0,1,0,0,0,0,0,1,0,0.0,6,1,0,1,0,4,0,,1872179,2017,
02/19/2017,away,12560,10411,USC Upstate,9,True,8,2,6,win,8 - 2,206409,742,0,0.0,0.1,0.0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,10.0,0,0,0,0,0,2,0,,1528173,2017,
02/26/2017,away,12560,466,Nevada,9,True,24,10,14,win,24 - 10,207668,742,0,1.0,6.0,0.0,5,3,3,4,4,0,27,21,2,0,0,0,0,2,0,0,0,0,0,90.0,5,7,1,0,0,1,3,,1528173,2017,
03/05/2017,home,12560,62,Binghamton,9,True,1,2,-1,loss,1 - 2,209070,742,0,1.0,8.0,0.0,6,2,0,2,6,0,32,29,3,0,0,0,0,0,0,0,0,1,0,108.0,14,3,0,1,0,1,3,,1528173,2017,
04/09/2017,away,12560,147,Clemson,9,True,3,8,-5,loss,3 - 8,218111,742,0,1.0,3.1,0.0,4,4,4,2,3,0,17,13,1,0,0,0,0,1,0,0,0,1,0,0.0,2,5,0,1,0,1,2,,1528173,2017,
04/15/2017,home,12560,746,Virginia,9,True,7,5,2,win,7 - 5,219855,742,0,1.0,5.1,0.0,7,4,4,2,2,0,25,23,2,1,0,1,1,0,0,0,0,0,0,79.0,3,11,0,0,0,1,0,,1528173,2017,
04/25/2017,home,12560,768,West Virginia,9,True,6,8,-2,loss,6 - 8,222640,742,0,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10.0,0,2,0,0,0,3,1,,1528173,2017,
05/02/2017,away,12560,115,Campbell,9,True,2,7,-5,loss,2 - 7,224535,742,0,1.0,3.0,0.0,7,5,4,0,0,0,17,16,3,0,0,1,1,1,0,0,0,0,0,46.0,4,4,0,1,0,1,0,,1528173,2017,
05/14/2017,home,12560,457,North Carolina,9,True,0,20,-20,loss,0 - 20,226506,742,0,0.0,2.1,0.0,3,4,4,3,1,0,12,8,1,0,0,0,0,0,0,0,0,1,0,46.0,3,2,0,0,0,2,0,,1528173,2017,
05/16/2017,home,12560,523,Old Dominion,9,True,8,4,4,win,8 - 4,226688,742,0,1.0,3.0,0.0,2,0,0,0,2,0,11,11,0,0,0,0,0,0,0,0,0,0,0,24.0,1,6,0,0,0,1,1,,1528173,2017,
03/04/2017,home,12560,473,New Mexico,9,True,16,24,-8,loss,16 - 24,208522,721,0,1.0,2.2,0.0,13,12,8,1,3,0,22,21,3,0,0,1,0,0,0,0,0,0,0,84.0,2,2,0,0,0,1,0,,1653237,2017,
03/11/2017,away,12560,465,UNLV,9,True,5,6,-1,loss,5 - 6,210515,721,0,1.0,1.2,0.0,3,4,3,4,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,41.0,0,3,0,0,0,1,0,,1653237,2017,
03/18/2017,home,12560,96,Fresno St.,9,True,8,10,-2,loss,8 - 10,212039,721,0,0.0,3.0,0.0,4,3,3,2,2,0,15,12,0,1,0,0,0,1,0,0,0,0,0,51.0,5,1,0,0,0,2,0,,1653237,2017,
04/02/2017,away,12560,509,Northwestern,11,True,2,3,-1,loss,2 - 3,216097,721,0,0.0,1.1,0.0,3,1,1,0,0,0,6,6,1,0,0,1,0,0,0,0,0,0,0,0.0,2,1,0,1,0,5,0,,1653237,2017,
04/11/2017,away,12560,502,Northern Colo.,9,True,8,9,-1,loss,8 - 9,218821,721,0,1.0,3.0,0.0,8,7,7,0,3,0,16,16,0,0,0,4,0,0,0,0,0,0,0,54.0,3,2,0,1,0,1,1,,1653237,2017,
04/18/2017,home,12560,464,Omaha,9,True,24,5,19,win,24 - 5,220587,721,0,1.0,6.0,0.0,5,4,4,1,4,0,24,23,2,0,0,0,0,0,0,0,0,0,0,0.0,9,5,1,0,0,1,1,,1653237,2017,
04/28/2017,home,12560,466,Nevada,9,True,10,7,3,win,10 - 7,223071,721,0,0.0,2.0,0.0,2,1,1,0,2,0,7,7,1,0,0,0,0,0,0,0,0,0,0,18.0,2,1,1,0,0,4,1,,1653237,2017,
05/02/2017,home,12560,9754,UC-Colo. Springs,9,True,24,10,14,win,24 - 10,224510,721,0,1.0,2.0,0.0,6,5,5,3,0,0,13,10,0,0,1,1,0,0,0,0,0,0,0,43.0,2,2,0,0,0,1,0,,1653237,2017,
02/26/2017,away,12560,28755,FGCU,9,True,3,8,-5,loss,3 - 8,207743,61,0,0.0,0.1,0.0,1,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,7,0,,1752883,2017,
04/05/2017,away,12560,316,Jacksonville,9,True,9,24,-15,loss,9 - 24,216909,61,0,0.0,1.2,0.0,3,2,2,1,0,0,9,7,0,0,0,0,0,0,0,0,0,0,1,0.0,2,3,0,0,0,5,0,,1752883,2017,
02/18/2017,home,12560,498,ULM,9,True,11,0,11,win,11 - 0,206023,1045,0,0.0,1.0,0.0,1,0,0,0,1,0,5,4,1,0,0,0,0,1,0,0,0,0,0,12.0,1,1,0,0,0,4,0,,1752666,2017,
03/03/2017,home,12560,315,Jacksonville St.,9,True,3,7,-4,loss,3 - 7,208267,1045,0,0.0,5.0,0.0,1,0,0,4,5,0,18,14,0,0,0,0,0,0,0,3,2,0,0,76.0,3,5,0,0,0,3,1,,1752666,2017,
03/10/2017,away,12560,527,Oral Roberts,9,True,9,7,2,win,9 - 7,210402,1045,0,0.0,0.0,0.0,2,3,3,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,,1752666,2017,
04/01/2017,home,12560,299,Illinois St.,9,True,10,2,8,win,10 - 2,215484,1045,0,0.0,1.0,0.0,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,24.0,1,1,0,0,0,5,1,,1752666,2017,
04/09/2017,away,12560,669,Missouri St.,9,True,3,7,-4,loss,3 - 7,218164,1045,0,0.0,1.0,0.0,0,0,0,1,1,0,5,3,0,0,0,0,0,1,0,0,0,0,0,15.0,0,2,0,0,0,5,1,,1752666,2017,
04/13/2017,away,12560,1004,Central Ark.,9,True,4,10,-6,loss,4 - 10,219122,1045,0,0.0,0.1,0.0,2,3,3,1,1,0,4,3,0,1,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,2,0,,1752666,2017,
04/15/2017,away,12560,1004,Central Ark.,9,True,7,1,6,win,7 - 1,219883,1045,0,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16.0,0,2,0,0,0,5,0,,1752666,2017,
04/18/2017,home,12560,522,Oklahoma,9,True,16,10,6,win,16 - 10,220593,1045,0,0.0,1.0,0.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,1,0,0,10.0,2,1,0,0,0,6,0,,1752666,2017,
04/22/2017,home,12560,305,Indiana St.,9,True,3,2,1,win,3 - 2,221458,1045,0,0.0,3.1,0.0,1,0,0,0,4,0,10,10,0,0,0,0,0,0,0,1,0,0,0,37.0,3,2,1,0,0,2,0,,1752666,2017,
05/13/2017,home,12560,72,Bradley,9,True,6,1,5,win,6 - 1,226285,1045,0,0.0,2.0,0.0,0,0,0,2,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,30.0,1,3,0,0,0,2,0,,1752666,2017,
05/24/2017,home,12560,72,Bradley,9,True,15,9,6,win,15 - 9,227374,1045,0,0.0,3.0,0.0,0,1,0,1,4,0,13,10,0,0,0,0,0,1,0,3,1,0,1,50.0,2,3,1,0,0,2,2,,1752666,2017,
02/26/2017,home,12560,331,Kent St.,9,True,2,3,-1,loss,2 - 3,207782,231,0,0.0,4.0,0.0,2,0,0,1,3,0,14,12,1,0,0,0,1,0,0,0,0,1,0,70.0,4,4,0,0,0,2,1,,1752699,2017,
03/14/2017,away,12560,678,Stetson,9,True,9,0,9,win,9 - 0,211288,231,0,0.0,1.2,0.0,2,0,0,0,3,0,7,7,0,0,0,0,0,0,0,2,0,0,0,32.0,1,1,0,0,0,3,1,,1752699,2017,
03/25/2017,away,12560,574,Rice,9,True,4,8,-4,loss,4 - 8,214230,231,0,0.0,1.1,0.0,4,3,2,2,0,0,10,5,2,0,0,0,1,0,0,2,1,2,1,32.0,2,2,0,0,0,2,0,,1752699,2017,
04/05/2017,away,12560,430,Mississippi St.,10,True,7,9,-2,loss,7 - 9,216846,231,0,0.0,4.0,0.0,3,2,2,2,6,0,17,15,0,0,0,1,0,0,0,0,0,0,0,60.0,5,1,0,0,0,2,1,,1752699,2017,
04/09/2017,away,12560,664,Southern Miss.,9,True,10,4,6,win,10 - 4,217995,231,0,0.0,2.0,0.0,1,0,0,1,1,0,8,6,0,0,0,0,0,1,0,2,0,0,0,29.0,1,3,0,0,0,3,0,,1752699,2017,
04/13/2017,home,12560,706,UTSA,9,True,7,6,1,win,7 - 6,219173,231,0,0.0,2.1,0.0,2,0,0,0,3,0,8,8,0,0,0,0,0,0,0,1,0,0,0,32.0,2,2,0,0,0,3,1,,1752699,2017,
04/14/2017,home,12560,706,UTSA,9,True,5,10,-5,loss,5 - 10,219454,231,0,0.0,0.2,0.0,2,3,3,1,2,0,5,4,0,0,0,1,0,0,0,3,3,0,0,17.0,0,0,0,0,0,5,1,,1752699,2017,
04/30/2017,away,12560,229,Fla. Atlantic,9,True,1,10,-9,loss,1 - 10,224104,231,0,1.0,5.0,0.0,4,5,5,2,0,0,21,18,1,0,0,2,0,1,0,0,0,0,0,63.0,5,9,0,1,0,1,0,,1752699,2017,
02/19/2017,home,12560,108,UC Davis,9,True,3,8,-5,loss,3 - 8,206485,465,0,0.0,0.2,0.0,2,2,2,0,0,0,6,4,1,0,0,0,2,2,0,0,0,0,0,0.0,0,2,0,1,0,3,0,,1659928,2017,
02/25/2017,home,12560,97,Cal St. Fullerton,9,True,1,4,-3,loss,1 - 4,207276,465,0,0.0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13.0,0,1,0,0,0,5,0,,1659928,2017,
03/10/2017,home,12560,721,Air Force,11,True,10,9,1,win,10 - 9,210173,465,0,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10.0,2,0,0,0,0,4,0,,1659928,2017,
03/11/2017,home,12560,721,Air Force,9,True,6,5,1,win,6 - 5,210515,465,0,0.0,0.1,0.0,0,0,0,2,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,15.0,0,0,0,0,0,3,1,,1659928,2017,
03/14/2017,home,12560,1104,Grand Canyon,11,True,8,10,-2,loss,8 - 10,211326,465,0,0.0,0.1,0.0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,7.0,1,0,0,0,0,2,0,,1659928,2017,
03/15/2017,home,12560,1104,Grand Canyon,9,True,5,4,1,win,5 - 4,211484,465,0,0.0,2.1,0.0,0,0,0,0,3,0,7,7,0,0,0,0,0,0,0,1,0,0,0,28.0,2,2,1,0,0,3,2,,1659928,2017,
03/25/2017,home,12560,473,New Mexico,9,True,2,4,-2,loss,2 - 4,213830,465,0,0.0,1.1,0.0,0,0,0,1,3,0,5,4,0,0,0,0,0,0,0,1,0,0,0,19.0,0,1,0,0,0,2,1,,1659928,2017,
04/01/2017,away,12560,312,Iowa,9,True,6,7,-1,loss,6 - 7,215961,465,0,0.0,1.2,0.0,2,1,1,1,0,0,7,6,0,0,0,0,1,0,0,2,0,0,0,28.0,2,2,0,0,0,2,0,,1659928,2017,
04/04/2017,home,12560,30024,Utah Valley,9,True,10,2,8,win,10 - 2,216690,465,0,0.0,2.0,0.0,1,0,0,0,5,0,7,7,1,0,0,0,0,0,0,2,0,0,0,32.0,1,0,0,0,0,3,2,,1659928,2017,
04/08/2017,away,12560,721,Air Force,9,True,5,10,-5,loss,5 - 10,217305,465,0,0.0,1.0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13.0,1,1,0,0,0,3,0,,1659928,2017,
04/11/2017,away,12560,28,Arizona St.,9,True,3,5,-2,loss,3 - 5,218626,465,0,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12.0,1,1,0,0,0,4,0,,1659928,2017,
04/14/2017,home,12560,626,San Diego St.,9,True,6,20,-14,loss,6 - 20,219409,465,0,0.0,1.0,0.0,5,5,5,0,2,0,8,8,2,0,1,1,1,0,0,2,2,0,0,31.0,0,1,0,0,0,3,0,,1659928,2017,
04/18/2017,home,12560,28,Arizona St.,9,True,13,12,1,win,13 - 12,220671,465,0,0.0,1.0,0.0,1,1,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,24.0,0,1,0,0,0,4,0,,1659928,2017,
04/26/2017,home,12560,551,Portland,9,True,4,1,3,win,4 - 1,222828,465,0,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10.0,1,1,0,0,0,2,0,,1659928,2017,
05/07/2017,home,12560,96,Fresno St.,9,True,14,5,9,win,14 - 5,225474,465,0,0.0,1.2,0.0,0,0,0,1,1,0,6,5,0,0,0,0,0,0,0,2,0,0,0,18.0,1,3,0,0,0,3,0,,1659928,2017,
05/18/2017,home,12560,630,San Jose St.,9,True,4,7,-3,loss,4 - 7,226790,465,0,0.0,1.1,0.0,3,3,3,1,1,0,8,6,0,1,0,0,0,0,0,1,1,0,1,29.0,0,3,0,1,0,2,0,,1659928,2017,
05/20/2017,home,12560,630,San Jose St.,9,True,6,10,-4,loss,6 - 10,227172,465,0,0.0,1.2,0.0,2,2,2,2,2,0,11,7,1,0,0,0,0,2,0,1,0,0,0,39.0,2,1,0,0,0,4,1,,1659928,2017,
03/10/2017,away,12560,328,Kansas,9,True,4,2,2,win,4 - 2,210421,287,0,0.0,2.2,0.0,2,0,0,2,1,0,12,10,1,0,0,0,0,0,0,1,0,0,0,45.0,3,3,0,0,1,2,1,,1881225,2017,
03/14/2017,home,12560,676,SFA,9,True,2,9,-7,loss,2 - 9,211348,287,0,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11.0,0,2,0,0,0,6,0,,1881225,2017,
04/01/2017,away,12560,346,Lamar University,9,True,4,10,-6,loss,4 - 10,215522,287,0,0.0,3.2,0.0,4,5,0,1,3,0,18,15,0,0,0,0,0,0,0,2,0,0,2,76.0,4,4,0,1,0,2,1,,1881225,2017,
04/15/2017,home,12560,2,Abilene Christian,9,True,10,3,7,win,10 - 3,219936,287,0,1.0,5.2,0.0,6,3,1,1,2,0,26,22,1,0,0,1,0,2,0,0,0,1,0,91.0,7,7,1,0,0,1,0,,1881225,2017,
05/07/2017,away,12560,474,New Orleans,9,True,4,1,3,win,4 - 1,225389,287,0,1.0,6.1,0.0,2,1,1,4,2,0,24,20,0,0,0,0,0,0,0,0,0,0,0,80.0,6,10,0,0,0,1,0,,1881225,2017,
05/14/2017,home,12560,624,Sam Houston,9,True,9,8,1,win,9 - 8,226551,287,0,1.0,3.1,0.0,6,5,5,0,4,0,18,15,1,0,0,1,0,3,0,0,0,0,0,78.0,2,3,0,0,0,1,1,,1881225,2017,
05/26/2017,home,12560,402,McNeese,9,True,5,4,1,win,5 - 4,227562,287,0,1.0,8.1,0.0,10,4,3,3,2,0,38,33,1,0,0,0,2,1,0,0,0,0,1,131.0,10,12,1,0,0,1,0,,1881225,2017,
02/28/2017,home,12560,1004,Central Ark.,9,True,6,10,-4,loss,6 - 10,208106,692,0,0.0,2.0,0.0,3,1,0,1,1,0,10,9,2,0,0,0,0,0,0,0,0,0,0,34.0,4,1,0,0,0,7,1,,1887132,2017,
03/08/2017,away,12560,28600,Lipscomb,9,True,9,11,-2,loss,9 - 11,209785,692,0,0.0,1.2,0.0,2,2,2,2,1,0,9,6,2,0,0,0,0,0,0,0,0,1,0,40.0,3,1,0,0,0,3,0,,1887132,2017,
03/24/2017,away,12560,748,Wagner,9,True,4,2,2,win,4 - 2,213721,222,0,1.0,9.0,1.0,10,2,2,1,7,0,37,35,3,0,0,0,0,0,0,0,0,1,0,118.0,3,15,1,0,0,1,2,,1772944,2017,
04/01/2017,away,12560,812,Xavier,9,True,5,8,-3,loss,5 - 8,215478,222,0,1.0,6.1,0.0,7,5,5,2,2,0,26,23,1,0,1,1,0,0,0,0,0,1,0,0.0,6,9,0,1,0,1,1,,1772944,2017,
04/29/2017,away,12560,81,Bryant,9,True,3,11,-8,loss,3 - 11,223957,222,0,1.0,6.0,0.0,11,7,7,3,3,0,32,29,4,0,0,0,0,0,0,0,0,0,0,0.0,3,11,0,1,0,1,1,,1772944,2017,
05/06/2017,home,12560,748,Wagner,9,True,4,5,-1,loss,4 - 5,225218,222,0,1.0,6.0,0.0,4,3,3,3,3,0,25,20,0,0,1,2,0,1,0,0,0,1,0,94.0,6,8,0,0,0,1,2,,1772944,2017,
05/20/2017,away,12560,127,Central Conn. St.,9,True,4,9,-5,loss,4 - 9,227261,222,0,1.0,5.1,0.0,11,9,7,3,5,0,32,26,1,1,0,0,0,0,0,0,0,1,2,0.0,2,9,0,1,0,1,1,,1772944,2017,
02/17/2017,home,12560,77,BYU,9,True,5,3,2,win,5 - 3,205838,255,0,0.0,1.2,0.0,3,1,1,1,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,0,0,0,3,0,,1652302,2017,
02/19/2017,home,12560,774,Western Mich.,9,True,8,3,5,win,8 - 3,206453,255,0,0.0,0.2,0.0,0,1,0,0,1,0,3,2,0,0,0,0,0,1,0,2,0,0,0,8.0,0,1,0,0,0,3,0,,1652302,2017,
02/21/2017,away,12560,253,Ga. Southern,9,True,10,3,7,win,10 - 3,206753,255,0,0.0,1.1,0.0,2,1,1,1,1,0,8,6,0,0,0,0,0,1,0,3,0,0,0,27.0,1,2,1,0,0,2,0,,1652302,2017,
02/25/2017,home,12560,817,Youngstown St.,9,True,14,6,8,win,14 - 6,207248,255,0,0.0,1.0,0.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,2,0,,1652302,2017,
