date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season,Pitches
02/25/2017,home,12560,175,Dayton,12,True,21,20,1,win,21 - 20,207206,10411,0,0.0,0.1,0.0,4,6,6,1,0,0,7,5,0,0,0,1,1,1,0,1,1,0,0,28.0,1,0,0,0,0,3,0,,1542458,2017,
03/03/2017,home,12560,810,Wright St.,9,True,1,5,-4,loss,1 - 5,208250,10411,0,0.0,2.0,0.0,2,1,1,1,2,0,10,8,1,0,0,0,0,1,0,0,0,0,0,44.0,2,2,0,0,0,3,0,,1542458,2017,
03/05/2017,home,12560,2915,Wofford,9,True,14,10,4,win,14 - 10,209006,10411,0,0.0,5.1,0.0,9,3,3,2,4,0,27,25,0,0,0,0,0,0,0,1,0,0,0,88.0,7,5,0,0,0,2,0,,1542458,2017,
03/16/2017,away,12560,2915,Wofford,9,True,2,4,-2,loss,2 - 4,211609,10411,0,0.0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15.0,3,0,0,0,0,3,0,,1542458,2017,
03/17/2017,home,12560,562,Quinnipiac,9,True,5,3,2,win,5 - 3,211713,10411,0,0.0,2.0,0.0,4,2,2,2,1,0,11,8,1,0,0,0,0,0,0,0,0,1,0,47.0,3,1,0,0,0,3,0,,1542458,2017,
04/09/2017,away,12560,1157,Kennesaw St.,9,True,2,9,-7,loss,2 - 9,218016,10411,0,0.0,3.2,0.0,3,1,1,1,1,0,14,12,2,0,0,0,0,0,0,1,0,0,1,40.0,4,5,0,0,0,2,0,,1542458,2017,
04/15/2017,away,12560,28755,FGCU,9,True,6,11,-5,loss,6 - 11,219896,10411,0,0.0,1.1,0.0,0,2,2,2,0,0,6,4,0,0,0,0,0,0,0,2,0,0,0,21.0,4,0,0,0,0,2,0,,1542458,2017,
05/03/2017,away,12560,1320,Presbyterian,10,True,6,5,1,win,6 - 5,224556,10411,0,0.0,1.2,0.0,3,0,0,3,1,0,11,8,0,0,0,0,0,0,1,2,2,0,0,36.0,3,1,0,0,0,5,0,,1542458,2017,
05/06/2017,home,12560,2711,North Florida,9,True,2,7,-5,loss,2 - 7,224963,10411,0,0.0,4.2,0.0,4,2,1,3,1,0,20,15,2,0,0,0,1,1,1,2,1,1,0,64.0,9,2,0,0,0,2,0,,1542458,2017,
05/16/2017,away,12560,648,South Carolina,9,True,3,6,-3,loss,3 - 6,226652,10411,0,0.0,3.1,0.0,4,2,2,1,0,0,14,13,0,0,0,1,0,0,0,2,0,0,0,66.0,5,4,0,0,0,3,0,,1542458,2017,
05/20/2017,home,12560,471,NJIT,9,True,13,12,1,win,13 - 12,227114,10411,0,0.0,2.2,0.0,7,5,0,0,1,0,14,14,0,0,0,0,0,0,0,0,0,0,0,46.0,4,2,0,0,0,3,0,,1542458,2017,
02/22/2017,away,12560,14927,Belmont,9,True,3,11,-8,loss,3 - 11,206803,772,0,1.0,2.0,0.0,5,3,3,1,0,0,11,10,0,0,0,2,0,0,0,0,0,0,0,0.0,3,2,0,1,0,1,0,,1866167,2017,
02/26/2017,home,12560,315,Jacksonville St.,9,True,5,9,-4,loss,5 - 9,207651,772,0,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17.0,2,0,0,0,0,5,0,,1866167,2017,
03/21/2017,home,12560,334,Kentucky,9,True,3,4,-1,loss,3 - 4,212948,772,0,1.0,4.0,0.0,6,4,4,1,1,0,17,16,0,0,0,1,1,0,0,0,0,0,0,73.0,3,5,0,1,0,1,1,,1866167,2017,
04/02/2017,home,12560,664,Southern Miss.,9,True,1,13,-12,loss,1 - 13,216027,772,0,0.0,3.0,0.0,5,4,4,2,0,0,17,14,0,0,0,3,0,1,0,1,0,0,0,54.0,5,4,0,0,0,2,0,,1866167,2017,
04/18/2017,away,12560,454,Murray St.,9,True,8,5,3,win,8 - 5,220601,772,0,1.0,5.1,0.0,2,2,2,1,3,0,20,18,0,0,0,0,0,1,0,0,0,0,0,67.0,4,9,0,0,0,1,2,,1866167,2017,
05/14/2017,home,12560,229,Fla. Atlantic,9,True,7,6,1,win,7 - 6,226469,772,0,1.0,0.0,0.0,3,2,2,0,0,0,5,3,0,0,0,0,0,2,0,0,0,0,0,12.0,0,0,0,0,0,1,0,,1866167,2017,
05/18/2017,away,12560,231,FIU,9,True,6,23,-17,loss,6 - 23,226811,772,0,0.0,0.1,0.0,2,1,0,0,1,0,4,4,0,1,0,0,0,0,0,3,3,0,0,14.0,0,0,0,0,0,6,0,,1866167,2017,
02/17/2017,home,12560,204,Eastern Mich.,9,True,2,6,-4,loss,2 - 6,205942,434,0,0.0,2.1,0.0,2,1,1,1,3,0,9,7,0,0,1,0,0,0,0,1,0,0,1,35.0,2,1,0,0,0,2,0,,1536642,2017,
02/18/2017,home,12560,204,Eastern Mich.,9,True,6,5,1,win,6 - 5,206374,434,0,0.0,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,7.0,1,0,1,0,0,3,1,,1536642,2017,
03/03/2017,home,12560,302,UIC,9,True,7,2,5,win,7 - 2,208376,434,0,0.0,2.1,0.0,0,0,0,0,4,0,7,7,0,0,0,0,0,0,0,3,0,0,0,28.0,3,0,0,0,0,4,1,,1536642,2017,
03/18/2017,away,12560,8,Alabama,9,True,7,4,3,win,7 - 4,212045,434,0,0.0,2.0,0.0,3,0,0,0,0,0,9,8,0,0,0,0,0,0,0,1,1,0,1,23.0,1,5,0,0,0,4,0,,1536642,2017,
03/19/2017,away,12560,8,Alabama,9,True,9,5,4,win,9 - 5,212492,434,0,0.0,2.2,0.0,1,0,0,2,3,0,11,7,1,0,0,0,0,1,0,2,1,1,0,43.0,3,1,1,0,0,3,2,,1536642,2017,
03/26/2017,home,12560,31,Arkansas,9,True,8,9,-1,loss,8 - 9,214492,434,0,0.0,6.0,0.0,8,6,1,0,5,0,28,28,1,0,0,2,0,0,0,2,1,0,0,90.0,11,2,0,0,0,2,2,,1536642,2017,
04/02/2017,home,12560,235,Florida,9,True,1,2,-1,loss,1 - 2,216146,434,0,0.0,4.0,0.0,2,0,0,1,2,0,14,12,1,0,0,0,0,1,0,0,0,0,0,43.0,5,3,0,0,0,2,1,,1536642,2017,
04/16/2017,home,12560,334,Kentucky,9,True,1,6,-5,loss,1 - 6,220423,434,0,0.0,4.0,0.0,4,2,2,1,4,0,18,14,0,0,0,0,1,2,0,2,2,1,0,64.0,5,2,0,0,0,2,1,,1536642,2017,
02/21/2017,away,12560,498,ULM,9,True,32,4,28,win,32 - 4,206751,402,0,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,3,0,,1645600,2017,
03/01/2017,home,12560,498,ULM,9,True,14,5,9,win,14 - 5,208121,402,0,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12.0,1,1,0,0,0,6,0,,1645600,2017,
04/08/2017,away,12560,2,Abilene Christian,9,True,18,5,13,win,18 - 5,217417,402,0,0.0,1.0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,0,0,0,4,0,,1645600,2017,
04/21/2017,away,12560,508,Northwestern St.,9,True,13,4,9,win,13 - 4,221434,402,0,0.0,1.0,0.0,2,0,0,1,2,0,6,5,0,0,0,0,0,0,0,0,0,0,0,29.0,0,1,0,0,0,3,1,,1645600,2017,
02/18/2017,away,12560,30,Arkansas St.,9,True,2,5,-3,loss,2 - 5,206192,477,0,1.0,3.0,0.0,3,4,4,4,4,0,18,12,1,0,0,0,0,2,0,0,0,0,0,89.0,2,3,0,1,0,1,2,,1528468,2017,
03/18/2017,away,12560,726,Navy,9,True,3,15,-12,loss,3 - 15,212178,477,0,1.0,5.0,0.0,9,7,7,3,6,0,28,23,1,1,2,0,2,1,0,0,0,1,0,91.0,4,5,0,1,0,1,3,,1528468,2017,
03/29/2017,home,12560,310,Iona,9,True,1,9,-8,loss,1 - 9,214996,477,0,1.0,5.2,0.0,3,5,5,6,7,0,26,20,0,0,0,0,4,0,0,0,0,0,0,0.0,8,2,0,1,0,1,3,,1528468,2017,
04/18/2017,away,12560,603,St. John's (NY),9,True,8,13,-5,loss,8 - 13,220637,477,0,1.0,6.0,0.0,12,11,11,7,3,0,37,28,3,1,0,2,0,2,0,0,0,0,0,128.0,6,7,0,1,0,1,1,,1528468,2017,
04/23/2017,away,12560,500,Northeastern,9,True,7,16,-9,loss,7 - 16,222438,477,0,0.0,1.0,0.0,4,5,5,4,1,0,11,6,1,1,0,0,0,0,0,3,3,1,0,41.0,2,0,0,0,0,2,0,,1528468,2017,
04/30/2017,away,12560,439,Monmouth,9,True,1,7,-6,loss,1 - 7,224249,477,0,1.0,6.0,1.0,7,7,7,3,6,0,26,22,1,0,0,2,1,0,0,0,0,1,0,103.0,7,3,0,1,0,1,2,,1528468,2017,
02/25/2017,away,12560,627,San Diego,9,True,6,14,-8,loss,6 - 14,207297,109,0,0.0,1.0,0.0,1,2,2,3,1,0,6,3,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,2,1,,1862856,2017,
03/12/2017,home,12560,698,TCU,9,True,7,16,-9,loss,7 - 16,210865,109,0,0.0,3.0,0.0,6,4,3,2,1,0,17,14,1,0,0,0,0,0,0,0,0,0,1,0.0,3,5,0,0,0,5,0,,1862856,2017,
04/02/2017,home,12560,90,Cal Poly,9,True,5,6,-1,loss,5 - 6,216023,109,0,0.0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15.0,0,1,0,0,0,5,0,,1862856,2017,
04/17/2017,home,12560,657,Southern California,9,True,7,9,-2,loss,7 - 9,220477,109,0,0.0,0.2,0.0,1,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,4,0,,1862856,2017,
04/22/2017,home,12560,99,Long Beach St.,9,True,2,8,-6,loss,2 - 8,221441,109,0,0.0,1.0,0.0,2,1,1,2,1,0,7,5,0,0,0,0,1,0,0,0,0,0,0,0.0,2,0,0,0,0,4,0,,1862856,2017,
04/11/2017,home,12560,414,Miami (OH),9,True,9,16,-7,loss,9 - 16,218808,175,0,0.0,1.0,0.0,2,2,2,2,1,0,7,4,1,0,0,0,1,0,0,1,1,0,1,26.0,1,1,0,0,0,4,1,,1547939,2017,
02/25/2017,home,12560,61,Bethune-Cookman,9,True,7,4,3,win,7 - 4,207274,28755,0,0.0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4.0,0,0,0,0,0,3,0,,1865888,2017,
03/03/2017,away,12560,460,UNCW,9,True,5,3,2,win,5 - 3,208294,28755,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,3,0,,1865888,2017,
03/12/2017,home,12560,518,Ohio St.,9,True,4,5,-1,loss,4 - 5,210926,28755,0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3.0,0,0,0,0,0,2,0,,1865888,2017,
03/25/2017,home,12560,314,Jackson St.,9,True,6,4,2,win,6 - 4,213827,28755,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0,0,0,0,0,2,0,,1865888,2017,
04/13/2017,home,12560,10411,USC Upstate,9,True,7,6,1,win,7 - 6,219132,28755,0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,2,0,,1865888,2017,
04/19/2017,away,12560,231,FIU,9,True,0,7,-7,loss,0 - 7,220945,28755,0,0.0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,7.0,0,0,0,0,0,3,0,,1865888,2017,
05/18/2017,away,12560,1157,Kennesaw St.,9,True,8,1,7,win,8 - 1,226745,28755,0,0.0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,3.0,0,0,0,0,0,3,0,,1865888,2017,
03/04/2017,away,12560,1068,Elon,9,True,0,3,-3,loss,0 - 3,208529,400,0,0.0,2.0,0.0,2,1,1,2,2,0,10,8,0,0,0,0,0,0,0,0,0,0,0,44.0,2,2,0,0,0,2,1,,1756867,2017,
03/21/2017,home,12560,285,Holy Cross,9,True,5,15,-10,loss,5 - 15,213149,400,0,1.0,5.0,0.0,3,2,2,3,6,0,19,15,2,0,0,0,0,0,0,0,0,0,1,0.0,2,5,0,0,0,1,2,,1756867,2017,
03/29/2017,away,12560,67,Boston College,9,True,1,13,-12,loss,1 - 13,214962,400,0,1.0,3.0,0.0,5,7,7,4,6,0,18,13,2,1,0,2,0,1,0,0,0,0,0,87.0,0,2,0,1,0,1,3,,1756867,2017,
04/05/2017,away,12560,275,Harvard,9,True,3,7,-4,loss,3 - 7,216824,400,0,0.0,1.0,0.0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,14.0,2,0,0,0,0,3,0,,1756867,2017,
04/09/2017,home,12560,740,VCU,9,True,1,11,-10,loss,1 - 11,218128,400,0,0.0,3.0,0.0,1,0,0,2,6,0,12,10,0,0,0,0,0,0,0,0,0,0,0,51.0,1,2,0,0,0,2,2,,1756867,2017,
04/12/2017,home,12560,368,UMass Lowell,9,True,0,6,-6,loss,0 - 6,218926,400,0,1.0,3.0,0.0,1,4,1,4,4,0,15,10,0,0,0,0,1,0,0,0,0,1,0,73.0,1,3,0,1,0,1,2,,1756867,2017,
05/02/2017,home,12560,272,Hartford,9,True,4,13,-9,loss,4 - 13,224449,400,0,0.0,2.0,0.0,2,2,0,4,2,0,13,9,1,0,0,0,2,0,0,0,0,0,0,54.0,2,2,0,0,0,2,0,,1756867,2017,
02/21/2017,away,12560,702,UT Arlington,9,True,7,2,5,win,7 - 2,206756,698,0,0.0,1.1,0.0,2,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,19.0,0,3,1,0,0,3,0,,1866403,2017,
03/04/2017,home,12560,697,Texas A&M,15,True,11,10,1,win,11 - 10,208830,698,0,0.0,4.1,0.0,3,2,2,1,8,0,17,16,0,1,0,0,0,0,0,2,0,0,0,69.0,4,1,0,0,0,2,3,,1866403,2017,
03/19/2017,home,12560,328,Kansas,9,True,3,4,-1,loss,3 - 4,212571,698,0,0.0,1.0,0.0,1,1,1,0,0,0,5,4,0,0,0,0,0,1,0,0,0,0,0,19.0,2,0,0,0,0,3,0,,1866403,2017,
03/21/2017,away,12560,2,Abilene Christian,9,True,3,0,3,win,3 - 0,213075,698,0,0.0,3.0,0.0,3,0,0,1,2,0,12,11,0,0,0,0,0,0,0,0,0,0,0,44.0,5,1,1,0,0,3,1,,1866403,2017,
04/15/2017,away,12560,768,West Virginia,9,True,8,6,2,win,8 - 6,219879,698,0,0.0,0.1,0.0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,4,0,,1866403,2017,
04/21/2017,home,12560,51,Baylor,9,True,9,4,5,win,9 - 4,221211,698,0,0.0,1.2,0.0,5,3,3,0,2,0,11,10,0,0,0,0,0,1,0,0,0,0,0,37.0,1,2,0,0,0,2,0,,1866403,2017,
04/25/2017,home,12560,676,SFA,9,True,2,6,-4,loss,2 - 6,222652,698,0,0.0,3.1,0.0,3,2,2,0,6,0,13,12,2,0,0,1,0,0,0,2,2,1,0,46.0,3,1,0,0,0,2,3,,1866403,2017,
05/14/2017,away,12560,522,Oklahoma,9,True,9,10,-1,loss,9 - 10,226521,698,0,0.0,1.2,0.0,2,2,2,1,3,0,9,7,0,0,0,1,1,1,0,1,1,0,0,33.0,0,2,0,0,0,2,1,,1866403,2017,
05/25/2017,home,12560,522,Oklahoma,9,True,9,4,5,win,9 - 4,227440,698,0,0.0,0.0,0.0,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,3,3,0,0,14.0,0,0,0,0,0,4,0,,1866403,2017,
05/27/2017,home,12560,703,Texas,9,True,3,9,-6,loss,3 - 9,227632,698,0,0.0,2.0,0.0,2,2,2,2,1,0,10,8,0,0,0,0,1,0,0,0,0,0,0,40.0,4,1,0,0,0,3,1,,1866403,2017,
06/03/2017,home,12560,127,Central Conn. St.,9,True,9,6,3,win,9 - 6,227706,698,0,0.0,0.2,0.0,5,5,2,1,1,0,9,7,1,1,0,0,0,0,0,0,0,0,0,29.0,1,0,0,0,0,3,1,,1866403,2017,
05/12/2017,away,12560,178,Delaware St.,9,True,8,0,8,win,8 - 0,226225,596,0,0.0,2.0,0.0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,2,1,,1666032,2017,
02/28/2017,home,12560,1157,Kennesaw St.,9,True,4,5,-1,loss,4 - 5,208038,257,0,0.0,0.2,0.0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,4,0,,1870275,2017,
03/12/2017,home,12560,576,Rider,9,True,9,3,6,win,9 - 3,210918,257,0,0.0,1.1,0.0,1,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,2,0,,1870275,2017,
03/19/2017,away,12560,365,LSU,9,True,6,7,-1,loss,6 - 7,212618,257,0,0.0,1.0,0.0,1,1,1,1,2,0,8,3,0,0,0,0,0,3,0,3,2,0,1,36.0,0,1,0,0,0,2,0,,1870275,2017,
03/26/2017,home,12560,37,Auburn,9,True,1,4,-3,loss,1 - 4,214458,257,0,0.0,0.2,0.0,1,2,1,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,2,0,,1870275,2017,
02/28/2017,home,12560,536,UTRGV,9,True,11,2,9,win,11 - 2,207995,288,0,1.0,4.0,0.0,6,1,1,1,4,0,18,17,4,0,0,0,0,0,0,0,0,0,0,87.0,2,4,0,0,0,1,2,,1752397,2017,
03/28/2017,home,12560,2743,UIW,9,True,8,1,7,win,8 - 1,214749,288,0,1.0,7.0,0.0,4,0,0,1,5,0,25,24,0,0,0,0,0,0,0,0,0,0,0,88.0,10,5,1,0,0,1,3,,1752397,2017,
04/13/2017,away,12560,404,Memphis,9,True,13,3,10,win,13 - 3,219081,288,0,1.0,8.0,0.0,9,3,3,0,6,0,33,32,1,0,1,0,0,0,0,0,0,0,1,107.0,4,13,1,0,0,1,2,,1752397,2017,
04/29/2017,away,12560,651,South Fla.,9,True,4,7,-3,loss,4 - 7,223557,288,0,1.0,6.0,0.0,9,5,4,1,3,0,27,26,1,0,0,1,1,0,0,0,0,0,0,110.0,6,7,0,1,0,1,0,,1752397,2017,
05/06/2017,home,12560,164,UConn,9,True,9,1,8,win,9 - 1,224970,288,0,1.0,9.0,1.0,6,1,1,2,6,0,35,33,1,0,0,0,0,0,0,0,0,0,0,120.0,9,10,1,0,0,1,3,,1752397,2017,
05/13/2017,away,12560,718,Tulane,9,True,4,0,4,win,4 - 0,226304,288,0,1.0,9.0,1.0,5,0,0,1,11,1,32,31,3,0,0,0,0,0,0,0,0,0,0,128.0,7,8,1,0,0,1,3,,1752397,2017,
05/19/2017,home,12560,140,Cincinnati,9,True,8,3,5,win,8 - 3,226913,288,0,1.0,9.0,1.0,9,3,1,0,4,0,35,34,2,0,0,0,1,0,0,0,0,1,0,99.0,12,9,1,0,0,1,1,,1752397,2017,
05/27/2017,home,12560,164,UConn,9,True,13,3,10,win,13 - 3,227587,288,0,1.0,7.0,0.0,2,0,0,1,7,0,25,24,1,0,0,0,0,0,0,0,0,0,0,104.0,1,13,1,0,0,1,1,,1752397,2017,
06/02/2017,home,12560,312,Iowa,9,True,3,6,-3,loss,3 - 6,227684,288,0,1.0,5.1,0.0,10,4,3,2,2,0,27,23,3,0,0,0,0,1,0,0,0,1,0,0.0,5,7,0,1,0,1,2,,1752397,2017,
02/18/2017,away,12560,102,Sacramento St.,9,True,2,10,-8,loss,2 - 10,206340,754,0,0.0,0.1,0.0,1,6,5,1,1,0,7,3,0,1,0,0,1,3,0,0,0,0,0,0.0,0,0,0,1,0,4,0,,1644318,2017,
02/24/2017,away,12560,370,LMU (CA),9,True,6,3,3,win,6 - 3,206967,754,0,0.0,1.1,0.0,3,1,1,0,3,0,7,7,1,0,0,0,0,0,0,0,0,0,0,21.0,1,0,1,0,0,2,0,,1644318,2017,
02/26/2017,away,12560,370,LMU (CA),9,True,7,4,3,win,7 - 4,207720,754,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,0,4,0,,1644318,2017,
02/27/2017,away,12560,370,LMU (CA),9,True,3,7,-4,loss,3 - 7,207956,754,0,0.0,0.1,0.0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,6.0,1,0,0,0,0,4,0,,1644318,2017,
03/03/2017,home,12560,676,SFA,9,True,4,2,2,win,4 - 2,208347,754,0,0.0,1.2,0.0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0.0,2,1,1,0,0,3,0,,1644318,2017,
03/05/2017,home,12560,676,SFA,9,True,10,5,5,win,10 - 5,209344,754,0,0.0,2.0,0.0,0,0,0,0,0,0,7,6,0,0,0,0,0,1,0,0,0,0,0,19.0,3,3,0,0,0,4,0,,1644318,2017,
03/15/2017,away,12560,99,Long Beach St.,9,True,7,8,-1,loss,7 - 8,211464,754,0,0.0,1.1,0.0,0,0,0,2,2,0,7,5,0,0,0,0,0,0,0,1,0,0,0,25.0,1,1,0,0,0,5,2,,1644318,2017,
03/18/2017,away,12560,657,Southern California,9,True,2,4,-2,loss,2 - 4,212053,754,0,0.0,0.2,0.0,2,1,1,0,1,0,4,3,0,0,0,0,0,0,0,2,0,1,0,14.0,1,0,0,0,0,3,0,,1644318,2017,
03/27/2017,home,12560,101,CSUN,9,True,6,4,2,win,6 - 4,214708,754,0,0.0,2.1,0.0,2,1,1,0,2,0,9,9,0,1,0,0,0,0,0,2,0,0,0,27.0,1,4,1,0,0,2,1,,1644318,2017,
04/07/2017,home,12560,29,Arizona,9,True,5,19,-14,loss,5 - 19,217161,754,0,1.0,2.1,0.0,5,4,4,0,0,0,13,8,1,0,0,1,0,2,0,0,0,0,3,48.0,2,4,0,0,0,1,0,,1644318,2017,
04/15/2017,away,12560,28,Arizona St.,9,True,4,5,-1,loss,4 - 5,219866,754,0,0.0,0.2,0.0,3,4,4,3,0,0,8,5,0,0,0,1,1,0,0,0,0,0,0,29.0,0,2,0,1,0,3,0,,1644318,2017,
04/19/2017,home,12560,1356,Seattle U,9,True,9,4,5,win,9 - 4,220927,754,0,0.0,2.1,0.0,0,0,0,0,1,0,7,7,0,0,0,0,0,0,0,1,0,0,0,29.0,3,3,0,0,0,2,1,,1644318,2017,
04/21/2017,home,12560,756,Washington,11,True,5,4,1,win,5 - 4,221252,754,0,0.0,2.1,0.0,2,1,1,0,1,0,8,8,0,0,0,1,0,0,0,2,0,0,0,31.0,2,3,0,0,0,2,0,,1644318,2017,
05/07/2017,home,12560,529,Oregon,9,True,6,5,1,win,6 - 5,225478,754,0,0.0,0.1,0.0,2,0,0,0,0,0,3,3,0,0,1,0,0,0,0,1,1,0,0,10.0,0,1,0,0,0,4,0,,1644318,2017,
05/13/2017,home,12560,110,UCLA,9,True,7,3,4,win,7 - 3,226323,754,0,0.0,2.2,0.0,2,1,1,1,1,0,10,8,0,0,0,1,0,0,0,1,0,1,0,31.0,4,2,0,0,0,2,0,,1644318,2017,
05/19/2017,away,12560,528,Oregon St.,9,True,3,4,-1,loss,3 - 4,226956,754,0,0.0,2.0,0.0,1,0,0,2,0,0,8,6,1,0,0,0,0,0,0,2,0,0,0,28.0,3,2,0,0,0,2,0,,1644318,2017,
05/27/2017,home,12560,674,Stanford,9,True,1,15,-14,loss,1 - 15,227569,754,0,0.0,0.1,0.0,2,2,2,0,2,0,4,4,2,0,0,0,1,0,0,3,3,0,0,12.0,0,0,0,0,0,4,1,,1644318,2017,
02/19/2017,away,12560,629,San Francisco,9,True,4,11,-7,loss,4 - 11,206637,502,0,0.0,3.0,0.0,0,1,0,1,1,0,10,8,0,0,0,0,0,1,0,0,0,0,0,0.0,3,4,0,0,0,5,0,,1643477,2017,
02/23/2017,home,12560,77,BYU,9,True,0,6,-6,loss,0 - 6,206877,502,0,0.0,2.0,0.0,1,0,0,0,1,0,7,6,1,0,0,0,0,1,0,0,0,0,0,0.0,3,1,0,0,0,2,0,,1643477,2017,
03/09/2017,away,12560,464,Omaha,9,True,7,3,4,win,7 - 3,210066,502,0,0.0,2.0,0.0,1,0,0,1,2,0,8,7,0,0,0,0,1,0,0,0,0,0,0,0.0,3,1,0,0,0,3,0,,1643477,2017,
03/26/2017,home,12560,102,Sacramento St.,9,True,8,7,1,win,8 - 7,214387,502,0,0.0,1.1,0.0,2,2,2,1,0,0,6,5,0,0,0,0,0,0,0,2,0,0,0,28.0,1,2,0,0,0,2,0,,1643477,2017,
04/01/2017,away,12560,1104,Grand Canyon,9,True,3,12,-9,loss,3 - 12,215458,502,0,0.0,0.2,0.0,2,2,2,2,0,0,6,4,0,0,0,0,0,0,0,2,2,0,0,21.0,2,0,0,0,0,4,0,,1643477,2017,
04/15/2017,away,12560,413,MSU Denver,9,True,0,4,-4,loss,0 - 4,220323,502,0,0.0,1.2,0.0,1,0,0,0,1,0,6,5,0,0,0,0,1,1,0,2,0,0,0,0.0,0,3,0,0,0,3,0,,1643477,2017,
05/07/2017,away,12560,94,CSU Bakersfield,9,True,3,14,-11,loss,3 - 14,225400,502,0,0.0,1.0,0.0,3,2,2,0,0,0,6,5,1,0,0,0,0,1,0,2,2,0,0,29.0,1,1,0,0,0,4,0,,1643477,2017,
02/28/2017,away,12560,692,Tennessee Tech,9,True,6,11,-5,loss,6 - 11,208105,1004,0,0.0,4.0,0.0,5,3,3,1,4,0,18,17,2,0,0,1,0,0,0,0,0,0,0,61.0,2,6,0,0,0,3,2,,1887986,2017,
03/05/2017,away,12560,669,Missouri St.,9,True,0,4,-4,loss,0 - 4,209136,1004,0,0.0,1.0,0.0,1,0,0,1,0,0,5,4,0,0,0,0,0,0,1,0,0,0,0,17.0,1,2,0,0,0,2,0,,1887986,2017,
03/07/2017,away,12560,736,Vanderbilt,9,True,5,10,-5,loss,5 - 10,209546,1004,0,0.0,1.0,0.0,1,2,2,1,1,0,5,3,0,0,0,0,0,0,0,2,0,1,0,18.0,2,0,0,0,0,5,0,,1887986,2017,
05/09/2017,away,12560,2678,Ark.-Pine Bluff,9,True,6,5,1,win,6 - 5,225798,1004,0,0.0,1.0,0.0,2,1,1,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0,0,0,5,0,,1887986,2017,
02/18/2017,home,12560,519,Ohio,9,True,15,4,11,win,15 - 4,206266,87,0,0.0,3.0,0.0,0,0,0,0,2,0,9,8,0,0,0,0,1,1,0,0,0,0,0,0.0,2,4,0,0,0,2,0,,1753894,2017,
03/18/2017,home,12560,609,Saint Louis,9,True,6,5,1,win,6 - 5,212074,87,0,0.0,1.0,0.0,2,1,1,1,0,0,6,5,1,0,0,1,0,0,0,0,0,0,0,0.0,1,2,0,0,0,3,0,,1753894,2017,
