App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,score,pickoffs,Pitches
1,,0.2,,1,0,0,0,1,0,3,3,1,0,0,0,0,0,0,1,1,0,0,,0,1,0,0,0,4,1,03/17/2013,home,11320,746,Virginia,9,True,5,8,-3,loss,664828,147,1304198,2013,5 - 8,,0.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,7,0,03/23/2013,home,11320,193,Duke,9,True,1,13,-12,loss,666267,147,1304198,2013,1 - 13,,0.0
1,,2.0,,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,,2,4,0,0,0,3,0,03/26/2013,away,11320,257,Georgia,9,True,9,1,8,win,666863,147,1304198,2013,9 - 1,,0.0
1,,2.0,,1,0,0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,0,2,0,04/06/2013,away,11320,67,Boston College,9,True,9,2,7,win,669624,147,1304198,2013,9 - 2,,0.0
1,,1.1,,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,2,0,0,0,,1,1,1,0,0,4,0,04/09/2013,away,11320,769,Western Caro.,9,True,12,9,3,win,670898,147,1304198,2013,12 - 9,,17.0
1,,2.0,,1,1,1,0,1,0,7,6,0,1,0,0,0,0,0,0,0,0,1,,4,1,0,0,0,3,0,04/10/2013,home,11320,1320,Presbyterian,9,True,5,4,1,win,671283,147,1304198,2013,5 - 4,,0.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,2,0,04/12/2013,home,11320,749,Wake Forest,9,True,8,2,6,win,671560,147,1304198,2013,8 - 2,,0.0
1,,1.0,,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,0,04/13/2013,home,11320,749,Wake Forest,9,True,1,0,1,win,671760,147,1304198,2013,1 - 0,,0.0
1,,1.0,,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,3,0,04/20/2013,away,11320,415,Miami (FL),9,True,1,2,-1,loss,673760,147,1304198,2013,1 - 2,,14.0
1,,3.2,,2,1,1,1,3,0,14,13,1,0,0,0,0,0,0,2,1,0,0,,5,3,0,0,0,2,0,04/26/2013,home,11320,255,Georgia Tech,11,True,4,3,1,win,675859,147,1304198,2013,4 - 3,,0.0
1,,2.0,,3,1,1,0,2,0,8,8,0,0,0,0,1,0,0,0,0,0,0,,2,1,0,0,0,2,0,05/06/2013,home,11320,392,Maryland,9,True,3,2,1,win,678478,147,1304198,2013,3 - 2,,0.0
1,,1.0,,2,2,0,0,0,0,6,6,1,1,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,2,0,05/08/2013,home,11320,244,Furman,9,True,14,2,12,win,678658,147,1304198,2013,14 - 2,,0.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,2,0,05/11/2013,home,11320,253,Ga. Southern,9,True,7,0,7,win,679029,147,1304198,2013,7 - 0,,0.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,4,0,05/14/2013,home,11320,10411,USC Upstate,9,True,8,7,1,win,679455,147,1304198,2013,8 - 7,,0.0
1,,0.2,,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,2,0,0,0,,0,1,0,0,0,3,0,05/16/2013,away,11320,234,Florida St.,9,True,8,2,6,win,679534,147,1304198,2013,8 - 2,,15.0
1,,1.1,,3,2,2,0,0,0,8,6,0,0,0,0,0,1,0,0,0,1,0,,2,2,0,0,0,3,0,05/18/2013,away,11320,234,Florida St.,9,True,1,6,-5,loss,679918,147,1304198,2013,1 - 6,,24.0
1,,1.2,,0,0,0,1,0,0,6,5,0,0,0,0,0,0,0,1,0,0,0,,2,3,0,0,0,2,0,05/22/2013,home,11320,490,NC State,9,True,3,6,-3,loss,680151,147,1304198,2013,3 - 6,,0.0
1,,2.0,,4,0,0,1,5,0,11,10,0,0,0,0,0,0,0,1,1,0,0,,0,1,0,0,0,2,0,05/24/2013,home,11320,457,North Carolina,14,True,7,12,-5,loss,680303,147,1304198,2013,7 - 12,,0.0
