App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,Pitches
1,0.0,1.0,0.0,3,2,2,0,1,0,6,6,1,0,0,0,1,0,0,0,0,0,0,0.0,1,1,0,0,0,2,0,02/22/2020,neutral,15204,180,Delaware,9,True,1,4,-3,loss,1968015,488,1873485,2020,0.0,,
1,0.0,0.1,0.0,1,1,1,0,0,0,3,2,0,0,0,0,0,1,0,2,0,0,0,0.0,1,0,0,0,0,4,0,02/23/2020,neutral,15204,180,Delaware,9,True,8,9,-1,loss,1968034,488,1873485,2020,0.0,,
1,0.0,1.0,0.0,1,1,0,0,2,0,5,4,0,0,0,0,0,0,0,2,2,0,1,16.0,0,1,0,0,0,3,0,02/25/2020,away,15204,457,North Carolina,9,True,0,8,-8,loss,1832118,488,1873485,2020,0.0,,
1,0.0,0.2,0.0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,0,02/28/2020,home,15204,67,Boston College,9,True,2,1,1,win,1832444,488,1873485,2020,0.0,,
1,0.0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,2,0,02/29/2020,home,15204,220,Fairfield,9,True,8,2,6,win,1832923,488,1873485,2020,0.0,,
1,0.0,1.2,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,1,0,0,6,0,03/04/2020,home,15204,1068,Elon,9,True,9,8,1,win,1833582,488,1873485,2020,0.0,,
1,0.0,1.2,0.0,1,0,0,0,1,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0.0,0,3,0,0,0,2,0,03/06/2020,home,15204,352,Lehigh,15,True,3,9,-6,loss,1834364,488,1873485,2020,0.0,,
1,0.0,1.2,0.0,2,0,0,0,4,0,7,6,0,0,0,0,0,0,0,2,2,0,1,37.0,0,1,0,0,0,4,2,03/11/2020,away,15204,490,NC State,9,True,7,8,-1,loss,1835216,488,1873485,2020,0.0,,
1,1.0,4.2,0.0,2,1,1,3,7,0,19,16,0,1,0,0,0,0,0,0,0,0,0,87.0,2,4,0,0,0,1,1,02/14/2020,home,15204,334,Kentucky,9,True,5,1,4,win,1830350,698,2307086,2020,0.0,,
1,1.0,9.0,1.0,2,0,0,2,7,1,29,27,0,0,0,0,0,0,0,0,0,0,0,102.0,12,6,1,0,0,1,2,02/22/2020,away,15204,428,Minnesota,9,True,12,0,12,win,1831755,698,2307086,2020,0.0,,
1,1.0,5.0,0.0,3,4,3,3,6,0,20,17,1,0,0,0,2,0,0,0,0,0,0,72.0,6,2,0,0,0,1,0,02/28/2020,home,15204,107,California,9,True,5,4,1,win,1832534,698,2307086,2020,0.0,,
1,1.0,2.2,0.0,6,2,2,0,1,0,12,12,1,0,0,0,0,0,0,0,0,0,0,0.0,2,3,0,1,0,1,0,03/06/2020,away,15204,657,Southern California,9,True,1,2,-1,loss,1833987,698,2307086,2020,0.0,,
1,0.0,1.1,0.0,0,0,0,1,3,0,5,4,0,0,0,0,1,0,0,2,0,0,0,26.0,0,1,1,0,0,5,0,02/16/2020,home,15204,617,Saint Peter's,9,True,9,7,2,win,1830863,254,2336273,2020,0.0,,
1,0.0,1.0,0.0,0,0,0,1,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,17.0,1,0,0,0,0,5,1,02/19/2020,away,15204,1092,Gardner-Webb,9,True,8,10,-2,loss,1831004,254,2336273,2020,0.0,,
