App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,Pitches
1,0.0,0.2,0.0,2,1,1,1,2,0,5,4,0,0,0,1,0,0,0,1,1,0,0,24.0,0,0,0,0,0,4,1,03/02/2020,away,15204,197,East Stroudsburg,9,True,0,11,-11,loss,1832842,307,2328764,2020,0.0,,
1,0.0,0.2,0.0,2,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,5,0,03/10/2020,home,15204,711,Towson,9,True,2,5,-3,loss,1834927,249,2113986,2020,0.0,,
1,1.0,2.1,0.0,7,8,7,3,3,0,17,14,0,0,0,0,1,0,0,0,0,0,0,66.0,1,3,0,1,0,1,2,02/23/2020,away,15204,10411,USC Upstate,9,True,5,10,-5,loss,1831957,80,1866789,2020,0.0,,
1,1.0,7.0,0.0,2,1,1,1,7,0,24,23,0,0,0,1,0,0,0,0,0,0,0,97.0,4,10,0,0,0,1,3,03/01/2020,neutral,15204,340,La Salle,10,True,4,3,1,win,1833018,80,1866789,2020,0.0,,
1,1.0,5.0,0.0,6,3,3,1,9,0,22,21,3,0,0,0,2,0,0,0,0,0,0,81.0,3,3,0,0,0,1,3,03/08/2020,away,15204,1157,Kennesaw St.,9,True,5,6,-1,loss,1834684,80,1866789,2020,0.0,,
1,0.0,1.0,0.0,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0.0,0,3,0,0,0,5,0,02/16/2020,away,15204,257,Georgia,9,True,4,5,-1,loss,1830845,575,2130839,2020,0.0,,
1,0.0,1.0,0.0,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,4,0,02/18/2020,home,15204,317,James Madison,9,True,4,12,-8,loss,1830954,575,2130839,2020,0.0,,
1,0.0,1.0,0.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0.0,1,2,0,0,0,5,0,02/23/2020,home,15204,352,Lehigh,9,True,5,8,-3,loss,1831880,575,2130839,2020,0.0,,
1,0.0,0.1,0.0,2,3,3,3,1,0,6,3,1,0,0,0,0,0,0,3,3,0,0,0.0,0,0,0,0,0,6,0,02/25/2020,home,15204,165,Coppin St.,9,True,1,11,-10,loss,1832095,575,2130839,2020,0.0,,
1,0.0,0.2,0.0,2,4,4,4,1,0,8,4,0,0,0,1,0,0,0,0,0,0,0,34.0,0,1,0,1,0,5,1,02/28/2020,home,15204,251,Georgetown,10,True,8,11,-3,loss,1832351,575,2130839,2020,0.0,,
1,0.0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12.0,0,1,0,0,0,2,2,03/10/2020,away,15204,48,Charleston So.,9,True,6,4,2,win,1835004,575,2130839,2020,0.0,,
1,0.0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6.0,0,1,0,0,0,5,0,02/15/2020,away,15204,498,ULM,9,True,4,13,-9,loss,1830634,654,2121934,2020,0.0,,
