App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,score,Pitches
1,,0.2,0.0,0,1,1,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,3,0,,02/24/2019,home,14781,334,Kentucky,9,True,19,4,15,win,4715009,700,2133775,2019,19 - 4,0.0
1,,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,1,,03/08/2019,home,14781,782,Wichita St.,9,True,12,2,10,win,4727206,700,2133775,2019,12 - 2,0.0
1,,0.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,,03/10/2019,home,14781,782,Wichita St.,9,True,15,4,11,win,4729874,700,2133775,2019,15 - 4,0.0
1,,0.2,0.0,2,2,2,1,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,5,0,,04/16/2019,away,14781,193,Duke,9,True,6,13,-7,loss,4772364,700,2133775,2019,6 - 13,11.0
1,,0.2,0.0,0,1,0,3,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,3,0,,02/23/2019,home,14781,393,UMES,9,True,6,4,2,win,4713433,202,2128433,2019,6 - 4,27.0
1,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,4,0,,02/16/2019,home,14781,703,Texas,9,True,5,6,-1,loss,4707436,671,1979546,2019,5 - 6,5.0
1,,0.2,0.0,2,1,0,0,0,0,4,3,0,0,0,0,0,0,0,2,2,0,1,,1,1,0,0,0,3,0,,02/23/2019,away,14781,624,Sam Houston,9,True,8,9,-1,loss,4714200,671,1979546,2019,8 - 9,0.0
1,,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,3,0,,03/02/2019,home,14781,392,Maryland,9,True,2,1,1,win,4724390,671,1979546,2019,2 - 1,6.0
1,,0.0,0.0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,3,0,,03/06/2019,away,14781,402,McNeese,9,True,16,10,6,win,4725105,671,1979546,2019,16 - 10,4.0
1,,2.0,0.0,1,0,0,1,3,0,8,7,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,4,1,,03/10/2019,home,14781,370,LMU (CA),9,True,3,7,-4,loss,4733420,671,1979546,2019,3 - 7,37.0
1,,3.0,0.0,2,2,2,1,1,0,13,10,0,2,0,0,0,1,0,0,0,1,0,,7,1,0,0,0,2,1,,03/13/2019,home,14781,664,Southern Miss.,12,True,6,5,1,win,4733988,671,1979546,2019,6 - 5,47.0
1,,3.0,0.0,1,0,0,4,1,0,14,9,0,0,0,0,0,0,0,2,2,0,1,,5,2,1,0,0,4,0,,03/16/2019,away,14781,32,Little Rock,9,True,16,10,6,win,4737640,671,1979546,2019,16 - 10,52.0
1,,1.2,0.0,3,3,3,1,0,0,9,7,1,0,0,0,0,0,0,2,0,1,0,,2,3,0,0,0,2,0,,03/20/2019,away,14781,718,Tulane,9,True,3,7,-4,loss,4742752,671,1979546,2019,3 - 7,36.0
1,,5.1,0.0,4,2,2,2,3,0,21,19,2,0,0,0,0,0,0,2,0,0,0,,8,4,0,0,0,2,0,,03/24/2019,home,14781,27,App State,9,True,5,6,-1,loss,4746579,671,1979546,2019,5 - 6,73.0
1,,5.2,0.0,4,3,2,4,2,0,27,22,0,0,0,1,0,1,0,2,1,0,0,,5,9,0,0,0,3,0,,03/30/2019,away,14781,716,Troy,9,True,6,10,-4,loss,4753745,671,1979546,2019,6 - 10,105.0
1,,5.0,0.0,3,2,2,5,5,0,25,18,1,0,0,0,0,1,0,2,1,1,0,,7,3,0,0,0,2,2,,04/05/2019,home,14781,30,Arkansas St.,9,True,6,12,-6,loss,4763014,671,1979546,2019,6 - 12,94.0
1,,2.2,0.0,6,6,6,1,2,0,15,13,2,0,0,2,0,1,0,0,0,0,0,,3,2,0,1,0,1,0,,04/10/2019,home,14781,402,McNeese,9,True,3,6,-3,loss,4765652,671,1979546,2019,3 - 6,43.0
1,,0.2,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,0,,1,1,0,0,0,3,0,,04/19/2019,away,14781,702,UT Arlington,9,True,3,7,-4,loss,4775622,671,1979546,2019,3 - 7,9.0
1,,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,5,0,,04/20/2019,away,14781,702,UT Arlington,9,True,5,9,-4,loss,4776323,671,1979546,2019,5 - 9,1.0
1,,2.2,0.0,3,2,2,1,2,0,11,9,0,0,0,1,0,1,0,0,0,0,0,,2,2,0,0,0,3,0,,04/23/2019,away,14781,664,Southern Miss.,9,True,6,7,-1,loss,4778568,671,1979546,2019,6 - 7,37.0
1,,3.1,0.0,1,1,1,1,4,0,12,10,0,1,0,0,0,0,0,0,0,1,0,,4,2,0,0,0,4,2,,04/26/2019,home,14781,670,Texas St.,9,True,9,13,-4,loss,4781043,671,1979546,2019,9 - 13,58.0
1,,1.1,0.0,2,1,1,0,1,0,6,6,0,0,0,0,0,0,0,2,0,0,0,,1,1,0,0,1,3,0,,05/04/2019,away,14781,149,Coastal Carolina,9,True,9,7,2,win,4787317,671,1979546,2019,9 - 7,37.0
1,,4.0,0.0,3,3,3,2,5,0,18,16,2,0,0,1,1,0,0,0,0,0,0,,2,6,0,0,0,1,1,,05/12/2019,home,14781,254,Georgia St.,9,True,11,5,6,win,4791067,671,1979546,2019,11 - 5,70.0
